id,trials,task,level,n,rt,acc
052SSME,10,MS,hard,6,17.7491,0.8571428571428571
052SSME,11,MS,easy,3,9.3503,1
052SSME,11,MS,medium,5,18.6154,1
052SSME,11,MS,hard,4,17.2342,0.5714285714285714
052SSME,12,MS,easy,3,8.0489,1
052SSME,12,MS,medium,5,13.8987,1
052SSME,12,MS,hard,7,22.4657,1
052SSME,13,MS,easy,3,7.6321,1
052SSME,13,MS,medium,5,12.6645,1
052SSME,13,MS,hard,7,19.4314,1
052SSME,14,MS,easy,3,10.7655,1
052SSME,14,MS,medium,5,16.2987,1
052SSME,14,MS,hard,5,21.7328,0.7142857142857143
052SSME,15,MS,easy,3,9.832,1
052SSME,15,MS,medium,5,14.8819,1
052SSME,15,MS,hard,5,16.3164,0.7142857142857143
052SSME,16,MS,easy,3,7.699,1
052SSME,16,MS,medium,5,12.6658,1
052SSME,16,MS,hard,5,16.5843,0.7142857142857143
053SSAF,1,MS,easy,3,6.6655,1
053SSAF,1,MS,medium,5,10.798,1
053SSAF,1,MS,hard,4,15.5825,0.5714285714285714
053SSAF,2,MS,easy,3,7.5664,1
053SSAF,2,MS,medium,5,11.1328,1
053SSAF,2,MS,hard,2,7.4669,0.2857142857142857
053SSAF,3,MS,easy,3,7.8995,1
053SSAF,3,MS,medium,4,10.5989,0.8
053SSAF,3,MS,hard,6,13.9825,0.8571428571428571
053SSAF,4,MS,easy,2,12.2155,0.6666666666666666
053SSAF,4,MS,medium,4,9.2168,0.8
053SSAF,4,MS,hard,4,13.5331,0.5714285714285714
053SSAF,5,MS,easy,3,5.6155,1
053SSAF,5,MS,medium,4,14.3326,0.8
053SSAF,5,MS,hard,3,8.7489,0.42857142857142855
053SSAF,6,MS,easy,3,8.2834,1
053SSAF,6,MS,medium,4,10.9323,0.8
053SSAF,6,MS,hard,5,14.8651,0.7142857142857143
053SSAF,7,MS,easy,3,8.0664,1
053SSAF,7,MS,medium,5,8.9496,1
053SSAF,7,MS,hard,3,11.1326,0.42857142857142855
053SSAF,8,MS,easy,3,8.3504,1
053SSAF,8,MS,medium,3,14.2998,0.6
053SSAF,8,MS,hard,5,11.1147,0.7142857142857143
053SSAF,9,MS,easy,3,7.0324,1
053SSAF,9,MS,medium,3,6.866,0.6
053SSAF,9,MS,hard,3,10.2665,0.42857142857142855
053SSAF,10,MS,easy,3,11.4992,1
053SSAF,10,MS,medium,2,3.8322,0.4
053SSAF,10,MS,hard,4,9.8489,0.5714285714285714
053SSAF,11,MS,easy,3,7.5494,1
053SSAF,11,MS,medium,3,8.1827,0.6
053SSAF,11,MS,hard,5,11.7834,0.7142857142857143
053SSAF,12,MS,easy,3,8.7993,1
053SSAF,12,MS,medium,5,15.3156,1
053SSAF,12,MS,hard,7,16.5559,1
053SSAF,13,MS,easy,3,6.9323,1
053SSAF,13,MS,medium,5,9.6328,1
053SSAF,13,MS,hard,5,15.5313,0.7142857142857143
053SSAF,14,MS,easy,3,8.7989,1
053SSAF,14,MS,medium,5,8.8998,1
053SSAF,14,MS,hard,5,11.1341,0.7142857142857143
053SSAF,15,MS,easy,3,8.2995,1
053SSAF,15,MS,medium,5,9.8978,1
053SSAF,15,MS,hard,2,5.0827,0.2857142857142857
053SSAF,16,MS,easy,3,5.9823,1
053SSAF,16,MS,medium,5,8.5163,1
053SSAF,16,MS,hard,5,11.0165,0.7142857142857143
054SSEB,1,MS,easy,3,10.1402,1
054SSEB,1,MS,medium,5,17.0361,1
054SSEB,1,MS,hard,6,24.9056,0.8571428571428571
054SSEB,2,MS,easy,3,9.4584,1
054SSEB,2,MS,medium,5,16.4019,1
054SSEB,2,MS,hard,5,25.6113,0.7142857142857143
054SSEB,3,MS,easy,3,10.1747,1
054SSEB,3,MS,medium,5,16.8356,1
054SSEB,3,MS,hard,5,33.2887,0.7142857142857143
054SSEB,4,MS,easy,3,9.1587,1
054SSEB,4,MS,medium,5,15.6857,1
054SSEB,4,MS,hard,5,27.2603,0.7142857142857143
054SSEB,5,MS,easy,3,11.8567,1
054SSEB,5,MS,medium,5,20.2328,1
054SSEB,5,MS,hard,6,23.1306,0.8571428571428571
054SSEB,6,MS,easy,3,10.1911,1
054SSEB,6,MS,medium,5,25.8448,1
054SSEB,6,MS,hard,4,28.5093,0.5714285714285714
054SSEB,7,MS,easy,3,10.341,1
054SSEB,7,MS,medium,5,16.2191,1
054SSEB,7,MS,hard,5,17.7848,0.7142857142857143
054SSEB,8,MS,easy,3,12.3232,1
054SSEB,8,MS,medium,5,16.4025,1
054SSEB,8,MS,hard,5,18.4677,0.7142857142857143
054SSEB,9,MS,easy,3,10.9071,1
054SSEB,9,MS,medium,5,16.1194,1
054SSEB,9,MS,hard,4,22.8141,0.5714285714285714
054SSEB,10,MS,easy,3,9.7081,1
054SSEB,10,MS,medium,5,19.25,1
054SSEB,10,MS,hard,4,18.4343,0.5714285714285714
054SSEB,11,MS,easy,3,11.9564,1
054SSEB,11,MS,medium,5,16.2524,1
054SSEB,11,MS,hard,6,27.0772,0.8571428571428571
054SSEB,12,MS,easy,3,9.059,1
054SSEB,12,MS,medium,5,15.8532,1
054SSEB,12,MS,hard,5,22.1145,0.7142857142857143
054SSEB,13,MS,easy,3,11.3399,1
054SSEB,13,MS,medium,5,25.9451,1
054SSEB,13,MS,hard,4,17.4354,0.5714285714285714
054SSEB,14,MS,easy,3,11.5561,1
054SSEB,14,MS,medium,5,16.0189,1
054SSEB,14,MS,hard,6,23.9299,0.8571428571428571
054SSEB,15,MS,easy,3,9.0758,1
054SSEB,15,MS,medium,5,18.4344,1
054SSEB,15,MS,hard,5,16.9521,0.7142857142857143
054SSEB,16,MS,easy,3,9.4253,1
054SSEB,16,MS,medium,5,29.5417,1
054SSEB,16,MS,hard,7,36.0859,1
055SSNS,1,MS,easy,3,10.9352,1
055SSNS,1,MS,medium,5,18.5884,1
055SSNS,1,MS,hard,4,15.8448,0.5714285714285714
055SSNS,2,MS,easy,3,12.9115,1
055SSNS,2,MS,medium,5,16.4371,1
055SSNS,2,MS,hard,5,20.197,0.7142857142857143
055SSNS,3,MS,easy,3,12.6198,1
055SSNS,3,MS,medium,5,16.9869,1
055SSNS,3,MS,hard,6,41.061,0.8571428571428571
055SSNS,4,MS,easy,3,12.4268,1
055SSNS,4,MS,medium,4,16.9537,0.8
055SSNS,4,MS,hard,3,34.0844,0.42857142857142855
055SSNS,5,MS,easy,3,9.1353,1
055SSNS,5,MS,medium,5,20.1219,1
055SSNS,5,MS,hard,4,22.4468,0.5714285714285714
055SSNS,6,MS,easy,3,10.4691,1
055SSNS,6,MS,medium,5,19.8214,1
055SSNS,6,MS,hard,4,24.8727,0.5714285714285714
055SSNS,7,MS,easy,3,15.6948,1
055SSNS,7,MS,medium,5,22.8052,1
055SSNS,7,MS,hard,3,15.7033,0.42857142857142855
055SSNS,8,MS,easy,3,8.9685,1
055SSNS,8,MS,medium,4,33.4584,0.8
055SSNS,8,MS,hard,5,21.0392,0.7142857142857143
055SSNS,9,MS,easy,3,11.9861,1
055SSNS,9,MS,medium,4,24.7551,0.8
055SSNS,9,MS,hard,5,24.6386,0.7142857142857143
055SSNS,10,MS,easy,3,10.7937,1
055SSNS,10,MS,medium,5,40.5763,1
055SSNS,10,MS,hard,5,24.7224,0.7142857142857143
055SSNS,11,MS,easy,3,9.6603,1
055SSNS,11,MS,medium,4,29.7403,0.8
055SSNS,11,MS,hard,3,22.1384,0.42857142857142855
055SSNS,12,MS,easy,3,9.5602,1
055SSNS,12,MS,medium,5,17.8371,1
055SSNS,12,MS,hard,3,19.0041,0.42857142857142855
055SSNS,13,MS,easy,3,11.3775,1
055SSNS,13,MS,medium,5,16.6374,1
055SSNS,13,MS,hard,5,22.4216,0.7142857142857143
055SSNS,14,MS,easy,3,8.6353,1
055SSNS,14,MS,medium,5,15.1702,1
055SSNS,14,MS,hard,6,31.2584,0.8571428571428571
055SSNS,15,MS,easy,3,9.01,1
055SSNS,15,MS,medium,4,21.5382,0.8
055SSNS,15,MS,hard,4,23.756,0.5714285714285714
055SSNS,16,MS,easy,3,11.3536,1
055SSNS,16,MS,medium,5,16.6038,1
055SSNS,16,MS,hard,6,51.2631,0.8571428571428571
056SSKA,1,MS,easy,3,10.017,1
056SSKA,1,MS,medium,5,18.2171,1
056SSKA,1,MS,hard,5,25.2635,0.7142857142857143
056SSKA,2,MS,easy,3,10.3343,1
056SSKA,2,MS,medium,5,16.5719,1
056SSKA,2,MS,hard,5,18.8199,0.7142857142857143
056SSKA,3,MS,easy,3,13.368,1
056SSKA,3,MS,medium,5,20.1534,1
056SSKA,3,MS,hard,5,16.9681,0.7142857142857143
056SSKA,4,MS,easy,3,11.8178,1
056SSKA,4,MS,medium,5,16.4682,1
056SSKA,4,MS,hard,7,24.5037,1
056SSKA,5,MS,easy,3,13.0367,1
056SSKA,5,MS,medium,5,17.0355,1
056SSKA,5,MS,hard,6,19.4501,0.8571428571428571
056SSKA,6,MS,easy,3,9.1846,1
056SSKA,6,MS,medium,5,14.6186,1
056SSKA,6,MS,hard,6,20.4691,0.8571428571428571
056SSKA,7,MS,easy,3,11.5103,1
056SSKA,7,MS,medium,5,17.7442,1
056SSKA,7,MS,hard,4,20.9367,0.5714285714285714
056SSKA,8,MS,easy,3,8.4179,1
056SSKA,8,MS,medium,5,19.3352,1
056SSKA,8,MS,hard,4,24.3214,0.5714285714285714
056SSKA,9,MS,easy,3,9.3013,1
056SSKA,9,MS,medium,5,14.7939,1
056SSKA,9,MS,hard,5,28.0885,0.7142857142857143
056SSKA,10,MS,easy,3,9.4506,1
056SSKA,10,MS,medium,5,18.4356,1
056SSKA,10,MS,hard,4,20.3359,0.5714285714285714
056SSKA,11,MS,easy,3,10.4837,1
056SSKA,11,MS,medium,5,12.9598,1
056SSKA,11,MS,hard,4,19.3701,0.5714285714285714
056SSKA,12,MS,easy,3,11.1535,1
056SSKA,12,MS,medium,4,21.4847,0.8
056SSKA,12,MS,hard,4,21.7853,0.5714285714285714
056SSKA,13,MS,easy,3,10.5111,1
056SSKA,13,MS,medium,5,20.8276,1
056SSKA,13,MS,hard,7,26.6288,1
056SSKA,14,MS,easy,3,8.8261,1
056SSKA,14,MS,medium,5,14.9514,1
056SSKA,14,MS,hard,5,25.013,0.7142857142857143
056SSKA,15,MS,easy,3,8.7494,1
056SSKA,15,MS,medium,4,17.6442,0.8
056SSKA,15,MS,hard,5,17.0683,0.7142857142857143
056SSKA,16,MS,easy,3,10.6675,1
056SSKA,16,MS,medium,5,14.511,1
056SSKA,16,MS,hard,5,23.7372,0.7142857142857143
058SSAB,1,MS,easy,3,11.3823,1
058SSAB,1,MS,medium,4,21.163,0.8
058SSAB,1,MS,hard,6,38.0841,0.8571428571428571
058SSAB,2,MS,easy,3,9.8772,1
058SSAB,2,MS,medium,5,19.1346,1
058SSAB,2,MS,hard,5,32.7002,0.7142857142857143
058SSAB,3,MS,easy,3,9.2501,1
058SSAB,3,MS,medium,5,19.6885,1
058SSAB,3,MS,hard,7,45.9341,1
058SSAB,4,MS,easy,3,12.8722,1
058SSAB,4,MS,medium,5,19.0349,1
058SSAB,4,MS,hard,6,45.3843,0.8571428571428571
058SSAB,5,MS,easy,3,10.8338,1
058SSAB,5,MS,medium,5,18.3171,1
058SSAB,5,MS,hard,5,33.9495,0.7142857142857143
058SSAB,6,MS,easy,3,11.7716,1
058SSAB,6,MS,medium,5,24.9234,1
058SSAB,6,MS,hard,7,30.7009,1
058SSAB,7,MS,easy,3,10.2893,1
058SSAB,7,MS,medium,5,93.7941,1
058SSAB,7,MS,hard,7,35.6832,1
058SSAB,8,MS,easy,3,13.4433,1
058SSAB,8,MS,medium,4,29.3003,0.8
058SSAB,8,MS,hard,5,28.3497,0.7142857142857143
058SSAB,9,MS,easy,3,12.3235,1
058SSAB,9,MS,medium,5,22.1006,1
058SSAB,9,MS,hard,6,39.8841,0.8571428571428571
058SSAB,10,MS,easy,3,9.9997,1
058SSAB,10,MS,medium,5,19.817,1
058SSAB,10,MS,hard,7,25.7838,1
058SSAB,11,MS,easy,3,10.4681,1
058SSAB,11,MS,medium,5,18.3334,1
058SSAB,11,MS,hard,5,69.4007,0.7142857142857143
058SSAB,12,MS,easy,3,11.0656,1
058SSAB,12,MS,medium,5,16.3342,1
058SSAB,12,MS,hard,5,47.5671,0.7142857142857143
058SSAB,13,MS,easy,3,15.6271,1
058SSAB,13,MS,medium,5,32.1431,1
058SSAB,13,MS,hard,7,27.0739,1
058SSAB,14,MS,easy,3,13.1598,1
058SSAB,14,MS,medium,5,19.4096,1
058SSAB,14,MS,hard,7,24.7994,1
058SSAB,15,MS,easy,2,10.1447,0.6666666666666666
058SSAB,15,MS,medium,5,30.1052,1
058SSAB,15,MS,hard,7,28.8334,1
058SSAB,16,MS,easy,3,11.3008,1
058SSAB,16,MS,medium,5,15.5835,1
058SSAB,16,MS,hard,5,26.3939,0.7142857142857143
059SSAS,1,MS,easy,3,9.6751,1
059SSAS,1,MS,medium,5,18.3505,1
059SSAS,1,MS,hard,3,17.5884,0.42857142857142855
059SSAS,2,MS,easy,3,11.2071,1
059SSAS,2,MS,medium,5,53.5714,1
059SSAS,2,MS,hard,5,22.5305,0.7142857142857143
059SSAS,3,MS,easy,3,12.6887,1
059SSAS,3,MS,medium,5,14.787,1
059SSAS,3,MS,hard,4,17.8342,0.5714285714285714
059SSAS,4,MS,easy,3,10.6901,1
059SSAS,4,MS,medium,3,16.0023,0.6
059SSAS,4,MS,hard,6,21.0815,0.8571428571428571
059SSAS,5,MS,easy,3,11.4897,1
059SSAS,5,MS,medium,4,14.3032,0.8
059SSAS,5,MS,hard,4,18.8335,0.5714285714285714
059SSAS,6,MS,easy,3,10.5908,1
059SSAS,6,MS,medium,5,18.6161,1
059SSAS,6,MS,hard,6,26.5439,0.8571428571428571
059SSAS,7,MS,easy,3,9.775,1
059SSAS,7,MS,medium,4,17.0067,0.8
059SSAS,7,MS,hard,5,22.2972,0.7142857142857143
059SSAS,8,MS,easy,3,11.923,1
059SSAS,8,MS,medium,5,17.5812,1
059SSAS,8,MS,hard,4,22.1484,0.5714285714285714
059SSAS,9,MS,easy,3,11.1068,1
059SSAS,9,MS,medium,5,14.2702,1
059SSAS,9,MS,hard,5,25.5615,0.7142857142857143
059SSAS,10,MS,easy,3,7.7926,1
059SSAS,10,MS,medium,5,13.6874,1
059SSAS,10,MS,hard,7,23.9444,1
059SSAS,11,MS,easy,3,15.4368,1
059SSAS,11,MS,medium,5,18.8836,1
059SSAS,11,MS,hard,5,15.8196,0.7142857142857143
059SSAS,12,MS,easy,3,11.2071,1
059SSAS,12,MS,medium,5,13.6047,1
059SSAS,12,MS,hard,6,23.2799,0.8571428571428571
059SSAS,13,MS,easy,3,12.3723,1
059SSAS,13,MS,medium,2,17.5179,0.4
059SSAS,13,MS,hard,4,12.0397,0.5714285714285714
059SSAS,14,MS,easy,3,10.8894,1
059SSAS,14,MS,medium,5,17.6011,1
059SSAS,14,MS,hard,7,22.4804,1
059SSAS,15,MS,easy,3,10.9406,1
059SSAS,15,MS,medium,5,16.6186,1
059SSAS,15,MS,hard,7,23.7634,1
059SSAS,16,MS,easy,3,11.8888,1
059SSAS,16,MS,medium,2,11.4061,0.4
059SSAS,16,MS,hard,3,30.0406,0.42857142857142855
062SSON,1,MS,easy,3,19.1108,1
062SSON,1,MS,medium,5,32.4114,1
062SSON,1,MS,hard,4,14.6267,0.5714285714285714
062SSON,2,MS,easy,2,14.9931,0.6666666666666666
062SSON,2,MS,medium,5,40.2556,1
062SSON,2,MS,hard,5,19.8775,0.7142857142857143
062SSON,3,MS,easy,0,0.0191,0
062SSON,3,MS,medium,5,26.8916,1
062SSON,3,MS,hard,4,16.6191,0.5714285714285714
062SSON,4,MS,easy,0,18.2171,0
062SSON,4,MS,medium,5,21.2744,1
062SSON,4,MS,hard,4,23.069,0.5714285714285714
062SSON,5,MS,easy,3,18.582,1
062SSON,5,MS,medium,5,35.0368,1
062SSON,5,MS,hard,4,16.5538,0.5714285714285714
062SSON,6,MS,easy,3,20.3769,1
062SSON,6,MS,medium,5,38.4288,1
062SSON,6,MS,hard,2,14.2269,0.2857142857142857
062SSON,7,MS,easy,3,12.2321,1
062SSON,7,MS,medium,5,25.8281,1
062SSON,7,MS,hard,5,17.1187,0.7142857142857143
062SSON,8,MS,easy,3,12.4653,1
062SSON,8,MS,medium,5,27.3238,1
062SSON,8,MS,hard,3,22.5035,0.42857142857142855
062SSON,9,MS,easy,3,14.9249,1
062SSON,9,MS,medium,5,28.0884,1
062SSON,9,MS,hard,2,13.8262,0.2857142857142857
062SSON,10,MS,easy,0,1.3848,0
062SSON,10,MS,medium,5,22.0724,1
062SSON,10,MS,hard,3,15.7221,0.42857142857142855
062SSON,11,MS,easy,3,12.9312,1
062SSON,11,MS,medium,5,35.9665,1
062SSON,11,MS,hard,4,21.3757,0.5714285714285714
062SSON,12,MS,easy,3,12.7656,1
062SSON,12,MS,medium,5,29.6175,1
062SSON,12,MS,hard,6,30.9461,0.8571428571428571
062SSON,13,MS,easy,3,12.1992,1
062SSON,13,MS,medium,5,27.4906,1
062SSON,13,MS,hard,6,20.7072,0.8571428571428571
062SSON,14,MS,easy,3,13.8947,1
062SSON,14,MS,medium,5,43.8117,1
062SSON,14,MS,hard,1,7.6428,0.14285714285714285
062SSON,15,MS,easy,3,14.6255,1
062SSON,15,MS,medium,5,23.3341,1
062SSON,15,MS,hard,3,12.3645,0.42857142857142855
062SSON,16,MS,easy,3,18.2825,1
062SSON,16,MS,medium,5,19.8107,1
062SSON,16,MS,hard,3,15.0228,0.42857142857142855
063SSMP,1,MS,easy,3,7.81,1
063SSMP,1,MS,medium,5,16.336,1
063SSMP,1,MS,hard,3,14.863,0.42857142857142855
063SSMP,2,MS,easy,3,9.994,1
063SSMP,2,MS,medium,5,16.155,1
063SSMP,2,MS,hard,3,16.564,0.42857142857142855
063SSMP,3,MS,easy,3,7.577,1
063SSMP,3,MS,medium,5,15.588,1
063SSMP,3,MS,hard,5,12.085,0.7142857142857143
063SSMP,4,MS,easy,3,7.86,1
063SSMP,4,MS,medium,4,12.657,0.8
063SSMP,4,MS,hard,5,16.931,0.7142857142857143
063SSMP,5,MS,easy,3,7.094,1
063SSMP,5,MS,medium,5,14.872,1
063SSMP,5,MS,hard,5,17.965,0.7142857142857143
063SSMP,6,MS,easy,3,7.279,1
063SSMP,6,MS,medium,5,14.406,1
063SSMP,6,MS,hard,3,17.144,0.42857142857142855
063SSMP,7,MS,easy,3,6.895,1
063SSMP,7,MS,medium,4,23.249,0.8
063SSMP,7,MS,hard,3,16.595,0.42857142857142855
063SSMP,8,MS,easy,3,8.022,1
063SSMP,8,MS,medium,4,13.306,0.8
063SSMP,8,MS,hard,4,14.572,0.5714285714285714
063SSMP,9,MS,easy,3,8.647,1
063SSMP,9,MS,medium,4,14.706,0.8
063SSMP,9,MS,hard,5,17.569,0.7142857142857143
063SSMP,10,MS,easy,3,8.76,1
063SSMP,10,MS,medium,4,21.601,0.8
063SSMP,10,MS,hard,5,18.376,0.7142857142857143
063SSMP,11,MS,easy,3,7.156,1
063SSMP,11,MS,medium,5,14.656,1
063SSMP,11,MS,hard,4,15.281,0.5714285714285714
063SSMP,12,MS,easy,3,9.113,1
063SSMP,12,MS,medium,4,15.007,0.8
063SSMP,12,MS,hard,4,15.825,0.5714285714285714
063SSMP,13,MS,easy,3,8.431,1
063SSMP,13,MS,medium,5,14.238,1
063SSMP,13,MS,hard,6,19.615,0.8571428571428571
063SSMP,14,MS,easy,3,7.46,1
063SSMP,14,MS,medium,5,12.924,1
063SSMP,14,MS,hard,5,20.196,0.7142857142857143
063SSMP,15,MS,easy,3,7.061,1
063SSMP,15,MS,medium,3,16.201,0.6
063SSMP,15,MS,hard,5,28.576,0.7142857142857143
063SSMP,16,MS,easy,3,8.582,1
063SSMP,16,MS,medium,4,27.563,0.8
063SSMP,16,MS,hard,2,16.399,0.2857142857142857
064SSAB,1,MS,easy,3,11.7245,1
064SSAB,1,MS,medium,5,13.4981,1
064SSAB,1,MS,hard,4,22.3321,0.5714285714285714
064SSAB,2,MS,easy,3,10.9993,1
064SSAB,2,MS,medium,4,16.7323,0.8
064SSAB,2,MS,hard,6,28.3151,0.8571428571428571
064SSAB,3,MS,easy,3,14.2654,1
064SSAB,3,MS,medium,5,16.9158,1
064SSAB,3,MS,hard,3,21.6988,0.42857142857142855
064SSAB,4,MS,easy,3,9.265900001,1
064SSAB,4,MS,medium,5,13.582,1
064SSAB,4,MS,hard,4,36.9483,0.5714285714285714
064SSAB,5,MS,easy,3,10.4159,1
064SSAB,5,MS,medium,5,21.0653,1
064SSAB,5,MS,hard,2,15.9863,0.2857142857142857
064SSAB,6,MS,easy,3,9.0826,1
064SSAB,6,MS,medium,5,12.8322,1
064SSAB,6,MS,hard,3,21.7696,0.42857142857142855
064SSAB,7,MS,easy,3,8.7494,1
064SSAB,7,MS,medium,4,31.9813,0.8
064SSAB,7,MS,hard,4,17.5199,0.5714285714285714
064SSAB,8,MS,easy,3,11.4491,1
064SSAB,8,MS,medium,5,12.882,1
064SSAB,8,MS,hard,4,29.9156,0.5714285714285714
064SSAB,9,MS,easy,3,10.0992,1
064SSAB,9,MS,medium,4,28.1649,0.8
064SSAB,9,MS,hard,5,20.0487,0.7142857142857143
064SSAB,10,MS,easy,3,8.9994,1
064SSAB,10,MS,medium,5,15.4991,1
064SSAB,10,MS,hard,3,28.5694,0.42857142857142855
064SSAB,11,MS,easy,3,13.9325,1
064SSAB,11,MS,medium,5,17.6659,1
064SSAB,11,MS,hard,4,27.5661,0.5714285714285714
064SSAB,12,MS,easy,3,8.6829,1
064SSAB,12,MS,medium,4,27.3818,0.8
064SSAB,12,MS,hard,4,28.9853,0.5714285714285714
064SSAB,13,MS,easy,3,9.3824,1
064SSAB,13,MS,medium,5,18.9483,1
064SSAB,13,MS,hard,3,19.045,0.42857142857142855
064SSAB,14,MS,easy,3,10.3157,1
064SSAB,14,MS,medium,5,18.3654,1
064SSAB,14,MS,hard,5,17.9321,0.7142857142857143
064SSAB,15,MS,easy,3,8.815799999,1
064SSAB,15,MS,medium,4,14.5824,0.8
064SSAB,15,MS,hard,5,17.1532,0.7142857142857143
064SSAB,16,MS,easy,3,7.6493,1
064SSAB,16,MS,medium,4,16.0822,0.8
064SSAB,16,MS,hard,3,16.6617,0.42857142857142855
065SSTM,1,MS,easy,3,10.3856,1
065SSTM,1,MS,medium,5,16.4463,1
065SSTM,1,MS,hard,5,16.3803,0.7142857142857143
065SSTM,2,MS,easy,3,8.6813,1
065SSTM,2,MS,medium,4,22.9781,0.8
065SSTM,2,MS,hard,5,17.1465,0.7142857142857143
065SSTM,3,MS,easy,3,10.0978,1
065SSTM,3,MS,medium,5,15.8131,1
065SSTM,3,MS,hard,3,14.4969,0.42857142857142855
065SSTM,4,MS,easy,3,8.4262,1
065SSTM,4,MS,medium,5,15.8962,1
065SSTM,4,MS,hard,5,14.7131,0.7142857142857143
065SSTM,5,MS,easy,3,8.453,1
065SSTM,5,MS,medium,5,15.5969,1
065SSTM,5,MS,hard,6,19.3459,0.8571428571428571
065SSTM,6,MS,easy,3,7.9509,1
065SSTM,6,MS,medium,5,15.9457,1
065SSTM,6,MS,hard,4,16.913,0.5714285714285714
065SSTM,7,MS,easy,3,8.5968,1
065SSTM,7,MS,medium,4,19.0945,0.8
065SSTM,7,MS,hard,5,13.3799,0.7142857142857143
065SSTM,8,MS,easy,3,9.531,1
065SSTM,8,MS,medium,5,13.5797,1
065SSTM,8,MS,hard,5,14.9294,0.7142857142857143
065SSTM,9,MS,easy,3,11.1119,1
065SSTM,9,MS,medium,5,14.3474,1
065SSTM,9,MS,hard,5,15.7639,0.7142857142857143
065SSTM,10,MS,easy,3,8.6821,1
065SSTM,10,MS,medium,5,16.8959,1
065SSTM,10,MS,hard,5,18.4626,0.7142857142857143
065SSTM,11,MS,easy,3,10.5642,1
065SSTM,11,MS,medium,5,13.4136,1
065SSTM,11,MS,hard,4,10.9312,0.5714285714285714
065SSTM,12,MS,easy,3,9.3474,1
065SSTM,12,MS,medium,4,15.1453,0.8
065SSTM,12,MS,hard,4,19.062,0.5714285714285714
065SSTM,13,MS,easy,3,8.6982,1
065SSTM,13,MS,medium,3,20.028,0.6
065SSTM,13,MS,hard,7,25.8443,1
065SSTM,14,MS,easy,3,9.5857,1
065SSTM,14,MS,medium,4,13.7303,0.8
065SSTM,14,MS,hard,5,19.8947,0.7142857142857143
065SSTM,15,MS,easy,3,7.5975,1
065SSTM,15,MS,medium,5,22.2115,1
065SSTM,15,MS,hard,2,11.3302,0.2857142857142857
065SSTM,16,MS,easy,3,7.3645,1
065SSTM,16,MS,medium,5,14.9465,1
065SSTM,16,MS,hard,5,14.0631,0.7142857142857143
067SSDA,1,MS,easy,3,11.6182,1
067SSDA,1,MS,medium,4,11.4188,0.8
067SSDA,1,MS,hard,3,13.5183,0.42857142857142855
067SSDA,2,MS,easy,3,7.5222,1
067SSDA,2,MS,medium,4,14.816,0.8
067SSDA,2,MS,hard,2,12.2777,0.2857142857142857
067SSDA,3,MS,easy,3,9.1206,1
067SSDA,3,MS,medium,4,12.4605,0.8
067SSDA,3,MS,hard,4,19.1889,0.5714285714285714
067SSDA,4,MS,easy,3,7.6982,1
067SSDA,4,MS,medium,3,11.2522,0.6
067SSDA,4,MS,hard,3,20.6282,0.42857142857142855
067SSDA,5,MS,easy,3,11.5121,1
067SSDA,5,MS,medium,4,18.1512,0.8
067SSDA,5,MS,hard,3,15.8872,0.42857142857142855
067SSDA,6,MS,easy,3,8.5759,1
067SSDA,6,MS,medium,2,14.3548,0.4
067SSDA,6,MS,hard,3,14.3382,0.42857142857142855
067SSDA,7,MS,easy,2,15.0546,0.6666666666666666
067SSDA,7,MS,medium,2,11.0407,0.4
067SSDA,7,MS,hard,4,11.8237,0.5714285714285714
067SSDA,8,MS,easy,3,12.1233,1
067SSDA,8,MS,medium,3,15.6152,0.6
067SSDA,8,MS,hard,3,14.6764,0.42857142857142855
067SSDA,9,MS,easy,3,8.215,1
067SSDA,9,MS,medium,2,10.5791,0.4
067SSDA,9,MS,hard,3,9.9247,0.42857142857142855
067SSDA,10,MS,easy,3,11.4232,1
067SSDA,10,MS,medium,5,17.7516,1
067SSDA,10,MS,hard,4,17.0903,0.5714285714285714
067SSDA,11,MS,easy,3,9.0474,1
067SSDA,11,MS,medium,3,10.1631,0.6
067SSDA,11,MS,hard,4,14.004,0.5714285714285714
067SSDA,12,MS,easy,3,8.2147,1
067SSDA,12,MS,medium,3,14.0715,0.6
067SSDA,12,MS,hard,2,11.9615,0.2857142857142857
067SSDA,13,MS,easy,3,7.3107,1
067SSDA,13,MS,medium,3,11.5952,0.6
067SSDA,13,MS,hard,3,25.6617,0.42857142857142855
067SSDA,14,MS,easy,2,9.8302,0.6666666666666666
067SSDA,14,MS,medium,3,12.6447,0.6
067SSDA,14,MS,hard,4,14.6202,0.5714285714285714
067SSDA,15,MS,easy,3,12.8438,1
067SSDA,15,MS,medium,5,13.4557,1
067SSDA,15,MS,hard,4,13.5002,0.5714285714285714
067SSDA,16,MS,easy,3,10.6293,1
067SSDA,16,MS,medium,5,19.0724,1
067SSDA,16,MS,hard,2,13.9096,0.2857142857142857
068SSMT,1,MS,easy,3,8.365,1
068SSMT,1,MS,medium,5,14.017,1
068SSMT,1,MS,hard,5,12.748,0.7142857142857143
068SSMT,2,MS,easy,3,6.999,1
068SSMT,2,MS,medium,5,10.665,1
068SSMT,2,MS,hard,3,18.149,0.42857142857142855
068SSMT,3,MS,easy,3,7.518,1
068SSMT,3,MS,medium,5,10.064,1
068SSMT,3,MS,hard,4,18.517,0.5714285714285714
068SSMT,4,MS,easy,3,5.383,1
