id,trials,task,level,n,rt,acc
014ERAI,6,MS,hard,4,NA,0.5714285714285714
014ERAI,7,MS,easy,3,NA,1
014ERAI,7,MS,medium,4,NA,0.8
014ERAI,7,MS,hard,3,NA,0.42857142857142855
014ERAI,8,MS,easy,3,NA,1
014ERAI,8,MS,medium,3,NA,0.6
014ERAI,8,MS,hard,3,NA,0.42857142857142855
014ERAI,9,MS,easy,2,NA,0.6666666666666666
014ERAI,9,MS,medium,2,NA,0.4
014ERAI,9,MS,hard,4,NA,0.5714285714285714
014ERAI,10,MS,easy,2,NA,0.6666666666666666
014ERAI,10,MS,medium,3,NA,0.6
014ERAI,10,MS,hard,3,NA,0.42857142857142855
014ERAI,11,MS,easy,3,NA,1
014ERAI,11,MS,medium,3,NA,0.6
014ERAI,11,MS,hard,3,NA,0.42857142857142855
014ERAI,12,MS,easy,3,NA,1
014ERAI,12,MS,medium,3,NA,0.6
014ERAI,12,MS,hard,3,NA,0.42857142857142855
014ERAI,13,MS,easy,2,NA,0.6666666666666666
014ERAI,13,MS,medium,3,NA,0.6
014ERAI,13,MS,hard,3,NA,0.42857142857142855
014ERAI,14,MS,easy,3,NA,1
014ERAI,14,MS,medium,3,NA,0.6
014ERAI,14,MS,hard,4,NA,0.5714285714285714
014ERAI,15,MS,easy,2,NA,0.6666666666666666
014ERAI,15,MS,medium,4,NA,0.8
014ERAI,15,MS,hard,5,NA,0.7142857142857143
014ERAI,16,MS,easy,3,NA,1
014ERAI,16,MS,medium,4,NA,0.8
014ERAI,16,MS,hard,5,NA,0.7142857142857143
015ERIG,1,MS,easy,3,8.681,1
015ERIG,1,MS,medium,5,11.632,1
015ERIG,1,MS,hard,6,21.384,0.8571428571428571
015ERIG,2,MS,easy,3,8.415,1
015ERIG,2,MS,medium,5,11.664,1
015ERIG,2,MS,hard,7,21.514,1
015ERIG,3,MS,easy,3,7.25,1
015ERIG,3,MS,medium,5,18.948,1
015ERIG,3,MS,hard,5,28.267,0.7142857142857143
015ERIG,4,MS,easy,3,8.467,1
015ERIG,4,MS,medium,5,12.466,1
015ERIG,4,MS,hard,7,20.166,1
015ERIG,5,MS,easy,3,11.232,1
015ERIG,5,MS,medium,5,23.082,1
015ERIG,5,MS,hard,5,27.116,0.7142857142857143
015ERIG,6,MS,easy,3,7.483,1
015ERIG,6,MS,medium,5,18.634,1
015ERIG,6,MS,hard,5,20.465,0.7142857142857143
015ERIG,7,MS,easy,3,10.532,1
015ERIG,7,MS,medium,4,19.432,0.8
015ERIG,7,MS,hard,7,24.515,1
015ERIG,8,MS,easy,3,8.599,1
015ERIG,8,MS,medium,5,15.898,1
015ERIG,8,MS,hard,7,34.049,1
015ERIG,9,MS,easy,3,6.916,1
015ERIG,9,MS,medium,5,14.765,1
015ERIG,9,MS,hard,5,20.567,0.7142857142857143
015ERIG,10,MS,easy,3,7.667,1
015ERIG,10,MS,medium,5,13.568,1
015ERIG,10,MS,hard,6,22.664,0.8571428571428571
015ERIG,11,MS,easy,3,6.916,1
015ERIG,11,MS,medium,5,15.798,1
015ERIG,11,MS,hard,6,51.5,0.8571428571428571
015ERIG,12,MS,easy,3,7.848,1
015ERIG,12,MS,medium,5,14.683,1
015ERIG,12,MS,hard,6,30.701,0.8571428571428571
015ERIG,13,MS,easy,3,7.065,1
015ERIG,13,MS,medium,5,13.23,1
015ERIG,13,MS,hard,6,39.183,0.8571428571428571
015ERIG,14,MS,easy,3,6.983,1
015ERIG,14,MS,medium,5,13.531,1
015ERIG,14,MS,hard,6,24.914,0.8571428571428571
015ERIG,15,MS,easy,3,7.799,1
015ERIG,15,MS,medium,5,12.698,1
015ERIG,15,MS,hard,7,27.783,1
015ERIG,16,MS,easy,3,9.066,1
015ERIG,16,MS,medium,5,11.53,1
015ERIG,16,MS,hard,5,26.165,0.7142857142857143
016ERSA,1,MS,easy,3,NA,1
016ERSA,1,MS,medium,5,NA,1
016ERSA,1,MS,hard,3,NA,0.42857142857142855
016ERSA,2,MS,easy,3,NA,1
016ERSA,2,MS,medium,5,NA,1
016ERSA,2,MS,hard,4,NA,0.5714285714285714
016ERSA,3,MS,easy,3,NA,1
016ERSA,3,MS,medium,4,NA,0.8
016ERSA,3,MS,hard,4,NA,0.5714285714285714
016ERSA,4,MS,easy,3,NA,1
016ERSA,4,MS,medium,5,NA,1
016ERSA,4,MS,hard,2,NA,0.2857142857142857
016ERSA,5,MS,easy,3,NA,1
016ERSA,5,MS,medium,4,NA,0.8
016ERSA,5,MS,hard,4,NA,0.5714285714285714
016ERSA,6,MS,easy,3,NA,1
016ERSA,6,MS,medium,5,NA,1
016ERSA,6,MS,hard,4,NA,0.5714285714285714
016ERSA,7,MS,easy,3,NA,1
016ERSA,7,MS,medium,5,NA,1
016ERSA,7,MS,hard,4,NA,0.5714285714285714
016ERSA,8,MS,easy,3,NA,1
016ERSA,8,MS,medium,5,NA,1
016ERSA,8,MS,hard,3,NA,0.42857142857142855
016ERSA,9,MS,easy,3,NA,1
016ERSA,9,MS,medium,5,NA,1
016ERSA,9,MS,hard,4,NA,0.5714285714285714
016ERSA,10,MS,easy,3,NA,1
016ERSA,10,MS,medium,4,NA,0.8
016ERSA,10,MS,hard,4,NA,0.5714285714285714
016ERSA,11,MS,easy,3,NA,1
016ERSA,11,MS,medium,4,NA,0.8
016ERSA,11,MS,hard,5,NA,0.7142857142857143
016ERSA,12,MS,easy,3,NA,1
016ERSA,12,MS,medium,4,NA,0.8
016ERSA,12,MS,hard,5,NA,0.7142857142857143
016ERSA,13,MS,easy,3,NA,1
016ERSA,13,MS,medium,5,NA,1
016ERSA,13,MS,hard,3,NA,0.42857142857142855
016ERSA,14,MS,easy,3,NA,1
016ERSA,14,MS,medium,5,NA,1
016ERSA,14,MS,hard,3,NA,0.42857142857142855
016ERSA,15,MS,easy,3,NA,1
016ERSA,15,MS,medium,5,NA,1
016ERSA,15,MS,hard,4,NA,0.5714285714285714
016ERSA,16,MS,easy,3,NA,1
016ERSA,16,MS,medium,5,NA,1
016ERSA,16,MS,hard,4,NA,0.5714285714285714
069SSMV,1,MS,easy,3,16.947,1
069SSMV,1,MS,medium,5,14.081,1
069SSMV,1,MS,hard,5,15.937,0.7142857142857143
069SSMV,2,MS,easy,3,9.329,1
069SSMV,2,MS,medium,5,35.154,1
069SSMV,2,MS,hard,3,21.852,0.42857142857142855
069SSMV,3,MS,easy,3,10.156,1
069SSMV,3,MS,medium,5,20.74,1
069SSMV,3,MS,hard,3,19.979,0.42857142857142855
069SSMV,4,MS,easy,3,24.049,1
069SSMV,4,MS,medium,5,13.772,1
069SSMV,4,MS,hard,1,30.13,0.14285714285714285
069SSMV,5,MS,easy,3,8.627,1
069SSMV,5,MS,medium,5,19.225,1
069SSMV,5,MS,hard,2,15.686,0.2857142857142857
069SSMV,6,MS,easy,3,8.955,1
069SSMV,6,MS,medium,3,27.4,0.6
069SSMV,6,MS,hard,4,17.412,0.5714285714285714
069SSMV,7,MS,easy,3,8.096,1
069SSMV,7,MS,medium,5,21.903,1
069SSMV,7,MS,hard,4,14.764,0.5714285714285714
069SSMV,8,MS,easy,3,9.674,1
069SSMV,8,MS,medium,5,18.018,1
069SSMV,8,MS,hard,6,24.839,0.8571428571428571
069SSMV,9,MS,easy,3,9.889,1
069SSMV,9,MS,medium,4,39.774,0.8
069SSMV,9,MS,hard,4,19.454,0.5714285714285714
069SSMV,10,MS,easy,3,15.925,1
069SSMV,10,MS,medium,4,16.992,0.8
069SSMV,10,MS,hard,4,23.862,0.5714285714285714
069SSMV,11,MS,easy,3,10.236,1
069SSMV,11,MS,medium,5,25.887,1
069SSMV,11,MS,hard,4,17.58,0.5714285714285714
069SSMV,12,MS,easy,3,10.476,1
069SSMV,12,MS,medium,4,30.165,0.8
069SSMV,12,MS,hard,4,21.203,0.5714285714285714
069SSMV,13,MS,easy,3,9.513,1
069SSMV,13,MS,medium,5,22.237,1
069SSMV,13,MS,hard,4,20.702,0.5714285714285714
069SSMV,14,MS,easy,3,10.144,1
069SSMV,14,MS,medium,5,29.386,1
069SSMV,14,MS,hard,2,32.292,0.2857142857142857
069SSMV,15,MS,easy,3,24.449,1
069SSMV,15,MS,medium,3,34.987,0.6
069SSMV,15,MS,hard,6,32.158,0.8571428571428571
069SSMV,16,MS,easy,3,8.905,1
069SSMV,16,MS,medium,5,14.153,1
069SSMV,16,MS,hard,4,15.085,0.5714285714285714
019ERSM,1,MS,easy,3,NA,1
019ERSM,1,MS,medium,5,NA,1
019ERSM,1,MS,hard,5,NA,0.7142857142857143
019ERSM,2,MS,easy,3,NA,1
019ERSM,2,MS,medium,5,NA,1
019ERSM,2,MS,hard,7,NA,1
019ERSM,3,MS,easy,3,NA,1
019ERSM,3,MS,medium,5,NA,1
019ERSM,3,MS,hard,7,NA,1
019ERSM,4,MS,easy,3,NA,1
019ERSM,4,MS,medium,5,NA,1
019ERSM,4,MS,hard,6,NA,0.8571428571428571
019ERSM,5,MS,easy,3,NA,1
019ERSM,5,MS,medium,5,NA,1
019ERSM,5,MS,hard,6,NA,0.8571428571428571
019ERSM,6,MS,easy,3,NA,1
019ERSM,6,MS,medium,5,NA,1
019ERSM,6,MS,hard,5,NA,0.7142857142857143
019ERSM,7,MS,easy,3,NA,1
019ERSM,7,MS,medium,5,NA,1
019ERSM,7,MS,hard,7,NA,1
019ERSM,8,MS,easy,3,NA,1
019ERSM,8,MS,medium,5,NA,1
019ERSM,8,MS,hard,4,NA,0.5714285714285714
019ERSM,9,MS,easy,3,NA,1
019ERSM,9,MS,medium,5,NA,1
019ERSM,9,MS,hard,6,NA,0.8571428571428571
019ERSM,10,MS,easy,3,NA,1
019ERSM,10,MS,medium,5,NA,1
019ERSM,10,MS,hard,6,NA,0.8571428571428571
019ERSM,11,MS,easy,3,NA,1
019ERSM,11,MS,medium,5,NA,1
019ERSM,11,MS,hard,5,NA,0.7142857142857143
019ERSM,12,MS,easy,3,NA,1
019ERSM,12,MS,medium,5,NA,1
019ERSM,12,MS,hard,5,NA,0.7142857142857143
019ERSM,13,MS,easy,3,NA,1
019ERSM,13,MS,medium,5,NA,1
019ERSM,13,MS,hard,7,NA,1
019ERSM,14,MS,easy,3,NA,1
019ERSM,14,MS,medium,5,NA,1
019ERSM,14,MS,hard,5,NA,0.7142857142857143
019ERSM,15,MS,easy,3,NA,1
019ERSM,15,MS,medium,5,NA,1
019ERSM,15,MS,hard,7,NA,1
019ERSM,16,MS,easy,3,NA,1
019ERSM,16,MS,medium,5,NA,1
019ERSM,16,MS,hard,7,NA,1
021SSAZ,1,MS,easy,3,NA,1
021SSAZ,1,MS,medium,5,NA,1
021SSAZ,1,MS,hard,5,NA,0.7142857142857143
021SSAZ,2,MS,easy,3,NA,1
021SSAZ,2,MS,medium,5,NA,1
021SSAZ,2,MS,hard,5,NA,0.7142857142857143
021SSAZ,3,MS,easy,3,NA,1
021SSAZ,3,MS,medium,5,NA,1
021SSAZ,3,MS,hard,5,NA,0.7142857142857143
021SSAZ,4,MS,easy,3,NA,1
021SSAZ,4,MS,medium,5,NA,1
021SSAZ,4,MS,hard,6,NA,0.8571428571428571
021SSAZ,5,MS,easy,3,NA,1
021SSAZ,5,MS,medium,5,NA,1
021SSAZ,5,MS,hard,2,NA,0.2857142857142857
021SSAZ,6,MS,easy,3,NA,1
021SSAZ,6,MS,medium,5,NA,1
021SSAZ,6,MS,hard,5,NA,0.7142857142857143
021SSAZ,7,MS,easy,3,NA,1
021SSAZ,7,MS,medium,5,NA,1
021SSAZ,7,MS,hard,5,NA,0.7142857142857143
021SSAZ,8,MS,easy,3,NA,1
021SSAZ,8,MS,medium,5,NA,1
021SSAZ,8,MS,hard,6,NA,0.8571428571428571
021SSAZ,9,MS,easy,3,NA,1
021SSAZ,9,MS,medium,4,NA,0.8
021SSAZ,9,MS,hard,4,NA,0.5714285714285714
021SSAZ,10,MS,easy,3,NA,1
021SSAZ,10,MS,medium,5,NA,1
021SSAZ,10,MS,hard,5,NA,0.7142857142857143
021SSAZ,11,MS,easy,3,NA,1
021SSAZ,11,MS,medium,5,NA,1
021SSAZ,11,MS,hard,4,NA,0.5714285714285714
021SSAZ,12,MS,easy,3,NA,1
021SSAZ,12,MS,medium,5,NA,1
021SSAZ,12,MS,hard,4,NA,0.5714285714285714
021SSAZ,13,MS,easy,3,NA,1
021SSAZ,13,MS,medium,5,NA,1
021SSAZ,13,MS,hard,5,NA,0.7142857142857143
021SSAZ,14,MS,easy,3,NA,1
021SSAZ,14,MS,medium,5,NA,1
021SSAZ,14,MS,hard,6,NA,0.8571428571428571
021SSAZ,15,MS,easy,3,NA,1
021SSAZ,15,MS,medium,4,NA,0.8
021SSAZ,15,MS,hard,6,NA,0.8571428571428571
021SSAZ,16,MS,easy,3,NA,1
021SSAZ,16,MS,medium,5,NA,1
021SSAZ,16,MS,hard,5,NA,0.7142857142857143
022ERVS,1,MS,easy,3,NA,1
022ERVS,1,MS,medium,4,NA,0.8
022ERVS,1,MS,hard,5,NA,0.7142857142857143
022ERVS,2,MS,easy,3,NA,1
022ERVS,2,MS,medium,5,NA,1
022ERVS,2,MS,hard,7,NA,1
022ERVS,3,MS,easy,3,NA,1
022ERVS,3,MS,medium,4,NA,0.8
022ERVS,3,MS,hard,7,NA,1
022ERVS,4,MS,easy,3,NA,1
022ERVS,4,MS,medium,5,NA,1
022ERVS,4,MS,hard,6,NA,0.8571428571428571
022ERVS,5,MS,easy,3,NA,1
022ERVS,5,MS,medium,5,NA,1
022ERVS,5,MS,hard,6,NA,0.8571428571428571
022ERVS,6,MS,easy,3,NA,1
022ERVS,6,MS,medium,5,NA,1
022ERVS,6,MS,hard,6,NA,0.8571428571428571
022ERVS,7,MS,easy,3,NA,1
022ERVS,7,MS,medium,5,NA,1
022ERVS,7,MS,hard,6,NA,0.8571428571428571
022ERVS,8,MS,easy,3,NA,1
022ERVS,8,MS,medium,5,NA,1
022ERVS,8,MS,hard,7,NA,1
022ERVS,9,MS,easy,3,NA,1
022ERVS,9,MS,medium,5,NA,1
022ERVS,9,MS,hard,5,NA,0.7142857142857143
022ERVS,10,MS,easy,3,NA,1
022ERVS,10,MS,medium,4,NA,0.8
022ERVS,10,MS,hard,6,NA,0.8571428571428571
022ERVS,11,MS,easy,3,NA,1
022ERVS,11,MS,medium,5,NA,1
022ERVS,11,MS,hard,6,NA,0.8571428571428571
022ERVS,12,MS,easy,3,NA,1
022ERVS,12,MS,medium,5,NA,1
022ERVS,12,MS,hard,5,NA,0.7142857142857143
022ERVS,13,MS,easy,3,NA,1
022ERVS,13,MS,medium,5,NA,1
022ERVS,13,MS,hard,6,NA,0.8571428571428571
022ERVS,14,MS,easy,3,NA,1
022ERVS,14,MS,medium,5,NA,1
022ERVS,14,MS,hard,4,NA,0.5714285714285714
022ERVS,15,MS,easy,3,NA,1
022ERVS,15,MS,medium,5,NA,1
022ERVS,15,MS,hard,5,NA,0.7142857142857143
022ERVS,16,MS,easy,3,NA,1
022ERVS,16,MS,medium,5,NA,1
022ERVS,16,MS,hard,6,NA,0.8571428571428571
023ERRS,1,MS,easy,3,NA,1
023ERRS,1,MS,medium,4,NA,0.8
023ERRS,1,MS,hard,3,NA,0.42857142857142855
023ERRS,2,MS,easy,3,NA,1
023ERRS,2,MS,medium,5,NA,1
023ERRS,2,MS,hard,7,NA,1
023ERRS,3,MS,easy,3,NA,1
023ERRS,3,MS,medium,5,NA,1
023ERRS,3,MS,hard,7,NA,1
023ERRS,4,MS,easy,3,NA,1
023ERRS,4,MS,medium,4,NA,0.8
023ERRS,4,MS,hard,5,NA,0.7142857142857143
023ERRS,5,MS,easy,3,NA,1
023ERRS,5,MS,medium,4,NA,0.8
023ERRS,5,MS,hard,6,NA,0.8571428571428571
023ERRS,6,MS,easy,3,NA,1
023ERRS,6,MS,medium,4,NA,0.8
023ERRS,6,MS,hard,3,NA,0.42857142857142855
023ERRS,7,MS,easy,3,NA,1
023ERRS,7,MS,medium,4,NA,0.8
023ERRS,7,MS,hard,3,NA,0.42857142857142855
023ERRS,8,MS,easy,3,NA,1
023ERRS,8,MS,medium,4,NA,0.8
023ERRS,8,MS,hard,5,NA,0.7142857142857143
023ERRS,9,MS,easy,3,NA,1
023ERRS,9,MS,medium,5,NA,1
023ERRS,9,MS,hard,4,NA,0.5714285714285714
023ERRS,10,MS,easy,3,NA,1
023ERRS,10,MS,medium,4,NA,0.8
023ERRS,10,MS,hard,4,NA,0.5714285714285714
023ERRS,11,MS,easy,3,NA,1
023ERRS,11,MS,medium,5,NA,1
023ERRS,11,MS,hard,4,NA,0.5714285714285714
023ERRS,12,MS,easy,3,NA,1
023ERRS,12,MS,medium,5,NA,1
023ERRS,12,MS,hard,6,NA,0.8571428571428571
023ERRS,13,MS,easy,3,NA,1
023ERRS,13,MS,medium,4,NA,0.8
023ERRS,13,MS,hard,4,NA,0.5714285714285714
023ERRS,14,MS,easy,3,NA,1
023ERRS,14,MS,medium,4,NA,0.8
023ERRS,14,MS,hard,5,NA,0.7142857142857143
023ERRS,15,MS,easy,3,NA,1
023ERRS,15,MS,medium,4,NA,0.8
023ERRS,15,MS,hard,5,NA,0.7142857142857143
023ERRS,16,MS,easy,2,NA,0.6666666666666666
023ERRS,16,MS,medium,5,NA,1
023ERRS,16,MS,hard,2,NA,0.2857142857142857
024SSSV,1,MS,easy,3,11.8253,1
024SSSV,1,MS,medium,5,19.7908,1
024SSSV,1,MS,hard,4,12.6059,0.5714285714285714
024SSSV,2,MS,easy,3,12.6446,1
024SSSV,2,MS,medium,5,15.6936,1
024SSSV,2,MS,hard,4,13.7943,0.5714285714285714
024SSSV,3,MS,easy,3,10.4458,1
024SSSV,3,MS,medium,3,16.7931,0.6
024SSSV,3,MS,hard,3,16.7605,0.42857142857142855
024SSSV,4,MS,easy,3,10.4791,1
024SSSV,4,MS,medium,5,16.2605,1
024SSSV,4,MS,hard,2,7.9466,0.2857142857142857
024SSSV,5,MS,easy,3,13.1775,1
024SSSV,5,MS,medium,4,19.5325,0.8
024SSSV,5,MS,hard,2,10.779,0.2857142857142857
024SSSV,6,MS,easy,3,8.2468,1
024SSSV,6,MS,medium,4,16.1002,0.8
024SSSV,6,MS,hard,5,15.7434,0.7142857142857143
024SSSV,7,MS,easy,3,8.3964,1
024SSSV,7,MS,medium,4,15.1442,0.8
024SSSV,7,MS,hard,0,2.2138,0
024SSSV,8,MS,easy,3,9.2637,1
024SSSV,8,MS,medium,5,19.8414,1
024SSSV,8,MS,hard,5,16.485,0.7142857142857143
024SSSV,9,MS,easy,3,8.0133,1
024SSSV,9,MS,medium,3,16.2098,0.6
024SSSV,9,MS,hard,3,11.8607,0.42857142857142855
024SSSV,10,MS,easy,3,9.1961,1
024SSSV,10,MS,medium,3,15.0268,0.6
024SSSV,10,MS,hard,2,13.9769,0.2857142857142857
024SSSV,11,MS,easy,3,9.5289,1
024SSSV,11,MS,medium,4,16.2113,0.8
024SSSV,11,MS,hard,2,6.171,0.2857142857142857
024SSSV,12,MS,easy,3,8.9966,1
024SSSV,12,MS,medium,4,13.0856,0.8
024SSSV,12,MS,hard,5,24.3906,0.7142857142857143
024SSSV,13,MS,easy,3,7.3805,1
024SSSV,13,MS,medium,4,14.8259,0.8
024SSSV,13,MS,hard,5,16.9603,0.7142857142857143
024SSSV,14,MS,easy,3,9.9794,1
024SSSV,14,MS,medium,5,15.860900000000001,1
024SSSV,14,MS,hard,5,14.6346,0.7142857142857143
024SSSV,15,MS,easy,3,8.3869,1
024SSSV,15,MS,medium,1,6.5302,0.2
024SSSV,15,MS,hard,5,16.2762,0.7142857142857143
024SSSV,16,MS,easy,3,8.7123,1
024SSSV,16,MS,medium,4,14.5177,0.8
024SSSV,16,MS,hard,5,16.936,0.7142857142857143
026SSDM,1,MS,easy,3,NA,1
026SSDM,1,MS,medium,5,NA,1
026SSDM,1,MS,hard,6,NA,0.8571428571428571
026SSDM,2,MS,easy,3,NA,1
026SSDM,2,MS,medium,5,NA,1
026SSDM,2,MS,hard,5,NA,0.7142857142857143
026SSDM,3,MS,easy,3,NA,1
026SSDM,3,MS,medium,5,NA,1
026SSDM,3,MS,hard,4,NA,0.5714285714285714
026SSDM,4,MS,easy,3,NA,1
026SSDM,4,MS,medium,5,NA,1
026SSDM,4,MS,hard,5,NA,0.7142857142857143
026SSDM,5,MS,easy,3,NA,1
026SSDM,5,MS,medium,5,NA,1
026SSDM,5,MS,hard,6,NA,0.8571428571428571
026SSDM,6,MS,easy,3,NA,1
026SSDM,6,MS,medium,5,NA,1
026SSDM,6,MS,hard,6,NA,0.8571428571428571
026SSDM,7,MS,easy,3,NA,1
026SSDM,7,MS,medium,5,NA,1
026SSDM,7,MS,hard,4,NA,0.5714285714285714
026SSDM,8,MS,easy,3,NA,1
026SSDM,8,MS,medium,5,NA,1
026SSDM,8,MS,hard,5,NA,0.7142857142857143
026SSDM,9,MS,easy,3,NA,1
026SSDM,9,MS,medium,5,NA,1
026SSDM,9,MS,hard,6,NA,0.8571428571428571
026SSDM,10,MS,easy,3,NA,1
026SSDM,10,MS,medium,5,NA,1
026SSDM,10,MS,hard,6,NA,0.8571428571428571
026SSDM,11,MS,easy,3,NA,1
026SSDM,11,MS,medium,5,NA,1
026SSDM,11,MS,hard,5,NA,0.7142857142857143
026SSDM,12,MS,easy,3,NA,1
026SSDM,12,MS,medium,5,NA,1
026SSDM,12,MS,hard,5,NA,0.7142857142857143
026SSDM,13,MS,easy,3,NA,1
026SSDM,13,MS,medium,5,NA,1
026SSDM,13,MS,hard,7,NA,1
026SSDM,14,MS,easy,3,NA,1
026SSDM,14,MS,medium,5,NA,1
026SSDM,14,MS,hard,6,NA,0.8571428571428571
026SSDM,15,MS,easy,3,NA,1
026SSDM,15,MS,medium,5,NA,1
026SSDM,15,MS,hard,4,NA,0.5714285714285714
026SSDM,16,MS,easy,3,NA,1
026SSDM,16,MS,medium,5,NA,1
026SSDM,16,MS,hard,5,NA,0.7142857142857143
027ARDB,1,MS,easy,3,NA,1
027ARDB,1,MS,medium,4,NA,0.8
027ARDB,1,MS,hard,5,NA,0.7142857142857143
027ARDB,2,MS,easy,3,NA,1
027ARDB,2,MS,medium,5,NA,1
027ARDB,2,MS,hard,3,NA,0.42857142857142855
027ARDB,3,MS,easy,3,NA,1
027ARDB,3,MS,medium,5,NA,1
027ARDB,3,MS,hard,6,NA,0.8571428571428571
027ARDB,4,MS,easy,3,NA,1
027ARDB,4,MS,medium,5,NA,1
027ARDB,4,MS,hard,5,NA,0.7142857142857143
027ARDB,5,MS,easy,3,NA,1
027ARDB,5,MS,medium,5,NA,1
027ARDB,5,MS,hard,5,NA,0.7142857142857143
027ARDB,6,MS,easy,3,NA,1
027ARDB,6,MS,medium,5,NA,1
027ARDB,6,MS,hard,6,NA,0.8571428571428571
027ARDB,7,MS,easy,3,NA,1
027ARDB,7,MS,medium,5,NA,1
027ARDB,7,MS,hard,7,NA,1
027ARDB,8,MS,easy,3,NA,1
027ARDB,8,MS,medium,5,NA,1
027ARDB,8,MS,hard,5,NA,0.7142857142857143
027ARDB,9,MS,easy,3,NA,1
027ARDB,9,MS,medium,5,NA,1
027ARDB,9,MS,hard,4,NA,0.5714285714285714
027ARDB,10,MS,easy,3,NA,1
027ARDB,10,MS,medium,5,NA,1
027ARDB,10,MS,hard,4,NA,0.5714285714285714
027ARDB,11,MS,easy,3,NA,1
027ARDB,11,MS,medium,5,NA,1
027ARDB,11,MS,hard,5,NA,0.7142857142857143
027ARDB,12,MS,easy,3,NA,1
027ARDB,12,MS,medium,4,NA,0.8
027ARDB,12,MS,hard,5,NA,0.7142857142857143
027ARDB,13,MS,easy,3,NA,1
027ARDB,13,MS,medium,4,NA,0.8
027ARDB,13,MS,hard,6,NA,0.8571428571428571
027ARDB,14,MS,easy,3,NA,1
027ARDB,14,MS,medium,5,NA,1
027ARDB,14,MS,hard,6,NA,0.8571428571428571
027ARDB,15,MS,easy,2,NA,0.6666666666666666
027ARDB,15,MS,medium,5,NA,1
027ARDB,15,MS,hard,6,NA,0.8571428571428571
027ARDB,16,MS,easy,3,NA,1
027ARDB,16,MS,medium,4,NA,0.8
027ARDB,16,MS,hard,6,NA,0.8571428571428571
029SSDL,1,MS,easy,3,NA,1
029SSDL,1,MS,medium,4,NA,0.8
029SSDL,1,MS,hard,4,NA,0.5714285714285714
029SSDL,2,MS,easy,3,NA,1
029SSDL,2,MS,medium,5,NA,1
029SSDL,2,MS,hard,6,NA,0.8571428571428571
029SSDL,3,MS,easy,3,NA,1
029SSDL,3,MS,medium,5,NA,1
029SSDL,3,MS,hard,6,NA,0.8571428571428571
029SSDL,4,MS,easy,3,NA,1
029SSDL,4,MS,medium,5,NA,1
029SSDL,4,MS,hard,7,NA,1
029SSDL,5,MS,easy,3,NA,1
029SSDL,5,MS,medium,5,NA,1
029SSDL,5,MS,hard,6,NA,0.8571428571428571
029SSDL,6,MS,easy,3,NA,1
029SSDL,6,MS,medium,5,NA,1
029SSDL,6,MS,hard,5,NA,0.7142857142857143
029SSDL,7,MS,easy,3,NA,1
029SSDL,7,MS,medium,4,NA,0.8
029SSDL,7,MS,hard,5,NA,0.7142857142857143
029SSDL,8,MS,easy,3,NA,1
029SSDL,8,MS,medium,5,NA,1
029SSDL,8,MS,hard,6,NA,0.8571428571428571
029SSDL,9,MS,easy,3,NA,1
029SSDL,9,MS,medium,5,NA,1
029SSDL,9,MS,hard,7,NA,1
029SSDL,10,MS,easy,3,NA,1
029SSDL,10,MS,medium,5,NA,1
029SSDL,10,MS,hard,5,NA,0.7142857142857143
029SSDL,11,MS,easy,3,NA,1
029SSDL,11,MS,medium,5,NA,1
029SSDL,11,MS,hard,7,NA,1
029SSDL,12,MS,easy,2,NA,0.6666666666666666
029SSDL,12,MS,medium,5,NA,1
029SSDL,12,MS,hard,6,NA,0.8571428571428571
029SSDL,13,MS,easy,3,NA,1
029SSDL,13,MS,medium,5,NA,1
029SSDL,13,MS,hard,7,NA,1
029SSDL,14,MS,easy,3,NA,1
029SSDL,14,MS,medium,4,NA,0.8
029SSDL,14,MS,hard,7,NA,1
029SSDL,15,MS,easy,3,NA,1
029SSDL,15,MS,medium,4,NA,0.8
029SSDL,15,MS,hard,7,NA,1
029SSDL,16,MS,easy,3,NA,1
029SSDL,16,MS,medium,5,NA,1
029SSDL,16,MS,hard,7,NA,1
031SSAS,1,MS,easy,3,NA,1
031SSAS,1,MS,medium,3,NA,0.6
031SSAS,1,MS,hard,5,NA,0.7142857142857143
031SSAS,2,MS,easy,3,NA,1
031SSAS,2,MS,medium,3,NA,0.6
031SSAS,2,MS,hard,6,NA,0.8571428571428571
031SSAS,3,MS,easy,3,NA,1
031SSAS,3,MS,medium,5,NA,1
031SSAS,3,MS,hard,4,NA,0.5714285714285714
031SSAS,4,MS,easy,3,NA,1
031SSAS,4,MS,medium,5,NA,1
031SSAS,4,MS,hard,5,NA,0.7142857142857143
031SSAS,5,MS,easy,3,NA,1
031SSAS,5,MS,medium,5,NA,1
031SSAS,5,MS,hard,5,NA,0.7142857142857143
031SSAS,6,MS,easy,3,NA,1
031SSAS,6,MS,medium,4,NA,0.8
031SSAS,6,MS,hard,3,NA,0.42857142857142855
031SSAS,7,MS,easy,3,NA,1
031SSAS,7,MS,medium,4,NA,0.8
031SSAS,7,MS,hard,4,NA,0.5714285714285714
031SSAS,8,MS,easy,3,NA,1
031SSAS,8,MS,medium,4,NA,0.8
031SSAS,8,MS,hard,5,NA,0.7142857142857143
031SSAS,9,MS,easy,3,NA,1
031SSAS,9,MS,medium,5,NA,1
031SSAS,9,MS,hard,4,NA,0.5714285714285714
031SSAS,10,MS,easy,3,NA,1
031SSAS,10,MS,medium,5,NA,1
031SSAS,10,MS,hard,4,NA,0.5714285714285714
