id,target_present,key,is_correct,rt,task,level,trial
042SSAA,1,right,1,0.8514,ST,easy,14
042SSAA,0,left,1,0.9677,ST,easy,15
042SSAA,0,left,1,0.8486,ST,easy,16
042SSAA,1,right,1,1.2009,ST,hard,1
042SSAA,0,left,1,1.4264,ST,hard,2
042SSAA,1,right,1,1.0589,ST,hard,3
042SSAA,0,left,1,0.7009,ST,hard,4
042SSAA,0,left,1,0.8695,ST,hard,5
042SSAA,1,right,1,1.3186,ST,hard,6
042SSAA,0,left,1,0.7885,ST,hard,7
042SSAA,1,left,0,1.4353,ST,hard,8
042SSAA,1,left,0,1.8032,ST,hard,9
042SSAA,0,right,0,1.4202,ST,hard,10
042SSAA,1,right,1,0.9181,ST,hard,11
042SSAA,1,right,1,1.1354,ST,hard,12
042SSAA,1,left,0,0.9881,ST,hard,13
042SSAA,1,left,0,1.6366,ST,hard,14
042SSAA,0,right,0,0.8224,ST,hard,15
042SSAA,1,left,0,0.7867,ST,hard,16
042SSAA,0,right,0,1.3002,ST,medium,1
042SSAA,0,left,1,1.0856,ST,medium,2
042SSAA,0,left,1,0.6894,ST,medium,3
042SSAA,1,right,1,1.1108,ST,medium,4
042SSAA,1,left,0,1.4563,ST,medium,5
042SSAA,0,left,1,0.9356,ST,medium,6
042SSAA,0,right,0,0.9681,ST,medium,7
042SSAA,0,left,1,1.2601,ST,medium,8
042SSAA,0,left,1,1.0197,ST,medium,9
042SSAA,0,left,1,0.8851,ST,medium,10
042SSAA,0,left,1,0.9345,ST,medium,11
042SSAA,1,left,0,0.9187,ST,medium,12
042SSAA,1,right,1,0.9352,ST,medium,13
042SSAA,0,left,1,1.0578,ST,medium,14
042SSAA,0,left,1,12.8304,ST,medium,15
042SSAA,0,left,1,1.0698,ST,medium,16
045SSEM,1,right,1,1.6021,ST,easy,1
045SSEM,0,left,1,0.9896,ST,easy,2
045SSEM,0,left,1,0.934,ST,easy,3
045SSEM,1,right,1,1.4161,ST,easy,4
045SSEM,0,left,1,1.0363,ST,easy,5
045SSEM,1,right,1,0.9878,ST,easy,6
045SSEM,1,right,1,2.5639,ST,easy,7
045SSEM,1,right,1,1.1609,ST,easy,8
045SSEM,0,left,1,1.7773,ST,easy,9
045SSEM,1,right,1,1.2582,ST,easy,10
045SSEM,1,right,1,1.4668,ST,easy,11
045SSEM,0,left,1,1.262,ST,easy,12
045SSEM,1,right,1,1.1618,ST,easy,13
045SSEM,1,right,1,1.1134,ST,easy,14
045SSEM,0,left,1,1.0984,ST,easy,15
045SSEM,1,right,1,1.1107,ST,easy,16
045SSEM,0,left,1,1.5445,ST,hard,1
045SSEM,1,left,0,1.6571,ST,hard,2
045SSEM,1,right,1,1.6499,ST,hard,3
045SSEM,1,left,0,1.6491,ST,hard,4
045SSEM,0,right,0,1.5553,ST,hard,5
045SSEM,1,right,1,1.3832,ST,hard,6
045SSEM,0,left,1,1.436,ST,hard,7
045SSEM,0,left,1,1.4137,ST,hard,8
045SSEM,0,left,1,1.6252,ST,hard,9
045SSEM,1,left,0,1.244,ST,hard,10
045SSEM,1,right,1,1.2661,ST,hard,11
045SSEM,0,left,1,1.5784,ST,hard,12
045SSEM,1,right,1,1.5012,ST,hard,13
045SSEM,0,left,1,1.2763,ST,hard,14
045SSEM,0,left,1,1.174,ST,hard,15
045SSEM,1,left,0,1.0341,ST,hard,16
045SSEM,1,right,1,1.3639,ST,medium,1
045SSEM,0,left,1,1.4413,ST,medium,2
045SSEM,0,left,1,1.2653,ST,medium,3
045SSEM,1,left,0,1.2658,ST,medium,4
045SSEM,1,right,1,1.3916,ST,medium,5
045SSEM,0,left,1,1.4094,ST,medium,6
045SSEM,0,right,0,1.6378,ST,medium,7
045SSEM,0,left,1,1.2283,ST,medium,8
045SSEM,1,right,1,1.7322,ST,medium,9
045SSEM,1,left,0,1.275,ST,medium,10
045SSEM,1,left,0,1.9172,ST,medium,11
045SSEM,0,right,0,1.2923,ST,medium,12
045SSEM,0,left,1,1.3841,ST,medium,13
045SSEM,0,left,1,1.1486,ST,medium,14
045SSEM,1,right,1,1.2264,ST,medium,15
045SSEM,1,right,1,1.5992,ST,medium,16
046SSVS,0,left,1,1.645,ST,easy,1
046SSVS,1,right,1,1.988,ST,easy,2
046SSVS,0,left,1,2.279,ST,easy,3
046SSVS,0,left,1,1.469,ST,easy,4
046SSVS,0,left,1,1.149,ST,easy,5
046SSVS,0,left,1,1.181,ST,easy,6
046SSVS,1,right,1,1.506,ST,easy,7
046SSVS,0,left,1,1.294,ST,easy,8
046SSVS,1,right,1,1.404,ST,easy,9
046SSVS,0,left,1,1.335,ST,easy,10
046SSVS,0,left,1,1.151,ST,easy,11
046SSVS,1,right,1,2.02,ST,easy,12
046SSVS,1,right,1,0.987,ST,easy,13
046SSVS,0,left,1,0.897,ST,easy,14
046SSVS,1,right,1,1.12,ST,easy,15
046SSVS,1,left,0,0.917,ST,easy,16
046SSVS,1,right,1,3.2,ST,hard,1
046SSVS,1,left,0,1.512,ST,hard,2
046SSVS,0,right,0,1.128,ST,hard,3
046SSVS,0,left,1,1.334,ST,hard,4
046SSVS,1,left,0,1.079,ST,hard,5
046SSVS,0,right,0,0.962,ST,hard,6
046SSVS,0,left,1,1.635,ST,hard,7
046SSVS,1,left,0,1.872,ST,hard,8
046SSVS,0,left,1,2.055,ST,hard,9
046SSVS,0,right,0,4.468,ST,hard,10
046SSVS,0,left,1,1.256,ST,hard,11
046SSVS,1,left,0,0.8,ST,hard,12
046SSVS,1,left,0,0.419,ST,hard,13
046SSVS,1,left,0,1.039,ST,hard,14
046SSVS,0,right,0,0.963,ST,hard,15
046SSVS,1,left,0,0.705,ST,hard,16
046SSVS,0,left,1,2.181,ST,medium,1
046SSVS,0,left,1,1.354,ST,medium,2
046SSVS,0,left,1,1.941,ST,medium,3
046SSVS,1,right,1,0.752,ST,medium,4
046SSVS,0,right,0,1.229,ST,medium,5
046SSVS,1,left,0,1.073,ST,medium,6
046SSVS,0,right,0,3.485,ST,medium,7
046SSVS,0,left,1,0.845,ST,medium,8
046SSVS,0,left,1,1.032,ST,medium,9
046SSVS,0,left,1,2.334,ST,medium,10
046SSVS,1,left,0,0.919,ST,medium,11
046SSVS,1,right,1,0.937,ST,medium,12
046SSVS,1,left,0,0.786,ST,medium,13
046SSVS,0,left,1,0.806,ST,medium,14
046SSVS,0,right,0,1.037,ST,medium,15
046SSVS,1,left,0,1.563,ST,medium,16
047SSAK,1,right,1,1.6946,ST,easy,1
047SSAK,1,right,1,0.9808,ST,easy,2
047SSAK,0,left,1,1.2816,ST,easy,3
047SSAK,1,right,1,1.5778,ST,easy,4
047SSAK,1,right,1,1.4476,ST,easy,5
047SSAK,0,left,1,1.2627,ST,easy,6
047SSAK,0,left,1,1.2986,ST,easy,7
047SSAK,1,right,1,1.4137,ST,easy,8
047SSAK,1,right,1,1.7445,ST,easy,9
047SSAK,1,right,1,1.8471,ST,easy,10
047SSAK,0,left,1,1.6843,ST,easy,11
047SSAK,1,right,1,1.4505,ST,easy,12
047SSAK,1,right,1,1.7641,ST,easy,13
047SSAK,0,left,1,1.3792,ST,easy,14
047SSAK,0,left,1,1.3695,ST,easy,15
047SSAK,0,left,1,1.6267,ST,easy,16
047SSAK,1,left,0,4.3186,ST,hard,1
047SSAK,1,right,1,2.0683,ST,hard,2
047SSAK,1,right,1,2.0985,ST,hard,3
047SSAK,0,left,1,1.6805,ST,hard,4
047SSAK,1,right,1,1.9521,ST,hard,5
047SSAK,0,left,1,2.6983,ST,hard,6
047SSAK,0,right,0,2.4579,ST,hard,7
047SSAK,0,right,0,2.0863,ST,hard,8
047SSAK,0,left,1,3.1375,ST,hard,9
047SSAK,0,left,1,1.8831,ST,hard,10
047SSAK,0,left,1,2.4156,ST,hard,11
047SSAK,0,left,1,2.2119,ST,hard,12
047SSAK,0,right,0,2.3175,ST,hard,13
047SSAK,1,right,1,1.8867,ST,hard,14
047SSAK,0,left,1,2.1645,ST,hard,15
047SSAK,0,left,1,5.6787,ST,hard,16
047SSAK,0,left,1,2.6619,ST,medium,1
047SSAK,0,left,1,2.3973,ST,medium,2
047SSAK,1,right,1,1.6835,ST,medium,3
047SSAK,0,left,1,2.3192,ST,medium,4
047SSAK,1,right,1,2.5306,ST,medium,5
047SSAK,1,right,1,1.4362,ST,medium,6
047SSAK,0,left,1,1.7042,ST,medium,7
047SSAK,1,right,1,1.2072,ST,medium,8
047SSAK,0,left,1,1.3382,ST,medium,9
047SSAK,0,left,1,2.3018,ST,medium,10
047SSAK,0,left,1,1.7405,ST,medium,11
047SSAK,0,left,1,1.8137,ST,medium,12
047SSAK,0,left,1,1.9634,ST,medium,13
047SSAK,0,left,1,1.5108,ST,medium,14
047SSAK,0,left,1,4.0777,ST,medium,15
047SSAK,1,right,1,1.5642,ST,medium,16
048SSAG,1,right,1,1.52,ST,easy,1
048SSAG,1,right,1,1.147,ST,easy,2
048SSAG,1,right,1,1.01,ST,easy,3
048SSAG,0,left,1,0.791,ST,easy,4
048SSAG,1,right,1,0.58,ST,easy,5
048SSAG,0,left,1,0.777,ST,easy,6
048SSAG,0,left,1,1.224,ST,easy,7
048SSAG,0,left,1,0.664,ST,easy,8
048SSAG,0,left,1,0.675,ST,easy,9
048SSAG,0,left,1,2.742,ST,easy,10
048SSAG,0,left,1,0.791,ST,easy,11
048SSAG,0,left,1,0.781,ST,easy,12
048SSAG,1,right,1,2.49,ST,easy,13
048SSAG,0,left,1,0.806,ST,easy,14
048SSAG,1,right,1,0.816,ST,easy,15
048SSAG,0,left,1,0.989,ST,easy,16
048SSAG,0,left,1,3.457,ST,hard,1
048SSAG,0,left,1,1.393,ST,hard,2
048SSAG,1,right,1,1.105,ST,hard,3
048SSAG,0,left,1,1.197,ST,hard,4
048SSAG,1,left,0,2.781,ST,hard,5
048SSAG,0,right,0,2.482,ST,hard,6
048SSAG,0,right,0,1.206,ST,hard,7
048SSAG,0,left,1,1.667,ST,hard,8
048SSAG,1,left,0,0.999,ST,hard,9
048SSAG,0,right,0,1.658,ST,hard,10
048SSAG,0,right,0,3.066,ST,hard,11
048SSAG,0,left,1,1.515,ST,hard,12
048SSAG,1,right,1,2.315,ST,hard,13
048SSAG,1,left,0,1.943,ST,hard,14
048SSAG,1,right,1,2.31,ST,hard,15
048SSAG,1,right,1,1.124,ST,hard,16
048SSAG,1,right,1,2.174,ST,medium,1
048SSAG,0,left,1,1.357,ST,medium,2
048SSAG,0,left,1,1.748,ST,medium,3
048SSAG,1,right,1,1.038,ST,medium,4
048SSAG,0,left,1,0.933,ST,medium,5
048SSAG,1,right,1,1.098,ST,medium,6
048SSAG,1,right,1,1.397,ST,medium,7
048SSAG,0,right,0,1.908,ST,medium,8
048SSAG,1,right,1,1.392,ST,medium,9
048SSAG,0,left,1,1.501,ST,medium,10
048SSAG,1,right,1,1.214,ST,medium,11
048SSAG,1,right,1,1.554,ST,medium,12
048SSAG,1,left,0,1.137,ST,medium,13
048SSAG,0,left,1,1.156,ST,medium,14
048SSAG,0,left,1,0.808,ST,medium,15
048SSAG,1,left,0,0.856,ST,medium,16
052SSME,0,left,1,1.8349,ST,easy,1
052SSME,0,left,1,0.8333,ST,easy,2
052SSME,1,right,1,1.1995,ST,easy,3
052SSME,1,right,1,1.1002,ST,easy,4
052SSME,1,right,1,1.5917,ST,easy,5
052SSME,0,right,0,1.0664,ST,easy,6
052SSME,1,right,1,1.2145,ST,easy,7
052SSME,1,right,1,1.2413,ST,easy,8
052SSME,1,right,1,1.4499,ST,easy,9
052SSME,1,right,1,1.2118,ST,easy,10
052SSME,1,right,1,1.4544,ST,easy,11
052SSME,1,right,1,1.3153,ST,easy,12
052SSME,1,right,1,1.2153,ST,easy,13
052SSME,0,left,1,1.4001,ST,easy,14
052SSME,0,left,1,1.1842,ST,easy,15
052SSME,1,right,1,1.4258,ST,easy,16
052SSME,1,left,0,1.4447,ST,hard,1
052SSME,0,left,1,1.5333,ST,hard,2
052SSME,0,right,0,1.5706,ST,hard,3
052SSME,0,left,1,1.3137,ST,hard,4
052SSME,0,left,1,1.3405,ST,hard,5
052SSME,0,left,1,2.3551,ST,hard,6
052SSME,1,left,0,1.6892,ST,hard,7
052SSME,0,left,1,3.1994,ST,hard,8
052SSME,0,left,1,3.6229,ST,hard,9
052SSME,0,left,1,2.7732,ST,hard,10
052SSME,0,right,0,2.3347,ST,hard,11
052SSME,1,right,1,1.7378,ST,hard,12
052SSME,1,left,0,1.4065,ST,hard,13
052SSME,1,left,0,1.2255,ST,hard,14
052SSME,0,left,1,1.291,ST,hard,15
052SSME,1,right,1,2.0696,ST,hard,16
052SSME,0,left,1,2.8783,ST,medium,1
052SSME,1,right,1,2.232,ST,medium,2
052SSME,1,right,1,1.791,ST,medium,3
052SSME,1,right,1,1.3581,ST,medium,4
052SSME,1,right,1,3.2534,ST,medium,5
052SSME,1,right,1,1.5427,ST,medium,6
052SSME,1,right,1,1.5418,ST,medium,7
052SSME,0,left,1,2.7375,ST,medium,8
052SSME,0,left,1,1.5816,ST,medium,9
052SSME,1,right,1,1.3169,ST,medium,10
052SSME,0,left,1,1.4475,ST,medium,11
052SSME,0,left,1,3.6382,ST,medium,12
052SSME,1,left,0,2.4149,ST,medium,13
052SSME,0,left,1,1.5511,ST,medium,14
052SSME,1,left,0,3.7128,ST,medium,15
052SSME,1,right,1,2.542,ST,medium,16
053SSAF,1,right,1,0.9949,ST,easy,1
053SSAF,0,left,1,0.9516,ST,easy,2
053SSAF,1,right,1,0.9834,ST,easy,3
053SSAF,0,left,1,0.9043,ST,easy,4
053SSAF,0,left,1,1.2347,ST,easy,5
053SSAF,0,left,1,1.1473,ST,easy,6
053SSAF,0,left,1,1.0907,ST,easy,7
053SSAF,1,left,0,1.3789,ST,easy,8
053SSAF,0,left,1,0.7325,ST,easy,9
053SSAF,0,left,1,0.7869,ST,easy,10
053SSAF,0,left,1,0.7026,ST,easy,11
053SSAF,1,right,1,0.8508,ST,easy,12
053SSAF,1,right,1,0.7873,ST,easy,13
053SSAF,1,right,1,0.9731,ST,easy,14
053SSAF,0,left,1,0.8727,ST,easy,15
053SSAF,1,right,1,1.1967,ST,easy,16
053SSAF,1,left,0,1.8757,ST,hard,1
053SSAF,0,left,1,1.2807,ST,hard,2
053SSAF,0,left,1,1.0731,ST,hard,3
053SSAF,0,left,1,0.955,ST,hard,4
053SSAF,1,left,0,1.2544,ST,hard,5
053SSAF,1,right,1,2.0979,ST,hard,6
053SSAF,1,left,0,1.2392,ST,hard,7
053SSAF,1,right,1,0.838,ST,hard,8
053SSAF,1,left,0,1.0942,ST,hard,9
053SSAF,0,left,1,0.3383,ST,hard,10
053SSAF,0,left,1,0.8961,ST,hard,11
053SSAF,0,left,1,0.9162,ST,hard,12
053SSAF,1,left,0,1.1113,ST,hard,13
053SSAF,0,left,1,2.7615,ST,hard,14
053SSAF,1,right,1,1.0792,ST,hard,15
053SSAF,0,left,1,2.4016,ST,hard,16
053SSAF,1,right,1,0.9728,ST,medium,1
053SSAF,0,right,0,0.8655,ST,medium,2
053SSAF,0,left,1,0.7535,ST,medium,3
053SSAF,1,right,1,2.1812,ST,medium,4
053SSAF,1,left,0,0.8198,ST,medium,5
053SSAF,0,left,1,0.8684,ST,medium,6
053SSAF,1,left,0,3.2129,ST,medium,7
053SSAF,0,left,1,1.4285,ST,medium,8
053SSAF,1,right,1,0.8636,ST,medium,9
053SSAF,1,right,1,0.7662,ST,medium,10
053SSAF,0,right,0,0.9628,ST,medium,11
053SSAF,1,right,1,0.849,ST,medium,12
053SSAF,1,left,0,1.254,ST,medium,13
053SSAF,0,left,1,1.082,ST,medium,14
053SSAF,1,right,1,0.9814,ST,medium,15
053SSAF,1,right,1,0.7554,ST,medium,16
054SSEB,0,left,1,1.3384,ST,easy,1
054SSEB,1,right,1,1.0424,ST,easy,2
054SSEB,1,right,1,1.6163,ST,easy,3
054SSEB,1,right,1,1.6816,ST,easy,4
054SSEB,1,right,1,1.3994,ST,easy,5
054SSEB,0,left,1,1.7022,ST,easy,6
054SSEB,1,right,1,1.3997,ST,easy,7
054SSEB,0,left,1,1.6161,ST,easy,8
054SSEB,0,left,1,1.3513,ST,easy,9
054SSEB,0,left,1,0.8826,ST,easy,10
054SSEB,1,right,1,1.3154,ST,easy,11
054SSEB,1,right,1,1.6327,ST,easy,12
054SSEB,1,right,1,1.337,ST,easy,13
054SSEB,0,left,1,0.9581,ST,easy,14
054SSEB,0,left,1,0.7155,ST,easy,15
054SSEB,0,left,1,1.2691,ST,easy,16
054SSEB,1,left,0,1.5561,ST,hard,1
054SSEB,0,left,1,1.358,ST,hard,2
054SSEB,0,left,1,1.2747,ST,hard,3
054SSEB,1,right,1,1.3765,ST,hard,4
054SSEB,0,left,1,1.0042,ST,hard,5
054SSEB,0,left,1,1.3239,ST,hard,6
054SSEB,1,left,0,1.2362,ST,hard,7
054SSEB,0,left,1,1.2739,ST,hard,8
054SSEB,0,left,1,1.3153,ST,hard,9
054SSEB,0,left,1,1.6692,ST,hard,10
054SSEB,0,left,1,1.2587,ST,hard,11
054SSEB,0,left,1,1.3529,ST,hard,12
054SSEB,1,right,1,1.2929,ST,hard,13
054SSEB,1,right,1,1.6977,ST,hard,14
054SSEB,0,left,1,1.1869,ST,hard,15
054SSEB,1,right,1,1.2971,ST,hard,16
054SSEB,1,right,1,2.1375,ST,medium,1
054SSEB,1,right,1,1.8807,ST,medium,2
054SSEB,0,left,1,1.5209,ST,medium,3
054SSEB,1,left,0,1.3936,ST,medium,4
054SSEB,1,left,0,4.5049,ST,medium,5
054SSEB,0,left,1,1.971,ST,medium,6
054SSEB,0,left,1,1.5756,ST,medium,7
054SSEB,1,right,1,1.5749,ST,medium,8
054SSEB,0,left,1,1.5318,ST,medium,9
054SSEB,1,left,0,3.2658,ST,medium,10
054SSEB,0,left,1,1.4648,ST,medium,11
054SSEB,1,right,1,1.6013,ST,medium,12
054SSEB,0,left,1,1.4475,ST,medium,13
054SSEB,1,right,1,1.5139,ST,medium,14
054SSEB,1,right,1,1.6908,ST,medium,15
054SSEB,1,right,1,1.6322,ST,medium,16
055SSNS,1,right,1,0.8751,ST,easy,1
055SSNS,1,right,1,0.9103,ST,easy,2
055SSNS,1,right,1,0.851,ST,easy,3
055SSNS,1,right,1,1.0018,ST,easy,4
055SSNS,0,left,1,1.2837,ST,easy,5
055SSNS,1,right,1,0.7674,ST,easy,6
055SSNS,0,left,1,0.818,ST,easy,7
055SSNS,0,left,1,0.6379,ST,easy,8
055SSNS,0,left,1,0.7342,ST,easy,9
055SSNS,0,left,1,1.8884,ST,easy,10
055SSNS,1,right,1,0.6204,ST,easy,11
055SSNS,1,right,1,0.9025,ST,easy,12
055SSNS,0,left,1,0.7033,ST,easy,13
055SSNS,0,left,1,0.7985,ST,easy,14
055SSNS,1,right,1,1.6027,ST,easy,15
055SSNS,1,right,1,0.7676,ST,easy,16
055SSNS,1,left,0,1.6159,ST,hard,1
055SSNS,1,right,1,0.7981,ST,hard,2
055SSNS,0,left,1,2.9661,ST,hard,3
055SSNS,0,left,1,1.1176,ST,hard,4
055SSNS,1,right,1,1.2404,ST,hard,5
055SSNS,0,left,1,1.2406,ST,hard,6
055SSNS,0,left,1,1.0519,ST,hard,7
055SSNS,0,left,1,1.8724,ST,hard,8
055SSNS,1,right,1,0.7189,ST,hard,9
055SSNS,0,left,1,0.7992,ST,hard,10
055SSNS,1,left,0,2.1876,ST,hard,11
055SSNS,1,right,1,0.972,ST,hard,12
055SSNS,0,left,1,2.072,ST,hard,13
055SSNS,1,right,1,1.0747,ST,hard,14
055SSNS,0,right,0,0.915,ST,hard,15
055SSNS,0,left,1,2.4648,ST,hard,16
055SSNS,0,left,1,1.1501,ST,medium,1
055SSNS,0,right,0,0.9263,ST,medium,2
055SSNS,0,left,1,2.0177,ST,medium,3
055SSNS,1,right,1,1.1896,ST,medium,4
055SSNS,0,left,1,1.2503,ST,medium,5
055SSNS,0,left,1,2.7851,ST,medium,6
055SSNS,1,right,1,1.0249,ST,medium,7
055SSNS,1,right,1,0.9006,ST,medium,8
055SSNS,0,left,1,1.1576,ST,medium,9
055SSNS,0,left,1,1.3014,ST,medium,10
055SSNS,1,right,1,1.0224,ST,medium,11
055SSNS,1,right,1,0.9342,ST,medium,12
055SSNS,0,left,1,1.1511,ST,medium,13
055SSNS,1,right,1,0.9343,ST,medium,14
055SSNS,1,right,1,2.4175,ST,medium,15
055SSNS,1,right,1,1.6841,ST,medium,16
056SSKA,0,left,1,1.261,ST,easy,1
056SSKA,0,left,1,1.0687,ST,easy,2
056SSKA,0,left,1,1.1847,ST,easy,3
056SSKA,1,right,1,0.9523,ST,easy,4
056SSKA,1,left,0,0.9053,ST,easy,5
056SSKA,0,left,1,1.1512,ST,easy,6
056SSKA,1,right,1,1.0658,ST,easy,7
056SSKA,0,left,1,1.0362,ST,easy,8
056SSKA,1,right,1,2.8334,ST,easy,9
056SSKA,1,right,1,1.3829,ST,easy,10
056SSKA,0,left,1,1.4336,ST,easy,11
056SSKA,0,left,1,2.5204,ST,easy,12
056SSKA,0,left,1,1.1032,ST,easy,13
056SSKA,0,right,0,2.1222,ST,easy,14
056SSKA,0,left,1,1.8166,ST,easy,15
056SSKA,1,right,1,1.4867,ST,easy,16
056SSKA,1,left,0,2.1777,ST,hard,1
056SSKA,0,left,1,1.1862,ST,hard,2
056SSKA,1,right,1,1.7556,ST,hard,3
056SSKA,0,left,1,1.1371,ST,hard,4
056SSKA,0,left,1,1.0502,ST,hard,5
056SSKA,0,left,1,1.5503,ST,hard,6
056SSKA,0,left,1,1.0974,ST,hard,7
056SSKA,1,right,1,1.378,ST,hard,8
056SSKA,0,left,1,1.1045,ST,hard,9
056SSKA,1,left,0,0.9197,ST,hard,10
056SSKA,1,right,1,1.1317,ST,hard,11
056SSKA,0,left,1,1.0218,ST,hard,12
056SSKA,0,left,1,0.8546,ST,hard,13
056SSKA,0,left,1,0.7683,ST,hard,14
056SSKA,0,left,1,1.2909,ST,hard,15
056SSKA,1,right,1,1.0351,ST,hard,16
056SSKA,1,right,1,1.4709,ST,medium,1
056SSKA,0,left,1,1.4348,ST,medium,2
056SSKA,1,right,1,1.1854,ST,medium,3
056SSKA,0,left,1,1.309,ST,medium,4
056SSKA,0,right,0,1.0892,ST,medium,5
056SSKA,0,right,0,1.0633,ST,medium,6
056SSKA,0,left,1,1.0561,ST,medium,7
056SSKA,0,left,1,1.0844,ST,medium,8
056SSKA,1,right,1,0.8226,ST,medium,9
056SSKA,1,left,0,0.8311,ST,medium,10
056SSKA,1,right,1,0.9145,ST,medium,11
056SSKA,0,left,1,0.6826,ST,medium,12
056SSKA,0,left,1,1.4849,ST,medium,13
056SSKA,1,right,1,0.9296,ST,medium,14
056SSKA,1,left,0,1.2137,ST,medium,15
056SSKA,1,right,1,0.8968,ST,medium,16
058SSAB,0,left,1,1.005900001,ST,easy,1
058SSAB,0,left,1,0.9183,ST,easy,2
058SSAB,1,right,1,0.9015,ST,easy,3
058SSAB,1,right,1,1.1015,ST,easy,4
058SSAB,0,left,1,0.868,ST,easy,5
058SSAB,1,right,1,0.9928,ST,easy,6
058SSAB,0,left,1,0.807,ST,easy,7
058SSAB,1,right,1,0.8012,ST,easy,8
058SSAB,1,right,1,1.035,ST,easy,9
058SSAB,1,right,1,0.9209,ST,easy,10
058SSAB,0,left,1,0.8868,ST,easy,11
058SSAB,0,left,1,1.0013,ST,easy,12
058SSAB,1,right,1,0.9377,ST,easy,13
058SSAB,0,left,1,0.8602,ST,easy,14
058SSAB,0,left,1,0.7345,ST,easy,15
058SSAB,0,left,1,0.9012,ST,easy,16
058SSAB,1,right,1,4.4664,ST,hard,1
058SSAB,0,left,1,1.2012,ST,hard,2
058SSAB,0,right,0,1.251299999,ST,hard,3
058SSAB,0,right,0,0.91809999900000006,ST,hard,4
058SSAB,1,left,0,1.200900001,ST,hard,5
058SSAB,0,left,1,1.2355,ST,hard,6
058SSAB,0,right,0,0.8868,ST,hard,7
058SSAB,1,left,0,1.2178,ST,hard,8
058SSAB,0,left,1,1.1515,ST,hard,9
058SSAB,1,left,0,1.2869,ST,hard,10
058SSAB,0,left,1,0.984799999,ST,hard,11
058SSAB,0,left,1,1.234599999,ST,hard,12
058SSAB,1,right,1,0.8844,ST,hard,13
058SSAB,0,left,1,0.9543,ST,hard,14
058SSAB,0,left,1,1.3345,ST,hard,15
058SSAB,0,left,1,1.401200001,ST,hard,16
058SSAB,1,right,1,1.0402,ST,medium,1
058SSAB,0,right,0,1.491599999,ST,medium,2
058SSAB,0,left,1,1.6679,ST,medium,3
058SSAB,0,left,1,1.9349,ST,medium,4
058SSAB,1,right,1,0.9511,ST,medium,5
058SSAB,0,right,0,1.968,ST,medium,6
058SSAB,0,left,1,1.1185,ST,medium,7
058SSAB,0,left,1,0.8183,ST,medium,8
058SSAB,0,left,1,0.9546,ST,medium,9
058SSAB,1,right,1,0.9512,ST,medium,10
058SSAB,1,right,1,1.554200001,ST,medium,11
058SSAB,0,left,1,0.868,ST,medium,12
058SSAB,0,left,1,1.034900001,ST,medium,13
058SSAB,1,left,0,0.8517,ST,medium,14
058SSAB,0,right,0,1.400799999,ST,medium,15
058SSAB,1,right,1,1.3161,ST,medium,16
059SSAS,0,left,1,1.287,ST,easy,1
059SSAS,1,right,1,1.3474,ST,easy,2
059SSAS,0,left,1,1.7153,ST,easy,3
059SSAS,0,left,1,0.7891,ST,easy,4
059SSAS,0,left,1,1.2694,ST,easy,5
059SSAS,0,left,1,0.6976,ST,easy,6
059SSAS,0,left,1,0.6165,ST,easy,7
059SSAS,1,right,1,1.2862,ST,easy,8
059SSAS,0,left,1,0.6569,ST,easy,9
059SSAS,1,right,1,0.9503,ST,easy,10
059SSAS,0,left,1,0.6571,ST,easy,11
059SSAS,1,right,1,0.7661,ST,easy,12
059SSAS,1,right,1,1.7543,ST,easy,13
059SSAS,0,left,1,0.5525,ST,easy,14
059SSAS,1,left,0,1.3576,ST,easy,15
059SSAS,0,left,1,0.9147,ST,easy,16
059SSAS,0,left,1,1.7595,ST,hard,1
059SSAS,0,left,1,1.3229,ST,hard,2
059SSAS,0,left,1,1.0359,ST,hard,3
059SSAS,0,left,1,0.8916,ST,hard,4
059SSAS,1,right,1,0.8055,ST,hard,5
059SSAS,1,right,1,0.8314,ST,hard,6
059SSAS,0,right,0,1.006,ST,hard,7
059SSAS,1,left,0,0.7983,ST,hard,8
059SSAS,1,right,1,1.1585,ST,hard,9
059SSAS,0,left,1,0.8847,ST,hard,10
059SSAS,1,left,0,0.8389,ST,hard,11
059SSAS,0,left,1,1.8032,ST,hard,12
059SSAS,0,left,1,0.6521,ST,hard,13
059SSAS,0,left,1,0.8242,ST,hard,14
059SSAS,1,right,1,0.6946,ST,hard,15
059SSAS,0,left,1,0.9351,ST,hard,16
059SSAS,1,right,1,0.8198,ST,medium,1
059SSAS,0,left,1,0.7185,ST,medium,2
059SSAS,1,right,1,1.0654,ST,medium,3
059SSAS,0,right,0,1.164,ST,medium,4
059SSAS,0,left,1,0.6846,ST,medium,5
059SSAS,1,right,1,0.8108,ST,medium,6
059SSAS,1,left,0,0.7047,ST,medium,7
059SSAS,1,right,1,0.5148,ST,medium,8
059SSAS,0,right,0,0.7784,ST,medium,9
059SSAS,0,left,1,0.8152,ST,medium,10
059SSAS,1,right,1,0.4408,ST,medium,11
059SSAS,0,right,0,1.4965,ST,medium,12
059SSAS,1,right,1,1.6328,ST,medium,13
059SSAS,0,left,1,0.9099,ST,medium,14
059SSAS,1,left,0,0.621,ST,medium,15
059SSAS,0,right,0,0.9498,ST,medium,16
062SSON,1,right,1,3.2117,ST,easy,1
062SSON,0,left,1,1.7098,ST,easy,2
