id,target_present,key,is_correct,rt,task,level,trial
062SSON,1,right,1,1.5958,ST,easy,3
062SSON,0,left,1,1.2694,ST,easy,4
062SSON,0,left,1,1.2927,ST,easy,5
062SSON,0,left,1,1.3549,ST,easy,6
062SSON,0,left,1,1.1263,ST,easy,7
062SSON,1,right,1,2.1255,ST,easy,8
062SSON,0,left,1,1.4127,ST,easy,9
062SSON,1,right,1,1.4447,ST,easy,10
062SSON,1,right,1,1.944,ST,easy,11
062SSON,1,right,1,1.4119,ST,easy,12
062SSON,0,left,1,1.5465,ST,easy,13
062SSON,0,left,1,1.2153,ST,easy,14
062SSON,1,right,1,1.3308,ST,easy,15
062SSON,1,right,1,1.1537,ST,easy,16
062SSON,0,left,1,7.357,ST,hard,1
062SSON,0,right,0,2.3537,ST,hard,2
062SSON,0,right,0,2.3077,ST,hard,3
062SSON,1,right,1,1.7105,ST,hard,4
062SSON,0,left,1,1.8113,ST,hard,5
062SSON,0,left,1,1.5094,ST,hard,6
062SSON,0,left,1,2.3923,ST,hard,7
062SSON,0,left,1,2.0545,ST,hard,8
062SSON,1,right,1,2.1296,ST,hard,9
062SSON,1,right,1,1.4166,ST,hard,10
062SSON,1,left,0,3.306,ST,hard,11
062SSON,0,left,1,1.3953,ST,hard,12
062SSON,0,left,1,1.6966,ST,hard,13
062SSON,1,right,1,2.4652,ST,hard,14
062SSON,1,right,1,2.1736,ST,hard,15
062SSON,1,left,0,1.2915,ST,hard,16
062SSON,1,right,1,1.9221,ST,medium,1
062SSON,0,left,1,2.1102,ST,medium,2
062SSON,1,right,1,1.4341,ST,medium,3
062SSON,1,right,1,1.1334,ST,medium,4
062SSON,1,left,0,1.6796,ST,medium,5
062SSON,0,right,0,2.0125,ST,medium,6
062SSON,1,right,1,1.3148,ST,medium,7
062SSON,0,left,1,1.2481,ST,medium,8
062SSON,0,left,1,1.2303,ST,medium,9
062SSON,1,right,1,3.2432,ST,medium,10
062SSON,0,left,1,1.1804,ST,medium,11
062SSON,0,left,1,1.6153,ST,medium,12
062SSON,1,right,1,1.6793,ST,medium,13
062SSON,1,right,1,3.5591,ST,medium,14
062SSON,1,right,1,1.6639,ST,medium,15
062SSON,1,right,1,1.9931,ST,medium,16
063SSMP,1,right,1,1.107,ST,easy,1
063SSMP,0,left,1,1.268,ST,easy,2
063SSMP,0,left,1,1.083,ST,easy,3
063SSMP,0,left,1,0.865,ST,easy,4
063SSMP,1,right,1,1.323,ST,easy,5
063SSMP,1,right,1,0.938,ST,easy,6
063SSMP,0,left,1,0.912,ST,easy,7
063SSMP,0,left,1,0.861,ST,easy,8
063SSMP,0,left,1,0.774,ST,easy,9
063SSMP,0,left,1,1.73,ST,easy,10
063SSMP,0,left,1,1.556,ST,easy,11
063SSMP,1,right,1,1.149,ST,easy,12
063SSMP,1,right,1,0.951,ST,easy,13
063SSMP,1,right,1,0.746,ST,easy,14
063SSMP,0,left,1,0.927,ST,easy,15
063SSMP,1,right,1,1.22,ST,easy,16
063SSMP,0,left,1,1.24,ST,hard,1
063SSMP,1,right,1,2.085,ST,hard,2
063SSMP,1,right,1,1.013,ST,hard,3
063SSMP,0,left,1,0.914,ST,hard,4
063SSMP,1,right,1,1.698,ST,hard,5
063SSMP,1,left,0,1.095,ST,hard,6
063SSMP,1,left,0,1.472,ST,hard,7
063SSMP,1,left,0,1.368,ST,hard,8
063SSMP,0,right,0,3.227,ST,hard,9
063SSMP,0,right,0,1.687,ST,hard,10
063SSMP,1,right,1,1.303,ST,hard,11
063SSMP,0,left,1,0.959,ST,hard,12
063SSMP,0,left,1,1.098,ST,hard,13
063SSMP,0,left,1,1.039,ST,hard,14
063SSMP,1,right,1,0.891,ST,hard,15
063SSMP,1,right,1,0.859,ST,hard,16
063SSMP,1,right,1,2.402,ST,medium,1
063SSMP,0,left,1,0.934,ST,medium,2
063SSMP,1,right,1,1.058,ST,medium,3
063SSMP,0,left,1,1.051,ST,medium,4
063SSMP,0,left,1,1.775,ST,medium,5
063SSMP,0,left,1,0.809,ST,medium,6
063SSMP,0,left,1,1.301,ST,medium,7
063SSMP,1,right,1,0.811,ST,medium,8
063SSMP,0,left,1,1.098,ST,medium,9
063SSMP,0,right,0,1.197,ST,medium,10
063SSMP,0,left,1,0.831,ST,medium,11
063SSMP,1,right,1,1.302,ST,medium,12
063SSMP,0,left,1,1.39,ST,medium,13
063SSMP,0,right,0,1.611,ST,medium,14
063SSMP,1,right,1,1.024,ST,medium,15
063SSMP,1,right,1,0.83,ST,medium,16
064SSAB,0,left,1,1.0582,ST,easy,1
064SSAB,1,right,1,0.976400001,ST,easy,2
064SSAB,0,left,1,0.76,ST,easy,3
064SSAB,0,left,1,1.6959,ST,easy,4
064SSAB,0,left,1,0.8233,ST,easy,5
064SSAB,1,right,1,1.317,ST,easy,6
064SSAB,1,right,1,0.8168,ST,easy,7
064SSAB,1,right,1,0.783599999,ST,easy,8
064SSAB,1,right,1,0.941799999,ST,easy,9
064SSAB,1,right,1,0.820799999,ST,easy,10
064SSAB,1,right,1,5.2833,ST,easy,11
064SSAB,0,left,1,0.560799999,ST,easy,12
064SSAB,0,left,1,1.183599999,ST,easy,13
064SSAB,0,left,1,0.879900001,ST,easy,14
064SSAB,0,left,1,0.5777,ST,easy,15
064SSAB,1,right,1,0.7307,ST,easy,16
064SSAB,0,left,1,0.9475,ST,hard,1
064SSAB,0,left,1,1.6708,ST,hard,2
064SSAB,0,right,0,3.135,ST,hard,3
064SSAB,0,left,1,1.439599999,ST,hard,4
064SSAB,1,right,1,1.4487,ST,hard,5
064SSAB,1,right,1,1.1132,ST,hard,6
064SSAB,0,right,0,3.8426,ST,hard,7
064SSAB,1,right,1,1.127,ST,hard,8
064SSAB,1,right,1,1.262,ST,hard,9
064SSAB,1,left,0,0.579599999,ST,hard,10
064SSAB,0,left,1,0.8319,ST,hard,11
064SSAB,0,left,1,0.928200001,ST,hard,12
064SSAB,0,left,1,0.963,ST,hard,13
064SSAB,0,left,1,1.6502,ST,hard,14
064SSAB,1,right,1,0.9984,ST,hard,15
064SSAB,0,left,1,1.093099999,ST,hard,16
064SSAB,1,right,1,1.5182,ST,medium,1
064SSAB,0,left,1,0.8834,ST,medium,2
064SSAB,1,right,1,0.8934,ST,medium,3
064SSAB,0,left,1,2.0258,ST,medium,4
064SSAB,0,left,1,1.2562,ST,medium,5
064SSAB,1,right,1,3.8532,ST,medium,6
064SSAB,1,right,1,0.9957,ST,medium,7
064SSAB,1,right,1,1.600400001,ST,medium,8
064SSAB,0,left,1,2.6827,ST,medium,9
064SSAB,1,right,1,0.7958,ST,medium,10
064SSAB,1,right,1,1.0002,ST,medium,11
064SSAB,0,left,1,1.0737,ST,medium,12
064SSAB,1,right,1,0.7557,ST,medium,13
064SSAB,1,right,1,0.833599999,ST,medium,14
064SSAB,1,right,1,4.9663,ST,medium,15
064SSAB,1,right,1,0.7003,ST,medium,16
065SSTM,1,right,1,1.4177,ST,easy,1
065SSTM,0,left,1,1.2129,ST,easy,2
065SSTM,1,right,1,1.2462,ST,easy,3
065SSTM,0,left,1,1.0676,ST,easy,4
065SSTM,0,left,1,1.2862,ST,easy,5
065SSTM,1,right,1,0.8888,ST,easy,6
065SSTM,0,left,1,1.0428,ST,easy,7
065SSTM,1,right,1,1.0837,ST,easy,8
065SSTM,0,left,1,0.9412,ST,easy,9
065SSTM,1,right,1,0.8627,ST,easy,10
065SSTM,0,left,1,0.9692,ST,easy,11
065SSTM,1,right,1,0.9066,ST,easy,12
065SSTM,0,left,1,0.8082,ST,easy,13
065SSTM,0,left,1,0.8322,ST,easy,14
065SSTM,0,left,1,0.7958,ST,easy,15
065SSTM,1,right,1,1.168,ST,easy,16
065SSTM,1,right,1,3.6217,ST,hard,1
065SSTM,1,left,0,1.2587,ST,hard,2
065SSTM,0,left,1,0.9671,ST,hard,3
065SSTM,1,right,1,1.6492,ST,hard,4
065SSTM,0,left,1,1.3136,ST,hard,5
065SSTM,1,left,0,1.2805,ST,hard,6
065SSTM,0,left,1,0.9144,ST,hard,7
065SSTM,0,left,1,1.6556,ST,hard,8
065SSTM,0,left,1,1.0585,ST,hard,9
065SSTM,1,right,1,0.7562,ST,hard,10
065SSTM,1,left,0,1.263,ST,hard,11
065SSTM,0,right,0,1.0488,ST,hard,12
065SSTM,1,right,1,1.0215,ST,hard,13
065SSTM,0,right,0,3.3461,ST,hard,14
065SSTM,0,left,1,1.1333,ST,hard,15
065SSTM,1,left,0,1.0532,ST,hard,16
065SSTM,0,left,1,1.937,ST,medium,1
065SSTM,0,left,1,1.0174,ST,medium,2
065SSTM,1,right,1,1.2838,ST,medium,3
065SSTM,1,right,1,1.1187,ST,medium,4
065SSTM,0,left,1,1.4678,ST,medium,5
065SSTM,1,right,1,0.8177,ST,medium,6
065SSTM,0,left,1,1.1903,ST,medium,7
065SSTM,1,right,1,0.921,ST,medium,8
065SSTM,1,right,1,0.8179,ST,medium,9
065SSTM,0,left,1,0.6678,ST,medium,10
065SSTM,0,left,1,0.9583,ST,medium,11
065SSTM,1,right,1,0.836,ST,medium,12
065SSTM,0,left,1,0.9845,ST,medium,13
065SSTM,1,right,1,0.7438,ST,medium,14
065SSTM,0,left,1,0.7583,ST,medium,15
065SSTM,0,left,1,0.9337,ST,medium,16
067SSDA,1,right,1,1.0929,ST,easy,1
067SSDA,1,right,1,1.1335,ST,easy,2
067SSDA,1,right,1,1.3166,ST,easy,3
067SSDA,0,left,1,0.9702,ST,easy,4
067SSDA,1,right,1,0.9575,ST,easy,5
067SSDA,0,left,1,2.5173,ST,easy,6
067SSDA,1,right,1,0.9595,ST,easy,7
067SSDA,1,right,1,0.7719,ST,easy,8
067SSDA,0,left,1,1.367,ST,easy,9
067SSDA,0,left,1,1.8236,ST,easy,10
067SSDA,0,left,1,1.0735,ST,easy,11
067SSDA,1,right,1,1.2409,ST,easy,12
067SSDA,0,left,1,1.0689,ST,easy,13
067SSDA,1,right,1,1.1169,ST,easy,14
067SSDA,0,left,1,0.9848,ST,easy,15
067SSDA,0,left,1,1.5998000000000001,ST,easy,16
067SSDA,1,left,0,1.1196,ST,hard,1
067SSDA,1,left,0,2.0895,ST,hard,2
067SSDA,1,right,1,1.461,ST,hard,3
067SSDA,1,left,0,2.5324,ST,hard,4
067SSDA,0,right,0,5.9476,ST,hard,5
067SSDA,1,right,1,1.2335,ST,hard,6
067SSDA,1,right,1,1.2501,ST,hard,7
067SSDA,1,left,0,0.9006,ST,hard,8
067SSDA,0,left,1,2.7154,ST,hard,9
067SSDA,0,left,1,3.0933,ST,hard,10
067SSDA,1,right,1,0.935,ST,hard,11
067SSDA,0,left,1,2.8553,ST,hard,12
067SSDA,1,right,1,1.3783,ST,hard,13
067SSDA,1,right,1,2.4706,ST,hard,14
067SSDA,1,left,0,1.9495,ST,hard,15
067SSDA,1,right,1,2.7936,ST,hard,16
067SSDA,0,left,1,1.2277,ST,medium,1
067SSDA,0,right,0,0.9168,ST,medium,2
067SSDA,1,right,1,1.117,ST,medium,3
067SSDA,1,left,0,1.0188,ST,medium,4
067SSDA,1,left,0,2.0662,ST,medium,5
067SSDA,0,left,1,1.3558,ST,medium,6
067SSDA,1,left,0,1.7115,ST,medium,7
067SSDA,0,left,1,1.194,ST,medium,8
067SSDA,1,right,1,1.339,ST,medium,9
067SSDA,1,right,1,1.7022,ST,medium,10
067SSDA,0,left,1,1.5069,ST,medium,11
067SSDA,0,left,1,1.1845,ST,medium,12
067SSDA,1,left,0,2.2922,ST,medium,13
067SSDA,0,right,0,2.4353,ST,medium,14
067SSDA,1,right,1,1.5673,ST,medium,15
067SSDA,0,left,1,0.8878,ST,medium,16
068SSMT,0,left,1,0.894,ST,easy,1
068SSMT,0,left,1,0.714,ST,easy,2
068SSMT,0,left,1,0.613,ST,easy,3
068SSMT,0,left,1,0.847,ST,easy,4
068SSMT,0,left,1,0.655,ST,easy,5
068SSMT,1,right,1,0.821,ST,easy,6
068SSMT,1,right,1,0.747,ST,easy,7
068SSMT,1,right,1,0.797,ST,easy,8
068SSMT,1,right,1,0.648,ST,easy,9
068SSMT,1,right,1,0.679,ST,easy,10
068SSMT,1,right,1,0.516,ST,easy,11
068SSMT,1,right,1,0.668,ST,easy,12
068SSMT,0,left,1,1.279,ST,easy,13
068SSMT,0,left,1,0.714,ST,easy,14
068SSMT,1,right,1,0.603,ST,easy,15
068SSMT,1,right,1,0.937,ST,easy,16
068SSMT,1,right,1,0.782,ST,hard,1
068SSMT,1,left,0,2.514,ST,hard,2
068SSMT,1,left,0,1.23,ST,hard,3
068SSMT,1,left,0,1.029,ST,hard,4
068SSMT,0,left,1,0.97,ST,hard,5
068SSMT,0,left,1,1.156,ST,hard,6
068SSMT,1,right,1,0.98,ST,hard,7
068SSMT,1,right,1,0.586,ST,hard,8
068SSMT,1,left,0,0.83,ST,hard,9
068SSMT,1,right,1,0.645,ST,hard,10
068SSMT,1,right,1,0.762,ST,hard,11
068SSMT,0,left,1,1.546,ST,hard,12
068SSMT,1,right,1,0.779,ST,hard,13
068SSMT,0,left,1,2.28,ST,hard,14
068SSMT,0,left,1,1.023,ST,hard,15
068SSMT,1,left,0,0.979,ST,hard,16
068SSMT,1,right,1,1.043,ST,medium,1
068SSMT,1,right,1,1.012,ST,medium,2
068SSMT,0,left,1,1.146,ST,medium,3
068SSMT,1,right,1,2.296,ST,medium,4
068SSMT,1,right,1,0.68,ST,medium,5
068SSMT,1,right,1,0.752,ST,medium,6
068SSMT,1,right,1,0.996,ST,medium,7
068SSMT,1,right,1,1.581,ST,medium,8
068SSMT,0,left,1,1.014,ST,medium,9
068SSMT,1,left,0,1.13,ST,medium,10
068SSMT,1,right,1,1.096,ST,medium,11
068SSMT,1,left,0,0.913,ST,medium,12
068SSMT,0,left,1,0.746,ST,medium,13
068SSMT,1,left,0,0.754,ST,medium,14
068SSMT,0,left,1,1.043,ST,medium,15
068SSMT,1,right,1,0.619,ST,medium,16
070SSAK,0,left,1,3.2615,ST,easy,1
070SSAK,0,left,1,0.6504,ST,easy,2
070SSAK,0,left,1,0.71,ST,easy,3
070SSAK,0,left,1,0.6092,ST,easy,4
070SSAK,1,right,1,1.1386,ST,easy,5
070SSAK,1,right,1,1.0048,ST,easy,6
070SSAK,1,right,1,0.7701,ST,easy,7
070SSAK,0,left,1,0.933,ST,easy,8
070SSAK,1,right,1,0.8416,ST,easy,9
070SSAK,0,left,1,0.5748,ST,easy,10
070SSAK,0,left,1,0.6507,ST,easy,11
070SSAK,0,left,1,1.6565,ST,easy,12
070SSAK,0,left,1,0.6209,ST,easy,13
070SSAK,1,right,1,0.7124,ST,easy,14
070SSAK,0,left,1,0.5219,ST,easy,15
070SSAK,0,left,1,1.0492,ST,easy,16
070SSAK,1,left,0,2.1817,ST,hard,1
070SSAK,1,left,0,0.8491,ST,hard,2
070SSAK,0,left,1,0.779,ST,hard,3
070SSAK,0,left,1,0.7338,ST,hard,4
070SSAK,0,left,1,0.8643,ST,hard,5
070SSAK,1,left,0,0.9666,ST,hard,6
070SSAK,1,right,1,2.3456,ST,hard,7
070SSAK,1,left,0,0.8954,ST,hard,8
070SSAK,1,left,0,0.9749,ST,hard,9
070SSAK,0,left,1,1.2879,ST,hard,10
070SSAK,1,right,1,0.8661,ST,hard,11
070SSAK,0,left,1,0.831,ST,hard,12
070SSAK,0,left,1,1.0894,ST,hard,13
070SSAK,1,left,0,1.3878,ST,hard,14
070SSAK,1,right,1,0.9432,ST,hard,15
070SSAK,1,right,1,0.9676,ST,hard,16
070SSAK,0,left,1,1.707,ST,medium,1
070SSAK,0,left,1,0.9312,ST,medium,2
070SSAK,1,right,1,0.953,ST,medium,3
070SSAK,0,left,1,1.2554,ST,medium,4
070SSAK,1,right,1,1.4025,ST,medium,5
070SSAK,1,right,1,0.9322,ST,medium,6
070SSAK,1,right,1,1.0704,ST,medium,7
070SSAK,1,right,1,3.1285,ST,medium,8
070SSAK,1,right,1,1.5855,ST,medium,9
070SSAK,1,left,0,0.6319,ST,medium,10
070SSAK,0,left,1,0.7003,ST,medium,11
070SSAK,0,right,0,1.2616,ST,medium,12
070SSAK,0,left,1,1.1433,ST,medium,13
070SSAK,0,right,0,0.9432,ST,medium,14
070SSAK,0,left,1,4.2343,ST,medium,15
070SSAK,0,left,1,0.8673,ST,medium,16
071SSEB,0,left,1,1.5299,ST,easy,1
071SSEB,1,right,1,1.0814,ST,easy,2
071SSEB,1,right,1,0.8894,ST,easy,3
071SSEB,1,right,1,0.7646,ST,easy,4
071SSEB,0,left,1,1.0004,ST,easy,5
071SSEB,1,right,1,0.7709,ST,easy,6
071SSEB,0,left,1,1.0327,ST,easy,7
071SSEB,1,right,1,0.6265,ST,easy,8
071SSEB,0,left,1,0.7934,ST,easy,9
071SSEB,1,right,1,1.2215,ST,easy,10
071SSEB,0,left,1,2.4321,ST,easy,11
071SSEB,1,right,1,0.6189,ST,easy,12
071SSEB,0,left,1,0.8849,ST,easy,13
071SSEB,1,right,1,0.5329,ST,easy,14
071SSEB,1,right,1,0.7156,ST,easy,15
071SSEB,1,right,1,0.6357,ST,easy,16
071SSEB,1,right,1,2.2543,ST,hard,1
071SSEB,1,left,0,1.7161,ST,hard,2
071SSEB,0,left,1,1.3066,ST,hard,3
071SSEB,0,left,1,1.1414,ST,hard,4
071SSEB,1,right,1,1.0154,ST,hard,5
071SSEB,0,right,0,1.6874,ST,hard,6
071SSEB,0,left,1,2.0343,ST,hard,7
071SSEB,0,left,1,1.771,ST,hard,8
071SSEB,0,left,1,3.0825,ST,hard,9
071SSEB,1,right,1,1.1654,ST,hard,10
071SSEB,0,left,1,0.9892,ST,hard,11
071SSEB,0,left,1,1.2186,ST,hard,12
071SSEB,1,left,0,0.9836,ST,hard,13
071SSEB,1,left,0,2.0282,ST,hard,14
071SSEB,1,right,1,1.1888,ST,hard,15
071SSEB,1,right,1,1.4311,ST,hard,16
071SSEB,1,right,1,1.4801,ST,medium,1
071SSEB,0,left,1,1.7015,ST,medium,2
071SSEB,0,left,1,1.4339,ST,medium,3
071SSEB,1,right,1,1.3117,ST,medium,4
071SSEB,0,left,1,1.6665,ST,medium,5
071SSEB,0,left,1,1.4773,ST,medium,6
071SSEB,0,left,1,1.2509,ST,medium,7
071SSEB,1,right,1,2.0829,ST,medium,8
071SSEB,1,right,1,1.2364,ST,medium,9
071SSEB,1,right,1,1.5966,ST,medium,10
071SSEB,0,left,1,1.5681,ST,medium,11
071SSEB,1,right,1,1.1423,ST,medium,12
071SSEB,1,right,1,1.0004,ST,medium,13
071SSEB,0,left,1,1.2895,ST,medium,14
071SSEB,1,right,1,0.9597,ST,medium,15
071SSEB,1,left,0,1.3293,ST,medium,16
073SSMS,0,left,1,0.8989,ST,easy,1
073SSMS,1,right,1,0.8679,ST,easy,2
073SSMS,0,left,1,0.7638,ST,easy,3
073SSMS,0,left,1,0.7329,ST,easy,4
073SSMS,1,right,1,0.8387,ST,easy,5
073SSMS,1,right,1,1.7553,ST,easy,6
073SSMS,1,right,1,0.8744,ST,easy,7
073SSMS,0,left,1,1.0504,ST,easy,8
073SSMS,1,right,1,0.8705,ST,easy,9
073SSMS,0,left,1,0.6493,ST,easy,10
073SSMS,1,right,1,0.7718,ST,easy,11
073SSMS,1,right,1,0.6636,ST,easy,12
073SSMS,0,left,1,0.7484,ST,easy,13
073SSMS,1,right,1,0.7643,ST,easy,14
073SSMS,1,left,0,1.7622,ST,easy,15
073SSMS,0,left,1,0.919,ST,easy,16
073SSMS,1,right,1,1.1394,ST,hard,1
073SSMS,0,left,1,1.3652,ST,hard,2
073SSMS,0,left,1,0.7842,ST,hard,3
073SSMS,1,left,0,0.7645,ST,hard,4
073SSMS,1,left,0,2.5954,ST,hard,5
073SSMS,0,left,1,1.8606,ST,hard,6
073SSMS,1,right,1,1.2677,ST,hard,7
073SSMS,0,left,1,1.0816,ST,hard,8
073SSMS,0,left,1,1.7173,ST,hard,9
073SSMS,1,right,1,0.9188,ST,hard,10
073SSMS,1,right,1,1.2056,ST,hard,11
073SSMS,0,left,1,0.8386,ST,hard,12
073SSMS,1,right,1,1.2148,ST,hard,13
073SSMS,1,right,1,0.6244,ST,hard,14
073SSMS,0,left,1,1.1333,ST,hard,15
073SSMS,1,right,1,0.6512,ST,hard,16
073SSMS,1,right,1,0.7654,ST,medium,1
073SSMS,1,right,1,0.6865,ST,medium,2
073SSMS,0,left,1,0.9359,ST,medium,3
073SSMS,1,right,1,0.7679,ST,medium,4
073SSMS,0,left,1,0.8349,ST,medium,5
073SSMS,1,right,1,0.6806,ST,medium,6
073SSMS,1,right,1,0.9665,ST,medium,7
073SSMS,0,left,1,0.7815,ST,medium,8
073SSMS,0,left,1,0.9822,ST,medium,9
073SSMS,1,right,1,1.1729,ST,medium,10
073SSMS,0,right,0,0.8219,ST,medium,11
073SSMS,1,left,0,0.7171,ST,medium,12
073SSMS,0,left,1,0.7159,ST,medium,13
073SSMS,0,left,1,1.115,ST,medium,14
073SSMS,1,left,0,1.1047,ST,medium,15
073SSMS,0,left,1,0.9393,ST,medium,16
074SSKS,1,right,1,0.914,ST,easy,1
074SSKS,0,left,1,0.923,ST,easy,2
074SSKS,0,left,1,0.966,ST,easy,3
074SSKS,1,right,1,0.885,ST,easy,4
074SSKS,0,left,1,0.847,ST,easy,5
074SSKS,1,right,1,1.165,ST,easy,6
074SSKS,1,right,1,1.033,ST,easy,7
074SSKS,0,left,1,1.047,ST,easy,8
074SSKS,0,left,1,0.553,ST,easy,9
074SSKS,0,left,1,0.722,ST,easy,10
074SSKS,0,left,1,0.683,ST,easy,11
074SSKS,0,left,1,0.672,ST,easy,12
074SSKS,0,left,1,0.582,ST,easy,13
074SSKS,0,left,1,0.647,ST,easy,14
074SSKS,1,right,1,1.086,ST,easy,15
074SSKS,0,left,1,0.674,ST,easy,16
074SSKS,0,left,1,1.104,ST,hard,1
074SSKS,1,right,1,0.878,ST,hard,2
074SSKS,1,right,1,1.114,ST,hard,3
074SSKS,1,right,1,0.842,ST,hard,4
074SSKS,0,left,1,1.098,ST,hard,5
074SSKS,1,left,0,0.995,ST,hard,6
074SSKS,0,left,1,0.984,ST,hard,7
074SSKS,0,left,1,1.423,ST,hard,8
074SSKS,1,right,1,0.957,ST,hard,9
074SSKS,0,left,1,1.006,ST,hard,10
074SSKS,1,right,1,1.128,ST,hard,11
074SSKS,0,left,1,1.444,ST,hard,12
074SSKS,0,left,1,1.09,ST,hard,13
074SSKS,1,right,1,0.645,ST,hard,14
074SSKS,1,right,1,0.9,ST,hard,15
074SSKS,1,left,0,1.931,ST,hard,16
074SSKS,1,right,1,1.061,ST,medium,1
074SSKS,0,left,1,1.061,ST,medium,2
074SSKS,0,left,1,0.763,ST,medium,3
074SSKS,0,left,1,1.088,ST,medium,4
074SSKS,0,left,1,1.783,ST,medium,5
074SSKS,0,left,1,1.875,ST,medium,6
074SSKS,1,right,1,1.183,ST,medium,7
074SSKS,0,left,1,1.126,ST,medium,8
074SSKS,0,left,1,1.278,ST,medium,9
074SSKS,0,left,1,1.111,ST,medium,10
074SSKS,1,right,1,1.035,ST,medium,11
074SSKS,1,left,0,1.066,ST,medium,12
074SSKS,0,left,1,1.024,ST,medium,13
074SSKS,1,right,1,0.771,ST,medium,14
074SSKS,1,right,1,1.045,ST,medium,15
074SSKS,1,right,1,0.902,ST,medium,16
076SSRK,0,left,1,2.205200001,ST,easy,1
076SSRK,0,left,1,1.4231,ST,easy,2
076SSRK,1,right,1,1.3006,ST,easy,3
076SSRK,1,right,1,1.619,ST,easy,4
076SSRK,0,left,1,1.206,ST,easy,5
076SSRK,0,left,1,1.5244,ST,easy,6
076SSRK,1,right,1,1.5055,ST,easy,7
076SSRK,1,right,1,1.266700001,ST,easy,8
076SSRK,0,left,1,1.338,ST,easy,9
076SSRK,1,right,1,1.231300001,ST,easy,10
076SSRK,1,right,1,1.4535,ST,easy,11
076SSRK,0,left,1,1.383200001,ST,easy,12
076SSRK,0,left,1,1.0396,ST,easy,13
076SSRK,0,left,1,1.219200001,ST,easy,14
076SSRK,1,right,1,1.318700001,ST,easy,15
076SSRK,1,right,1,1.0661,ST,easy,16
076SSRK,0,left,1,1.2066,ST,hard,1
076SSRK,0,left,1,1.1576,ST,hard,2
076SSRK,0,left,1,1.066699999,ST,hard,3
076SSRK,0,right,0,1.251700001,ST,hard,4
076SSRK,0,left,1,1.151,ST,hard,5
076SSRK,0,left,1,1.149599998,ST,hard,6
076SSRK,1,right,1,1.265799999,ST,hard,7
076SSRK,1,left,0,1.1251,ST,hard,8
076SSRK,0,left,1,1.1719,ST,hard,9
076SSRK,0,left,1,1.036799999,ST,hard,10
076SSRK,1,left,0,1.1921,ST,hard,11
076SSRK,0,left,1,1.1176,ST,hard,12
076SSRK,0,left,1,1.227700001,ST,hard,13
076SSRK,1,left,0,0.821,ST,hard,14
076SSRK,0,left,1,1.133,ST,hard,15
076SSRK,1,left,0,1.254700001,ST,hard,16
076SSRK,1,right,1,2.182800001,ST,medium,1
076SSRK,1,right,1,1.789799999,ST,medium,2
076SSRK,1,left,0,2.2989,ST,medium,3
076SSRK,1,right,1,1.854800001,ST,medium,4
076SSRK,0,left,1,2.099099998,ST,medium,5
076SSRK,1,left,0,1.5925,ST,medium,6
076SSRK,0,left,1,1.713299999,ST,medium,7
076SSRK,1,right,1,1.399799999,ST,medium,8
076SSRK,0,left,1,1.299800001,ST,medium,9
076SSRK,1,left,0,1.668700001,ST,medium,10
076SSRK,1,right,1,2.7039,ST,medium,11
076SSRK,0,left,1,1.350900002,ST,medium,12
076SSRK,1,right,1,1.235699999,ST,medium,13
076SSRK,0,left,1,1.287400002,ST,medium,14
076SSRK,1,right,1,2.602800001,ST,medium,15
076SSRK,0,left,1,1.4536,ST,medium,16
077SSKK,0,left,1,3.848,ST,easy,1
077SSKK,1,right,1,3.5388,ST,easy,2
077SSKK,1,right,1,0.8962,ST,easy,3
077SSKK,1,right,1,0.9335,ST,easy,4
077SSKK,1,right,1,0.8697,ST,easy,5
077SSKK,0,left,1,1.8267,ST,easy,6
077SSKK,1,right,1,1.1681,ST,easy,7
077SSKK,1,right,1,1.2028,ST,easy,8
077SSKK,1,right,1,0.8302,ST,easy,9
077SSKK,1,right,1,0.9378,ST,easy,10
077SSKK,0,left,1,1.0656,ST,easy,11
077SSKK,0,left,1,0.9933,ST,easy,12
077SSKK,1,right,1,0.8335,ST,easy,13
077SSKK,1,right,1,0.7799,ST,easy,14
077SSKK,1,right,1,1.6397,ST,easy,15
077SSKK,1,right,1,0.7313,ST,easy,16
077SSKK,1,left,0,14.167,ST,hard,1
077SSKK,0,left,1,2.9785,ST,hard,2
077SSKK,0,left,1,3.0509,ST,hard,3
077SSKK,0,right,0,0.626,ST,hard,4
077SSKK,0,left,1,5.9935,ST,hard,5
077SSKK,0,left,1,4.1539,ST,hard,6
077SSKK,0,left,1,1.1351,ST,hard,7
077SSKK,1,right,1,1.0143,ST,hard,8
077SSKK,0,left,1,2.9447,ST,hard,9
077SSKK,1,right,1,3.0699,ST,hard,10
077SSKK,0,left,1,3.0351,ST,hard,11
077SSKK,1,right,1,4.6045,ST,hard,12
077SSKK,1,right,1,2.7302,ST,hard,13
077SSKK,0,left,1,2.6346,ST,hard,14
077SSKK,1,right,1,1.7096,ST,hard,15
077SSKK,0,left,1,2.4378,ST,hard,16
077SSKK,0,left,1,2.7152,ST,medium,1
077SSKK,0,left,1,1.5932,ST,medium,2
077SSKK,0,left,1,1.5861,ST,medium,3
077SSKK,1,right,1,1.3765,ST,medium,4
077SSKK,0,left,1,1.7175,ST,medium,5
077SSKK,1,right,1,1.289,ST,medium,6
077SSKK,0,left,1,1.1678,ST,medium,7
077SSKK,1,right,1,1.2154,ST,medium,8
