id,correctAns,base_pic,rotated_pic,key,is_correct,rt,task,level,trial
039ARVP,right,images/base/16_a.png,images/combined/16_a_x_45_y_0_z_90.png,right,1,1.7506,MR,medium,4
039ARVP,right,images/base/3_a.png,images/combined/3_a_x_45_y_0_z_90.png,right,1,1.2215,MR,medium,5
039ARVP,right,images/base/12_a.png,images/combined/12_a_x_315_y_0_z_90.png,right,1,1.8971,MR,medium,6
039ARVP,left,images/base/2_a.png,images/combined/2_b_x_45_y_0_z_90.png,left,1,1.4287,MR,medium,7
039ARVP,right,images/base/13_b.png,images/combined/13_b_x_315_y_0_z_270.png,right,1,1.3549,MR,medium,8
039ARVP,left,images/base/15_b.png,images/combined/15_a_x_315_y_0_z_90.png,left,1,1.8546,MR,medium,9
039ARVP,left,images/base/6_b.png,images/combined/6_a_x_45_y_0_z_270.png,right,0,2.2732,MR,medium,10
039ARVP,right,images/base/7_a.png,images/combined/7_a_x_45_y_0_z_270.png,left,0,1.2926,MR,medium,11
039ARVP,right,images/base/14_a.png,images/combined/14_a_x_315_y_0_z_90.png,right,1,0.813,MR,medium,12
039ARVP,right,images/base/1_b.png,images/combined/1_b_x_45_y_0_z_90.png,right,1,0.8128,MR,medium,13
039ARVP,left,images/base/4_b.png,images/combined/4_a_x_315_y_0_z_90.png,right,0,0.5461,MR,medium,14
039ARVP,left,images/base/11_b.png,images/combined/11_a_x_315_y_0_z_270.png,left,1,0.7298,MR,medium,15
039ARVP,right,images/base/9_b.png,images/combined/9_b_x_45_y_0_z_90.png,left,0,0.951,MR,medium,16
039ARVP,right,images/base/5_a.png,images/combined/5_a_x_90_y_0_z_90.png,right,1,6.2274,MR,hard,1
039ARVP,left,images/base/7_a.png,images/combined/7_b_x_270_y_0_z_270.png,right,0,2.397,MR,hard,2
039ARVP,right,images/base/9_b.png,images/combined/9_b_x_270_y_0_z_270.png,left,0,8.5437,MR,hard,3
039ARVP,right,images/base/4_a.png,images/combined/4_a_x_270_y_0_z_90.png,left,0,3.2578,MR,hard,4
039ARVP,right,images/base/12_b.png,images/combined/12_b_x_270_y_0_z_90.png,right,1,5.1086,MR,hard,5
039ARVP,left,images/base/6_a.png,images/combined/6_b_x_90_y_0_z_90.png,right,0,12.5066,MR,hard,6
039ARVP,left,images/base/3_b.png,images/combined/3_a_x_90_y_0_z_90.png,left,1,12.5171,MR,hard,7
039ARVP,left,images/base/13_a.png,images/combined/13_b_x_90_y_0_z_90.png,left,1,4.6324,MR,hard,8
039ARVP,left,images/base/10_b.png,images/combined/10_a_x_90_y_0_z_90.png,right,0,3.7988,MR,hard,9
039ARVP,right,images/base/16_a.png,images/combined/16_a_x_270_y_0_z_270.png,left,0,12.3253,MR,hard,10
039ARVP,right,images/base/8_b.png,images/combined/8_b_x_270_y_0_z_90.png,left,0,3.5848,MR,hard,11
039ARVP,right,images/base/2_b.png,images/combined/2_b_x_90_y_0_z_90.png,right,1,6.4246,MR,hard,12
039ARVP,left,images/base/14_b.png,images/combined/14_a_x_90_y_0_z_90.png,left,1,2.4128,MR,hard,13
039ARVP,right,images/base/15_a.png,images/combined/15_a_x_270_y_0_z_270.png,right,1,7.3563,MR,hard,14
039ARVP,right,images/base/1_a.png,images/combined/1_a_x_90_y_0_z_90.png,left,0,8.991,MR,hard,15
039ARVP,left,images/base/11_b.png,images/combined/11_a_x_270_y_0_z_270.png,right,0,4.4385,MR,hard,16
042SSAA,right,images/base/10_b.png,images/combined/10_b_x_0_y_0_z_45.png,right,1,2.6374,MR,easy,1
042SSAA,left,images/base/9_a.png,images/combined/9_b_x_0_y_0_z_45.png,right,0,4.8053,MR,easy,2
042SSAA,left,images/base/4_b.png,images/combined/4_a_x_0_y_0_z_45.png,left,1,2.2925,MR,easy,3
042SSAA,right,images/base/2_a.png,images/combined/2_a_x_0_y_0_z_315.png,right,1,2.6136,MR,easy,4
042SSAA,right,images/base/16_a.png,images/combined/16_a_x_0_y_0_z_45.png,right,1,3.838,MR,easy,5
042SSAA,right,images/base/8_b.png,images/combined/8_b_x_0_y_0_z_45.png,right,1,2.5864,MR,easy,6
042SSAA,right,images/base/14_a.png,images/combined/14_a_x_0_y_0_z_315.png,left,0,5.1398,MR,easy,7
042SSAA,right,images/base/5_a.png,images/combined/5_a_x_0_y_0_z_315.png,right,1,7.1261,MR,easy,8
042SSAA,right,images/base/6_b.png,images/combined/6_b_x_0_y_0_z_45.png,right,1,2.2786,MR,easy,9
042SSAA,right,images/base/7_b.png,images/combined/7_b_x_0_y_0_z_45.png,right,1,2.7169,MR,easy,10
042SSAA,right,images/base/11_b.png,images/combined/11_b_x_0_y_0_z_315.png,right,1,4.1961,MR,easy,11
042SSAA,left,images/base/13_b.png,images/combined/13_a_x_0_y_0_z_315.png,left,1,3.0933,MR,easy,12
042SSAA,right,images/base/15_b.png,images/combined/15_b_x_0_y_0_z_315.png,right,1,2.1198,MR,easy,13
042SSAA,right,images/base/1_b.png,images/combined/1_b_x_0_y_0_z_315.png,right,1,4.2721,MR,easy,14
042SSAA,left,images/base/3_a.png,images/combined/3_b_x_0_y_0_z_45.png,left,1,4.037,MR,easy,15
042SSAA,right,images/base/12_a.png,images/combined/12_a_x_0_y_0_z_45.png,left,0,2.7366,MR,easy,16
042SSAA,right,images/base/9_b.png,images/combined/9_b_x_315_y_0_z_270.png,right,1,5.7908,MR,medium,1
042SSAA,right,images/base/6_b.png,images/combined/6_b_x_45_y_0_z_90.png,right,1,9.0602,MR,medium,2
042SSAA,right,images/base/11_b.png,images/combined/11_b_x_45_y_0_z_90.png,left,0,5.7307,MR,medium,3
042SSAA,left,images/base/1_b.png,images/combined/1_a_x_315_y_0_z_270.png,left,1,9.6941,MR,medium,4
042SSAA,right,images/base/5_a.png,images/combined/5_a_x_315_y_0_z_270.png,left,0,6.3961,MR,medium,5
042SSAA,right,images/base/7_a.png,images/combined/7_a_x_315_y_0_z_270.png,right,1,5.507,MR,medium,6
042SSAA,right,images/base/14_b.png,images/combined/14_b_x_45_y_0_z_90.png,right,1,8.8788,MR,medium,7
042SSAA,left,images/base/13_a.png,images/combined/13_b_x_315_y_0_z_90.png,left,1,4.8621,MR,medium,8
042SSAA,right,images/base/16_a.png,images/combined/16_a_x_45_y_0_z_270.png,right,1,2.9713,MR,medium,9
042SSAA,right,images/base/15_a.png,images/combined/15_a_x_315_y_0_z_90.png,right,1,5.0943,MR,medium,10
042SSAA,right,images/base/3_b.png,images/combined/3_b_x_45_y_0_z_90.png,right,1,5.6937,MR,medium,11
042SSAA,right,images/base/12_a.png,images/combined/12_a_x_315_y_0_z_90.png,right,1,4.4395,MR,medium,12
042SSAA,right,images/base/2_a.png,images/combined/2_a_x_315_y_0_z_90.png,right,1,5.2966,MR,medium,13
042SSAA,left,images/base/4_a.png,images/combined/4_b_x_315_y_0_z_270.png,left,1,5.0148,MR,medium,14
042SSAA,right,images/base/8_b.png,images/combined/8_b_x_315_y_0_z_270.png,left,0,5.0071,MR,medium,15
042SSAA,left,images/base/10_b.png,images/combined/10_a_x_315_y_0_z_90.png,right,0,3.0377,MR,medium,16
042SSAA,right,images/base/16_a.png,images/combined/16_a_x_270_y_0_z_90.png,right,1,6.1358,MR,hard,1
042SSAA,right,images/base/15_b.png,images/combined/15_b_x_270_y_0_z_270.png,right,1,3.5337,MR,hard,2
042SSAA,left,images/base/1_a.png,images/combined/1_b_x_270_y_0_z_90.png,left,1,7.893,MR,hard,3
042SSAA,left,images/base/14_a.png,images/combined/14_b_x_270_y_0_z_270.png,left,1,6.8488,MR,hard,4
042SSAA,left,images/base/6_a.png,images/combined/6_b_x_270_y_0_z_270.png,left,1,3.2927,MR,hard,5
042SSAA,right,images/base/2_a.png,images/combined/2_a_x_270_y_0_z_270.png,right,1,6.3725,MR,hard,6
042SSAA,left,images/base/3_a.png,images/combined/3_b_x_90_y_0_z_90.png,left,1,8.4763,MR,hard,7
042SSAA,right,images/base/9_b.png,images/combined/9_b_x_90_y_0_z_90.png,right,1,3.9058,MR,hard,8
042SSAA,right,images/base/7_b.png,images/combined/7_b_x_90_y_0_z_270.png,right,1,3.073,MR,hard,9
042SSAA,left,images/base/4_a.png,images/combined/4_b_x_90_y_0_z_90.png,right,0,4.8382,MR,hard,10
042SSAA,right,images/base/11_a.png,images/combined/11_a_x_90_y_0_z_270.png,left,0,9.3934,MR,hard,11
042SSAA,left,images/base/5_a.png,images/combined/5_b_x_270_y_0_z_90.png,left,1,5.6784,MR,hard,12
042SSAA,right,images/base/10_a.png,images/combined/10_a_x_90_y_0_z_90.png,right,1,6.59,MR,hard,13
042SSAA,left,images/base/12_b.png,images/combined/12_a_x_270_y_0_z_90.png,left,1,5.69,MR,hard,14
042SSAA,right,images/base/8_a.png,images/combined/8_a_x_270_y_0_z_90.png,left,0,13.6832,MR,hard,15
042SSAA,right,images/base/13_b.png,images/combined/13_b_x_90_y_0_z_90.png,left,0,17.8721,MR,hard,16
045SSEM,left,images/base/15_b.png,images/combined/15_a_x_0_y_0_z_45.png,left,1,7.6611,MR,easy,1
045SSEM,right,images/base/10_a.png,images/combined/10_a_x_0_y_0_z_45.png,left,0,14.2326,MR,easy,2
045SSEM,right,images/base/5_a.png,images/combined/5_a_x_0_y_0_z_45.png,right,1,5.7576,MR,easy,3
045SSEM,right,images/base/7_b.png,images/combined/7_b_x_0_y_0_z_315.png,right,1,7.6611,MR,easy,4
045SSEM,left,images/base/3_a.png,images/combined/3_b_x_0_y_0_z_315.png,left,1,3.8459,MR,easy,5
045SSEM,right,images/base/14_a.png,images/combined/14_a_x_0_y_0_z_45.png,left,0,6.5105,MR,easy,6
045SSEM,left,images/base/1_b.png,images/combined/1_a_x_0_y_0_z_315.png,left,1,7.6111,MR,easy,7
045SSEM,right,images/base/4_a.png,images/combined/4_a_x_0_y_0_z_45.png,right,1,6.5273,MR,easy,8
045SSEM,left,images/base/13_b.png,images/combined/13_a_x_0_y_0_z_315.png,left,1,7.7917,MR,easy,9
045SSEM,left,images/base/11_a.png,images/combined/11_b_x_0_y_0_z_45.png,left,1,15.4266,MR,easy,10
045SSEM,left,images/base/12_a.png,images/combined/12_b_x_0_y_0_z_315.png,left,1,6.0605,MR,easy,11
045SSEM,right,images/base/8_a.png,images/combined/8_a_x_0_y_0_z_45.png,right,1,4.4607,MR,easy,12
045SSEM,left,images/base/16_b.png,images/combined/16_a_x_0_y_0_z_45.png,left,1,14.3766,MR,easy,13
045SSEM,left,images/base/9_a.png,images/combined/9_b_x_0_y_0_z_315.png,right,0,16.7094,MR,easy,14
045SSEM,left,images/base/2_a.png,images/combined/2_b_x_0_y_0_z_45.png,left,1,4.0082,MR,easy,15
045SSEM,left,images/base/6_b.png,images/combined/6_a_x_0_y_0_z_45.png,left,1,5.6454,MR,easy,16
045SSEM,left,images/base/10_b.png,images/combined/10_a_x_315_y_0_z_270.png,left,1,14.3154,MR,medium,1
045SSEM,right,images/base/6_b.png,images/combined/6_b_x_45_y_0_z_90.png,right,1,9.4404,MR,medium,2
045SSEM,right,images/base/16_b.png,images/combined/16_b_x_315_y_0_z_90.png,right,1,9.6744,MR,medium,3
045SSEM,right,images/base/3_a.png,images/combined/3_a_x_315_y_0_z_90.png,right,1,8.5495,MR,medium,4
045SSEM,left,images/base/8_b.png,images/combined/8_a_x_45_y_0_z_270.png,left,1,8.9402,MR,medium,5
045SSEM,right,images/base/1_a.png,images/combined/1_a_x_315_y_0_z_90.png,right,1,27.8145,MR,medium,6
045SSEM,left,images/base/4_a.png,images/combined/4_b_x_315_y_0_z_90.png,left,1,11.4498,MR,medium,7
045SSEM,left,images/base/9_b.png,images/combined/9_a_x_45_y_0_z_270.png,left,1,13.8662,MR,medium,8
045SSEM,left,images/base/15_b.png,images/combined/15_a_x_45_y_0_z_270.png,left,1,14.583,MR,medium,9
045SSEM,right,images/base/7_a.png,images/combined/7_a_x_45_y_0_z_270.png,right,1,5.317,MR,medium,10
045SSEM,right,images/base/12_b.png,images/combined/12_b_x_315_y_0_z_90.png,right,1,6.5003,MR,medium,11
045SSEM,right,images/base/13_b.png,images/combined/13_b_x_315_y_0_z_90.png,right,1,10.9832,MR,medium,12
045SSEM,left,images/base/14_a.png,images/combined/14_b_x_315_y_0_z_270.png,left,1,13.9995,MR,medium,13
045SSEM,left,images/base/2_b.png,images/combined/2_a_x_315_y_0_z_270.png,left,1,7.3001,MR,medium,14
045SSEM,right,images/base/11_b.png,images/combined/11_b_x_45_y_0_z_90.png,right,1,9.2491,MR,medium,15
045SSEM,left,images/base/5_a.png,images/combined/5_b_x_45_y_0_z_90.png,left,1,5.6281,MR,medium,16
045SSEM,left,images/base/2_b.png,images/combined/2_a_x_90_y_0_z_270.png,left,1,8.8866,MR,hard,1
045SSEM,left,images/base/9_b.png,images/combined/9_a_x_90_y_0_z_270.png,left,1,33.9033,MR,hard,2
045SSEM,left,images/base/11_b.png,images/combined/11_a_x_270_y_0_z_270.png,right,0,16.3951,MR,hard,3
045SSEM,left,images/base/12_b.png,images/combined/12_a_x_90_y_0_z_270.png,left,1,7.1871,MR,hard,4
045SSEM,right,images/base/10_b.png,images/combined/10_b_x_270_y_0_z_270.png,left,0,13.3191,MR,hard,5
045SSEM,left,images/base/15_b.png,images/combined/15_a_x_270_y_0_z_90.png,right,0,9.3111,MR,hard,6
045SSEM,left,images/base/16_a.png,images/combined/16_b_x_90_y_0_z_270.png,right,0,12.2489,MR,hard,7
045SSEM,right,images/base/5_a.png,images/combined/5_a_x_90_y_0_z_90.png,right,1,13.5941,MR,hard,8
045SSEM,right,images/base/1_b.png,images/combined/1_b_x_90_y_0_z_90.png,right,1,17.0948,MR,hard,9
045SSEM,right,images/base/14_b.png,images/combined/14_b_x_270_y_0_z_270.png,right,1,22.6571,MR,hard,10
045SSEM,left,images/base/8_a.png,images/combined/8_b_x_270_y_0_z_90.png,left,1,17.9023,MR,hard,11
045SSEM,right,images/base/13_b.png,images/combined/13_b_x_90_y_0_z_270.png,right,1,21.5381,MR,hard,12
045SSEM,left,images/base/4_b.png,images/combined/4_a_x_90_y_0_z_270.png,left,1,6.6652,MR,hard,13
045SSEM,left,images/base/6_a.png,images/combined/6_b_x_90_y_0_z_270.png,left,1,6.0273,MR,hard,14
045SSEM,left,images/base/3_a.png,images/combined/3_b_x_270_y_0_z_90.png,left,1,12.863,MR,hard,15
045SSEM,right,images/base/7_b.png,images/combined/7_b_x_270_y_0_z_90.png,right,1,3.6969,MR,hard,16
046SSVS,left,images/base/9_b.png,images/combined/9_a_x_0_y_0_z_45.png,right,0,4.067,MR,easy,1
046SSVS,right,images/base/11_b.png,images/combined/11_b_x_0_y_0_z_315.png,right,1,3.174,MR,easy,2
046SSVS,right,images/base/13_a.png,images/combined/13_a_x_0_y_0_z_315.png,right,1,4.297,MR,easy,3
046SSVS,right,images/base/2_b.png,images/combined/2_b_x_0_y_0_z_45.png,right,1,2.517,MR,easy,4
046SSVS,left,images/base/16_b.png,images/combined/16_a_x_0_y_0_z_315.png,right,0,2.703,MR,easy,5
046SSVS,right,images/base/14_a.png,images/combined/14_a_x_0_y_0_z_45.png,right,1,2.068,MR,easy,6
046SSVS,left,images/base/10_b.png,images/combined/10_a_x_0_y_0_z_45.png,right,0,2.016,MR,easy,7
046SSVS,left,images/base/4_a.png,images/combined/4_b_x_0_y_0_z_315.png,right,0,1.565,MR,easy,8
046SSVS,right,images/base/5_b.png,images/combined/5_b_x_0_y_0_z_45.png,right,1,2.726,MR,easy,9
046SSVS,right,images/base/6_b.png,images/combined/6_b_x_0_y_0_z_315.png,right,1,2.025,MR,easy,10
046SSVS,left,images/base/3_b.png,images/combined/3_a_x_0_y_0_z_315.png,right,0,2.526,MR,easy,11
046SSVS,left,images/base/12_b.png,images/combined/12_a_x_0_y_0_z_315.png,right,0,3.689,MR,easy,12
046SSVS,left,images/base/1_a.png,images/combined/1_b_x_0_y_0_z_315.png,right,0,5.867,MR,easy,13
046SSVS,right,images/base/15_b.png,images/combined/15_b_x_0_y_0_z_45.png,left,0,4.333,MR,easy,14
046SSVS,left,images/base/8_b.png,images/combined/8_a_x_0_y_0_z_315.png,left,1,3.139,MR,easy,15
046SSVS,left,images/base/7_b.png,images/combined/7_a_x_0_y_0_z_45.png,left,1,4.704,MR,easy,16
046SSVS,left,images/base/15_a.png,images/combined/15_b_x_45_y_0_z_90.png,right,0,3.052,MR,medium,1
046SSVS,left,images/base/7_a.png,images/combined/7_b_x_315_y_0_z_270.png,left,1,2.158,MR,medium,2
046SSVS,left,images/base/9_a.png,images/combined/9_b_x_45_y_0_z_270.png,left,1,3.515,MR,medium,3
046SSVS,right,images/base/1_a.png,images/combined/1_a_x_45_y_0_z_270.png,right,1,4.619,MR,medium,4
046SSVS,left,images/base/16_b.png,images/combined/16_a_x_315_y_0_z_90.png,left,1,4.065,MR,medium,5
046SSVS,right,images/base/5_b.png,images/combined/5_b_x_315_y_0_z_90.png,right,1,4.842,MR,medium,6
046SSVS,right,images/base/2_b.png,images/combined/2_b_x_45_y_0_z_90.png,right,1,5.351,MR,medium,7
046SSVS,left,images/base/14_b.png,images/combined/14_a_x_45_y_0_z_270.png,left,1,5.087,MR,medium,8
046SSVS,right,images/base/6_a.png,images/combined/6_a_x_315_y_0_z_270.png,left,0,6.416,MR,medium,9
046SSVS,right,images/base/12_b.png,images/combined/12_b_x_45_y_0_z_270.png,right,1,5.752,MR,medium,10
046SSVS,right,images/base/11_b.png,images/combined/11_b_x_315_y_0_z_90.png,left,0,3.498,MR,medium,11
046SSVS,right,images/base/4_a.png,images/combined/4_a_x_45_y_0_z_270.png,right,1,6.121,MR,medium,12
046SSVS,left,images/base/8_b.png,images/combined/8_a_x_45_y_0_z_270.png,right,0,3.465,MR,medium,13
046SSVS,right,images/base/10_a.png,images/combined/10_a_x_45_y_0_z_270.png,right,1,2.34,MR,medium,14
046SSVS,left,images/base/3_b.png,images/combined/3_a_x_315_y_0_z_90.png,left,1,3.999,MR,medium,15
046SSVS,left,images/base/13_a.png,images/combined/13_b_x_315_y_0_z_90.png,right,0,2.848,MR,medium,16
046SSVS,left,images/base/11_a.png,images/combined/11_b_x_270_y_0_z_270.png,right,0,7.829,MR,hard,1
046SSVS,left,images/base/12_a.png,images/combined/12_b_x_270_y_0_z_270.png,left,1,2.325,MR,hard,2
046SSVS,left,images/base/8_a.png,images/combined/8_b_x_270_y_0_z_90.png,left,1,2.101,MR,hard,3
046SSVS,left,images/base/1_a.png,images/combined/1_b_x_90_y_0_z_90.png,left,1,6.076,MR,hard,4
046SSVS,left,images/base/10_a.png,images/combined/10_b_x_90_y_0_z_90.png,left,1,3.652,MR,hard,5
046SSVS,left,images/base/2_a.png,images/combined/2_b_x_90_y_0_z_270.png,right,0,1.684,MR,hard,6
046SSVS,left,images/base/13_a.png,images/combined/13_b_x_90_y_0_z_270.png,right,0,2.752,MR,hard,7
046SSVS,right,images/base/7_a.png,images/combined/7_a_x_270_y_0_z_270.png,right,1,2.543,MR,hard,8
046SSVS,left,images/base/9_b.png,images/combined/9_a_x_270_y_0_z_270.png,left,1,6.168,MR,hard,9
046SSVS,right,images/base/6_b.png,images/combined/6_b_x_90_y_0_z_90.png,right,1,11.27,MR,hard,10
046SSVS,right,images/base/3_b.png,images/combined/3_b_x_270_y_0_z_270.png,left,0,5.053,MR,hard,11
046SSVS,right,images/base/4_a.png,images/combined/4_a_x_270_y_0_z_270.png,right,1,13.338,MR,hard,12
046SSVS,right,images/base/14_a.png,images/combined/14_a_x_270_y_0_z_90.png,right,1,6.918,MR,hard,13
046SSVS,left,images/base/15_b.png,images/combined/15_a_x_270_y_0_z_270.png,left,1,10.583,MR,hard,14
046SSVS,left,images/base/16_b.png,images/combined/16_a_x_90_y_0_z_270.png,right,0,8.168,MR,hard,15
046SSVS,left,images/base/5_a.png,images/combined/5_b_x_270_y_0_z_270.png,left,1,5.726,MR,hard,16
047SSAK,left,images/base/5_b.png,images/combined/5_a_x_0_y_0_z_45.png,left,1,9.5678,MR,easy,1
047SSAK,left,images/base/15_b.png,images/combined/15_a_x_0_y_0_z_45.png,right,0,13.9758,MR,easy,2
047SSAK,left,images/base/2_a.png,images/combined/2_b_x_0_y_0_z_45.png,left,1,9.4621,MR,easy,3
047SSAK,right,images/base/7_a.png,images/combined/7_a_x_0_y_0_z_315.png,right,1,7.8915,MR,easy,4
047SSAK,left,images/base/11_b.png,images/combined/11_a_x_0_y_0_z_315.png,right,0,10.1465,MR,easy,5
047SSAK,left,images/base/1_b.png,images/combined/1_a_x_0_y_0_z_315.png,left,1,4.9935,MR,easy,6
047SSAK,left,images/base/14_a.png,images/combined/14_b_x_0_y_0_z_45.png,left,1,8.6399,MR,easy,7
047SSAK,right,images/base/12_b.png,images/combined/12_b_x_0_y_0_z_45.png,right,1,4.6719,MR,easy,8
047SSAK,right,images/base/16_b.png,images/combined/16_b_x_0_y_0_z_315.png,right,1,9.7985,MR,easy,9
047SSAK,right,images/base/8_a.png,images/combined/8_a_x_0_y_0_z_315.png,right,1,2.6903,MR,easy,10
047SSAK,left,images/base/13_b.png,images/combined/13_a_x_0_y_0_z_315.png,left,1,2.6198,MR,easy,11
047SSAK,left,images/base/9_a.png,images/combined/9_b_x_0_y_0_z_315.png,left,1,7.3799,MR,easy,12
047SSAK,right,images/base/6_a.png,images/combined/6_a_x_0_y_0_z_45.png,right,1,4.9561,MR,easy,13
047SSAK,right,images/base/4_b.png,images/combined/4_b_x_0_y_0_z_315.png,right,1,15.1133,MR,easy,14
047SSAK,left,images/base/3_a.png,images/combined/3_b_x_0_y_0_z_45.png,left,1,6.8385,MR,easy,15
047SSAK,right,images/base/10_b.png,images/combined/10_b_x_0_y_0_z_45.png,right,1,3.4076,MR,easy,16
047SSAK,right,images/base/14_a.png,images/combined/14_a_x_315_y_0_z_90.png,right,1,5.1315,MR,medium,1
047SSAK,left,images/base/1_b.png,images/combined/1_a_x_45_y_0_z_90.png,left,1,3.1676,MR,medium,2
047SSAK,right,images/base/4_a.png,images/combined/4_a_x_45_y_0_z_90.png,right,1,5.2703,MR,medium,3
047SSAK,right,images/base/10_a.png,images/combined/10_a_x_315_y_0_z_90.png,left,0,6.048,MR,medium,4
047SSAK,left,images/base/5_a.png,images/combined/5_b_x_315_y_0_z_270.png,left,1,7.1568,MR,medium,5
047SSAK,right,images/base/7_b.png,images/combined/7_b_x_315_y_0_z_270.png,right,1,3.0273,MR,medium,6
047SSAK,right,images/base/13_a.png,images/combined/13_a_x_315_y_0_z_90.png,right,1,4.2091,MR,medium,7
047SSAK,left,images/base/16_a.png,images/combined/16_b_x_45_y_0_z_270.png,left,1,6.8251,MR,medium,8
047SSAK,left,images/base/15_b.png,images/combined/15_a_x_315_y_0_z_270.png,left,1,16.8417,MR,medium,9
047SSAK,left,images/base/6_b.png,images/combined/6_a_x_315_y_0_z_270.png,left,1,4.023,MR,medium,10
047SSAK,right,images/base/3_a.png,images/combined/3_a_x_315_y_0_z_90.png,right,1,4.7553,MR,medium,11
047SSAK,right,images/base/12_a.png,images/combined/12_a_x_315_y_0_z_270.png,right,1,6.2596,MR,medium,12
047SSAK,right,images/base/11_b.png,images/combined/11_b_x_45_y_0_z_90.png,right,1,15.5266,MR,medium,13
047SSAK,right,images/base/8_a.png,images/combined/8_a_x_45_y_0_z_90.png,left,0,3.1062,MR,medium,14
047SSAK,right,images/base/2_b.png,images/combined/2_b_x_315_y_0_z_90.png,right,1,6.3877,MR,medium,15
047SSAK,right,images/base/9_b.png,images/combined/9_b_x_315_y_0_z_270.png,left,0,4.2455,MR,medium,16
047SSAK,right,images/base/10_b.png,images/combined/10_b_x_270_y_0_z_270.png,right,1,7.5976,MR,hard,1
047SSAK,left,images/base/16_b.png,images/combined/16_a_x_270_y_0_z_270.png,left,1,10.5303,MR,hard,2
047SSAK,left,images/base/6_a.png,images/combined/6_b_x_90_y_0_z_90.png,left,1,4.8884,MR,hard,3
047SSAK,right,images/base/15_a.png,images/combined/15_a_x_90_y_0_z_270.png,right,1,4.7113,MR,hard,4
047SSAK,right,images/base/13_a.png,images/combined/13_a_x_270_y_0_z_90.png,right,1,4.2073,MR,hard,5
047SSAK,right,images/base/3_b.png,images/combined/3_b_x_270_y_0_z_90.png,right,1,5.7246,MR,hard,6
047SSAK,right,images/base/2_a.png,images/combined/2_a_x_270_y_0_z_90.png,right,1,7.6883,MR,hard,7
047SSAK,left,images/base/1_a.png,images/combined/1_b_x_90_y_0_z_90.png,right,0,11.0411,MR,hard,8
047SSAK,right,images/base/8_b.png,images/combined/8_b_x_90_y_0_z_90.png,right,1,4.4358,MR,hard,9
047SSAK,left,images/base/12_b.png,images/combined/12_a_x_270_y_0_z_270.png,right,0,4.3916,MR,hard,10
047SSAK,right,images/base/14_a.png,images/combined/14_a_x_90_y_0_z_90.png,right,1,9.4005,MR,hard,11
047SSAK,left,images/base/5_a.png,images/combined/5_b_x_270_y_0_z_90.png,right,0,5.9419,MR,hard,12
047SSAK,left,images/base/4_b.png,images/combined/4_a_x_90_y_0_z_90.png,left,1,5.624,MR,hard,13
047SSAK,left,images/base/7_b.png,images/combined/7_a_x_270_y_0_z_270.png,left,1,5.5492,MR,hard,14
047SSAK,left,images/base/9_a.png,images/combined/9_b_x_90_y_0_z_90.png,left,1,6.4085,MR,hard,15
047SSAK,right,images/base/11_b.png,images/combined/11_b_x_90_y_0_z_90.png,left,0,8.2102,MR,hard,16
048SSAG,right,images/base/3_b.png,images/combined/3_b_x_0_y_0_z_315.png,right,1,12.693,MR,easy,1
048SSAG,left,images/base/10_b.png,images/combined/10_a_x_0_y_0_z_315.png,right,0,9,MR,easy,2
048SSAG,left,images/base/4_a.png,images/combined/4_b_x_0_y_0_z_315.png,left,1,6.217,MR,easy,3
048SSAG,left,images/base/9_b.png,images/combined/9_a_x_0_y_0_z_45.png,left,1,10.226,MR,easy,4
048SSAG,left,images/base/7_b.png,images/combined/7_a_x_0_y_0_z_45.png,left,1,11.934,MR,easy,5
048SSAG,right,images/base/12_b.png,images/combined/12_b_x_0_y_0_z_45.png,right,1,5.076,MR,easy,6
048SSAG,left,images/base/5_b.png,images/combined/5_a_x_0_y_0_z_45.png,left,1,4.465,MR,easy,7
048SSAG,right,images/base/1_b.png,images/combined/1_b_x_0_y_0_z_315.png,right,1,4.375,MR,easy,8
048SSAG,right,images/base/14_a.png,images/combined/14_a_x_0_y_0_z_45.png,right,1,2.6,MR,easy,9
048SSAG,right,images/base/15_a.png,images/combined/15_a_x_0_y_0_z_315.png,right,1,7.659,MR,easy,10
048SSAG,left,images/base/16_a.png,images/combined/16_b_x_0_y_0_z_45.png,right,0,9.946,MR,easy,11
048SSAG,right,images/base/6_a.png,images/combined/6_a_x_0_y_0_z_45.png,right,1,4.778,MR,easy,12
048SSAG,left,images/base/11_a.png,images/combined/11_b_x_0_y_0_z_45.png,right,0,13.17,MR,easy,13
048SSAG,right,images/base/13_a.png,images/combined/13_a_x_0_y_0_z_45.png,right,1,4.932,MR,easy,14
048SSAG,left,images/base/2_b.png,images/combined/2_a_x_0_y_0_z_315.png,left,1,7.808,MR,easy,15
048SSAG,left,images/base/8_b.png,images/combined/8_a_x_0_y_0_z_315.png,left,1,8.691,MR,easy,16
048SSAG,left,images/base/5_a.png,images/combined/5_b_x_315_y_0_z_90.png,right,0,6.132,MR,medium,1
048SSAG,right,images/base/13_b.png,images/combined/13_b_x_315_y_0_z_270.png,left,0,8.035,MR,medium,2
048SSAG,left,images/base/8_a.png,images/combined/8_b_x_45_y_0_z_270.png,left,1,10.732,MR,medium,3
048SSAG,right,images/base/16_a.png,images/combined/16_a_x_315_y_0_z_90.png,left,0,4.9,MR,medium,4
048SSAG,right,images/base/12_a.png,images/combined/12_a_x_315_y_0_z_90.png,right,1,9.519,MR,medium,5
