target_present,key,is_correct,rt,task,level,trial,id
0,left,1,1.14,ST,medium,13,Piksbkqbn1
0,right,0,0.286,ST,medium,14,Piksbkqbn1
1,left,0,0.978,ST,medium,15,Piksbkqbn1
1,right,1,0.993,ST,medium,16,Piksbkqbn1
0,left,1,0.7752,ST,easy,1,dWejUN00z6
0,left,1,0.7012,ST,easy,2,dWejUN00z6
1,left,0,0.597,ST,easy,3,dWejUN00z6
0,left,1,0.6673,ST,easy,4,dWejUN00z6
1,right,1,0.9041,ST,easy,5,dWejUN00z6
1,right,1,1.3071,ST,easy,6,dWejUN00z6
1,right,1,0.6753,ST,easy,7,dWejUN00z6
0,left,1,0.5851,ST,easy,8,dWejUN00z6
0,left,1,1.3682,ST,easy,9,dWejUN00z6
1,right,1,0.7701,ST,easy,10,dWejUN00z6
1,right,1,0.9855,ST,easy,11,dWejUN00z6
0,left,1,0.6728,ST,easy,12,dWejUN00z6
1,right,1,0.6863,ST,easy,13,dWejUN00z6
1,right,1,0.7707,ST,easy,14,dWejUN00z6
0,left,1,0.6011,ST,easy,15,dWejUN00z6
1,right,1,0.5853,ST,easy,16,dWejUN00z6
1,right,1,1.3545,ST,hard,1,dWejUN00z6
0,left,1,1.8336,ST,hard,2,dWejUN00z6
1,left,0,1.484,ST,hard,3,dWejUN00z6
0,right,0,1.4349,ST,hard,4,dWejUN00z6
0,left,1,1.4173,ST,hard,5,dWejUN00z6
0,right,0,1.4618,ST,hard,6,dWejUN00z6
1,left,0,1.4043,ST,hard,7,dWejUN00z6
1,left,0,1.0522,ST,hard,8,dWejUN00z6
0,right,0,2.2678,ST,hard,9,dWejUN00z6
0,left,1,0.6249,ST,hard,10,dWejUN00z6
0,right,0,0.7115,ST,hard,11,dWejUN00z6
1,left,0,0.9722,ST,hard,12,dWejUN00z6
0,left,1,0.7509,ST,hard,13,dWejUN00z6
0,right,0,0.8849,ST,hard,14,dWejUN00z6
0,left,1,1.2007,ST,hard,15,dWejUN00z6
1,left,0,1.2284,ST,hard,16,dWejUN00z6
0,right,0,2.1068,ST,medium,1,dWejUN00z6
0,left,1,0.9499,ST,medium,2,dWejUN00z6
1,right,1,0.934,ST,medium,3,dWejUN00z6
0,left,1,0.7251,ST,medium,4,dWejUN00z6
0,left,1,2.0651,ST,medium,5,dWejUN00z6
1,left,0,1.4004,ST,medium,6,dWejUN00z6
1,right,1,1.0072,ST,medium,7,dWejUN00z6
0,left,1,1.2125,ST,medium,8,dWejUN00z6
0,left,1,1.3054,ST,medium,9,dWejUN00z6
0,left,1,1.0339,ST,medium,10,dWejUN00z6
0,left,1,1.2387,ST,medium,11,dWejUN00z6
0,left,1,2.2403,ST,medium,12,dWejUN00z6
1,right,1,2.0007,ST,medium,13,dWejUN00z6
0,left,1,0.9859,ST,medium,14,dWejUN00z6
0,left,1,0.8286,ST,medium,15,dWejUN00z6
1,right,1,1.1838,ST,medium,16,dWejUN00z6
0,left,1,1.015,ST,easy,1,qG1rKdXNBQ
1,right,1,0.729,ST,easy,2,qG1rKdXNBQ
1,right,1,0.764,ST,easy,3,qG1rKdXNBQ
1,left,0,0.636,ST,easy,4,qG1rKdXNBQ
1,right,1,0.766,ST,easy,5,qG1rKdXNBQ
0,left,1,1.405,ST,easy,6,qG1rKdXNBQ
0,left,1,0.743,ST,easy,7,qG1rKdXNBQ
1,right,1,1.059,ST,easy,8,qG1rKdXNBQ
0,left,1,1.138,ST,easy,9,qG1rKdXNBQ
0,left,1,1.434,ST,easy,10,qG1rKdXNBQ
1,right,1,1.298,ST,easy,11,qG1rKdXNBQ
0,right,0,2.871,ST,easy,12,qG1rKdXNBQ
1,right,1,0.666,ST,easy,13,qG1rKdXNBQ
0,left,1,0.753,ST,easy,14,qG1rKdXNBQ
0,left,1,0.636,ST,easy,15,qG1rKdXNBQ
1,right,1,0.69,ST,easy,16,qG1rKdXNBQ
1,right,1,1.102,ST,hard,1,qG1rKdXNBQ
1,left,0,0.917,ST,hard,2,qG1rKdXNBQ
1,left,0,1.688,ST,hard,3,qG1rKdXNBQ
0,left,1,0.99,ST,hard,4,qG1rKdXNBQ
0,left,1,1.466,ST,hard,5,qG1rKdXNBQ
1,right,1,1.108,ST,hard,6,qG1rKdXNBQ
0,left,1,1.339,ST,hard,7,qG1rKdXNBQ
1,right,1,3.356,ST,hard,8,qG1rKdXNBQ
1,right,1,1.18,ST,hard,9,qG1rKdXNBQ
0,left,1,0.714,ST,hard,10,qG1rKdXNBQ
0,left,1,1.123,ST,hard,11,qG1rKdXNBQ
1,right,1,0.689,ST,hard,12,qG1rKdXNBQ
0,left,1,1.707,ST,hard,13,qG1rKdXNBQ
0,left,1,1.682,ST,hard,14,qG1rKdXNBQ
1,right,1,0.84,ST,hard,15,qG1rKdXNBQ
1,right,1,0.822,ST,hard,16,qG1rKdXNBQ
1,right,1,0.933,ST,medium,1,qG1rKdXNBQ
0,left,1,0.921,ST,medium,2,qG1rKdXNBQ
1,right,1,0.972,ST,medium,3,qG1rKdXNBQ
1,right,1,0.961,ST,medium,4,qG1rKdXNBQ
0,left,1,0.722,ST,medium,5,qG1rKdXNBQ
1,right,1,1.402,ST,medium,6,qG1rKdXNBQ
1,right,1,2.336,ST,medium,7,qG1rKdXNBQ
0,left,1,1.137,ST,medium,8,qG1rKdXNBQ
0,left,1,0.955,ST,medium,9,qG1rKdXNBQ
1,right,1,1.75,ST,medium,10,qG1rKdXNBQ
0,left,1,1.264,ST,medium,11,qG1rKdXNBQ
0,left,1,0.914,ST,medium,12,qG1rKdXNBQ
0,left,1,0.878,ST,medium,13,qG1rKdXNBQ
0,left,1,1.024,ST,medium,14,qG1rKdXNBQ
1,right,1,0.801,ST,medium,15,qG1rKdXNBQ
0,left,1,1.171,ST,medium,16,qG1rKdXNBQ
1,right,1,1.1667,ST,easy,1,2dX8HaA5QM
1,right,1,1.0338,ST,easy,2,2dX8HaA5QM
1,right,1,1.0196,ST,easy,3,2dX8HaA5QM
1,right,1,0.9016,ST,easy,4,2dX8HaA5QM
1,right,1,0.6667,ST,easy,5,2dX8HaA5QM
0,left,1,1.2987,ST,easy,6,2dX8HaA5QM
0,left,1,0.7506,ST,easy,7,2dX8HaA5QM
0,left,1,0.9006,ST,easy,8,2dX8HaA5QM
1,right,1,2.1323,ST,easy,9,2dX8HaA5QM
1,right,1,0.9505,ST,easy,10,2dX8HaA5QM
1,right,1,0.7325,ST,easy,11,2dX8HaA5QM
1,left,0,2.2188,ST,easy,12,2dX8HaA5QM
0,left,1,0.6509,ST,easy,13,2dX8HaA5QM
1,right,1,0.8172,ST,easy,14,2dX8HaA5QM
0,left,1,0.7854,ST,easy,15,2dX8HaA5QM
1,right,1,0.6588,ST,easy,16,2dX8HaA5QM
1,right,1,1.0221,ST,hard,1,2dX8HaA5QM
1,left,0,0.8339,ST,hard,2,2dX8HaA5QM
1,right,1,0.8503,ST,hard,3,2dX8HaA5QM
1,left,0,0.817,ST,hard,4,2dX8HaA5QM
1,right,1,0.717,ST,hard,5,2dX8HaA5QM
1,right,1,0.6666,ST,hard,6,2dX8HaA5QM
1,left,0,0.7347,ST,hard,7,2dX8HaA5QM
0,left,1,0.6835,ST,hard,8,2dX8HaA5QM
1,left,0,0.8947,ST,hard,9,2dX8HaA5QM
0,left,1,0.7175,ST,hard,10,2dX8HaA5QM
1,left,0,0.7836,ST,hard,11,2dX8HaA5QM
1,right,1,1.7349,ST,hard,12,2dX8HaA5QM
1,left,0,0.633,ST,hard,13,2dX8HaA5QM
0,left,1,0.5167,ST,hard,14,2dX8HaA5QM
1,right,1,1.2526,ST,hard,15,2dX8HaA5QM
1,right,1,1.2996,ST,hard,16,2dX8HaA5QM
1,right,1,1.3945,ST,medium,1,2dX8HaA5QM
1,right,1,1.218,ST,medium,2,2dX8HaA5QM
1,right,1,1.4669,ST,medium,3,2dX8HaA5QM
1,right,1,1.0002,ST,medium,4,2dX8HaA5QM
1,left,0,1.0864,ST,medium,5,2dX8HaA5QM
0,left,1,0.8983,ST,medium,6,2dX8HaA5QM
0,left,1,1.3855,ST,medium,7,2dX8HaA5QM
1,right,1,0.8352,ST,medium,8,2dX8HaA5QM
1,left,0,0.867,ST,medium,9,2dX8HaA5QM
1,right,1,0.7498,ST,medium,10,2dX8HaA5QM
1,left,0,0.707,ST,medium,11,2dX8HaA5QM
1,right,1,0.8507,ST,medium,12,2dX8HaA5QM
0,left,1,0.5854,ST,medium,13,2dX8HaA5QM
1,left,0,0.8016,ST,medium,14,2dX8HaA5QM
1,left,0,0.8162,ST,medium,15,2dX8HaA5QM
0,right,0,1.4673,ST,medium,16,2dX8HaA5QM
0,left,1,1.461,ST,easy,1,jipsxYWATF
1,right,1,1.047,ST,easy,2,jipsxYWATF
1,right,1,1.348,ST,easy,3,jipsxYWATF
0,left,1,1.96,ST,easy,4,jipsxYWATF
1,right,1,2.363,ST,easy,5,jipsxYWATF
0,left,1,0.941,ST,easy,6,jipsxYWATF
1,right,1,1.205,ST,easy,7,jipsxYWATF
0,left,1,1.09,ST,easy,8,jipsxYWATF
1,right,1,1.189,ST,easy,9,jipsxYWATF
1,right,1,1.078,ST,easy,10,jipsxYWATF
0,left,1,0.981,ST,easy,11,jipsxYWATF
1,right,1,1.217,ST,easy,12,jipsxYWATF
1,right,1,1.031,ST,easy,13,jipsxYWATF
1,right,1,0.872,ST,easy,14,jipsxYWATF
0,left,1,1.04,ST,easy,15,jipsxYWATF
1,right,1,1.081,ST,easy,16,jipsxYWATF
1,right,1,0.864,ST,hard,1,jipsxYWATF
0,left,1,1.269,ST,hard,2,jipsxYWATF
1,right,1,1.081,ST,hard,3,jipsxYWATF
1,right,1,1.39,ST,hard,4,jipsxYWATF
0,left,1,1.056,ST,hard,5,jipsxYWATF
0,left,1,2.798,ST,hard,6,jipsxYWATF
1,left,0,1.34,ST,hard,7,jipsxYWATF
1,left,0,6.48,ST,hard,8,jipsxYWATF
1,right,1,0.893,ST,hard,9,jipsxYWATF
1,right,1,0.891,ST,hard,10,jipsxYWATF
0,left,1,1.079,ST,hard,11,jipsxYWATF
1,right,1,0.79,ST,hard,12,jipsxYWATF
0,left,1,1.314,ST,hard,13,jipsxYWATF
0,right,0,1.661,ST,hard,14,jipsxYWATF
1,left,0,1.341,ST,hard,15,jipsxYWATF
1,right,1,1.148,ST,hard,16,jipsxYWATF
1,right,1,1.58,ST,medium,1,jipsxYWATF
0,left,1,5.623,ST,medium,2,jipsxYWATF
1,right,1,1.214,ST,medium,3,jipsxYWATF
0,left,1,1.191,ST,medium,4,jipsxYWATF
1,right,1,1.307,ST,medium,5,jipsxYWATF
0,left,1,1.341,ST,medium,6,jipsxYWATF
1,right,1,1.35,ST,medium,7,jipsxYWATF
1,right,1,1.646,ST,medium,8,jipsxYWATF
1,right,1,0.91,ST,medium,9,jipsxYWATF
0,left,1,1.318,ST,medium,10,jipsxYWATF
0,left,1,2.644,ST,medium,11,jipsxYWATF
0,left,1,4.932,ST,medium,12,jipsxYWATF
1,right,1,0.866,ST,medium,13,jipsxYWATF
1,right,1,1.091,ST,medium,14,jipsxYWATF
1,right,1,1.502,ST,medium,15,jipsxYWATF
1,right,1,1.282,ST,medium,16,jipsxYWATF
0,left,1,0.8806,ST,easy,1,1W5HQaoCSR
0,left,1,1.4485,ST,easy,2,1W5HQaoCSR
1,right,1,2.8398,ST,easy,3,1W5HQaoCSR
0,left,1,2.3651,ST,easy,4,1W5HQaoCSR
0,left,1,0.833,ST,easy,5,1W5HQaoCSR
1,right,1,1.1232,ST,easy,6,1W5HQaoCSR
1,right,1,1.165,ST,easy,7,1W5HQaoCSR
1,right,1,2.265,ST,easy,8,1W5HQaoCSR
0,left,1,1.4262,ST,easy,9,1W5HQaoCSR
1,right,1,1.4903,ST,easy,10,1W5HQaoCSR
0,left,1,0.9075,ST,easy,11,1W5HQaoCSR
0,left,1,1.8581,ST,easy,12,1W5HQaoCSR
1,right,1,1.4595,ST,easy,13,1W5HQaoCSR
0,left,1,1.2306,ST,easy,14,1W5HQaoCSR
1,right,1,2.0908,ST,easy,15,1W5HQaoCSR
1,right,1,2.3822,ST,easy,16,1W5HQaoCSR
0,left,1,1.3975,ST,hard,1,1W5HQaoCSR
1,right,1,1.1813,ST,hard,2,1W5HQaoCSR
1,right,1,1.2549,ST,hard,3,1W5HQaoCSR
0,left,1,1.7885,ST,hard,4,1W5HQaoCSR
1,left,0,0.9346,ST,hard,5,1W5HQaoCSR
0,left,1,1.6806,ST,hard,6,1W5HQaoCSR
0,left,1,0.9276,ST,hard,7,1W5HQaoCSR
0,right,0,1.0922,ST,hard,8,1W5HQaoCSR
1,right,1,1.9824,ST,hard,9,1W5HQaoCSR
1,left,0,1.4704,ST,hard,10,1W5HQaoCSR
0,left,1,1.7322,ST,hard,11,1W5HQaoCSR
1,left,0,2.9214,ST,hard,12,1W5HQaoCSR
0,left,1,2.5225,ST,hard,13,1W5HQaoCSR
0,left,1,3.379,ST,hard,14,1W5HQaoCSR
0,left,1,1.6324,ST,hard,15,1W5HQaoCSR
0,right,0,1.2062,ST,hard,16,1W5HQaoCSR
0,left,1,2.5911,ST,medium,1,1W5HQaoCSR
0,left,1,1.224,ST,medium,2,1W5HQaoCSR
0,left,1,0.9384,ST,medium,3,1W5HQaoCSR
1,right,1,1.5949,ST,medium,4,1W5HQaoCSR
0,right,0,3.2333,ST,medium,5,1W5HQaoCSR
0,left,1,1.5248,ST,medium,6,1W5HQaoCSR
0,left,1,1.2233,ST,medium,7,1W5HQaoCSR
0,left,1,2.5573,ST,medium,8,1W5HQaoCSR
1,left,0,2.4824,ST,medium,9,1W5HQaoCSR
1,right,1,2.3979,ST,medium,10,1W5HQaoCSR
1,right,1,1.5617,ST,medium,11,1W5HQaoCSR
0,left,1,1.8577,ST,medium,12,1W5HQaoCSR
1,right,1,1.2251,ST,medium,13,1W5HQaoCSR
0,left,1,1.1407,ST,medium,14,1W5HQaoCSR
1,right,1,1.022,ST,medium,15,1W5HQaoCSR
1,left,0,3.7749,ST,medium,16,1W5HQaoCSR
0,left,1,1.113,ST,easy,1,qn7iE4w9eA
1,right,1,1.934,ST,easy,2,qn7iE4w9eA
1,left,0,1.05,ST,easy,3,qn7iE4w9eA
1,right,1,1.882,ST,easy,4,qn7iE4w9eA
0,left,1,1.105,ST,easy,5,qn7iE4w9eA
1,right,1,1.337,ST,easy,6,qn7iE4w9eA
0,left,1,0.747,ST,easy,7,qn7iE4w9eA
1,right,1,1.06,ST,easy,8,qn7iE4w9eA
1,right,1,1.173,ST,easy,9,qn7iE4w9eA
0,left,1,4.471,ST,easy,10,qn7iE4w9eA
1,right,1,1.17,ST,easy,11,qn7iE4w9eA
0,left,1,1.861,ST,easy,12,qn7iE4w9eA
1,right,1,1.068,ST,easy,13,qn7iE4w9eA
1,right,1,1.49,ST,easy,14,qn7iE4w9eA
1,left,0,3.971,ST,easy,15,qn7iE4w9eA
0,left,1,1.085,ST,easy,16,qn7iE4w9eA
1,right,1,2.706,ST,hard,1,qn7iE4w9eA
1,right,1,0.891,ST,hard,2,qn7iE4w9eA
0,left,1,1.016,ST,hard,3,qn7iE4w9eA
1,left,0,0.876,ST,hard,4,qn7iE4w9eA
0,left,1,0.78,ST,hard,5,qn7iE4w9eA
1,left,0,0.795,ST,hard,6,qn7iE4w9eA
1,left,0,0.735,ST,hard,7,qn7iE4w9eA
1,left,0,1.163,ST,hard,8,qn7iE4w9eA
1,right,1,0.849,ST,hard,9,qn7iE4w9eA
0,left,1,0.92,ST,hard,10,qn7iE4w9eA
1,right,1,0.768,ST,hard,11,qn7iE4w9eA
0,left,1,0.829,ST,hard,12,qn7iE4w9eA
0,right,0,1.352,ST,hard,13,qn7iE4w9eA
1,left,0,0.949,ST,hard,14,qn7iE4w9eA
0,left,1,0.645,ST,hard,15,qn7iE4w9eA
0,left,1,0.846,ST,hard,16,qn7iE4w9eA
0,left,1,3.558,ST,medium,1,qn7iE4w9eA
0,left,1,1.136,ST,medium,2,qn7iE4w9eA
0,left,1,1.874,ST,medium,3,qn7iE4w9eA
1,right,1,1.205,ST,medium,4,qn7iE4w9eA
0,left,1,0.945,ST,medium,5,qn7iE4w9eA
1,right,1,0.932,ST,medium,6,qn7iE4w9eA
1,right,1,1.203,ST,medium,7,qn7iE4w9eA
1,left,0,1.245,ST,medium,8,qn7iE4w9eA
0,right,0,1.953,ST,medium,9,qn7iE4w9eA
1,left,0,0.843,ST,medium,10,qn7iE4w9eA
1,right,1,1.02,ST,medium,11,qn7iE4w9eA
1,right,1,2.394,ST,medium,12,qn7iE4w9eA
1,left,0,0.843,ST,medium,13,qn7iE4w9eA
0,left,1,0.922,ST,medium,14,qn7iE4w9eA
1,right,1,0.789,ST,medium,15,qn7iE4w9eA
0,left,1,1.198,ST,medium,16,qn7iE4w9eA
1,right,1,1.3478,ST,easy,1,kuTZjru3VL
0,left,1,2.9016,ST,easy,2,kuTZjru3VL
0,left,1,2.9211,ST,easy,3,kuTZjru3VL
1,right,1,1.6007,ST,easy,4,kuTZjru3VL
0,left,1,4.1863,ST,easy,5,kuTZjru3VL
1,right,1,5.0674,ST,easy,6,kuTZjru3VL
1,right,1,1.0777,ST,easy,7,kuTZjru3VL
1,right,1,1.2517,ST,easy,8,kuTZjru3VL
1,left,0,1.7846,ST,easy,9,kuTZjru3VL
1,right,1,0.99,ST,easy,10,kuTZjru3VL
1,right,1,0.962,ST,easy,11,kuTZjru3VL
0,left,1,2.1451,ST,easy,12,kuTZjru3VL
0,left,1,1.334,ST,easy,13,kuTZjru3VL
0,left,1,1.8266,ST,easy,14,kuTZjru3VL
0,left,1,1.3754,ST,easy,15,kuTZjru3VL
1,right,1,0.9505,ST,easy,16,kuTZjru3VL
0,left,1,2.0547,ST,hard,1,kuTZjru3VL
0,left,1,1.0344,ST,hard,2,kuTZjru3VL
0,left,1,3.0243,ST,hard,3,kuTZjru3VL
0,left,1,1.3001,ST,hard,4,kuTZjru3VL
1,right,1,1.0698,ST,hard,5,kuTZjru3VL
0,left,1,2.9847,ST,hard,6,kuTZjru3VL
0,right,0,2.3729,ST,hard,7,kuTZjru3VL
0,left,1,3.0279,ST,hard,8,kuTZjru3VL
1,left,0,1.7453,ST,hard,9,kuTZjru3VL
0,left,1,2.8008,ST,hard,10,kuTZjru3VL
0,left,1,0.952,ST,hard,11,kuTZjru3VL
1,right,1,1.7847,ST,hard,12,kuTZjru3VL
0,right,0,1.6429,ST,hard,13,kuTZjru3VL
0,right,0,2.4146,ST,hard,14,kuTZjru3VL
0,left,1,2.2645,ST,hard,15,kuTZjru3VL
0,right,0,2.0361,ST,hard,16,kuTZjru3VL
0,left,1,1.3147,ST,medium,1,kuTZjru3VL
1,right,1,1.0321,ST,medium,2,kuTZjru3VL
0,left,1,1.036,ST,medium,3,kuTZjru3VL
1,left,0,2.3005,ST,medium,4,kuTZjru3VL
0,left,1,0.9688,ST,medium,5,kuTZjru3VL
0,left,1,2.3661,ST,medium,6,kuTZjru3VL
0,left,1,1.6033,ST,medium,7,kuTZjru3VL
0,left,1,0.8344,ST,medium,8,kuTZjru3VL
0,left,1,0.8498,ST,medium,9,kuTZjru3VL
1,right,1,3.9126,ST,medium,10,kuTZjru3VL
1,right,1,1.5032,ST,medium,11,kuTZjru3VL
1,right,1,1.1176,ST,medium,12,kuTZjru3VL
1,right,1,1.178,ST,medium,13,kuTZjru3VL
0,left,1,0.9187,ST,medium,14,kuTZjru3VL
1,right,1,6.2055,ST,medium,15,kuTZjru3VL
1,right,1,1.0189,ST,medium,16,kuTZjru3VL
0,left,1,0.9046,ST,easy,1,antN5ck5Ic
1,right,1,0.8064,ST,easy,2,antN5ck5Ic
0,left,1,0.774,ST,easy,3,antN5ck5Ic
1,right,1,1.4263,ST,easy,4,antN5ck5Ic
0,left,1,1.1203,ST,easy,5,antN5ck5Ic
1,right,1,0.8974,ST,easy,6,antN5ck5Ic
0,left,1,0.7318,ST,easy,7,antN5ck5Ic
0,left,1,0.7661,ST,easy,8,antN5ck5Ic
1,right,1,1.1025,ST,easy,9,antN5ck5Ic
0,left,1,0.8241,ST,easy,10,antN5ck5Ic
0,left,1,0.7158,ST,easy,11,antN5ck5Ic
0,left,1,0.5638,ST,easy,12,antN5ck5Ic
1,right,1,2.0826,ST,easy,13,antN5ck5Ic
1,right,1,2.4977,ST,easy,14,antN5ck5Ic
0,left,1,0.6162,ST,easy,15,antN5ck5Ic
0,left,1,0.5822,ST,easy,16,antN5ck5Ic
1,right,1,1.7324,ST,hard,1,antN5ck5Ic
0,right,0,3.1994,ST,hard,2,antN5ck5Ic
0,right,0,1.1671,ST,hard,3,antN5ck5Ic
0,left,1,0.9541,ST,hard,4,antN5ck5Ic
0,left,1,0.969,ST,hard,5,antN5ck5Ic
0,left,1,0.8669,ST,hard,6,antN5ck5Ic
1,right,1,1.234,ST,hard,7,antN5ck5Ic
1,left,0,1.0037,ST,hard,8,antN5ck5Ic
0,right,0,1.6649,ST,hard,9,antN5ck5Ic
1,left,0,0.9221,ST,hard,10,antN5ck5Ic
0,left,1,1.5817,ST,hard,11,antN5ck5Ic
0,left,1,0.9537,ST,hard,12,antN5ck5Ic
1,left,0,1.0718,ST,hard,13,antN5ck5Ic
1,left,0,1.0231,ST,hard,14,antN5ck5Ic
0,left,1,0.916,ST,hard,15,antN5ck5Ic
0,left,1,0.7885,ST,hard,16,antN5ck5Ic
0,left,1,1.1011,ST,medium,1,antN5ck5Ic
1,left,0,0.8659,ST,medium,2,antN5ck5Ic
1,right,1,1.0047,ST,medium,3,antN5ck5Ic
0,left,1,1.1156,ST,medium,4,antN5ck5Ic
0,left,1,0.9338,ST,medium,5,antN5ck5Ic
1,right,1,1.4082,ST,medium,6,antN5ck5Ic
0,left,1,0.8978,ST,medium,7,antN5ck5Ic
0,left,1,0.9488,ST,medium,8,antN5ck5Ic
0,left,1,0.7531,ST,medium,9,antN5ck5Ic
0,left,1,0.8043,ST,medium,10,antN5ck5Ic
1,right,1,1.1326,ST,medium,11,antN5ck5Ic
0,left,1,0.8152,ST,medium,12,antN5ck5Ic
0,left,1,0.6691,ST,medium,13,antN5ck5Ic
1,left,0,0.7198,ST,medium,14,antN5ck5Ic
1,right,1,1.3166,ST,medium,15,antN5ck5Ic
1,right,1,0.743,ST,medium,16,antN5ck5Ic
0,left,1,4.3161,ST,easy,1,lqSj6DxkoP
1,right,1,1.5681,ST,easy,2,lqSj6DxkoP
0,left,1,1.4044,ST,easy,3,lqSj6DxkoP
0,left,1,3.1937,ST,easy,4,lqSj6DxkoP
0,left,1,1.368,ST,easy,5,lqSj6DxkoP
1,right,1,1.5179,ST,easy,6,lqSj6DxkoP
1,right,1,1.4011,ST,easy,7,lqSj6DxkoP
0,left,1,0.9012,ST,easy,8,lqSj6DxkoP
0,left,1,0.9178,ST,easy,9,lqSj6DxkoP
0,left,1,0.8281,ST,easy,10,lqSj6DxkoP
0,left,1,1.373,ST,easy,11,lqSj6DxkoP
0,left,1,1.3726,ST,easy,12,lqSj6DxkoP
1,right,1,1.1419,ST,easy,13,lqSj6DxkoP
0,left,1,1.0233,ST,easy,14,lqSj6DxkoP
0,left,1,1.0673,ST,easy,15,lqSj6DxkoP
1,right,1,0.9677,ST,easy,16,lqSj6DxkoP
1,right,1,1.1699,ST,hard,1,lqSj6DxkoP
1,right,1,2.0982,ST,hard,2,lqSj6DxkoP
0,right,0,1.9856,ST,hard,3,lqSj6DxkoP
1,right,1,1.268,ST,hard,4,lqSj6DxkoP
0,left,1,1.5676,ST,hard,5,lqSj6DxkoP
1,right,1,3.2858,ST,hard,6,lqSj6DxkoP
1,right,1,1.515,ST,hard,7,lqSj6DxkoP
1,right,1,1.2647,ST,hard,8,lqSj6DxkoP
0,left,1,2.2187,ST,hard,9,lqSj6DxkoP
0,right,0,2.5155,ST,hard,10,lqSj6DxkoP
0,left,1,1.3858,ST,hard,11,lqSj6DxkoP
1,right,1,1.2151,ST,hard,12,lqSj6DxkoP
0,left,1,1.3046,ST,hard,13,lqSj6DxkoP
1,right,1,1.5473,ST,hard,14,lqSj6DxkoP
0,left,1,1.3547,ST,hard,15,lqSj6DxkoP
1,right,1,1.1894,ST,hard,16,lqSj6DxkoP
1,right,1,1.7659,ST,medium,1,lqSj6DxkoP
1,right,1,1.5359,ST,medium,2,lqSj6DxkoP
1,right,1,1.4178,ST,medium,3,lqSj6DxkoP
1,right,1,1.2651,ST,medium,4,lqSj6DxkoP
1,right,1,1.5913,ST,medium,5,lqSj6DxkoP
0,left,1,1.5056,ST,medium,6,lqSj6DxkoP
0,left,1,1.3856,ST,medium,7,lqSj6DxkoP
0,left,1,4.2176,ST,medium,8,lqSj6DxkoP
0,left,1,2.8989,ST,medium,9,lqSj6DxkoP
1,left,0,1.3232,ST,medium,10,lqSj6DxkoP
1,right,1,2.0313,ST,medium,11,lqSj6DxkoP
1,right,1,1.6487,ST,medium,12,lqSj6DxkoP
1,right,1,2.3351,ST,medium,13,lqSj6DxkoP
1,right,1,1.5178,ST,medium,14,lqSj6DxkoP
0,left,1,3.6831,ST,medium,15,lqSj6DxkoP
1,right,1,1.9311,ST,medium,16,lqSj6DxkoP
0,left,1,0.681,ST,easy,1,urmN2MGqMI
1,right,1,0.567,ST,easy,2,urmN2MGqMI
0,left,1,0.765,ST,easy,3,urmN2MGqMI
1,right,1,0.808,ST,easy,4,urmN2MGqMI
0,left,1,0.849,ST,easy,5,urmN2MGqMI
0,left,1,0.769,ST,easy,6,urmN2MGqMI
1,right,1,0.892,ST,easy,7,urmN2MGqMI
1,right,1,0.695,ST,easy,8,urmN2MGqMI
0,left,1,0.759,ST,easy,9,urmN2MGqMI
1,right,1,0.814,ST,easy,10,urmN2MGqMI
0,left,1,0.543,ST,easy,11,urmN2MGqMI
1,right,1,0.63,ST,easy,12,urmN2MGqMI
0,left,1,1.007,ST,easy,13,urmN2MGqMI
1,right,1,0.679,ST,easy,14,urmN2MGqMI
1,right,1,0.576,ST,easy,15,urmN2MGqMI
0,left,1,0.711,ST,easy,16,urmN2MGqMI
0,left,1,1.35,ST,hard,1,urmN2MGqMI
0,left,1,0.792,ST,hard,2,urmN2MGqMI
1,right,1,0.792,ST,hard,3,urmN2MGqMI
0,left,1,0.693,ST,hard,4,urmN2MGqMI
0,right,0,1.274,ST,hard,5,urmN2MGqMI
1,right,1,0.878,ST,hard,6,urmN2MGqMI
0,right,0,1.792,ST,hard,7,urmN2MGqMI
1,right,1,0.71,ST,hard,8,urmN2MGqMI
1,right,1,0.711,ST,hard,9,urmN2MGqMI
1,right,1,0.558,ST,hard,10,urmN2MGqMI
1,right,1,0.727,ST,hard,11,urmN2MGqMI
0,left,1,1.16,ST,hard,12,urmN2MGqMI
1,left,0,0.71,ST,hard,13,urmN2MGqMI
0,left,1,1.158,ST,hard,14,urmN2MGqMI
1,left,0,0.811,ST,hard,15,urmN2MGqMI
1,right,1,0.475,ST,hard,16,urmN2MGqMI
1,right,1,0.79,ST,medium,1,urmN2MGqMI
1,right,1,0.626,ST,medium,2,urmN2MGqMI
1,right,1,0.907,ST,medium,3,urmN2MGqMI
0,left,1,0.741,ST,medium,4,urmN2MGqMI
1,right,1,0.645,ST,medium,5,urmN2MGqMI
1,left,0,0.773,ST,medium,6,urmN2MGqMI
0,left,1,0.731,ST,medium,7,urmN2MGqMI
1,right,1,0.794,ST,medium,8,urmN2MGqMI
1,right,1,0.743,ST,medium,9,urmN2MGqMI
1,right,1,0.659,ST,medium,10,urmN2MGqMI
1,right,1,0.673,ST,medium,11,urmN2MGqMI
0,left,1,1.609,ST,medium,12,urmN2MGqMI
1,left,0,0.926,ST,medium,13,urmN2MGqMI
0,left,1,0.792,ST,medium,14,urmN2MGqMI
0,left,1,0.978,ST,medium,15,urmN2MGqMI
