target_present,key,is_correct,rt,task,level,trial,id
0,left,1,1.2771,ST,medium,10,IMJ2Wgu1zI
0,left,1,2.9197,ST,medium,11,IMJ2Wgu1zI
0,right,0,1.0071,ST,medium,12,IMJ2Wgu1zI
1,left,0,1.4029,ST,medium,13,IMJ2Wgu1zI
0,right,0,0.9206,ST,medium,14,IMJ2Wgu1zI
0,left,1,1.056,ST,medium,15,IMJ2Wgu1zI
0,left,1,2.3642,ST,medium,16,IMJ2Wgu1zI
0,left,1,1.0118,ST,easy,1,S5rOjASl3o
1,right,1,1.9103,ST,easy,2,S5rOjASl3o
1,right,1,1.4266,ST,easy,3,S5rOjASl3o
0,left,1,1.2161,ST,easy,4,S5rOjASl3o
1,right,1,0.9388,ST,easy,5,S5rOjASl3o
1,right,1,0.9366,ST,easy,6,S5rOjASl3o
1,right,1,0.987,ST,easy,7,S5rOjASl3o
1,right,1,1.391,ST,easy,8,S5rOjASl3o
0,left,1,1.1378,ST,easy,9,S5rOjASl3o
1,right,1,1.7367,ST,easy,10,S5rOjASl3o
1,right,1,1.325,ST,easy,11,S5rOjASl3o
1,right,1,0.7129,ST,easy,12,S5rOjASl3o
0,left,1,1.0975,ST,easy,13,S5rOjASl3o
1,right,1,1.1413,ST,easy,14,S5rOjASl3o
1,right,1,0.9535,ST,easy,15,S5rOjASl3o
1,right,1,1.014,ST,easy,16,S5rOjASl3o
0,left,1,4.4437,ST,hard,1,S5rOjASl3o
1,left,0,1.0862,ST,hard,2,S5rOjASl3o
0,left,1,1.4103,ST,hard,3,S5rOjASl3o
1,left,0,2.9013,ST,hard,4,S5rOjASl3o
0,right,0,1.452,ST,hard,5,S5rOjASl3o
1,right,1,1.5038,ST,hard,6,S5rOjASl3o
1,left,0,2.5323,ST,hard,7,S5rOjASl3o
1,right,1,1.1419,ST,hard,8,S5rOjASl3o
1,left,0,1.4513,ST,hard,9,S5rOjASl3o
1,right,1,2.0526,ST,hard,10,S5rOjASl3o
0,left,1,1.0565,ST,hard,11,S5rOjASl3o
1,left,0,0.9308,ST,hard,12,S5rOjASl3o
0,left,1,1.3921,ST,hard,13,S5rOjASl3o
1,right,1,1.2306,ST,hard,14,S5rOjASl3o
1,right,1,1.0889,ST,hard,15,S5rOjASl3o
0,left,1,2.06,ST,hard,16,S5rOjASl3o
1,right,1,1.5153,ST,medium,1,S5rOjASl3o
0,right,0,1.926,ST,medium,2,S5rOjASl3o
0,left,1,1.031,ST,medium,3,S5rOjASl3o
1,left,0,0.9972,ST,medium,4,S5rOjASl3o
1,right,1,2.2202,ST,medium,5,S5rOjASl3o
0,left,1,0.9577,ST,medium,6,S5rOjASl3o
0,left,1,1.6135,ST,medium,7,S5rOjASl3o
0,left,1,1.1604,ST,medium,8,S5rOjASl3o
1,right,1,1.3973,ST,medium,9,S5rOjASl3o
1,right,1,4.2297,ST,medium,10,S5rOjASl3o
0,left,1,2.2213,ST,medium,11,S5rOjASl3o
1,right,1,1.2928,ST,medium,12,S5rOjASl3o
1,left,0,1.5231,ST,medium,13,S5rOjASl3o
0,left,1,0.964,ST,medium,14,S5rOjASl3o
1,left,0,5.0925,ST,medium,15,S5rOjASl3o
0,left,1,1.168,ST,medium,16,S5rOjASl3o
0,left,1,0.9693,ST,easy,1,LMH4MBXVwL
1,right,1,0.9413,ST,easy,2,LMH4MBXVwL
0,left,1,0.8868,ST,easy,3,LMH4MBXVwL
0,left,1,1.2521,ST,easy,4,LMH4MBXVwL
1,right,1,0.6939,ST,easy,5,LMH4MBXVwL
1,right,1,0.6267,ST,easy,6,LMH4MBXVwL
0,left,1,0.7218,ST,easy,7,LMH4MBXVwL
0,left,1,0.6607,ST,easy,8,LMH4MBXVwL
1,right,1,0.7946,ST,easy,9,LMH4MBXVwL
1,right,1,0.6835,ST,easy,10,LMH4MBXVwL
0,left,1,0.7303,ST,easy,11,LMH4MBXVwL
1,right,1,0.9107,ST,easy,12,LMH4MBXVwL
1,right,1,0.7451,ST,easy,13,LMH4MBXVwL
1,right,1,0.661,ST,easy,14,LMH4MBXVwL
1,right,1,0.6173,ST,easy,15,LMH4MBXVwL
0,left,1,0.7606,ST,easy,16,LMH4MBXVwL
1,right,1,1.1295,ST,hard,1,LMH4MBXVwL
0,left,1,5.2715,ST,hard,2,LMH4MBXVwL
0,left,1,0.8997,ST,hard,3,LMH4MBXVwL
1,right,1,0.836,ST,hard,4,LMH4MBXVwL
1,left,0,0.7008,ST,hard,5,LMH4MBXVwL
1,right,1,1.1441,ST,hard,6,LMH4MBXVwL
1,right,1,0.6985,ST,hard,7,LMH4MBXVwL
1,right,1,0.583,ST,hard,8,LMH4MBXVwL
1,right,1,0.3941,ST,hard,9,LMH4MBXVwL
1,right,1,0.666,ST,hard,10,LMH4MBXVwL
0,left,1,0.8275,ST,hard,11,LMH4MBXVwL
0,left,1,0.6991,ST,hard,12,LMH4MBXVwL
0,left,1,0.7679,ST,hard,13,LMH4MBXVwL
0,left,1,1.2485,ST,hard,14,LMH4MBXVwL
1,left,0,1.1564,ST,hard,15,LMH4MBXVwL
0,right,0,1.6971,ST,hard,16,LMH4MBXVwL
1,left,0,0.6653,ST,medium,1,LMH4MBXVwL
0,left,1,0.5842,ST,medium,2,LMH4MBXVwL
1,right,1,0.9402,ST,medium,3,LMH4MBXVwL
0,left,1,0.9835,ST,medium,4,LMH4MBXVwL
0,left,1,0.8445,ST,medium,5,LMH4MBXVwL
1,right,1,0.5946,ST,medium,6,LMH4MBXVwL
1,left,0,0.5687,ST,medium,7,LMH4MBXVwL
1,left,0,0.0486,ST,medium,8,LMH4MBXVwL
0,left,1,0.7134,ST,medium,9,LMH4MBXVwL
0,left,1,1.6314,ST,medium,10,LMH4MBXVwL
0,left,1,0.6707,ST,medium,11,LMH4MBXVwL
0,left,1,0.7153,ST,medium,12,LMH4MBXVwL
1,right,1,0.5521,ST,medium,13,LMH4MBXVwL
1,left,0,0.6192,ST,medium,14,LMH4MBXVwL
1,right,1,0.6688,ST,medium,15,LMH4MBXVwL
0,left,1,1.5607,ST,medium,16,LMH4MBXVwL
0,left,1,3.916,ST,easy,1,y4Sh5zF3gm
1,right,1,1.5116,ST,easy,2,y4Sh5zF3gm
0,left,1,1.3354,ST,easy,3,y4Sh5zF3gm
1,right,1,1.5404,ST,easy,4,y4Sh5zF3gm
1,right,1,1.1447,ST,easy,5,y4Sh5zF3gm
1,right,1,0.8353,ST,easy,6,y4Sh5zF3gm
1,right,1,0.7891,ST,easy,7,y4Sh5zF3gm
0,left,1,1.1653,ST,easy,8,y4Sh5zF3gm
0,left,1,1.5402,ST,easy,9,y4Sh5zF3gm
1,right,1,0.8825,ST,easy,10,y4Sh5zF3gm
0,left,1,1.4201,ST,easy,11,y4Sh5zF3gm
0,left,1,1.0813,ST,easy,12,y4Sh5zF3gm
1,right,1,1.1367,ST,easy,13,y4Sh5zF3gm
1,right,1,0.9289,ST,easy,14,y4Sh5zF3gm
0,left,1,1.1357,ST,easy,15,y4Sh5zF3gm
1,right,1,0.9427,ST,easy,16,y4Sh5zF3gm
1,right,1,0.9755,ST,hard,1,y4Sh5zF3gm
1,right,1,0.7771,ST,hard,2,y4Sh5zF3gm
0,left,1,0.8729,ST,hard,3,y4Sh5zF3gm
0,left,1,1.212,ST,hard,4,y4Sh5zF3gm
1,right,1,0.9274,ST,hard,5,y4Sh5zF3gm
0,right,0,1.0244,ST,hard,6,y4Sh5zF3gm
1,right,1,1.1866,ST,hard,7,y4Sh5zF3gm
0,left,1,1.3228,ST,hard,8,y4Sh5zF3gm
0,left,1,1.0738,ST,hard,9,y4Sh5zF3gm
1,right,1,0.7522,ST,hard,10,y4Sh5zF3gm
0,right,0,0.834,ST,hard,11,y4Sh5zF3gm
1,right,1,0.8538,ST,hard,12,y4Sh5zF3gm
1,right,1,0.5608,ST,hard,13,y4Sh5zF3gm
0,left,1,1.1023,ST,hard,14,y4Sh5zF3gm
0,left,1,1.0605,ST,hard,15,y4Sh5zF3gm
1,right,1,0.5654,ST,hard,16,y4Sh5zF3gm
0,left,1,1.099,ST,medium,1,y4Sh5zF3gm
0,left,1,0.9359,ST,medium,2,y4Sh5zF3gm
1,left,0,0.939,ST,medium,3,y4Sh5zF3gm
1,right,1,0.9778,ST,medium,4,y4Sh5zF3gm
0,left,1,0.9178,ST,medium,5,y4Sh5zF3gm
0,left,1,0.8943,ST,medium,6,y4Sh5zF3gm
1,right,1,0.9624,ST,medium,7,y4Sh5zF3gm
0,left,1,1.019,ST,medium,8,y4Sh5zF3gm
0,left,1,1.3112,ST,medium,9,y4Sh5zF3gm
0,left,1,1.1234,ST,medium,10,y4Sh5zF3gm
1,right,1,0.8725,ST,medium,11,y4Sh5zF3gm
1,right,1,0.7609,ST,medium,12,y4Sh5zF3gm
0,left,1,1.4566,ST,medium,13,y4Sh5zF3gm
1,right,1,1.3956,ST,medium,14,y4Sh5zF3gm
0,left,1,1.3237,ST,medium,15,y4Sh5zF3gm
1,right,1,0.936,ST,medium,16,y4Sh5zF3gm
0,left,1,0.8002,ST,easy,1,DoJgv77gQp
1,right,1,0.8759,ST,easy,2,DoJgv77gQp
0,left,1,0.6142,ST,easy,3,DoJgv77gQp
1,right,1,0.7068,ST,easy,4,DoJgv77gQp
1,right,1,0.8681,ST,easy,5,DoJgv77gQp
1,right,1,0.7797,ST,easy,6,DoJgv77gQp
1,right,1,0.7219,ST,easy,7,DoJgv77gQp
1,right,1,1.0375,ST,easy,8,DoJgv77gQp
1,right,1,0.7596,ST,easy,9,DoJgv77gQp
0,left,1,0.8876,ST,easy,10,DoJgv77gQp
1,right,1,0.7416,ST,easy,11,DoJgv77gQp
0,left,1,0.6773,ST,easy,12,DoJgv77gQp
0,left,1,0.7175,ST,easy,13,DoJgv77gQp
0,left,1,0.6247,ST,easy,14,DoJgv77gQp
0,left,1,0.704,ST,easy,15,DoJgv77gQp
1,right,1,0.6433,ST,easy,16,DoJgv77gQp
1,right,1,2.7033,ST,hard,1,DoJgv77gQp
0,left,1,1.9009,ST,hard,2,DoJgv77gQp
0,right,0,1.0012,ST,hard,3,DoJgv77gQp
0,left,1,0.8176,ST,hard,4,DoJgv77gQp
0,right,0,0.9462,ST,hard,5,DoJgv77gQp
0,right,0,1.8048,ST,hard,6,DoJgv77gQp
0,left,1,1.3041,ST,hard,7,DoJgv77gQp
0,left,1,0.7796,ST,hard,8,DoJgv77gQp
0,left,1,1.2676,ST,hard,9,DoJgv77gQp
1,right,1,0.6017,ST,hard,10,DoJgv77gQp
1,left,0,3.168,ST,hard,11,DoJgv77gQp
1,left,0,0.835,ST,hard,12,DoJgv77gQp
0,left,1,1.3013,ST,hard,13,DoJgv77gQp
0,left,1,1.175,ST,hard,14,DoJgv77gQp
0,left,1,0.8379,ST,hard,15,DoJgv77gQp
1,left,0,1.5016,ST,hard,16,DoJgv77gQp
1,right,1,1.7827,ST,medium,1,DoJgv77gQp
1,right,1,1.0013,ST,medium,2,DoJgv77gQp
1,left,0,0.868,ST,medium,3,DoJgv77gQp
0,left,1,0.5713,ST,medium,4,DoJgv77gQp
1,left,0,0.7378,ST,medium,5,DoJgv77gQp
1,left,0,0.7007,ST,medium,6,DoJgv77gQp
1,right,1,1.4039,ST,medium,7,DoJgv77gQp
0,left,1,0.6675,ST,medium,8,DoJgv77gQp
0,left,1,1.3949,ST,medium,9,DoJgv77gQp
1,right,1,1.2215,ST,medium,10,DoJgv77gQp
0,left,1,1.0144,ST,medium,11,DoJgv77gQp
1,right,1,0.6562,ST,medium,12,DoJgv77gQp
0,left,1,0.876,ST,medium,13,DoJgv77gQp
0,left,1,0.9504,ST,medium,14,DoJgv77gQp
0,left,1,0.7338,ST,medium,15,DoJgv77gQp
1,right,1,0.5954,ST,medium,16,DoJgv77gQp
1,right,1,1.0167,ST,easy,1,5oQkfRc0Dh
1,right,1,0.8013,ST,easy,2,5oQkfRc0Dh
1,right,1,0.9551,ST,easy,3,5oQkfRc0Dh
0,left,1,0.7852,ST,easy,4,5oQkfRc0Dh
1,right,1,0.802,ST,easy,5,5oQkfRc0Dh
1,right,1,0.7667,ST,easy,6,5oQkfRc0Dh
0,left,1,0.8994,ST,easy,7,5oQkfRc0Dh
1,right,1,1.0867,ST,easy,8,5oQkfRc0Dh
0,left,1,0.935,ST,easy,9,5oQkfRc0Dh
1,right,1,1,ST,easy,10,5oQkfRc0Dh
1,right,1,1.0403,ST,easy,11,5oQkfRc0Dh
0,left,1,0.7984,ST,easy,12,5oQkfRc0Dh
0,left,1,0.6739,ST,easy,13,5oQkfRc0Dh
1,right,1,0.8514,ST,easy,14,5oQkfRc0Dh
0,left,1,0.9677,ST,easy,15,5oQkfRc0Dh
0,left,1,0.8486,ST,easy,16,5oQkfRc0Dh
1,right,1,1.2009,ST,hard,1,5oQkfRc0Dh
0,left,1,1.4264,ST,hard,2,5oQkfRc0Dh
1,right,1,1.0589,ST,hard,3,5oQkfRc0Dh
0,left,1,0.7009,ST,hard,4,5oQkfRc0Dh
0,left,1,0.8695,ST,hard,5,5oQkfRc0Dh
1,right,1,1.3186,ST,hard,6,5oQkfRc0Dh
0,left,1,0.7885,ST,hard,7,5oQkfRc0Dh
1,left,0,1.4353,ST,hard,8,5oQkfRc0Dh
1,left,0,1.8032,ST,hard,9,5oQkfRc0Dh
0,right,0,1.4202,ST,hard,10,5oQkfRc0Dh
1,right,1,0.9181,ST,hard,11,5oQkfRc0Dh
1,right,1,1.1354,ST,hard,12,5oQkfRc0Dh
1,left,0,0.9881,ST,hard,13,5oQkfRc0Dh
1,left,0,1.6366,ST,hard,14,5oQkfRc0Dh
0,right,0,0.8224,ST,hard,15,5oQkfRc0Dh
1,left,0,0.7867,ST,hard,16,5oQkfRc0Dh
0,right,0,1.3002,ST,medium,1,5oQkfRc0Dh
0,left,1,1.0856,ST,medium,2,5oQkfRc0Dh
0,left,1,0.6894,ST,medium,3,5oQkfRc0Dh
1,right,1,1.1108,ST,medium,4,5oQkfRc0Dh
1,left,0,1.4563,ST,medium,5,5oQkfRc0Dh
0,left,1,0.9356,ST,medium,6,5oQkfRc0Dh
0,right,0,0.9681,ST,medium,7,5oQkfRc0Dh
0,left,1,1.2601,ST,medium,8,5oQkfRc0Dh
0,left,1,1.0197,ST,medium,9,5oQkfRc0Dh
0,left,1,0.8851,ST,medium,10,5oQkfRc0Dh
0,left,1,0.9345,ST,medium,11,5oQkfRc0Dh
1,left,0,0.9187,ST,medium,12,5oQkfRc0Dh
1,right,1,0.9352,ST,medium,13,5oQkfRc0Dh
0,left,1,1.0578,ST,medium,14,5oQkfRc0Dh
0,left,1,12.8304,ST,medium,15,5oQkfRc0Dh
0,left,1,1.0698,ST,medium,16,5oQkfRc0Dh
1,right,1,1.6021,ST,easy,1,yRSAaGEgHo
0,left,1,0.9896,ST,easy,2,yRSAaGEgHo
0,left,1,0.934,ST,easy,3,yRSAaGEgHo
1,right,1,1.4161,ST,easy,4,yRSAaGEgHo
0,left,1,1.0363,ST,easy,5,yRSAaGEgHo
1,right,1,0.9878,ST,easy,6,yRSAaGEgHo
1,right,1,2.5639,ST,easy,7,yRSAaGEgHo
1,right,1,1.1609,ST,easy,8,yRSAaGEgHo
0,left,1,1.7773,ST,easy,9,yRSAaGEgHo
1,right,1,1.2582,ST,easy,10,yRSAaGEgHo
1,right,1,1.4668,ST,easy,11,yRSAaGEgHo
0,left,1,1.262,ST,easy,12,yRSAaGEgHo
1,right,1,1.1618,ST,easy,13,yRSAaGEgHo
1,right,1,1.1134,ST,easy,14,yRSAaGEgHo
0,left,1,1.0984,ST,easy,15,yRSAaGEgHo
1,right,1,1.1107,ST,easy,16,yRSAaGEgHo
0,left,1,1.5445,ST,hard,1,yRSAaGEgHo
1,left,0,1.6571,ST,hard,2,yRSAaGEgHo
1,right,1,1.6499,ST,hard,3,yRSAaGEgHo
1,left,0,1.6491,ST,hard,4,yRSAaGEgHo
0,right,0,1.5553,ST,hard,5,yRSAaGEgHo
1,right,1,1.3832,ST,hard,6,yRSAaGEgHo
0,left,1,1.436,ST,hard,7,yRSAaGEgHo
0,left,1,1.4137,ST,hard,8,yRSAaGEgHo
0,left,1,1.6252,ST,hard,9,yRSAaGEgHo
1,left,0,1.244,ST,hard,10,yRSAaGEgHo
1,right,1,1.2661,ST,hard,11,yRSAaGEgHo
0,left,1,1.5784,ST,hard,12,yRSAaGEgHo
1,right,1,1.5012,ST,hard,13,yRSAaGEgHo
0,left,1,1.2763,ST,hard,14,yRSAaGEgHo
0,left,1,1.174,ST,hard,15,yRSAaGEgHo
1,left,0,1.0341,ST,hard,16,yRSAaGEgHo
1,right,1,1.3639,ST,medium,1,yRSAaGEgHo
0,left,1,1.4413,ST,medium,2,yRSAaGEgHo
0,left,1,1.2653,ST,medium,3,yRSAaGEgHo
1,left,0,1.2658,ST,medium,4,yRSAaGEgHo
1,right,1,1.3916,ST,medium,5,yRSAaGEgHo
0,left,1,1.4094,ST,medium,6,yRSAaGEgHo
0,right,0,1.6378,ST,medium,7,yRSAaGEgHo
0,left,1,1.2283,ST,medium,8,yRSAaGEgHo
1,right,1,1.7322,ST,medium,9,yRSAaGEgHo
1,left,0,1.275,ST,medium,10,yRSAaGEgHo
1,left,0,1.9172,ST,medium,11,yRSAaGEgHo
0,right,0,1.2923,ST,medium,12,yRSAaGEgHo
0,left,1,1.3841,ST,medium,13,yRSAaGEgHo
0,left,1,1.1486,ST,medium,14,yRSAaGEgHo
1,right,1,1.2264,ST,medium,15,yRSAaGEgHo
1,right,1,1.5992,ST,medium,16,yRSAaGEgHo
0,left,1,1.645,ST,easy,1,WLE3Etok97
1,right,1,1.988,ST,easy,2,WLE3Etok97
0,left,1,2.279,ST,easy,3,WLE3Etok97
0,left,1,1.469,ST,easy,4,WLE3Etok97
0,left,1,1.149,ST,easy,5,WLE3Etok97
0,left,1,1.181,ST,easy,6,WLE3Etok97
1,right,1,1.506,ST,easy,7,WLE3Etok97
0,left,1,1.294,ST,easy,8,WLE3Etok97
1,right,1,1.404,ST,easy,9,WLE3Etok97
0,left,1,1.335,ST,easy,10,WLE3Etok97
0,left,1,1.151,ST,easy,11,WLE3Etok97
1,right,1,2.02,ST,easy,12,WLE3Etok97
1,right,1,0.987,ST,easy,13,WLE3Etok97
0,left,1,0.897,ST,easy,14,WLE3Etok97
1,right,1,1.12,ST,easy,15,WLE3Etok97
1,left,0,0.917,ST,easy,16,WLE3Etok97
1,right,1,3.2,ST,hard,1,WLE3Etok97
1,left,0,1.512,ST,hard,2,WLE3Etok97
0,right,0,1.128,ST,hard,3,WLE3Etok97
0,left,1,1.334,ST,hard,4,WLE3Etok97
1,left,0,1.079,ST,hard,5,WLE3Etok97
0,right,0,0.962,ST,hard,6,WLE3Etok97
0,left,1,1.635,ST,hard,7,WLE3Etok97
1,left,0,1.872,ST,hard,8,WLE3Etok97
0,left,1,2.055,ST,hard,9,WLE3Etok97
0,right,0,4.468,ST,hard,10,WLE3Etok97
0,left,1,1.256,ST,hard,11,WLE3Etok97
1,left,0,0.8,ST,hard,12,WLE3Etok97
1,left,0,0.419,ST,hard,13,WLE3Etok97
1,left,0,1.039,ST,hard,14,WLE3Etok97
0,right,0,0.963,ST,hard,15,WLE3Etok97
1,left,0,0.705,ST,hard,16,WLE3Etok97
0,left,1,2.181,ST,medium,1,WLE3Etok97
0,left,1,1.354,ST,medium,2,WLE3Etok97
0,left,1,1.941,ST,medium,3,WLE3Etok97
1,right,1,0.752,ST,medium,4,WLE3Etok97
0,right,0,1.229,ST,medium,5,WLE3Etok97
1,left,0,1.073,ST,medium,6,WLE3Etok97
0,right,0,3.485,ST,medium,7,WLE3Etok97
0,left,1,0.845,ST,medium,8,WLE3Etok97
0,left,1,1.032,ST,medium,9,WLE3Etok97
0,left,1,2.334,ST,medium,10,WLE3Etok97
1,left,0,0.919,ST,medium,11,WLE3Etok97
1,right,1,0.937,ST,medium,12,WLE3Etok97
1,left,0,0.786,ST,medium,13,WLE3Etok97
0,left,1,0.806,ST,medium,14,WLE3Etok97
0,right,0,1.037,ST,medium,15,WLE3Etok97
1,left,0,1.563,ST,medium,16,WLE3Etok97
1,right,1,1.6946,ST,easy,1,HajArhl9Mf
1,right,1,0.9808,ST,easy,2,HajArhl9Mf
0,left,1,1.2816,ST,easy,3,HajArhl9Mf
1,right,1,1.5778,ST,easy,4,HajArhl9Mf
1,right,1,1.4476,ST,easy,5,HajArhl9Mf
0,left,1,1.2627,ST,easy,6,HajArhl9Mf
0,left,1,1.2986,ST,easy,7,HajArhl9Mf
1,right,1,1.4137,ST,easy,8,HajArhl9Mf
1,right,1,1.7445,ST,easy,9,HajArhl9Mf
1,right,1,1.8471,ST,easy,10,HajArhl9Mf
0,left,1,1.6843,ST,easy,11,HajArhl9Mf
1,right,1,1.4505,ST,easy,12,HajArhl9Mf
1,right,1,1.7641,ST,easy,13,HajArhl9Mf
0,left,1,1.3792,ST,easy,14,HajArhl9Mf
0,left,1,1.3695,ST,easy,15,HajArhl9Mf
0,left,1,1.6267,ST,easy,16,HajArhl9Mf
1,left,0,4.3186,ST,hard,1,HajArhl9Mf
1,right,1,2.0683,ST,hard,2,HajArhl9Mf
1,right,1,2.0985,ST,hard,3,HajArhl9Mf
0,left,1,1.6805,ST,hard,4,HajArhl9Mf
1,right,1,1.9521,ST,hard,5,HajArhl9Mf
0,left,1,2.6983,ST,hard,6,HajArhl9Mf
0,right,0,2.4579,ST,hard,7,HajArhl9Mf
0,right,0,2.0863,ST,hard,8,HajArhl9Mf
0,left,1,3.1375,ST,hard,9,HajArhl9Mf
0,left,1,1.8831,ST,hard,10,HajArhl9Mf
0,left,1,2.4156,ST,hard,11,HajArhl9Mf
0,left,1,2.2119,ST,hard,12,HajArhl9Mf
0,right,0,2.3175,ST,hard,13,HajArhl9Mf
1,right,1,1.8867,ST,hard,14,HajArhl9Mf
0,left,1,2.1645,ST,hard,15,HajArhl9Mf
0,left,1,5.6787,ST,hard,16,HajArhl9Mf
0,left,1,2.6619,ST,medium,1,HajArhl9Mf
0,left,1,2.3973,ST,medium,2,HajArhl9Mf
1,right,1,1.6835,ST,medium,3,HajArhl9Mf
0,left,1,2.3192,ST,medium,4,HajArhl9Mf
1,right,1,2.5306,ST,medium,5,HajArhl9Mf
1,right,1,1.4362,ST,medium,6,HajArhl9Mf
0,left,1,1.7042,ST,medium,7,HajArhl9Mf
1,right,1,1.2072,ST,medium,8,HajArhl9Mf
0,left,1,1.3382,ST,medium,9,HajArhl9Mf
0,left,1,2.3018,ST,medium,10,HajArhl9Mf
0,left,1,1.7405,ST,medium,11,HajArhl9Mf
0,left,1,1.8137,ST,medium,12,HajArhl9Mf
0,left,1,1.9634,ST,medium,13,HajArhl9Mf
0,left,1,1.5108,ST,medium,14,HajArhl9Mf
0,left,1,4.0777,ST,medium,15,HajArhl9Mf
1,right,1,1.5642,ST,medium,16,HajArhl9Mf
1,right,1,1.52,ST,easy,1,xYKzEb6U69
1,right,1,1.147,ST,easy,2,xYKzEb6U69
1,right,1,1.01,ST,easy,3,xYKzEb6U69
0,left,1,0.791,ST,easy,4,xYKzEb6U69
1,right,1,0.58,ST,easy,5,xYKzEb6U69
0,left,1,0.777,ST,easy,6,xYKzEb6U69
0,left,1,1.224,ST,easy,7,xYKzEb6U69
0,left,1,0.664,ST,easy,8,xYKzEb6U69
0,left,1,0.675,ST,easy,9,xYKzEb6U69
0,left,1,2.742,ST,easy,10,xYKzEb6U69
0,left,1,0.791,ST,easy,11,xYKzEb6U69
0,left,1,0.781,ST,easy,12,xYKzEb6U69
1,right,1,2.49,ST,easy,13,xYKzEb6U69
0,left,1,0.806,ST,easy,14,xYKzEb6U69
1,right,1,0.816,ST,easy,15,xYKzEb6U69
0,left,1,0.989,ST,easy,16,xYKzEb6U69
0,left,1,3.457,ST,hard,1,xYKzEb6U69
0,left,1,1.393,ST,hard,2,xYKzEb6U69
1,right,1,1.105,ST,hard,3,xYKzEb6U69
0,left,1,1.197,ST,hard,4,xYKzEb6U69
1,left,0,2.781,ST,hard,5,xYKzEb6U69
0,right,0,2.482,ST,hard,6,xYKzEb6U69
0,right,0,1.206,ST,hard,7,xYKzEb6U69
0,left,1,1.667,ST,hard,8,xYKzEb6U69
1,left,0,0.999,ST,hard,9,xYKzEb6U69
0,right,0,1.658,ST,hard,10,xYKzEb6U69
0,right,0,3.066,ST,hard,11,xYKzEb6U69
0,left,1,1.515,ST,hard,12,xYKzEb6U69
1,right,1,2.315,ST,hard,13,xYKzEb6U69
1,left,0,1.943,ST,hard,14,xYKzEb6U69
1,right,1,2.31,ST,hard,15,xYKzEb6U69
1,right,1,1.124,ST,hard,16,xYKzEb6U69
1,right,1,2.174,ST,medium,1,xYKzEb6U69
0,left,1,1.357,ST,medium,2,xYKzEb6U69
0,left,1,1.748,ST,medium,3,xYKzEb6U69
1,right,1,1.038,ST,medium,4,xYKzEb6U69
0,left,1,0.933,ST,medium,5,xYKzEb6U69
1,right,1,1.098,ST,medium,6,xYKzEb6U69
1,right,1,1.397,ST,medium,7,xYKzEb6U69
0,right,0,1.908,ST,medium,8,xYKzEb6U69
1,right,1,1.392,ST,medium,9,xYKzEb6U69
0,left,1,1.501,ST,medium,10,xYKzEb6U69
1,right,1,1.214,ST,medium,11,xYKzEb6U69
1,right,1,1.554,ST,medium,12,xYKzEb6U69
1,left,0,1.137,ST,medium,13,xYKzEb6U69
0,left,1,1.156,ST,medium,14,xYKzEb6U69
0,left,1,0.808,ST,medium,15,xYKzEb6U69
1,left,0,0.856,ST,medium,16,xYKzEb6U69
1,right,1,1.5844,ST,easy,1,XdaJtcIO9r
1,right,1,0.8355,ST,easy,2,XdaJtcIO9r
0,left,1,1.0633,ST,easy,3,XdaJtcIO9r
0,left,1,1.6713,ST,easy,4,XdaJtcIO9r
0,left,1,0.6778,ST,easy,5,XdaJtcIO9r
0,left,1,1.1186,ST,easy,6,XdaJtcIO9r
0,left,1,0.5843,ST,easy,7,XdaJtcIO9r
1,right,1,0.9278,ST,easy,8,XdaJtcIO9r
0,left,1,0.5943,ST,easy,9,XdaJtcIO9r
1,right,1,0.8429,ST,easy,10,XdaJtcIO9r
0,left,1,0.6676,ST,easy,11,XdaJtcIO9r
0,left,1,0.7525,ST,easy,12,XdaJtcIO9r
1,right,1,1.0099,ST,easy,13,XdaJtcIO9r
0,left,1,0.7402,ST,easy,14,XdaJtcIO9r
0,left,1,0.7819,ST,easy,15,XdaJtcIO9r
0,left,1,0.7925,ST,easy,16,XdaJtcIO9r
1,left,0,4.1223,ST,hard,1,XdaJtcIO9r
0,left,1,1.2138,ST,hard,2,XdaJtcIO9r
0,left,1,1.051,ST,hard,3,XdaJtcIO9r
1,left,0,0.9855,ST,hard,4,XdaJtcIO9r
0,left,1,0.8448,ST,hard,5,XdaJtcIO9r
1,right,1,0.9741,ST,hard,6,XdaJtcIO9r
0,left,1,0.8482,ST,hard,7,XdaJtcIO9r
1,left,0,1.6207,ST,hard,8,XdaJtcIO9r
1,right,1,1.2702,ST,hard,9,XdaJtcIO9r
0,left,1,4.3254,ST,hard,10,XdaJtcIO9r
1,right,1,0.9746,ST,hard,11,XdaJtcIO9r
1,right,1,0.8579,ST,hard,12,XdaJtcIO9r
0,right,0,0.8862,ST,hard,13,XdaJtcIO9r
1,right,1,0.7837,ST,hard,14,XdaJtcIO9r
1,left,0,2.4226,ST,hard,15,XdaJtcIO9r
1,left,0,1.2853,ST,hard,16,XdaJtcIO9r
0,left,1,1.0797,ST,medium,1,XdaJtcIO9r
1,right,1,1.1252,ST,medium,2,XdaJtcIO9r
0,left,1,1.3097,ST,medium,3,XdaJtcIO9r
1,right,1,0.7317,ST,medium,4,XdaJtcIO9r
0,left,1,1.0593,ST,medium,5,XdaJtcIO9r
