id,task,level,EF_w,FR_w,ME_w,PE_w,TI_w,PH_w,OW_w
ntoLpzjCrW,ST,hard,3.3333333333333335,9,15,6.2,6,0,39.53333333333333
ntoLpzjCrW,ST,medium,4,12,15,4,10,0,45
ntoLpzjCrW,ST,easy,3.2666666666666666,14,15,4,14,0,50.266666666666666
12zOSfawTO,MR,hard,1.4666666666666666,0.6666666666666666,2.6666666666666665,6.666666666666666,1.3333333333333333,0.6666666666666666,13.466666666666665
12zOSfawTO,MR,easy,0.6666666666666666,0.3333333333333333,2.6666666666666665,10,1.3333333333333333,0.3333333333333333,15.333333333333332
12zOSfawTO,MR,medium,2.6666666666666665,1.6666666666666667,6.4,5,3.466666666666667,1.6666666666666667,20.866666666666667
12zOSfawTO,MS,medium,3.2,4,2.6666666666666665,0.7333333333333333,3.7333333333333334,1.3333333333333333,15.666666666666668
12zOSfawTO,MS,easy,10,13.333333333333334,6.666666666666667,3.3333333333333335,13.333333333333334,3.3333333333333335,50.00000000000001
12zOSfawTO,MS,hard,16,21.333333333333332,10.666666666666666,1.3333333333333333,21.333333333333332,5.333333333333333,76
12zOSfawTO,ST,hard,10.666666666666666,26.666666666666664,10.666666666666666,2.6666666666666665,16,5.333333333333333,72
12zOSfawTO,ST,easy,11.333333333333334,28.333333333333332,11.2,2,17,5.666666666666667,75.53333333333333
12zOSfawTO,ST,medium,11.333333333333334,28.333333333333332,11.333333333333334,2,17,5.666666666666667,75.66666666666667
DVCsNitb7p,MR,hard,23.733333333333334,9.066666666666666,18,4.866666666666666,30.666666666666664,0,86.33333333333333
DVCsNitb7p,MR,medium,22.133333333333333,9.466666666666667,17.2,4.733333333333333,29.333333333333332,0,82.86666666666667
DVCsNitb7p,MR,easy,17.066666666666666,9.333333333333334,17.6,4.933333333333334,24.666666666666664,0,73.6
DVCsNitb7p,MS,easy,11.2,15.4,27.333333333333332,4,22.666666666666668,0,80.60000000000001
DVCsNitb7p,MS,medium,12.266666666666666,17.6,30.333333333333332,4.933333333333334,25.333333333333332,0,90.46666666666667
DVCsNitb7p,MS,hard,10.933333333333334,17,27.333333333333332,3.2,24,0,82.46666666666667
DVCsNitb7p,ST,hard,17.066666666666666,9.333333333333334,21.333333333333332,4.533333333333333,21.866666666666667,0,74.13333333333333
DVCsNitb7p,ST,medium,22.133333333333333,11.066666666666666,20.53333333333333,4.266666666666667,22.133333333333333,0,80.13333333333333
DVCsNitb7p,ST,easy,17.866666666666667,9.6,24,3.3333333333333335,20.8,0,75.6
sPXXgeOo7t,MR,medium,15,8,21.666666666666664,3.3333333333333335,2,0,50
sPXXgeOo7t,MR,easy,14,5.333333333333333,20,4.666666666666667,2,0,46.00000000000001
sPXXgeOo7t,MR,hard,14,13.333333333333334,25,4,2.3333333333333335,0,58.666666666666664
sPXXgeOo7t,MS,medium,20,20,33.33333333333333,0,14,4.666666666666667,92
sPXXgeOo7t,MS,easy,12,2,23.333333333333332,0,10,3.6666666666666665,51
sPXXgeOo7t,MS,hard,20,20,33.33333333333333,0,20,5.666666666666667,99
sPXXgeOo7t,ST,hard,13.2,13.333333333333334,20,9,2.6666666666666665,6.4,64.6
sPXXgeOo7t,ST,easy,8,2.6666666666666665,13,0,2.3333333333333335,9.333333333333334,35.333333333333336
sPXXgeOo7t,ST,medium,10,9.333333333333334,16,5,5.333333333333333,10.4,56.06666666666667
ujNKR4re1M,MR,medium,20,6.666666666666667,20,11.666666666666666,0,0,58.33333333333333
ujNKR4re1M,MR,hard,15,9.333333333333334,22.666666666666668,16.666666666666664,0.06666666666666667,0,63.733333333333334
ujNKR4re1M,MR,easy,2,2.533333333333333,5.333333333333333,8.333333333333332,0,0,18.199999999999996
ujNKR4re1M,MS,easy,0,18.333333333333332,0,0,0,0,18.333333333333332
ujNKR4re1M,MS,hard,19.8,25,0,12.200000000000001,8,0,65
ujNKR4re1M,MS,medium,18,28.333333333333332,0,4,6,0,56.33333333333333
ujNKR4re1M,ST,easy,6,2.3333333333333335,0,0,5,0,13.333333333333334
ujNKR4re1M,ST,hard,0,6.333333333333333,20,20,33.33333333333333,0,79.66666666666666
ujNKR4re1M,ST,medium,14.200000000000001,3,14,5,23,0,59.2
8EBFmIUfAy,MR,hard,6.666666666666667,13.333333333333332,7,17.333333333333332,2.6666666666666665,0,47
8EBFmIUfAy,MR,medium,6.533333333333333,8.333333333333332,11,13.333333333333334,1.6666666666666667,0,40.86666666666666
8EBFmIUfAy,MR,easy,4.666666666666667,5,6.800000000000001,17.333333333333332,2.933333333333333,0,36.733333333333334
8EBFmIUfAy,MS,medium,21.333333333333332,14.666666666666666,4.333333333333333,5,10.666666666666666,11,67
8EBFmIUfAy,MS,hard,20,20,5.333333333333333,1.6666666666666667,10,16,73
8EBFmIUfAy,MS,easy,8,6.666666666666667,1.7333333333333334,1.6666666666666667,3.3333333333333335,5,26.400000000000002
8EBFmIUfAy,ST,hard,26.666666666666664,4.666666666666667,4.333333333333333,14,20,0,69.66666666666667
8EBFmIUfAy,ST,medium,26.666666666666664,6,4.666666666666667,12,16,0,65.33333333333334
8EBFmIUfAy,ST,easy,18,2.6666666666666665,2.6666666666666665,5,8.266666666666666,0,36.599999999999994
aqEAPJJI8e,MR,easy,9.066666666666666,11,14.4,6,6.266666666666667,9.2,55.93333333333334
aqEAPJJI8e,MR,hard,8.933333333333334,11.600000000000001,14.666666666666666,5.466666666666667,9.066666666666666,6.533333333333333,56.26666666666667
aqEAPJJI8e,MR,medium,6.533333333333333,12.200000000000001,17.066666666666666,5.6,8.666666666666666,7.066666666666666,57.13333333333333
aqEAPJJI8e,MS,easy,3.7333333333333334,13.066666666666666,11.8,6.4,6.4,11.4,52.8
aqEAPJJI8e,MS,medium,4.4,17.066666666666666,10.8,6.533333333333333,8.666666666666666,9.200000000000001,56.66666666666666
aqEAPJJI8e,MS,hard,4.333333333333333,19.466666666666665,10.200000000000001,5.466666666666667,8.266666666666666,12.8,60.53333333333333
aqEAPJJI8e,ST,hard,3.3333333333333335,12.4,0,9.200000000000001,12.266666666666666,14.4,51.6
aqEAPJJI8e,ST,easy,3.533333333333333,13.200000000000001,0,6.800000000000001,13.066666666666666,10.133333333333333,46.733333333333334
aqEAPJJI8e,ST,medium,4.266666666666667,8.8,0,10,14.933333333333334,12.533333333333333,50.53333333333333
rh40WUcVcA,MR,hard,8,0.5333333333333333,14.666666666666666,18.666666666666668,2.6,0,44.46666666666667
rh40WUcVcA,MR,easy,9.866666666666667,4.266666666666667,13.333333333333334,18.4,3.3333333333333335,0,49.199999999999996
rh40WUcVcA,MR,medium,9.6,3.3333333333333335,12.8,13.333333333333334,0,0,39.06666666666667
rh40WUcVcA,MS,easy,14.666666666666666,2.6666666666666665,23.333333333333332,0,1,8.666666666666666,50.33333333333333
rh40WUcVcA,MS,medium,25.066666666666666,5.4,33,0,20,13.333333333333334,96.80000000000001
rh40WUcVcA,MS,hard,26.666666666666668,6.666666666666667,33.33333333333333,0,20,13.333333333333334,100
rh40WUcVcA,ST,hard,18.2,10.666666666666666,25.866666666666667,0,33,3.6666666666666665,91.4
rh40WUcVcA,ST,easy,13,4.933333333333334,16,0,22,3.3333333333333335,59.266666666666666
rh40WUcVcA,ST,medium,18,6.666666666666667,21.866666666666667,0,29.666666666666664,5.066666666666666,81.26666666666667
ky7vtw0gdz,MR,hard,9.466666666666667,3.3333333333333335,24.333333333333332,5,7.466666666666667,0,49.6
ky7vtw0gdz,MR,medium,11.733333333333333,4.533333333333333,26.333333333333332,13.200000000000001,1.8666666666666667,0,57.666666666666664
ky7vtw0gdz,MR,easy,12.8,3.8666666666666667,33,0,26.666666666666668,0,76.33333333333333
ky7vtw0gdz,MS,easy,8.666666666666666,0,13.333333333333334,1.4000000000000001,17.333333333333332,4.266666666666667,45
ky7vtw0gdz,MS,hard,13.333333333333334,0,26.4,16.6,26.4,13.066666666666666,95.8
ky7vtw0gdz,MS,medium,10.133333333333333,0,21.6,9.200000000000001,21.066666666666666,4,66
ky7vtw0gdz,ST,medium,16.6,4.266666666666667,26.133333333333333,10,26.666666666666668,0,83.66666666666667
ky7vtw0gdz,ST,easy,12.8,1.2666666666666666,20.53333333333333,4.2,17.6,0,56.400000000000006
ky7vtw0gdz,ST,hard,20,6.666666666666667,26.666666666666668,13.600000000000001,26.666666666666668,0,93.60000000000001
zvDM8Go5Bd,MR,medium,13,18.666666666666668,26.666666666666664,6.666666666666667,0,0.06666666666666667,65.06666666666666
zvDM8Go5Bd,MR,easy,12.8,5.6,25,6.8,0,0.13333333333333333,50.333333333333336
zvDM8Go5Bd,MR,hard,9,6.4,20,6.666666666666667,0,0.2,42.266666666666666
zvDM8Go5Bd,MS,medium,4.666666666666667,8,21.333333333333332,6,16.666666666666664,0,56.666666666666664
zvDM8Go5Bd,MS,easy,4,0.13333333333333333,8,0,21.666666666666664,0,33.8
zvDM8Go5Bd,MS,hard,6.6,13.333333333333334,26.666666666666668,19,33,0,98.6
zvDM8Go5Bd,ST,easy,8,0,0,0.2,23.666666666666664,0,31.866666666666664
zvDM8Go5Bd,ST,hard,10.8,13.2,16,16,33.33333333333333,0,89.33333333333333
zvDM8Go5Bd,ST,medium,11.333333333333334,11.333333333333334,16,10,33.33333333333333,0,81.99999999999999
7SltMY2Jba,MR,medium,8.8,4.800000000000001,19,4.2,5.2,0,42
7SltMY2Jba,MR,easy,8,9.200000000000001,10.333333333333332,6.2,4.4,0,38.13333333333333
7SltMY2Jba,MR,hard,8.8,10.200000000000001,27.333333333333332,7.4,5.2,0,58.93333333333334
7SltMY2Jba,MS,medium,4.6,24.333333333333332,17.400000000000002,5.6,6,0,57.93333333333334
7SltMY2Jba,MS,easy,1.3333333333333333,9,3.8000000000000003,1.3333333333333333,3.0666666666666664,0,18.533333333333335
7SltMY2Jba,MS,hard,4.933333333333334,22,16.6,14.666666666666666,5.466666666666667,0,63.66666666666667
7SltMY2Jba,ST,hard,10,28.333333333333332,10.666666666666666,15.8,5.6,0,70.39999999999999
7SltMY2Jba,ST,medium,12.4,20.666666666666664,10,6.6000000000000005,7.2,0,56.86666666666667
7SltMY2Jba,ST,easy,9.600000000000001,10.666666666666666,7.466666666666667,1.8,4.533333333333333,0,34.06666666666667
PbOEQpRS9f,MR,easy,0.6666666666666666,6,4.4,0.26666666666666666,0,0,11.333333333333334
PbOEQpRS9f,MR,hard,0.2,2.6666666666666665,0.6666666666666666,7.733333333333333,0.2,0.4,11.866666666666665
PbOEQpRS9f,MR,medium,0,0,0.26666666666666666,8,0,0,8.266666666666667
PbOEQpRS9f,MS,medium,2,2.6666666666666665,1.6666666666666667,0,0,0,6.333333333333334
PbOEQpRS9f,MS,hard,9.466666666666667,26.666666666666668,4,17.6,26.666666666666668,0,84.4
PbOEQpRS9f,MS,easy,0.6666666666666666,2.1333333333333333,0,1.0666666666666667,0,0,3.8666666666666667
PbOEQpRS9f,ST,hard,6.2,4.2,14.933333333333334,4.066666666666666,20,0,49.400000000000006
PbOEQpRS9f,ST,easy,0,0,0,0,0,0,0
PbOEQpRS9f,ST,medium,13,6.666666666666667,3.7333333333333334,3.2666666666666666,16,1.8,44.46666666666666
yTPpr0532t,MR,medium,14.666666666666666,6.666666666666667,13,13.6,0,6.666666666666667,54.599999999999994
yTPpr0532t,MR,easy,16,6.666666666666667,12.200000000000001,8,0,6.933333333333334,49.8
yTPpr0532t,MR,hard,17.866666666666667,6.8,14.200000000000001,9.866666666666667,0,9.333333333333334,58.06666666666667
yTPpr0532t,MS,medium,14,6.8,23.2,0,20,8,72
yTPpr0532t,MS,hard,18,7.466666666666667,25.333333333333332,0,24.8,10.133333333333333,85.73333333333333
yTPpr0532t,MS,easy,13,7.866666666666666,20.266666666666666,0,18.933333333333334,9.333333333333334,69.39999999999999
yTPpr0532t,ST,medium,14.666666666666666,3.3333333333333335,23.333333333333332,5.466666666666667,13.200000000000001,0,60
yTPpr0532t,ST,hard,20,3.6666666666666665,26.333333333333332,6.666666666666667,16,0,72.66666666666667
yTPpr0532t,ST,easy,18.133333333333333,3.6666666666666665,23.333333333333332,4.933333333333334,12.8,0,62.86666666666666
YlvUbMLU90,MR,easy,5.333333333333333,2,11,10,0,2,30.333333333333332
YlvUbMLU90,MR,hard,18.666666666666668,1.3333333333333333,4,20,0,0.6666666666666666,44.66666666666667
YlvUbMLU90,MR,medium,14.666666666666666,1.3333333333333333,4,20,0,1.3333333333333333,41.333333333333336
YlvUbMLU90,MS,easy,10,20,7,0.6666666666666666,22.4,0,60.06666666666666
YlvUbMLU90,MS,hard,13.333333333333334,33.33333333333333,20,4.666666666666667,26.4,0,97.73333333333332
YlvUbMLU90,MS,medium,12.666666666666666,31.666666666666664,18,2,26.666666666666668,0,91
YlvUbMLU90,ST,hard,12.666666666666666,31.666666666666664,19,5.666666666666667,26.4,0,95.39999999999999
YlvUbMLU90,ST,easy,9.333333333333334,21.333333333333332,7,2,16,0,55.66666666666667
YlvUbMLU90,ST,medium,13.2,33.33333333333333,18,5,26.4,0,95.93333333333332
WQyxRdU13t,MR,hard,12,19,13,6,0.6666666666666666,0,50.666666666666664
WQyxRdU13t,MR,easy,2,8.333333333333332,3.6,4,0.2,0,18.133333333333333
WQyxRdU13t,MR,medium,8,13.333333333333332,12,5,0,0,38.33333333333333
WQyxRdU13t,MS,hard,15,3.6666666666666665,18.666666666666668,11.333333333333334,30,0,78.66666666666667
WQyxRdU13t,MS,medium,13.4,4.133333333333333,17.866666666666667,10.933333333333334,29,0,75.33333333333334
WQyxRdU13t,MS,easy,12,3,14.666666666666666,1.3333333333333333,13.333333333333332,0,44.33333333333333
WQyxRdU13t,ST,easy,3.3333333333333335,13.333333333333334,2.3333333333333335,1.6,10,0,30.6
WQyxRdU13t,ST,hard,4.666666666666667,18.666666666666668,2,18.400000000000002,33.33333333333333,0,77.06666666666666
WQyxRdU13t,ST,medium,9.066666666666666,16,3.8,15.600000000000001,31.666666666666664,0,76.13333333333333
u8oFh0ZHHs,MR,medium,0.4,0,1.2000000000000002,9.333333333333334,0,1,11.933333333333335
u8oFh0ZHHs,MR,easy,0,0,4.2,9.866666666666667,0,0,14.066666666666666
u8oFh0ZHHs,MR,hard,0,0,0.6000000000000001,6.133333333333333,0,0,6.7333333333333325
u8oFh0ZHHs,MS,medium,2.1333333333333333,0.7333333333333333,8.266666666666666,0,11.666666666666666,1.6666666666666667,24.466666666666665
u8oFh0ZHHs,MS,hard,7.6,0.8666666666666667,15.466666666666667,3.7333333333333334,13.666666666666666,2,43.333333333333336
u8oFh0ZHHs,MS,easy,1.0666666666666667,0.9333333333333333,1.0666666666666667,4.4,7.666666666666666,0.4,15.533333333333333
u8oFh0ZHHs,ST,hard,0,1,7.866666666666666,7,15.4,0,31.266666666666666
u8oFh0ZHHs,ST,medium,0,1,4.4,7,4.2,0,16.6
u8oFh0ZHHs,ST,easy,0,0.6000000000000001,0.9333333333333333,5,1.6,0,8.133333333333333
lO4tI9SjJX,MR,medium,25.333333333333332,6,31.666666666666664,6,1,0,70
lO4tI9SjJX,MR,hard,25.333333333333332,5.333333333333333,32.33333333333333,8,0.3333333333333333,0,71.33333333333333
lO4tI9SjJX,MR,easy,20,1.3333333333333333,25.333333333333332,1.2000000000000002,0.3333333333333333,0,48.199999999999996
lO4tI9SjJX,MS,easy,16,7.2,10,0,10,0,43.2
lO4tI9SjJX,MS,medium,25.333333333333332,6,16.8,1,25,0,74.13333333333333
lO4tI9SjJX,MS,hard,25.333333333333332,7.333333333333333,18,2.6666666666666665,33,0,86.33333333333333
lO4tI9SjJX,ST,medium,20,16,9.466666666666667,1.3333333333333333,31.666666666666664,0,78.46666666666667
lO4tI9SjJX,ST,hard,19.400000000000002,18.666666666666668,8.666666666666666,3,33.33333333333333,0,83.06666666666666
lO4tI9SjJX,ST,easy,14.8,9.066666666666666,6,0.06666666666666667,18.333333333333332,0,48.266666666666666
5oMH7YJKDi,MR,hard,17.2,17,23.466666666666665,4.266666666666667,1.2666666666666666,0,63.199999999999996
5oMH7YJKDi,MR,easy,0,1,0,0,0,0,1
5oMH7YJKDi,MR,medium,20,15.8,20.266666666666666,5.066666666666666,0,0,61.133333333333326
5oMH7YJKDi,MS,medium,0,0.3333333333333333,0,0,0,0,0.3333333333333333
5oMH7YJKDi,MS,hard,8,2.466666666666667,1.8666666666666667,2,15.733333333333333,0,30.066666666666663
5oMH7YJKDi,MS,easy,0,4,0,0,0,0,4
5oMH7YJKDi,ST,hard,0,0,0.8,12,33.33333333333333,0,46.133333333333326
5oMH7YJKDi,ST,medium,4.933333333333334,3.2,8.533333333333333,3.466666666666667,16.666666666666664,0,36.8
5oMH7YJKDi,ST,easy,0.2,4.2,0.6666666666666666,0.8,0,0,5.866666666666667
wBsXFrRWgF,MR,easy,17.6,10.666666666666666,9.333333333333334,0,0,9.866666666666667,47.46666666666667
wBsXFrRWgF,MR,medium,26.133333333333333,16.333333333333332,12.933333333333334,0,10.933333333333334,12.933333333333334,79.26666666666667
wBsXFrRWgF,MR,hard,25.333333333333332,9,12.933333333333334,0,12.266666666666666,12.933333333333334,72.46666666666667
wBsXFrRWgF,MS,easy,6.666666666666667,4.666666666666667,3.3333333333333335,1.3333333333333333,6.666666666666667,5,27.666666666666668
wBsXFrRWgF,MS,medium,26.133333333333333,12.4,13.2,12.533333333333333,13.066666666666666,20,97.33333333333334
wBsXFrRWgF,MS,hard,26.4,12.533333333333333,13.066666666666666,13.2,12.666666666666666,19.400000000000002,97.26666666666665
wBsXFrRWgF,ST,medium,23.2,11.2,11.333333333333334,0,20,11.2,76.93333333333334
wBsXFrRWgF,ST,easy,16.266666666666666,13.066666666666666,6.266666666666667,0,14,5.466666666666667,55.06666666666666
wBsXFrRWgF,ST,hard,25.866666666666667,20,13.066666666666666,0,19.6,12.8,91.33333333333334
PkgTbVVI07,MR,hard,10.8,9.066666666666666,9.4,13.066666666666666,3,0,45.33333333333333
PkgTbVVI07,MR,medium,12.200000000000001,18.933333333333334,16.6,13.6,3.2666666666666666,0,64.60000000000001
PkgTbVVI07,MR,easy,16.8,22.4,18.6,18.4,1.5333333333333332,0,77.73333333333332
PkgTbVVI07,MS,hard,10.133333333333333,6,27,18.133333333333333,16.400000000000002,0,77.66666666666667
PkgTbVVI07,MS,medium,8.8,5.333333333333333,25.666666666666664,13.6,9.600000000000001,0,63.00000000000001
PkgTbVVI07,MS,easy,4.266666666666667,2.1333333333333333,15.333333333333332,2.6666666666666665,5.800000000000001,0,30.2
