target_present,key,is_correct,rt,task,level,trial,id,pool
0,left,1,6.7151,ST,hard,13,kGWL9y5AS9,pool2
0,right,0,3.0672,ST,hard,14,kGWL9y5AS9,pool2
0,left,1,5.2001,ST,hard,15,kGWL9y5AS9,pool2
0,left,1,4.9185,ST,hard,16,kGWL9y5AS9,pool2
1,left,0,6.8255,ST,medium,1,kGWL9y5AS9,pool2
0,left,1,3.617,ST,medium,2,kGWL9y5AS9,pool2
1,right,1,2.2002,ST,medium,3,kGWL9y5AS9,pool2
0,left,1,4.1322,ST,medium,4,kGWL9y5AS9,pool2
0,left,1,3.4344,ST,medium,5,kGWL9y5AS9,pool2
1,right,1,2.2674,ST,medium,6,kGWL9y5AS9,pool2
1,right,1,2.2711,ST,medium,7,kGWL9y5AS9,pool2
1,right,1,2.0865,ST,medium,8,kGWL9y5AS9,pool2
1,right,1,1.9005,ST,medium,9,kGWL9y5AS9,pool2
1,right,1,2.4505,ST,medium,10,kGWL9y5AS9,pool2
0,left,1,5.9,ST,medium,11,kGWL9y5AS9,pool2
1,right,1,1.8844,ST,medium,12,kGWL9y5AS9,pool2
0,left,1,6.7498,ST,medium,13,kGWL9y5AS9,pool2
0,left,1,2.6328,ST,medium,14,kGWL9y5AS9,pool2
0,left,1,9.2359000000000009,ST,medium,15,kGWL9y5AS9,pool2
1,right,1,1.8199,ST,medium,16,kGWL9y5AS9,pool2
0,left,1,4.9639,ST,easy,1,ntoLpzjCrW,pool2
1,right,1,2.466,ST,easy,2,ntoLpzjCrW,pool2
0,left,1,2.6898,ST,easy,3,ntoLpzjCrW,pool2
1,right,1,2.3543,ST,easy,4,ntoLpzjCrW,pool2
0,left,1,2.0235,ST,easy,5,ntoLpzjCrW,pool2
0,left,1,3.7048,ST,easy,6,ntoLpzjCrW,pool2
0,left,1,2.3843,ST,easy,7,ntoLpzjCrW,pool2
0,left,1,2.45,ST,easy,8,ntoLpzjCrW,pool2
0,left,1,2.0322,ST,easy,9,ntoLpzjCrW,pool2
0,left,1,1.6515,ST,easy,10,ntoLpzjCrW,pool2
1,right,1,2.5346,ST,easy,11,ntoLpzjCrW,pool2
1,right,1,2.2354,ST,easy,12,ntoLpzjCrW,pool2
1,right,1,2.7339,ST,easy,13,ntoLpzjCrW,pool2
1,right,1,1.8343,ST,easy,14,ntoLpzjCrW,pool2
0,left,1,1.6014,ST,easy,15,ntoLpzjCrW,pool2
1,right,1,2.2006,ST,easy,16,ntoLpzjCrW,pool2
0,left,1,14.9949,ST,hard,1,ntoLpzjCrW,pool2
0,left,1,4.4153,ST,hard,2,ntoLpzjCrW,pool2
1,right,1,6.2003,ST,hard,3,ntoLpzjCrW,pool2
0,left,1,5.9493,ST,hard,4,ntoLpzjCrW,pool2
0,left,1,6.8332,ST,hard,5,ntoLpzjCrW,pool2
1,right,1,4.8653,ST,hard,6,ntoLpzjCrW,pool2
1,right,1,4.4333,ST,hard,7,ntoLpzjCrW,pool2
0,left,1,5.966,ST,hard,8,ntoLpzjCrW,pool2
0,right,0,3.8161,ST,hard,9,ntoLpzjCrW,pool2
1,right,1,3.1833,ST,hard,10,ntoLpzjCrW,pool2
0,left,1,7.3749,ST,hard,11,ntoLpzjCrW,pool2
0,left,1,4.0336,ST,hard,12,ntoLpzjCrW,pool2
0,left,1,2.8342,ST,hard,13,ntoLpzjCrW,pool2
1,right,1,2.4165,ST,hard,14,ntoLpzjCrW,pool2
0,left,1,3.1416,ST,hard,15,ntoLpzjCrW,pool2
1,right,1,2.8344,ST,hard,16,ntoLpzjCrW,pool2
1,right,1,4.5469,ST,medium,1,ntoLpzjCrW,pool2
0,left,1,4.2669,ST,medium,2,ntoLpzjCrW,pool2
1,right,1,3.2403,ST,medium,3,ntoLpzjCrW,pool2
1,right,1,5.0052,ST,medium,4,ntoLpzjCrW,pool2
0,left,1,3.2838,ST,medium,5,ntoLpzjCrW,pool2
0,left,1,2.8,ST,medium,6,ntoLpzjCrW,pool2
1,right,1,3.6693,ST,medium,7,ntoLpzjCrW,pool2
0,left,1,3.3506,ST,medium,8,ntoLpzjCrW,pool2
1,right,1,3.1002,ST,medium,9,ntoLpzjCrW,pool2
1,right,1,3.234,ST,medium,10,ntoLpzjCrW,pool2
0,left,1,2.0688,ST,medium,11,ntoLpzjCrW,pool2
1,right,1,2.6036,ST,medium,12,ntoLpzjCrW,pool2
1,right,1,2.9751,ST,medium,13,ntoLpzjCrW,pool2
1,right,1,2.8512,ST,medium,14,ntoLpzjCrW,pool2
1,right,1,2.1001,ST,medium,15,ntoLpzjCrW,pool2
1,right,1,6.2165,ST,medium,16,ntoLpzjCrW,pool2
1,right,1,0.5251,ST,easy,1,12zOSfawTO,pool2
1,right,1,0.5272,ST,easy,2,12zOSfawTO,pool2
1,right,1,0.4381,ST,easy,3,12zOSfawTO,pool2
0,right,0,1.0476,ST,easy,4,12zOSfawTO,pool2
1,right,1,1.0501,ST,easy,5,12zOSfawTO,pool2
0,right,0,1.1351,ST,easy,6,12zOSfawTO,pool2
1,right,1,1.1342,ST,easy,7,12zOSfawTO,pool2
1,right,1,1.4829,ST,easy,8,12zOSfawTO,pool2
1,right,1,0.7878,ST,easy,9,12zOSfawTO,pool2
0,right,0,0.5258,ST,easy,10,12zOSfawTO,pool2
0,right,0,0.2639,ST,easy,11,12zOSfawTO,pool2
0,right,0,0.0902,ST,easy,12,12zOSfawTO,pool2
1,right,1,0.0914,ST,easy,13,12zOSfawTO,pool2
1,right,1,0.0042,ST,easy,14,12zOSfawTO,pool2
1,right,1,0.1772,ST,easy,15,12zOSfawTO,pool2
0,right,0,0.0023,ST,easy,16,12zOSfawTO,pool2
0,left,1,5.3474,ST,hard,1,12zOSfawTO,pool2
0,left,1,1.4031,ST,hard,2,12zOSfawTO,pool2
1,left,0,1.4795,ST,hard,3,12zOSfawTO,pool2
1,left,0,1.7515,ST,hard,4,12zOSfawTO,pool2
1,left,0,2.1036,ST,hard,5,12zOSfawTO,pool2
0,left,1,1.1328,ST,hard,6,12zOSfawTO,pool2
0,left,1,1.0456,ST,hard,7,12zOSfawTO,pool2
0,left,1,1.0482,ST,hard,8,12zOSfawTO,pool2
1,right,1,1.3973,ST,hard,9,12zOSfawTO,pool2
0,right,0,0.4382,ST,hard,10,12zOSfawTO,pool2
1,right,1,0.2646,ST,hard,11,12zOSfawTO,pool2
1,right,1,0.4385,ST,hard,12,12zOSfawTO,pool2
0,right,0,0.1775,ST,hard,13,12zOSfawTO,pool2
1,right,1,0.1779,ST,hard,14,12zOSfawTO,pool2
0,right,0,0.0904,ST,hard,15,12zOSfawTO,pool2
1,right,1,0.2636,ST,hard,16,12zOSfawTO,pool2
0,right,0,0.002,ST,medium,1,12zOSfawTO,pool2
0,right,0,0.1763,ST,medium,2,12zOSfawTO,pool2
0,right,0,0.0025,ST,medium,3,12zOSfawTO,pool2
0,right,0,0.0024,ST,medium,4,12zOSfawTO,pool2
0,right,0,0.091,ST,medium,5,12zOSfawTO,pool2
1,right,1,0.0022,ST,medium,6,12zOSfawTO,pool2
1,right,1,0.09,ST,medium,7,12zOSfawTO,pool2
0,right,0,0.1762,ST,medium,8,12zOSfawTO,pool2
0,right,0,0.0906,ST,medium,9,12zOSfawTO,pool2
0,right,0,0.0901,ST,medium,10,12zOSfawTO,pool2
1,right,1,0.0024,ST,medium,11,12zOSfawTO,pool2
0,right,0,0.1768,ST,medium,12,12zOSfawTO,pool2
1,right,1,0.0025,ST,medium,13,12zOSfawTO,pool2
1,right,1,0.0023,ST,medium,14,12zOSfawTO,pool2
0,right,0,0.092,ST,medium,15,12zOSfawTO,pool2
1,right,1,0.0903,ST,medium,16,12zOSfawTO,pool2
1,right,1,2.4125,ST,easy,1,DVCsNitb7p,pool2
0,left,1,1.1619,ST,easy,2,DVCsNitb7p,pool2
1,right,1,1.4436,ST,easy,3,DVCsNitb7p,pool2
0,left,1,1.2732,ST,easy,4,DVCsNitb7p,pool2
0,left,1,1.103,ST,easy,5,DVCsNitb7p,pool2
1,right,1,1.3556,ST,easy,6,DVCsNitb7p,pool2
0,left,1,1.908,ST,easy,7,DVCsNitb7p,pool2
0,left,1,1.1928,ST,easy,8,DVCsNitb7p,pool2
0,left,1,1.0509,ST,easy,9,DVCsNitb7p,pool2
1,right,1,1.5176,ST,easy,10,DVCsNitb7p,pool2
0,left,1,1.2855,ST,easy,11,DVCsNitb7p,pool2
0,right,0,1.5425,ST,easy,12,DVCsNitb7p,pool2
1,right,1,1.2772,ST,easy,13,DVCsNitb7p,pool2
0,left,1,0.7779,ST,easy,14,DVCsNitb7p,pool2
0,left,1,0.9518,ST,easy,15,DVCsNitb7p,pool2
0,left,1,1.8003,ST,easy,16,DVCsNitb7p,pool2
1,left,0,1.6826,ST,hard,1,DVCsNitb7p,pool2
1,left,0,2.6667,ST,hard,2,DVCsNitb7p,pool2
1,left,0,1.2839,ST,hard,3,DVCsNitb7p,pool2
0,left,1,1.6657,ST,hard,4,DVCsNitb7p,pool2
1,right,1,2.9993,ST,hard,5,DVCsNitb7p,pool2
1,right,1,1.1211,ST,hard,6,DVCsNitb7p,pool2
0,left,1,1.4832,ST,hard,7,DVCsNitb7p,pool2
1,right,1,2.1498,ST,hard,8,DVCsNitb7p,pool2
0,left,1,1.3838,ST,hard,9,DVCsNitb7p,pool2
0,left,1,1.3395,ST,hard,10,DVCsNitb7p,pool2
0,left,1,1.3834,ST,hard,11,DVCsNitb7p,pool2
1,right,1,2.0589,ST,hard,12,DVCsNitb7p,pool2
1,right,1,1.8043,ST,hard,13,DVCsNitb7p,pool2
1,left,0,1.1573,ST,hard,14,DVCsNitb7p,pool2
1,left,0,1.0909,ST,hard,15,DVCsNitb7p,pool2
1,left,0,1.0512,ST,hard,16,DVCsNitb7p,pool2
0,left,1,2.1834,ST,medium,1,DVCsNitb7p,pool2
1,left,0,1.4877,ST,medium,2,DVCsNitb7p,pool2
0,left,1,0.9863,ST,medium,3,DVCsNitb7p,pool2
0,left,1,0.8244,ST,medium,4,DVCsNitb7p,pool2
1,left,0,2.238,ST,medium,5,DVCsNitb7p,pool2
0,right,0,2.0833,ST,medium,6,DVCsNitb7p,pool2
0,right,0,1.32,ST,medium,7,DVCsNitb7p,pool2
0,left,1,1.9937,ST,medium,8,DVCsNitb7p,pool2
0,left,1,1.1254,ST,medium,9,DVCsNitb7p,pool2
0,left,1,0.9989,ST,medium,10,DVCsNitb7p,pool2
1,left,0,1.2619,ST,medium,11,DVCsNitb7p,pool2
0,left,1,0.8938,ST,medium,12,DVCsNitb7p,pool2
0,left,1,0.969,ST,medium,13,DVCsNitb7p,pool2
1,right,1,1.0834,ST,medium,14,DVCsNitb7p,pool2
1,left,0,1.1592,ST,medium,15,DVCsNitb7p,pool2
1,right,1,1.0421,ST,medium,16,DVCsNitb7p,pool2
0,left,1,1.4777,ST,easy,1,sPXXgeOo7t,pool2
0,left,1,1.2533,ST,easy,2,sPXXgeOo7t,pool2
1,right,1,0.9146,ST,easy,3,sPXXgeOo7t,pool2
1,right,1,0.9198,ST,easy,4,sPXXgeOo7t,pool2
0,left,1,0.8752,ST,easy,5,sPXXgeOo7t,pool2
0,left,1,0.7436,ST,easy,6,sPXXgeOo7t,pool2
1,right,1,0.7273,ST,easy,7,sPXXgeOo7t,pool2
0,left,1,1.3296,ST,easy,8,sPXXgeOo7t,pool2
0,left,1,0.8873,ST,easy,9,sPXXgeOo7t,pool2
0,left,1,0.8507,ST,easy,10,sPXXgeOo7t,pool2
1,right,1,1.1965,ST,easy,11,sPXXgeOo7t,pool2
0,left,1,0.6752,ST,easy,12,sPXXgeOo7t,pool2
0,left,1,4.2997,ST,easy,13,sPXXgeOo7t,pool2
1,right,1,1.0398,ST,easy,14,sPXXgeOo7t,pool2
1,right,1,0.8794,ST,easy,15,sPXXgeOo7t,pool2
1,right,1,5.9126,ST,easy,16,sPXXgeOo7t,pool2
1,right,1,1.6046,ST,hard,1,sPXXgeOo7t,pool2
0,left,1,1.509,ST,hard,2,sPXXgeOo7t,pool2
1,right,1,1.4528,ST,hard,3,sPXXgeOo7t,pool2
1,right,1,1.1106,ST,hard,4,sPXXgeOo7t,pool2
0,left,1,1.175,ST,hard,5,sPXXgeOo7t,pool2
1,left,0,1.0493,ST,hard,6,sPXXgeOo7t,pool2
0,right,0,1.119,ST,hard,7,sPXXgeOo7t,pool2
1,left,0,1.1519,ST,hard,8,sPXXgeOo7t,pool2
1,right,1,1.5663,ST,hard,9,sPXXgeOo7t,pool2
1,left,0,0.8613,ST,hard,10,sPXXgeOo7t,pool2
1,left,0,3.8351,ST,hard,11,sPXXgeOo7t,pool2
0,left,1,2.6866,ST,hard,12,sPXXgeOo7t,pool2
1,right,1,2.0134,ST,hard,13,sPXXgeOo7t,pool2
0,left,1,1.942,ST,hard,14,sPXXgeOo7t,pool2
0,left,1,1.797,ST,hard,15,sPXXgeOo7t,pool2
1,right,1,1.7073,ST,hard,16,sPXXgeOo7t,pool2
0,left,1,1.1911,ST,medium,1,sPXXgeOo7t,pool2
0,left,1,1.9286,ST,medium,2,sPXXgeOo7t,pool2
1,right,1,1.5685,ST,medium,3,sPXXgeOo7t,pool2
0,left,1,1.7529,ST,medium,4,sPXXgeOo7t,pool2
1,right,1,1.9777,ST,medium,5,sPXXgeOo7t,pool2
0,left,1,1.4727,ST,medium,6,sPXXgeOo7t,pool2
0,left,1,2.4399,ST,medium,7,sPXXgeOo7t,pool2
1,right,1,1.4879,ST,medium,8,sPXXgeOo7t,pool2
0,left,1,1.5309,ST,medium,9,sPXXgeOo7t,pool2
0,left,1,1.97,ST,medium,10,sPXXgeOo7t,pool2
0,left,1,1.6501,ST,medium,11,sPXXgeOo7t,pool2
0,left,1,1.7025,ST,medium,12,sPXXgeOo7t,pool2
1,right,1,1.6352,ST,medium,13,sPXXgeOo7t,pool2
1,right,1,1.1504,ST,medium,14,sPXXgeOo7t,pool2
1,right,1,1.1925,ST,medium,15,sPXXgeOo7t,pool2
0,left,1,1.5426,ST,medium,16,sPXXgeOo7t,pool2
1,right,1,1.3067,ST,easy,1,ujNKR4re1M,pool2
0,left,1,1.1456,ST,easy,2,ujNKR4re1M,pool2
1,right,1,1.4712,ST,easy,3,ujNKR4re1M,pool2
0,left,1,0.8008,ST,easy,4,ujNKR4re1M,pool2
1,right,1,1.084,ST,easy,5,ujNKR4re1M,pool2
0,left,1,0.7989,ST,easy,6,ujNKR4re1M,pool2
1,right,1,1.2801,ST,easy,7,ujNKR4re1M,pool2
0,left,1,0.6587,ST,easy,8,ujNKR4re1M,pool2
1,right,1,0.8321,ST,easy,9,ujNKR4re1M,pool2
1,right,1,2.3108,ST,easy,10,ujNKR4re1M,pool2
0,left,1,0.9373,ST,easy,11,ujNKR4re1M,pool2
0,left,1,0.8163,ST,easy,12,ujNKR4re1M,pool2
0,left,1,1.2214,ST,easy,13,ujNKR4re1M,pool2
0,left,1,0.6519,ST,easy,14,ujNKR4re1M,pool2
0,left,1,2.0867,ST,easy,15,ujNKR4re1M,pool2
1,right,1,0.7352,ST,easy,16,ujNKR4re1M,pool2
0,left,1,1.2327,ST,hard,1,ujNKR4re1M,pool2
0,left,1,1.3896,ST,hard,2,ujNKR4re1M,pool2
0,left,1,1.092,ST,hard,3,ujNKR4re1M,pool2
1,right,1,1.1905,ST,hard,4,ujNKR4re1M,pool2
0,left,1,1.1312,ST,hard,5,ujNKR4re1M,pool2
0,left,1,1.3375,ST,hard,6,ujNKR4re1M,pool2
0,left,1,1.1658,ST,hard,7,ujNKR4re1M,pool2
0,left,1,1.0913,ST,hard,8,ujNKR4re1M,pool2
1,left,0,1.202,ST,hard,9,ujNKR4re1M,pool2
1,left,0,1.4383,ST,hard,10,ujNKR4re1M,pool2
1,right,1,1.0079,ST,hard,11,ujNKR4re1M,pool2
1,left,0,1.1139,ST,hard,12,ujNKR4re1M,pool2
0,left,1,1.1234,ST,hard,13,ujNKR4re1M,pool2
1,left,0,0.8754,ST,hard,14,ujNKR4re1M,pool2
0,right,0,0.8726,ST,hard,15,ujNKR4re1M,pool2
0,left,1,0.81,ST,hard,16,ujNKR4re1M,pool2
1,left,0,0.63,ST,medium,1,ujNKR4re1M,pool2
0,left,1,0.9065,ST,medium,2,ujNKR4re1M,pool2
1,left,0,1.9128,ST,medium,3,ujNKR4re1M,pool2
0,left,1,0.8593,ST,medium,4,ujNKR4re1M,pool2
1,left,0,1.6575,ST,medium,5,ujNKR4re1M,pool2
0,right,0,0.888,ST,medium,6,ujNKR4re1M,pool2
0,left,1,0.6237,ST,medium,7,ujNKR4re1M,pool2
0,left,1,0.9524,ST,medium,8,ujNKR4re1M,pool2
0,left,1,0.6657,ST,medium,9,ujNKR4re1M,pool2
0,left,1,0.5889,ST,medium,10,ujNKR4re1M,pool2
0,left,1,0.7837,ST,medium,11,ujNKR4re1M,pool2
1,right,1,0.5408,ST,medium,12,ujNKR4re1M,pool2
1,left,0,0.797,ST,medium,13,ujNKR4re1M,pool2
0,left,1,1.0483,ST,medium,14,ujNKR4re1M,pool2
0,left,1,0.8343,ST,medium,15,ujNKR4re1M,pool2
1,right,1,0.6327,ST,medium,16,ujNKR4re1M,pool2
0,left,1,0.9555,ST,easy,1,8EBFmIUfAy,pool2
0,left,1,1.3034,ST,easy,2,8EBFmIUfAy,pool2
1,right,1,0.9591,ST,easy,3,8EBFmIUfAy,pool2
0,left,1,1.2813,ST,easy,4,8EBFmIUfAy,pool2
0,left,1,0.9588,ST,easy,5,8EBFmIUfAy,pool2
1,right,1,0.9839,ST,easy,6,8EBFmIUfAy,pool2
0,left,1,1.0534,ST,easy,7,8EBFmIUfAy,pool2
0,left,1,0.9731,ST,easy,8,8EBFmIUfAy,pool2
0,left,1,0.9671,ST,easy,9,8EBFmIUfAy,pool2
0,left,1,0.9615,ST,easy,10,8EBFmIUfAy,pool2
0,left,1,0.9801,ST,easy,11,8EBFmIUfAy,pool2
0,left,1,0.9579,ST,easy,12,8EBFmIUfAy,pool2
1,right,1,0.6419,ST,easy,13,8EBFmIUfAy,pool2
1,right,1,0.9606,ST,easy,14,8EBFmIUfAy,pool2
0,left,1,0.9579,ST,easy,15,8EBFmIUfAy,pool2
1,right,1,0.6427,ST,easy,16,8EBFmIUfAy,pool2
1,left,0,1.9128,ST,hard,1,8EBFmIUfAy,pool2
1,right,1,1.5846,ST,hard,2,8EBFmIUfAy,pool2
0,left,1,1.3443,ST,hard,3,8EBFmIUfAy,pool2
0,left,1,1.6983,ST,hard,4,8EBFmIUfAy,pool2
0,left,1,1.6027,ST,hard,5,8EBFmIUfAy,pool2
1,left,0,1.5933,ST,hard,6,8EBFmIUfAy,pool2
1,left,0,1.2694,ST,hard,7,8EBFmIUfAy,pool2
1,right,1,1.2772,ST,hard,8,8EBFmIUfAy,pool2
0,left,1,0.967,ST,hard,9,8EBFmIUfAy,pool2
0,left,1,1.2773,ST,hard,10,8EBFmIUfAy,pool2
0,left,1,1.2728,ST,hard,11,8EBFmIUfAy,pool2
1,right,1,0.957,ST,hard,12,8EBFmIUfAy,pool2
1,left,0,1.1132,ST,hard,13,8EBFmIUfAy,pool2
0,left,1,1.2775,ST,hard,14,8EBFmIUfAy,pool2
0,left,1,1.9151,ST,hard,15,8EBFmIUfAy,pool2
0,left,1,1.2705,ST,hard,16,8EBFmIUfAy,pool2
1,right,1,1.2905,ST,medium,1,8EBFmIUfAy,pool2
0,left,1,1.6117,ST,medium,2,8EBFmIUfAy,pool2
1,right,1,1.6278,ST,medium,3,8EBFmIUfAy,pool2
0,left,1,1.2748,ST,medium,4,8EBFmIUfAy,pool2
1,right,1,1.6048,ST,medium,5,8EBFmIUfAy,pool2
0,left,1,1.5101,ST,medium,6,8EBFmIUfAy,pool2
1,right,1,1.6092,ST,medium,7,8EBFmIUfAy,pool2
0,left,1,1.9173,ST,medium,8,8EBFmIUfAy,pool2
0,left,1,1.6027,ST,medium,9,8EBFmIUfAy,pool2
0,left,1,1.6228,ST,medium,10,8EBFmIUfAy,pool2
1,right,1,2.5412,ST,medium,11,8EBFmIUfAy,pool2
0,left,1,1.914,ST,medium,12,8EBFmIUfAy,pool2
0,right,0,1.682,ST,medium,13,8EBFmIUfAy,pool2
1,right,1,1.0356,ST,medium,14,8EBFmIUfAy,pool2
0,left,1,1.3462,ST,medium,15,8EBFmIUfAy,pool2
1,left,0,1.2939,ST,medium,16,8EBFmIUfAy,pool2
0,left,1,2.1005,ST,easy,1,aqEAPJJI8e,pool34
0,left,1,1.4182,ST,easy,2,aqEAPJJI8e,pool34
0,left,1,1.269,ST,easy,3,aqEAPJJI8e,pool34
1,right,1,1.3012,ST,easy,4,aqEAPJJI8e,pool34
1,right,1,1.2851,ST,easy,5,aqEAPJJI8e,pool34
0,left,1,1.347,ST,easy,6,aqEAPJJI8e,pool34
1,right,1,1.4514,ST,easy,7,aqEAPJJI8e,pool34
1,right,1,1.2542,ST,easy,8,aqEAPJJI8e,pool34
0,left,1,1.6774,ST,easy,9,aqEAPJJI8e,pool34
1,right,1,1.0021,ST,easy,10,aqEAPJJI8e,pool34
1,right,1,1.2395,ST,easy,11,aqEAPJJI8e,pool34
1,right,1,7.306,ST,easy,12,aqEAPJJI8e,pool34
0,left,1,1.4513,ST,easy,13,aqEAPJJI8e,pool34
1,right,1,1.1679,ST,easy,14,aqEAPJJI8e,pool34
1,right,1,1.1912,ST,easy,15,aqEAPJJI8e,pool34
0,left,1,1.3954,ST,easy,16,aqEAPJJI8e,pool34
0,left,1,2.7316,ST,hard,1,aqEAPJJI8e,pool34
0,right,0,1.2425,ST,hard,2,aqEAPJJI8e,pool34
0,left,1,1.3052,ST,hard,3,aqEAPJJI8e,pool34
1,right,1,1.9716,ST,hard,4,aqEAPJJI8e,pool34
0,left,1,5.225,ST,hard,5,aqEAPJJI8e,pool34
1,left,0,2.3856,ST,hard,6,aqEAPJJI8e,pool34
1,left,0,2.2,ST,hard,7,aqEAPJJI8e,pool34
0,right,0,2.2842,ST,hard,8,aqEAPJJI8e,pool34
0,left,1,2.1694,ST,hard,9,aqEAPJJI8e,pool34
1,left,0,2.6005,ST,hard,10,aqEAPJJI8e,pool34
1,right,1,2.0497,ST,hard,11,aqEAPJJI8e,pool34
1,right,1,2.5056,ST,hard,12,aqEAPJJI8e,pool34
1,left,0,2.5222,ST,hard,13,aqEAPJJI8e,pool34
0,left,1,1.952,ST,hard,14,aqEAPJJI8e,pool34
1,right,1,2.8595,ST,hard,15,aqEAPJJI8e,pool34
1,right,1,2.0416,ST,hard,16,aqEAPJJI8e,pool34
1,right,1,1.5833,ST,medium,1,aqEAPJJI8e,pool34
1,right,1,1.2529,ST,medium,2,aqEAPJJI8e,pool34
1,right,1,1.3888,ST,medium,3,aqEAPJJI8e,pool34
1,right,1,1.4352,ST,medium,4,aqEAPJJI8e,pool34
0,left,1,1.3181,ST,medium,5,aqEAPJJI8e,pool34
1,right,1,1.8683,ST,medium,6,aqEAPJJI8e,pool34
1,right,1,1.3013,ST,medium,7,aqEAPJJI8e,pool34
1,right,1,1.2853,ST,medium,8,aqEAPJJI8e,pool34
1,right,1,1.2905,ST,medium,9,aqEAPJJI8e,pool34
0,left,1,1.4993,ST,medium,10,aqEAPJJI8e,pool34
1,right,1,1.3954,ST,medium,11,aqEAPJJI8e,pool34
0,left,1,1.6394,ST,medium,12,aqEAPJJI8e,pool34
0,right,0,1.6334,ST,medium,13,aqEAPJJI8e,pool34
1,left,0,1.3264,ST,medium,14,aqEAPJJI8e,pool34
0,left,1,1.3785,ST,medium,15,aqEAPJJI8e,pool34
1,right,1,1.6496,ST,medium,16,aqEAPJJI8e,pool34
0,left,1,1.2592,ST,easy,1,rh40WUcVcA,pool34
1,right,1,0.8991,ST,easy,2,rh40WUcVcA,pool34
0,left,1,0.8983,ST,easy,3,rh40WUcVcA,pool34
0,left,1,0.7299,ST,easy,4,rh40WUcVcA,pool34
1,right,1,1.3088,ST,easy,5,rh40WUcVcA,pool34
0,left,1,1.0832,ST,easy,6,rh40WUcVcA,pool34
1,right,1,0.9077,ST,easy,7,rh40WUcVcA,pool34
1,left,0,0.897,ST,easy,8,rh40WUcVcA,pool34
0,right,0,0.7234,ST,easy,9,rh40WUcVcA,pool34
0,left,1,0.9047,ST,easy,10,rh40WUcVcA,pool34
0,left,1,0.9003,ST,easy,11,rh40WUcVcA,pool34
0,left,1,0.7229,ST,easy,12,rh40WUcVcA,pool34
1,right,1,1.0775,ST,easy,13,rh40WUcVcA,pool34
1,left,0,0.7224,ST,easy,14,rh40WUcVcA,pool34
1,left,0,0.8978,ST,easy,15,rh40WUcVcA,pool34
1,right,1,0.7268,ST,easy,16,rh40WUcVcA,pool34
1,left,0,1.8142,ST,hard,1,rh40WUcVcA,pool34
1,left,0,1.4425,ST,hard,2,rh40WUcVcA,pool34
1,left,0,4.2789,ST,hard,3,rh40WUcVcA,pool34
1,right,1,0.914,ST,hard,4,rh40WUcVcA,pool34
1,right,1,1.2624,ST,hard,5,rh40WUcVcA,pool34
1,left,0,2.4991,ST,hard,6,rh40WUcVcA,pool34
0,right,0,2.4905,ST,hard,7,rh40WUcVcA,pool34
0,right,0,0.8977,ST,hard,8,rh40WUcVcA,pool34
0,right,0,1.2527,ST,hard,9,rh40WUcVcA,pool34
0,right,0,1.0732,ST,hard,10,rh40WUcVcA,pool34
0,right,0,1.7883,ST,hard,11,rh40WUcVcA,pool34
1,left,0,1.4297,ST,hard,12,rh40WUcVcA,pool34
1,right,1,0.9024,ST,hard,13,rh40WUcVcA,pool34
0,left,1,0.9037,ST,hard,14,rh40WUcVcA,pool34
0,left,1,2.6811,ST,hard,15,rh40WUcVcA,pool34
0,left,1,1.6069,ST,hard,16,rh40WUcVcA,pool34
1,left,0,0.9026,ST,medium,1,rh40WUcVcA,pool34
1,left,0,1.114,ST,medium,2,rh40WUcVcA,pool34
1,right,1,1.2614,ST,medium,3,rh40WUcVcA,pool34
1,right,1,1.4297,ST,medium,4,rh40WUcVcA,pool34
0,left,1,1.0757,ST,medium,5,rh40WUcVcA,pool34
0,right,0,1.0843,ST,medium,6,rh40WUcVcA,pool34
1,left,0,2.8647,ST,medium,7,rh40WUcVcA,pool34
0,left,1,1.2615,ST,medium,8,rh40WUcVcA,pool34
1,left,0,3.0506,ST,medium,9,rh40WUcVcA,pool34
0,left,1,0.9042,ST,medium,10,rh40WUcVcA,pool34
0,left,1,0.7262,ST,medium,11,rh40WUcVcA,pool34
0,left,1,0.9016,ST,medium,12,rh40WUcVcA,pool34
0,left,1,0.9028,ST,medium,13,rh40WUcVcA,pool34
1,right,1,1.0756,ST,medium,14,rh40WUcVcA,pool34
1,left,0,1.2591,ST,medium,15,rh40WUcVcA,pool34
1,left,0,0.8982,ST,medium,16,rh40WUcVcA,pool34
1,right,1,1.6781,ST,easy,1,ky7vtw0gdz,pool34
1,right,1,0.7071,ST,easy,2,ky7vtw0gdz,pool34
1,right,1,0.8136,ST,easy,3,ky7vtw0gdz,pool34
1,right,1,0.983,ST,easy,4,ky7vtw0gdz,pool34
0,left,1,0.8085,ST,easy,5,ky7vtw0gdz,pool34
0,left,1,0.76,ST,easy,6,ky7vtw0gdz,pool34
1,right,1,0.5269,ST,easy,7,ky7vtw0gdz,pool34
0,left,1,0.8088,ST,easy,8,ky7vtw0gdz,pool34
1,right,1,0.5821,ST,easy,9,ky7vtw0gdz,pool34
0,left,1,1.0398,ST,easy,10,ky7vtw0gdz,pool34
1,right,1,0.5947,ST,easy,11,ky7vtw0gdz,pool34
1,left,0,0.6548,ST,easy,12,ky7vtw0gdz,pool34
0,right,0,0.8329,ST,easy,13,ky7vtw0gdz,pool34
0,left,1,0.8876,ST,easy,14,ky7vtw0gdz,pool34
1,right,1,0.6763,ST,easy,15,ky7vtw0gdz,pool34
