target_present,key,is_correct,rt,task,level,trial,id,pool
1,right,1,0.6194,ST,easy,16,ky7vtw0gdz,pool34
0,left,1,1.3305,ST,hard,1,ky7vtw0gdz,pool34
0,left,1,1.1288,ST,hard,2,ky7vtw0gdz,pool34
0,left,1,1.1279,ST,hard,3,ky7vtw0gdz,pool34
0,left,1,1.4578,ST,hard,4,ky7vtw0gdz,pool34
1,right,1,1.0999,ST,hard,5,ky7vtw0gdz,pool34
0,left,1,0.8537,ST,hard,6,ky7vtw0gdz,pool34
0,left,1,0.961,ST,hard,7,ky7vtw0gdz,pool34
1,right,1,0.8938,ST,hard,8,ky7vtw0gdz,pool34
1,left,0,1.1205,ST,hard,9,ky7vtw0gdz,pool34
1,right,1,1.6985,ST,hard,10,ky7vtw0gdz,pool34
0,right,0,0.9745,ST,hard,11,ky7vtw0gdz,pool34
0,left,1,1.0815,ST,hard,12,ky7vtw0gdz,pool34
1,right,1,0.8004,ST,hard,13,ky7vtw0gdz,pool34
1,left,0,0.7676,ST,hard,14,ky7vtw0gdz,pool34
0,left,1,0.8671,ST,hard,15,ky7vtw0gdz,pool34
1,left,0,0.9131,ST,hard,16,ky7vtw0gdz,pool34
0,left,1,1.962,ST,medium,1,ky7vtw0gdz,pool34
0,left,1,1.0088,ST,medium,2,ky7vtw0gdz,pool34
1,left,0,0.9126,ST,medium,3,ky7vtw0gdz,pool34
1,right,1,1.1603,ST,medium,4,ky7vtw0gdz,pool34
1,left,0,1.8342,ST,medium,5,ky7vtw0gdz,pool34
0,left,1,0.8938,ST,medium,6,ky7vtw0gdz,pool34
0,left,1,2.2358,ST,medium,7,ky7vtw0gdz,pool34
1,right,1,0.9784,ST,medium,8,ky7vtw0gdz,pool34
1,right,1,1.5546,ST,medium,9,ky7vtw0gdz,pool34
0,right,0,1.8343,ST,medium,10,ky7vtw0gdz,pool34
1,right,1,1.5256,ST,medium,11,ky7vtw0gdz,pool34
0,left,1,1.0403,ST,medium,12,ky7vtw0gdz,pool34
1,right,1,2.2763,ST,medium,13,ky7vtw0gdz,pool34
1,right,1,3.4294,ST,medium,14,ky7vtw0gdz,pool34
0,left,1,2.2869,ST,medium,15,ky7vtw0gdz,pool34
0,left,1,3.2145,ST,medium,16,ky7vtw0gdz,pool34
1,right,1,1.8839,ST,easy,1,zvDM8Go5Bd,pool34
0,left,1,2.1108,ST,easy,2,zvDM8Go5Bd,pool34
0,left,1,1.3802,ST,easy,3,zvDM8Go5Bd,pool34
1,right,1,1.1566,ST,easy,4,zvDM8Go5Bd,pool34
0,left,1,1.8605,ST,easy,5,zvDM8Go5Bd,pool34
0,left,1,1.1622,ST,easy,6,zvDM8Go5Bd,pool34
1,right,1,0.9917,ST,easy,7,zvDM8Go5Bd,pool34
1,right,1,0.9507,ST,easy,8,zvDM8Go5Bd,pool34
1,right,1,0.9868,ST,easy,9,zvDM8Go5Bd,pool34
0,left,1,0.994,ST,easy,10,zvDM8Go5Bd,pool34
0,left,1,0.9531,ST,easy,11,zvDM8Go5Bd,pool34
1,right,1,0.9544,ST,easy,12,zvDM8Go5Bd,pool34
1,right,1,0.7185,ST,easy,13,zvDM8Go5Bd,pool34
0,left,1,1.1641,ST,easy,14,zvDM8Go5Bd,pool34
0,left,1,0.9387,ST,easy,15,zvDM8Go5Bd,pool34
0,left,1,0.7532,ST,easy,16,zvDM8Go5Bd,pool34
0,left,1,2.8136,ST,hard,1,zvDM8Go5Bd,pool34
0,left,1,1.9624,ST,hard,2,zvDM8Go5Bd,pool34
0,left,1,1.4253,ST,hard,3,zvDM8Go5Bd,pool34
1,right,1,1.1929,ST,hard,4,zvDM8Go5Bd,pool34
0,right,0,1.1825,ST,hard,5,zvDM8Go5Bd,pool34
1,right,1,1.6682,ST,hard,6,zvDM8Go5Bd,pool34
0,left,1,1.2108,ST,hard,7,zvDM8Go5Bd,pool34
0,left,1,1.4215,ST,hard,8,zvDM8Go5Bd,pool34
0,left,1,1.2147,ST,hard,9,zvDM8Go5Bd,pool34
0,left,1,0.9342,ST,hard,10,zvDM8Go5Bd,pool34
0,left,1,0.9468,ST,hard,11,zvDM8Go5Bd,pool34
0,left,1,0.9535,ST,hard,12,zvDM8Go5Bd,pool34
1,right,1,2.0387,ST,hard,13,zvDM8Go5Bd,pool34
1,left,0,1.1381,ST,hard,14,zvDM8Go5Bd,pool34
1,left,0,0.9858,ST,hard,15,zvDM8Go5Bd,pool34
0,left,1,1.1558,ST,hard,16,zvDM8Go5Bd,pool34
1,right,1,1.3983,ST,medium,1,zvDM8Go5Bd,pool34
1,right,1,1.2129,ST,medium,2,zvDM8Go5Bd,pool34
1,right,1,0.9755,ST,medium,3,zvDM8Go5Bd,pool34
0,left,1,1.1723,ST,medium,4,zvDM8Go5Bd,pool34
1,right,1,0.9371,ST,medium,5,zvDM8Go5Bd,pool34
1,left,0,1.2626,ST,medium,6,zvDM8Go5Bd,pool34
0,left,1,0.9519,ST,medium,7,zvDM8Go5Bd,pool34
0,left,1,0.972,ST,medium,8,zvDM8Go5Bd,pool34
0,left,1,0.9483,ST,medium,9,zvDM8Go5Bd,pool34
0,left,1,1.4401,ST,medium,10,zvDM8Go5Bd,pool34
0,left,1,0.9197,ST,medium,11,zvDM8Go5Bd,pool34
0,left,1,0.9937,ST,medium,12,zvDM8Go5Bd,pool34
1,right,1,0.9606,ST,medium,13,zvDM8Go5Bd,pool34
0,left,1,1.6974,ST,medium,14,zvDM8Go5Bd,pool34
1,right,1,0.9303,ST,medium,15,zvDM8Go5Bd,pool34
1,right,1,0.9782,ST,medium,16,zvDM8Go5Bd,pool34
1,right,1,0.991,ST,easy,1,7SltMY2Jba,pool34
1,right,1,0.689,ST,easy,2,7SltMY2Jba,pool34
1,right,1,0.718,ST,easy,3,7SltMY2Jba,pool34
0,left,1,0.926,ST,easy,4,7SltMY2Jba,pool34
0,left,1,0.903,ST,easy,5,7SltMY2Jba,pool34
0,left,1,0.774,ST,easy,6,7SltMY2Jba,pool34
0,left,1,0.715,ST,easy,7,7SltMY2Jba,pool34
1,right,1,0.598,ST,easy,8,7SltMY2Jba,pool34
0,left,1,1.875,ST,easy,9,7SltMY2Jba,pool34
1,right,1,1.239,ST,easy,10,7SltMY2Jba,pool34
0,left,1,0.754,ST,easy,11,7SltMY2Jba,pool34
1,right,1,1.008,ST,easy,12,7SltMY2Jba,pool34
0,left,1,0.7,ST,easy,13,7SltMY2Jba,pool34
0,left,1,0.815,ST,easy,14,7SltMY2Jba,pool34
1,right,1,0.88,ST,easy,15,7SltMY2Jba,pool34
1,right,1,0.568,ST,easy,16,7SltMY2Jba,pool34
1,right,1,2.459,ST,hard,1,7SltMY2Jba,pool34
0,left,1,1.135,ST,hard,2,7SltMY2Jba,pool34
0,right,0,1.519,ST,hard,3,7SltMY2Jba,pool34
1,left,0,2.453,ST,hard,4,7SltMY2Jba,pool34
1,left,0,1.596,ST,hard,5,7SltMY2Jba,pool34
1,right,1,1.379,ST,hard,6,7SltMY2Jba,pool34
1,left,0,1.378,ST,hard,7,7SltMY2Jba,pool34
0,left,1,1.621,ST,hard,8,7SltMY2Jba,pool34
1,right,1,0.858,ST,hard,9,7SltMY2Jba,pool34
0,left,1,0.921,ST,hard,10,7SltMY2Jba,pool34
0,right,0,0.973,ST,hard,11,7SltMY2Jba,pool34
1,right,1,0.805,ST,hard,12,7SltMY2Jba,pool34
0,left,1,0.761,ST,hard,13,7SltMY2Jba,pool34
0,left,1,0.854,ST,hard,14,7SltMY2Jba,pool34
0,left,1,0.972,ST,hard,15,7SltMY2Jba,pool34
1,right,1,1.802,ST,hard,16,7SltMY2Jba,pool34
1,right,1,1.128,ST,medium,1,7SltMY2Jba,pool34
0,left,1,0.955,ST,medium,2,7SltMY2Jba,pool34
1,right,1,1.183,ST,medium,3,7SltMY2Jba,pool34
1,right,1,1.207,ST,medium,4,7SltMY2Jba,pool34
0,right,0,1.537,ST,medium,5,7SltMY2Jba,pool34
1,right,1,0.619,ST,medium,6,7SltMY2Jba,pool34
1,right,1,1.483,ST,medium,7,7SltMY2Jba,pool34
0,left,1,0.726,ST,medium,8,7SltMY2Jba,pool34
0,left,1,1.785,ST,medium,9,7SltMY2Jba,pool34
1,right,1,0.954,ST,medium,10,7SltMY2Jba,pool34
1,left,0,0.735,ST,medium,11,7SltMY2Jba,pool34
1,right,1,0.906,ST,medium,12,7SltMY2Jba,pool34
1,right,1,0.668,ST,medium,13,7SltMY2Jba,pool34
0,left,1,0.865,ST,medium,14,7SltMY2Jba,pool34
1,right,1,0.611,ST,medium,15,7SltMY2Jba,pool34
1,right,1,1.107,ST,medium,16,7SltMY2Jba,pool34
0,left,1,1.133,ST,easy,1,PbOEQpRS9f,pool34
1,left,0,0.568,ST,easy,2,PbOEQpRS9f,pool34
0,left,1,1.515,ST,easy,3,PbOEQpRS9f,pool34
0,right,0,8.881,ST,easy,4,PbOEQpRS9f,pool34
0,left,1,0.703,ST,easy,5,PbOEQpRS9f,pool34
1,right,1,1.032,ST,easy,6,PbOEQpRS9f,pool34
1,right,1,0.525,ST,easy,7,PbOEQpRS9f,pool34
0,left,1,1.183,ST,easy,8,PbOEQpRS9f,pool34
0,left,1,0.768,ST,easy,9,PbOEQpRS9f,pool34
0,right,0,0.766,ST,easy,10,PbOEQpRS9f,pool34
0,left,1,0.85,ST,easy,11,PbOEQpRS9f,pool34
1,right,1,0.784,ST,easy,12,PbOEQpRS9f,pool34
0,left,1,0.932,ST,easy,13,PbOEQpRS9f,pool34
0,left,1,1.046,ST,easy,14,PbOEQpRS9f,pool34
0,left,1,0.635,ST,easy,15,PbOEQpRS9f,pool34
1,right,1,0.783,ST,easy,16,PbOEQpRS9f,pool34
1,right,1,3.988,ST,hard,1,PbOEQpRS9f,pool34
1,left,0,4.165,ST,hard,2,PbOEQpRS9f,pool34
0,left,1,1.538,ST,hard,3,PbOEQpRS9f,pool34
1,left,0,1.134,ST,hard,4,PbOEQpRS9f,pool34
1,right,1,0.7,ST,hard,5,PbOEQpRS9f,pool34
1,left,0,0.887,ST,hard,6,PbOEQpRS9f,pool34
0,left,1,0.818,ST,hard,7,PbOEQpRS9f,pool34
1,left,0,0.615,ST,hard,8,PbOEQpRS9f,pool34
1,left,0,0.721,ST,hard,9,PbOEQpRS9f,pool34
1,right,1,1.7,ST,hard,10,PbOEQpRS9f,pool34
1,left,0,0.438,ST,hard,11,PbOEQpRS9f,pool34
1,right,1,0.55,ST,hard,12,PbOEQpRS9f,pool34
1,left,0,1.599,ST,hard,13,PbOEQpRS9f,pool34
1,right,1,3.817,ST,hard,14,PbOEQpRS9f,pool34
1,right,1,0.334,ST,hard,15,PbOEQpRS9f,pool34
1,left,0,0.482,ST,hard,16,PbOEQpRS9f,pool34
0,left,1,0.879,ST,medium,1,PbOEQpRS9f,pool34
0,right,0,7.605,ST,medium,2,PbOEQpRS9f,pool34
1,left,0,0.658,ST,medium,3,PbOEQpRS9f,pool34
0,left,1,0.618,ST,medium,4,PbOEQpRS9f,pool34
1,left,0,0.801,ST,medium,5,PbOEQpRS9f,pool34
1,right,1,14.578,ST,medium,6,PbOEQpRS9f,pool34
1,right,1,0.966,ST,medium,7,PbOEQpRS9f,pool34
0,left,1,4.122,ST,medium,8,PbOEQpRS9f,pool34
0,right,0,0.852,ST,medium,9,PbOEQpRS9f,pool34
0,left,1,0.737,ST,medium,10,PbOEQpRS9f,pool34
1,right,1,0.844,ST,medium,11,PbOEQpRS9f,pool34
1,left,0,0.534,ST,medium,12,PbOEQpRS9f,pool34
1,right,1,0.334,ST,medium,13,PbOEQpRS9f,pool34
0,left,1,0.336,ST,medium,14,PbOEQpRS9f,pool34
1,right,1,0.432,ST,medium,15,PbOEQpRS9f,pool34
0,right,0,0.429,ST,medium,16,PbOEQpRS9f,pool34
1,right,1,2.0368,ST,easy,1,yTPpr0532t,pool34
0,left,1,1.2895,ST,easy,2,yTPpr0532t,pool34
1,right,1,1.304,ST,easy,3,yTPpr0532t,pool34
0,left,1,1.4692,ST,easy,4,yTPpr0532t,pool34
1,right,1,3.5747,ST,easy,5,yTPpr0532t,pool34
0,left,1,1.183,ST,easy,6,yTPpr0532t,pool34
1,right,1,1.4129,ST,easy,7,yTPpr0532t,pool34
1,right,1,1.3184,ST,easy,8,yTPpr0532t,pool34
1,right,1,1.3475,ST,easy,9,yTPpr0532t,pool34
1,right,1,1.1173,ST,easy,10,yTPpr0532t,pool34
1,right,1,2.309,ST,easy,11,yTPpr0532t,pool34
1,right,1,1.2351,ST,easy,12,yTPpr0532t,pool34
0,left,1,2.0004,ST,easy,13,yTPpr0532t,pool34
0,left,1,1.6119,ST,easy,14,yTPpr0532t,pool34
0,left,1,1.2477,ST,easy,15,yTPpr0532t,pool34
0,left,1,4.7461,ST,easy,16,yTPpr0532t,pool34
0,right,0,20.5932,ST,hard,1,yTPpr0532t,pool34
0,left,1,7.1163,ST,hard,2,yTPpr0532t,pool34
1,left,0,5.7236,ST,hard,3,yTPpr0532t,pool34
1,right,1,3.2999,ST,hard,4,yTPpr0532t,pool34
0,left,1,2.9667,ST,hard,5,yTPpr0532t,pool34
1,left,0,3.7072,ST,hard,6,yTPpr0532t,pool34
0,left,1,2.7458,ST,hard,7,yTPpr0532t,pool34
0,left,1,7.2968,ST,hard,8,yTPpr0532t,pool34
1,right,1,3.3089,ST,hard,9,yTPpr0532t,pool34
1,right,1,4.7773,ST,hard,10,yTPpr0532t,pool34
0,left,1,3.2076,ST,hard,11,yTPpr0532t,pool34
1,right,1,5.7629,ST,hard,12,yTPpr0532t,pool34
1,right,1,3.7423,ST,hard,13,yTPpr0532t,pool34
1,right,1,5.1456,ST,hard,14,yTPpr0532t,pool34
0,left,1,4.5113,ST,hard,15,yTPpr0532t,pool34
1,right,1,2.5121000000000002,ST,hard,16,yTPpr0532t,pool34
0,left,1,11.2109,ST,medium,1,yTPpr0532t,pool34
0,left,1,4.5607,ST,medium,2,yTPpr0532t,pool34
0,left,1,5.4606,ST,medium,3,yTPpr0532t,pool34
1,right,1,3.1932,ST,medium,4,yTPpr0532t,pool34
1,right,1,3.1743,ST,medium,5,yTPpr0532t,pool34
0,left,1,9.2184,ST,medium,6,yTPpr0532t,pool34
1,right,1,4.3774,ST,medium,7,yTPpr0532t,pool34
1,right,1,4.359,ST,medium,8,yTPpr0532t,pool34
0,left,1,3.6723,ST,medium,9,yTPpr0532t,pool34
1,right,1,3.245,ST,medium,10,yTPpr0532t,pool34
1,right,1,2.1754,ST,medium,11,yTPpr0532t,pool34
1,right,1,2.3858,ST,medium,12,yTPpr0532t,pool34
1,right,1,2.6722,ST,medium,13,yTPpr0532t,pool34
0,left,1,4.5601,ST,medium,14,yTPpr0532t,pool34
1,left,0,2.1058,ST,medium,15,yTPpr0532t,pool34
1,right,1,3.1448,ST,medium,16,yTPpr0532t,pool34
1,right,1,2.7654,ST,easy,1,YlvUbMLU90,pool34
1,right,1,2.1083,ST,easy,2,YlvUbMLU90,pool34
0,left,1,2.8687,ST,easy,3,YlvUbMLU90,pool34
1,right,1,1.9035,ST,easy,4,YlvUbMLU90,pool34
0,left,1,1.9879,ST,easy,5,YlvUbMLU90,pool34
1,right,1,1.8335,ST,easy,6,YlvUbMLU90,pool34
1,right,1,1.5501,ST,easy,7,YlvUbMLU90,pool34
0,left,1,1.984,ST,easy,8,YlvUbMLU90,pool34
1,right,1,1.952,ST,easy,9,YlvUbMLU90,pool34
1,right,1,1.5029,ST,easy,10,YlvUbMLU90,pool34
0,left,1,1.8172,ST,easy,11,YlvUbMLU90,pool34
1,right,1,1.8337,ST,easy,12,YlvUbMLU90,pool34
1,right,1,2.4671,ST,easy,13,YlvUbMLU90,pool34
0,left,1,1.8836,ST,easy,14,YlvUbMLU90,pool34
1,right,1,1.6507,ST,easy,15,YlvUbMLU90,pool34
0,left,1,1.7335,ST,easy,16,YlvUbMLU90,pool34
0,left,1,4.482,ST,hard,1,YlvUbMLU90,pool34
0,left,1,2.266,ST,hard,2,YlvUbMLU90,pool34
1,left,0,2.1333,ST,hard,3,YlvUbMLU90,pool34
1,left,0,1.941,ST,hard,4,YlvUbMLU90,pool34
1,left,0,1.4837,ST,hard,5,YlvUbMLU90,pool34
0,left,1,1.436,ST,hard,6,YlvUbMLU90,pool34
0,left,1,1.4051,ST,hard,7,YlvUbMLU90,pool34
1,left,0,1.5179,ST,hard,8,YlvUbMLU90,pool34
0,left,1,1.2338,ST,hard,9,YlvUbMLU90,pool34
0,left,1,1.1695,ST,hard,10,YlvUbMLU90,pool34
1,right,1,2.5861,ST,hard,11,YlvUbMLU90,pool34
0,right,0,1.5836,ST,hard,12,YlvUbMLU90,pool34
0,left,1,1.8969,ST,hard,13,YlvUbMLU90,pool34
1,left,0,1.283,ST,hard,14,YlvUbMLU90,pool34
0,left,1,1.3698,ST,hard,15,YlvUbMLU90,pool34
1,left,0,1.2388,ST,hard,16,YlvUbMLU90,pool34
0,left,1,2.0812,ST,medium,1,YlvUbMLU90,pool34
0,left,1,1.4019,ST,medium,2,YlvUbMLU90,pool34
0,left,1,0.6344,ST,medium,3,YlvUbMLU90,pool34
0,right,0,2.2841,ST,medium,4,YlvUbMLU90,pool34
1,right,1,1.5671,ST,medium,5,YlvUbMLU90,pool34
1,left,0,3.271,ST,medium,6,YlvUbMLU90,pool34
1,right,1,1.4504,ST,medium,7,YlvUbMLU90,pool34
1,left,0,1.7208,ST,medium,8,YlvUbMLU90,pool34
1,right,1,1.205,ST,medium,9,YlvUbMLU90,pool34
1,left,0,1.1551,ST,medium,10,YlvUbMLU90,pool34
1,right,1,1.1505,ST,medium,11,YlvUbMLU90,pool34
0,left,1,1.0671,ST,medium,12,YlvUbMLU90,pool34
1,right,1,1.1668,ST,medium,13,YlvUbMLU90,pool34
1,right,1,1.0565,ST,medium,14,YlvUbMLU90,pool34
1,right,1,0.8901,ST,medium,15,YlvUbMLU90,pool34
1,right,1,0.9671,ST,medium,16,YlvUbMLU90,pool34
0,left,1,2.263,ST,easy,1,WQyxRdU13t,pool34
1,right,1,2.589,ST,easy,2,WQyxRdU13t,pool34
0,left,1,1.684,ST,easy,3,WQyxRdU13t,pool34
1,right,1,1.914,ST,easy,4,WQyxRdU13t,pool34
1,right,1,2.03,ST,easy,5,WQyxRdU13t,pool34
1,right,1,1.397,ST,easy,6,WQyxRdU13t,pool34
1,right,1,1.847,ST,easy,7,WQyxRdU13t,pool34
0,left,1,1.469,ST,easy,8,WQyxRdU13t,pool34
1,right,1,1.667,ST,easy,9,WQyxRdU13t,pool34
1,right,1,1.702,ST,easy,10,WQyxRdU13t,pool34
0,left,1,3.637,ST,easy,11,WQyxRdU13t,pool34
1,right,1,1.691,ST,easy,12,WQyxRdU13t,pool34
0,left,1,1.665,ST,easy,13,WQyxRdU13t,pool34
0,left,1,1.387,ST,easy,14,WQyxRdU13t,pool34
0,left,1,1.161,ST,easy,15,WQyxRdU13t,pool34
0,left,1,1.393,ST,easy,16,WQyxRdU13t,pool34
1,right,1,2.791,ST,hard,1,WQyxRdU13t,pool34
0,left,1,1.335,ST,hard,2,WQyxRdU13t,pool34
1,right,1,1.7,ST,hard,3,WQyxRdU13t,pool34
1,left,0,1.416,ST,hard,4,WQyxRdU13t,pool34
0,left,1,1.171,ST,hard,5,WQyxRdU13t,pool34
1,left,0,1.354,ST,hard,6,WQyxRdU13t,pool34
0,left,1,2.596,ST,hard,7,WQyxRdU13t,pool34
0,left,1,2.018,ST,hard,8,WQyxRdU13t,pool34
0,left,1,1.249,ST,hard,9,WQyxRdU13t,pool34
1,left,0,1.284,ST,hard,10,WQyxRdU13t,pool34
1,right,1,1.233,ST,hard,11,WQyxRdU13t,pool34
0,left,1,1.216,ST,hard,12,WQyxRdU13t,pool34
0,left,1,1.454,ST,hard,13,WQyxRdU13t,pool34
1,left,0,1.167,ST,hard,14,WQyxRdU13t,pool34
0,left,1,1.155,ST,hard,15,WQyxRdU13t,pool34
0,right,0,1.172,ST,hard,16,WQyxRdU13t,pool34
1,right,1,1.6,ST,medium,1,WQyxRdU13t,pool34
0,left,1,1.054,ST,medium,2,WQyxRdU13t,pool34
1,right,1,1.926,ST,medium,3,WQyxRdU13t,pool34
0,left,1,0.955,ST,medium,4,WQyxRdU13t,pool34
0,left,1,0.99,ST,medium,5,WQyxRdU13t,pool34
1,right,1,0.971,ST,medium,6,WQyxRdU13t,pool34
1,right,1,0.899,ST,medium,7,WQyxRdU13t,pool34
0,left,1,2.652,ST,medium,8,WQyxRdU13t,pool34
0,left,1,0.835,ST,medium,9,WQyxRdU13t,pool34
0,left,1,0.837,ST,medium,10,WQyxRdU13t,pool34
1,right,1,1.095,ST,medium,11,WQyxRdU13t,pool34
1,left,0,0.796,ST,medium,12,WQyxRdU13t,pool34
0,left,1,0.895,ST,medium,13,WQyxRdU13t,pool34
0,left,1,0.641,ST,medium,14,WQyxRdU13t,pool34
0,left,1,0.88,ST,medium,15,WQyxRdU13t,pool34
0,left,1,2.119,ST,medium,16,WQyxRdU13t,pool34
1,right,1,1.42,ST,easy,1,u8oFh0ZHHs,pool34
0,left,1,0.8687,ST,easy,2,u8oFh0ZHHs,pool34
0,left,1,0.7678,ST,easy,3,u8oFh0ZHHs,pool34
1,right,1,0.8035,ST,easy,4,u8oFh0ZHHs,pool34
0,left,1,0.7763,ST,easy,5,u8oFh0ZHHs,pool34
0,left,1,0.7201,ST,easy,6,u8oFh0ZHHs,pool34
1,right,1,0.6178,ST,easy,7,u8oFh0ZHHs,pool34
0,left,1,0.6718,ST,easy,8,u8oFh0ZHHs,pool34
1,right,1,0.8881,ST,easy,9,u8oFh0ZHHs,pool34
0,left,1,0.7444,ST,easy,10,u8oFh0ZHHs,pool34
0,left,1,0.7008,ST,easy,11,u8oFh0ZHHs,pool34
0,left,1,0.5885,ST,easy,12,u8oFh0ZHHs,pool34
0,left,1,0.6832,ST,easy,13,u8oFh0ZHHs,pool34
1,right,1,0.6609,ST,easy,14,u8oFh0ZHHs,pool34
0,left,1,0.8834,ST,easy,15,u8oFh0ZHHs,pool34
0,left,1,0.8145,ST,easy,16,u8oFh0ZHHs,pool34
0,right,0,1.9633,ST,hard,1,u8oFh0ZHHs,pool34
1,right,1,1.8533,ST,hard,2,u8oFh0ZHHs,pool34
0,left,1,2.067,ST,hard,3,u8oFh0ZHHs,pool34
0,left,1,3.6354,ST,hard,4,u8oFh0ZHHs,pool34
1,right,1,3.038,ST,hard,5,u8oFh0ZHHs,pool34
1,right,1,1.5003,ST,hard,6,u8oFh0ZHHs,pool34
0,left,1,4.0581,ST,hard,7,u8oFh0ZHHs,pool34
1,right,1,2.3505,ST,hard,8,u8oFh0ZHHs,pool34
0,left,1,3.4487,ST,hard,9,u8oFh0ZHHs,pool34
1,right,1,1.8659,ST,hard,10,u8oFh0ZHHs,pool34
0,left,1,3.5288,ST,hard,11,u8oFh0ZHHs,pool34
1,right,1,1.8638,ST,hard,12,u8oFh0ZHHs,pool34
1,left,0,2.4726,ST,hard,13,u8oFh0ZHHs,pool34
0,left,1,2.8384,ST,hard,14,u8oFh0ZHHs,pool34
1,right,1,1.671,ST,hard,15,u8oFh0ZHHs,pool34
1,right,1,1.641,ST,hard,16,u8oFh0ZHHs,pool34
0,left,1,2.0009,ST,medium,1,u8oFh0ZHHs,pool34
0,left,1,2.182,ST,medium,2,u8oFh0ZHHs,pool34
0,left,1,2.5836,ST,medium,3,u8oFh0ZHHs,pool34
1,right,1,1.8461,ST,medium,4,u8oFh0ZHHs,pool34
1,right,1,1.7837,ST,medium,5,u8oFh0ZHHs,pool34
1,right,1,1.4469,ST,medium,6,u8oFh0ZHHs,pool34
1,right,1,1.0606,ST,medium,7,u8oFh0ZHHs,pool34
1,right,1,4.0251,ST,medium,8,u8oFh0ZHHs,pool34
0,left,1,2.0505,ST,medium,9,u8oFh0ZHHs,pool34
0,left,1,2.4023,ST,medium,10,u8oFh0ZHHs,pool34
0,left,1,2.1559,ST,medium,11,u8oFh0ZHHs,pool34
1,right,1,1.0689,ST,medium,12,u8oFh0ZHHs,pool34
1,right,1,2.0794,ST,medium,13,u8oFh0ZHHs,pool34
0,left,1,2.6028,ST,medium,14,u8oFh0ZHHs,pool34
1,right,1,1.5212,ST,medium,15,u8oFh0ZHHs,pool34
0,left,1,2.0737,ST,medium,16,u8oFh0ZHHs,pool34
1,right,1,1.3514,ST,easy,1,lO4tI9SjJX,pool34
1,right,1,1.0351,ST,easy,2,lO4tI9SjJX,pool34
1,right,1,1.0666,ST,easy,3,lO4tI9SjJX,pool34
1,right,1,1.1375,ST,easy,4,lO4tI9SjJX,pool34
0,left,1,1.4674,ST,easy,5,lO4tI9SjJX,pool34
0,left,1,1.2349,ST,easy,6,lO4tI9SjJX,pool34
1,right,1,1.0518,ST,easy,7,lO4tI9SjJX,pool34
0,left,1,1.2704,ST,easy,8,lO4tI9SjJX,pool34
1,right,1,1.1191,ST,easy,9,lO4tI9SjJX,pool34
1,right,1,1.0354,ST,easy,10,lO4tI9SjJX,pool34
1,right,1,1.001,ST,easy,11,lO4tI9SjJX,pool34
1,right,1,1.0012,ST,easy,12,lO4tI9SjJX,pool34
0,left,1,1.3174,ST,easy,13,lO4tI9SjJX,pool34
0,left,1,1.1343,ST,easy,14,lO4tI9SjJX,pool34
1,right,1,0.9858,ST,easy,15,lO4tI9SjJX,pool34
0,left,1,1.0683,ST,easy,16,lO4tI9SjJX,pool34
0,left,1,1.555,ST,hard,1,lO4tI9SjJX,pool34
1,left,0,2.0357,ST,hard,2,lO4tI9SjJX,pool34
0,left,1,1.5051,ST,hard,3,lO4tI9SjJX,pool34
1,right,1,1.2014,ST,hard,4,lO4tI9SjJX,pool34
1,right,1,1.2181,ST,hard,5,lO4tI9SjJX,pool34
1,left,0,3.5872,ST,hard,6,lO4tI9SjJX,pool34
1,right,1,1.1015,ST,hard,7,lO4tI9SjJX,pool34
0,right,0,1.1016,ST,hard,8,lO4tI9SjJX,pool34
1,right,1,1.2505,ST,hard,9,lO4tI9SjJX,pool34
0,left,1,2.1852,ST,hard,10,lO4tI9SjJX,pool34
0,left,1,1.9843,ST,hard,11,lO4tI9SjJX,pool34
1,right,1,1.1179,ST,hard,12,lO4tI9SjJX,pool34
0,left,1,2.1349,ST,hard,13,lO4tI9SjJX,pool34
1,left,0,3.4011,ST,hard,14,lO4tI9SjJX,pool34
1,right,1,2.0385,ST,hard,15,lO4tI9SjJX,pool34
1,left,0,1.3532,ST,hard,16,lO4tI9SjJX,pool34
1,right,1,2.8383,ST,medium,1,lO4tI9SjJX,pool34
0,right,0,2.3198,ST,medium,2,lO4tI9SjJX,pool34
1,right,1,2.2169,ST,medium,3,lO4tI9SjJX,pool34
1,left,0,1.8224,ST,medium,4,lO4tI9SjJX,pool34
1,right,1,1.4512,ST,medium,5,lO4tI9SjJX,pool34
0,left,1,1.9345,ST,medium,6,lO4tI9SjJX,pool34
1,right,1,1.606,ST,medium,7,lO4tI9SjJX,pool34
0,left,1,2.1192,ST,medium,8,lO4tI9SjJX,pool34
1,left,0,2.5282,ST,medium,9,lO4tI9SjJX,pool34
0,left,1,1.369,ST,medium,10,lO4tI9SjJX,pool34
1,right,1,1.2052,ST,medium,11,lO4tI9SjJX,pool34
0,left,1,2.3537,ST,medium,12,lO4tI9SjJX,pool34
0,left,1,1.6342,ST,medium,13,lO4tI9SjJX,pool34
1,right,1,1.8343,ST,medium,14,lO4tI9SjJX,pool34
1,right,1,1.1507,ST,medium,15,lO4tI9SjJX,pool34
1,right,1,1.1724,ST,medium,16,lO4tI9SjJX,pool34
1,right,1,0.994,ST,easy,1,5oMH7YJKDi,pool34
0,left,1,0.983,ST,easy,2,5oMH7YJKDi,pool34
1,right,1,0.914,ST,easy,3,5oMH7YJKDi,pool34
