task_type,choice,n,w,id,pool
mental_rotation,PH,1,0.06666666666666667,E1wQ16OGRS,pool34
mental_span,EF,3,0.2,E1wQ16OGRS,pool34
mental_span,FR,1,0.06666666666666667,E1wQ16OGRS,pool34
mental_span,ME,4,0.26666666666666666,E1wQ16OGRS,pool34
mental_span,PE,2,0.13333333333333333,E1wQ16OGRS,pool34
mental_span,TI,5,0.3333333333333333,E1wQ16OGRS,pool34
sternberg,EF,2,0.13333333333333333,E1wQ16OGRS,pool34
sternberg,FR,3,0.2,E1wQ16OGRS,pool34
sternberg,ME,1,0.06666666666666667,E1wQ16OGRS,pool34
sternberg,PE,4,0.26666666666666666,E1wQ16OGRS,pool34
sternberg,TI,5,0.3333333333333333,E1wQ16OGRS,pool34
mental_rotation,EF,2,0.13333333333333333,E6k5x9v8pf,pool34
mental_rotation,FR,1,0.06666666666666667,E6k5x9v8pf,pool34
mental_rotation,ME,4,0.26666666666666666,E6k5x9v8pf,pool34
mental_rotation,PE,3,0.2,E6k5x9v8pf,pool34
mental_rotation,TI,5,0.3333333333333333,E6k5x9v8pf,pool34
mental_span,EF,1,0.06666666666666667,E6k5x9v8pf,pool34
mental_span,FR,4,0.26666666666666666,E6k5x9v8pf,pool34
mental_span,ME,3,0.2,E6k5x9v8pf,pool34
mental_span,PE,2,0.13333333333333333,E6k5x9v8pf,pool34
mental_span,TI,5,0.3333333333333333,E6k5x9v8pf,pool34
sternberg,EF,3,0.2,E6k5x9v8pf,pool34
sternberg,FR,5,0.3333333333333333,E6k5x9v8pf,pool34
sternberg,ME,1,0.06666666666666667,E6k5x9v8pf,pool34
sternberg,PE,2,0.13333333333333333,E6k5x9v8pf,pool34
sternberg,TI,4,0.26666666666666666,E6k5x9v8pf,pool34
mental_rotation,EF,3,0.2,cSI9W49vxo,pool34
mental_rotation,FR,5,0.3333333333333333,cSI9W49vxo,pool34
mental_rotation,ME,3,0.2,cSI9W49vxo,pool34
mental_rotation,PE,3,0.2,cSI9W49vxo,pool34
mental_rotation,TI,1,0.06666666666666667,cSI9W49vxo,pool34
mental_span,EF,2,0.13333333333333333,cSI9W49vxo,pool34
mental_span,FR,2,0.13333333333333333,cSI9W49vxo,pool34
mental_span,ME,3,0.2,cSI9W49vxo,pool34
mental_span,PE,2,0.13333333333333333,cSI9W49vxo,pool34
mental_span,PH,1,0.06666666666666667,cSI9W49vxo,pool34
mental_span,TI,5,0.3333333333333333,cSI9W49vxo,pool34
sternberg,EF,4,0.26666666666666666,cSI9W49vxo,pool34
sternberg,FR,3,0.2,cSI9W49vxo,pool34
sternberg,ME,2,0.13333333333333333,cSI9W49vxo,pool34
sternberg,PH,1,0.06666666666666667,cSI9W49vxo,pool34
sternberg,TI,5,0.3333333333333333,cSI9W49vxo,pool34
mental_rotation,EF,4,0.26666666666666666,wT2BNjpDXV,pool5
mental_rotation,FR,2,0.13333333333333333,wT2BNjpDXV,pool5
mental_rotation,ME,5,0.3333333333333333,wT2BNjpDXV,pool5
mental_rotation,PE,3,0.2,wT2BNjpDXV,pool5
mental_rotation,TI,1,0.06666666666666667,wT2BNjpDXV,pool5
mental_span,EF,4,0.26666666666666666,wT2BNjpDXV,pool5
mental_span,FR,2,0.13333333333333333,wT2BNjpDXV,pool5
mental_span,ME,1,0.06666666666666667,wT2BNjpDXV,pool5
mental_span,PE,3,0.2,wT2BNjpDXV,pool5
mental_span,TI,5,0.3333333333333333,wT2BNjpDXV,pool5
sternberg,EF,4,0.26666666666666666,wT2BNjpDXV,pool5
sternberg,FR,1,0.06666666666666667,wT2BNjpDXV,pool5
sternberg,ME,2,0.13333333333333333,wT2BNjpDXV,pool5
sternberg,PE,3,0.2,wT2BNjpDXV,pool5
sternberg,TI,5,0.3333333333333333,wT2BNjpDXV,pool5
mental_rotation,EF,3,0.2,MArUzIGtu1,pool5
mental_rotation,FR,4,0.26666666666666666,MArUzIGtu1,pool5
mental_rotation,ME,5,0.3333333333333333,MArUzIGtu1,pool5
mental_rotation,PE,2,0.13333333333333333,MArUzIGtu1,pool5
mental_rotation,PH,1,0.06666666666666667,MArUzIGtu1,pool5
mental_span,EF,4,0.26666666666666666,MArUzIGtu1,pool5
mental_span,FR,2,0.13333333333333333,MArUzIGtu1,pool5
mental_span,ME,5,0.3333333333333333,MArUzIGtu1,pool5
mental_span,PE,3,0.2,MArUzIGtu1,pool5
mental_span,PH,1,0.06666666666666667,MArUzIGtu1,pool5
sternberg,EF,3,0.2,MArUzIGtu1,pool5
sternberg,FR,2,0.13333333333333333,MArUzIGtu1,pool5
sternberg,ME,3,0.2,MArUzIGtu1,pool5
sternberg,PE,2,0.13333333333333333,MArUzIGtu1,pool5
sternberg,TI,5,0.3333333333333333,MArUzIGtu1,pool5
mental_rotation,EF,2,0.13333333333333333,YQfNrv0e5B,pool5
mental_rotation,FR,2,0.13333333333333333,YQfNrv0e5B,pool5
mental_rotation,ME,2,0.13333333333333333,YQfNrv0e5B,pool5
mental_rotation,PE,5,0.3333333333333333,YQfNrv0e5B,pool5
mental_rotation,TI,4,0.26666666666666666,YQfNrv0e5B,pool5
mental_span,EF,5,0.3333333333333333,YQfNrv0e5B,pool5
mental_span,FR,4,0.26666666666666666,YQfNrv0e5B,pool5
mental_span,ME,2,0.13333333333333333,YQfNrv0e5B,pool5
mental_span,PE,3,0.2,YQfNrv0e5B,pool5
mental_span,TI,1,0.06666666666666667,YQfNrv0e5B,pool5
sternberg,EF,3,0.2,YQfNrv0e5B,pool5
sternberg,FR,4,0.26666666666666666,YQfNrv0e5B,pool5
sternberg,ME,2,0.13333333333333333,YQfNrv0e5B,pool5
sternberg,PE,3,0.2,YQfNrv0e5B,pool5
sternberg,TI,3,0.2,YQfNrv0e5B,pool5
mental_rotation,EF,3,0.2,yVjHadDLmM,pool5
mental_rotation,FR,1,0.06666666666666667,yVjHadDLmM,pool5
mental_rotation,ME,4,0.26666666666666666,yVjHadDLmM,pool5
mental_rotation,PE,5,0.3333333333333333,yVjHadDLmM,pool5
mental_rotation,PH,2,0.13333333333333333,yVjHadDLmM,pool5
mental_span,EF,3,0.2,yVjHadDLmM,pool5
mental_span,FR,5,0.3333333333333333,yVjHadDLmM,pool5
mental_span,ME,2,0.13333333333333333,yVjHadDLmM,pool5
mental_span,PE,1,0.06666666666666667,yVjHadDLmM,pool5
mental_span,TI,4,0.26666666666666666,yVjHadDLmM,pool5
sternberg,EF,3,0.2,yVjHadDLmM,pool5
sternberg,FR,2,0.13333333333333333,yVjHadDLmM,pool5
sternberg,ME,2,0.13333333333333333,yVjHadDLmM,pool5
sternberg,PE,3,0.2,yVjHadDLmM,pool5
sternberg,TI,5,0.3333333333333333,yVjHadDLmM,pool5
mental_rotation,EF,5,0.3333333333333333,Mh4D0deXmE,pool5
mental_rotation,FR,2,0.13333333333333333,Mh4D0deXmE,pool5
mental_rotation,ME,4,0.26666666666666666,Mh4D0deXmE,pool5
mental_rotation,PE,3,0.2,Mh4D0deXmE,pool5
mental_rotation,PH,1,0.06666666666666667,Mh4D0deXmE,pool5
mental_span,EF,2,0.13333333333333333,Mh4D0deXmE,pool5
mental_span,FR,2,0.13333333333333333,Mh4D0deXmE,pool5
mental_span,ME,4,0.26666666666666666,Mh4D0deXmE,pool5
mental_span,PE,3,0.2,Mh4D0deXmE,pool5
mental_span,TI,4,0.26666666666666666,Mh4D0deXmE,pool5
sternberg,EF,4,0.26666666666666666,Mh4D0deXmE,pool5
sternberg,FR,2,0.13333333333333333,Mh4D0deXmE,pool5
sternberg,ME,4,0.26666666666666666,Mh4D0deXmE,pool5
sternberg,PE,2,0.13333333333333333,Mh4D0deXmE,pool5
sternberg,TI,3,0.2,Mh4D0deXmE,pool5
mental_rotation,EF,4,0.26666666666666666,4PjgFYmt2Z,pool5
mental_rotation,ME,3,0.2,4PjgFYmt2Z,pool5
mental_rotation,PE,5,0.3333333333333333,4PjgFYmt2Z,pool5
mental_rotation,PH,2,0.13333333333333333,4PjgFYmt2Z,pool5
mental_rotation,TI,1,0.06666666666666667,4PjgFYmt2Z,pool5
mental_span,EF,5,0.3333333333333333,4PjgFYmt2Z,pool5
mental_span,ME,2,0.13333333333333333,4PjgFYmt2Z,pool5
mental_span,PE,4,0.26666666666666666,4PjgFYmt2Z,pool5
mental_span,PH,3,0.2,4PjgFYmt2Z,pool5
mental_span,TI,1,0.06666666666666667,4PjgFYmt2Z,pool5
sternberg,EF,2,0.13333333333333333,4PjgFYmt2Z,pool5
sternberg,ME,4,0.26666666666666666,4PjgFYmt2Z,pool5
sternberg,PE,3,0.2,4PjgFYmt2Z,pool5
sternberg,PH,1,0.06666666666666667,4PjgFYmt2Z,pool5
sternberg,TI,5,0.3333333333333333,4PjgFYmt2Z,pool5
mental_rotation,EF,4,0.26666666666666666,0a4DqEEKSb,pool5
mental_rotation,FR,3,0.2,0a4DqEEKSb,pool5
mental_rotation,ME,5,0.3333333333333333,0a4DqEEKSb,pool5
mental_rotation,PE,2,0.13333333333333333,0a4DqEEKSb,pool5
mental_rotation,PH,1,0.06666666666666667,0a4DqEEKSb,pool5
mental_span,EF,3,0.2,0a4DqEEKSb,pool5
mental_span,FR,3,0.2,0a4DqEEKSb,pool5
mental_span,PE,4,0.26666666666666666,0a4DqEEKSb,pool5
mental_span,PH,2,0.13333333333333333,0a4DqEEKSb,pool5
mental_span,TI,3,0.2,0a4DqEEKSb,pool5
sternberg,EF,4,0.26666666666666666,0a4DqEEKSb,pool5
sternberg,FR,2,0.13333333333333333,0a4DqEEKSb,pool5
sternberg,ME,5,0.3333333333333333,0a4DqEEKSb,pool5
sternberg,PE,1,0.06666666666666667,0a4DqEEKSb,pool5
sternberg,PH,3,0.2,0a4DqEEKSb,pool5
mental_rotation,EF,3,0.2,8JrN5VwG94,pool5
mental_rotation,FR,4,0.26666666666666666,8JrN5VwG94,pool5
mental_rotation,ME,1,0.06666666666666667,8JrN5VwG94,pool5
mental_rotation,PE,3,0.2,8JrN5VwG94,pool5
mental_rotation,TI,4,0.26666666666666666,8JrN5VwG94,pool5
mental_span,EF,3,0.2,8JrN5VwG94,pool5
mental_span,FR,5,0.3333333333333333,8JrN5VwG94,pool5
mental_span,ME,2,0.13333333333333333,8JrN5VwG94,pool5
mental_span,PE,1,0.06666666666666667,8JrN5VwG94,pool5
mental_span,TI,4,0.26666666666666666,8JrN5VwG94,pool5
sternberg,EF,3,0.2,8JrN5VwG94,pool5
sternberg,FR,2,0.13333333333333333,8JrN5VwG94,pool5
sternberg,ME,3,0.2,8JrN5VwG94,pool5
sternberg,PE,2,0.13333333333333333,8JrN5VwG94,pool5
sternberg,TI,5,0.3333333333333333,8JrN5VwG94,pool5
mental_rotation,EF,4,0.26666666666666666,v8TXZ0YflN,pool5
mental_rotation,FR,1,0.06666666666666667,v8TXZ0YflN,pool5
mental_rotation,ME,4,0.26666666666666666,v8TXZ0YflN,pool5
mental_rotation,PE,3,0.2,v8TXZ0YflN,pool5
mental_rotation,TI,3,0.2,v8TXZ0YflN,pool5
mental_span,EF,5,0.3333333333333333,v8TXZ0YflN,pool5
mental_span,FR,2,0.13333333333333333,v8TXZ0YflN,pool5
mental_span,ME,3,0.2,v8TXZ0YflN,pool5
mental_span,PE,2,0.13333333333333333,v8TXZ0YflN,pool5
mental_span,TI,3,0.2,v8TXZ0YflN,pool5
sternberg,EF,4,0.26666666666666666,v8TXZ0YflN,pool5
sternberg,FR,1,0.06666666666666667,v8TXZ0YflN,pool5
sternberg,ME,4,0.26666666666666666,v8TXZ0YflN,pool5
sternberg,PE,2,0.13333333333333333,v8TXZ0YflN,pool5
sternberg,TI,4,0.26666666666666666,v8TXZ0YflN,pool5
mental_rotation,EF,4,0.26666666666666666,TT3KEsSN3J,pool5
mental_rotation,FR,2,0.13333333333333333,TT3KEsSN3J,pool5
mental_rotation,ME,4,0.26666666666666666,TT3KEsSN3J,pool5
mental_rotation,PE,4,0.26666666666666666,TT3KEsSN3J,pool5
mental_rotation,TI,1,0.06666666666666667,TT3KEsSN3J,pool5
mental_span,EF,4,0.26666666666666666,TT3KEsSN3J,pool5
mental_span,FR,1,0.06666666666666667,TT3KEsSN3J,pool5
mental_span,ME,4,0.26666666666666666,TT3KEsSN3J,pool5
mental_span,PE,4,0.26666666666666666,TT3KEsSN3J,pool5
mental_span,TI,2,0.13333333333333333,TT3KEsSN3J,pool5
sternberg,EF,4,0.26666666666666666,TT3KEsSN3J,pool5
sternberg,ME,4,0.26666666666666666,TT3KEsSN3J,pool5
sternberg,PE,2,0.13333333333333333,TT3KEsSN3J,pool5
sternberg,PH,2,0.13333333333333333,TT3KEsSN3J,pool5
sternberg,TI,3,0.2,TT3KEsSN3J,pool5
mental_rotation,EF,2,0.13333333333333333,t9OiOaQwxH,pool5
mental_rotation,FR,4,0.26666666666666666,t9OiOaQwxH,pool5
mental_rotation,ME,3,0.2,t9OiOaQwxH,pool5
mental_rotation,PE,5,0.3333333333333333,t9OiOaQwxH,pool5
mental_rotation,TI,1,0.06666666666666667,t9OiOaQwxH,pool5
mental_span,EF,1,0.06666666666666667,t9OiOaQwxH,pool5
mental_span,FR,3,0.2,t9OiOaQwxH,pool5
mental_span,ME,2,0.13333333333333333,t9OiOaQwxH,pool5
mental_span,PE,4,0.26666666666666666,t9OiOaQwxH,pool5
mental_span,TI,5,0.3333333333333333,t9OiOaQwxH,pool5
sternberg,EF,3,0.2,t9OiOaQwxH,pool5
sternberg,FR,4,0.26666666666666666,t9OiOaQwxH,pool5
sternberg,ME,2,0.13333333333333333,t9OiOaQwxH,pool5
sternberg,PE,1,0.06666666666666667,t9OiOaQwxH,pool5
sternberg,TI,5,0.3333333333333333,t9OiOaQwxH,pool5
mental_rotation,EF,3,0.2,2W50OifXwA,pool5
mental_rotation,FR,2,0.13333333333333333,2W50OifXwA,pool5
mental_rotation,ME,5,0.3333333333333333,2W50OifXwA,pool5
mental_rotation,PE,4,0.26666666666666666,2W50OifXwA,pool5
mental_rotation,TI,1,0.06666666666666667,2W50OifXwA,pool5
mental_span,EF,4,0.26666666666666666,2W50OifXwA,pool5
mental_span,FR,1,0.06666666666666667,2W50OifXwA,pool5
mental_span,ME,3,0.2,2W50OifXwA,pool5
mental_span,PE,5,0.3333333333333333,2W50OifXwA,pool5
mental_span,TI,2,0.13333333333333333,2W50OifXwA,pool5
sternberg,EF,3,0.2,2W50OifXwA,pool5
sternberg,FR,1,0.06666666666666667,2W50OifXwA,pool5
sternberg,ME,2,0.13333333333333333,2W50OifXwA,pool5
sternberg,PE,4,0.26666666666666666,2W50OifXwA,pool5
sternberg,TI,5,0.3333333333333333,2W50OifXwA,pool5
