trials,task,level,n,rt,acc,id
11,MS,medium,3,NA,0.6,S5rOjASl3o
11,MS,hard,4,NA,0.5714285714285714,S5rOjASl3o
12,MS,easy,3,NA,1,S5rOjASl3o
12,MS,medium,5,NA,1,S5rOjASl3o
12,MS,hard,6,NA,0.8571428571428571,S5rOjASl3o
13,MS,easy,3,NA,1,S5rOjASl3o
13,MS,medium,5,NA,1,S5rOjASl3o
13,MS,hard,4,NA,0.5714285714285714,S5rOjASl3o
14,MS,easy,3,NA,1,S5rOjASl3o
14,MS,medium,4,NA,0.8,S5rOjASl3o
14,MS,hard,6,NA,0.8571428571428571,S5rOjASl3o
15,MS,easy,3,NA,1,S5rOjASl3o
15,MS,medium,4,NA,0.8,S5rOjASl3o
15,MS,hard,5,NA,0.7142857142857143,S5rOjASl3o
16,MS,easy,3,NA,1,S5rOjASl3o
16,MS,medium,4,NA,0.8,S5rOjASl3o
16,MS,hard,2,NA,0.2857142857142857,S5rOjASl3o
1,MS,easy,3,NA,1,LMH4MBXVwL
1,MS,medium,5,NA,1,LMH4MBXVwL
1,MS,hard,5,NA,0.7142857142857143,LMH4MBXVwL
2,MS,easy,3,NA,1,LMH4MBXVwL
2,MS,medium,5,NA,1,LMH4MBXVwL
2,MS,hard,7,NA,1,LMH4MBXVwL
3,MS,easy,3,NA,1,LMH4MBXVwL
3,MS,medium,5,NA,1,LMH4MBXVwL
3,MS,hard,7,NA,1,LMH4MBXVwL
4,MS,easy,3,NA,1,LMH4MBXVwL
4,MS,medium,4,NA,0.8,LMH4MBXVwL
4,MS,hard,7,NA,1,LMH4MBXVwL
5,MS,easy,3,NA,1,LMH4MBXVwL
5,MS,medium,5,NA,1,LMH4MBXVwL
5,MS,hard,6,NA,0.8571428571428571,LMH4MBXVwL
6,MS,easy,3,NA,1,LMH4MBXVwL
6,MS,medium,4,NA,0.8,LMH4MBXVwL
6,MS,hard,4,NA,0.5714285714285714,LMH4MBXVwL
7,MS,easy,3,NA,1,LMH4MBXVwL
7,MS,medium,3,NA,0.6,LMH4MBXVwL
7,MS,hard,5,NA,0.7142857142857143,LMH4MBXVwL
8,MS,easy,3,NA,1,LMH4MBXVwL
8,MS,medium,5,NA,1,LMH4MBXVwL
8,MS,hard,6,NA,0.8571428571428571,LMH4MBXVwL
9,MS,easy,3,NA,1,LMH4MBXVwL
9,MS,medium,5,NA,1,LMH4MBXVwL
9,MS,hard,4,NA,0.5714285714285714,LMH4MBXVwL
10,MS,easy,3,NA,1,LMH4MBXVwL
10,MS,medium,5,NA,1,LMH4MBXVwL
10,MS,hard,7,NA,1,LMH4MBXVwL
11,MS,easy,3,NA,1,LMH4MBXVwL
11,MS,medium,5,NA,1,LMH4MBXVwL
11,MS,hard,7,NA,1,LMH4MBXVwL
12,MS,easy,3,NA,1,LMH4MBXVwL
12,MS,medium,4,NA,0.8,LMH4MBXVwL
12,MS,hard,6,NA,0.8571428571428571,LMH4MBXVwL
13,MS,easy,3,NA,1,LMH4MBXVwL
13,MS,medium,5,NA,1,LMH4MBXVwL
13,MS,hard,6,NA,0.8571428571428571,LMH4MBXVwL
14,MS,easy,3,NA,1,LMH4MBXVwL
14,MS,medium,4,NA,0.8,LMH4MBXVwL
14,MS,hard,7,NA,1,LMH4MBXVwL
15,MS,easy,3,NA,1,LMH4MBXVwL
15,MS,medium,5,NA,1,LMH4MBXVwL
15,MS,hard,7,NA,1,LMH4MBXVwL
16,MS,easy,3,NA,1,LMH4MBXVwL
16,MS,medium,5,NA,1,LMH4MBXVwL
16,MS,hard,7,NA,1,LMH4MBXVwL
1,MS,easy,3,14.4582,1,y4Sh5zF3gm
1,MS,medium,5,29.9156,1,y4Sh5zF3gm
1,MS,hard,0,18.5629,0,y4Sh5zF3gm
2,MS,easy,3,13.6035,1,y4Sh5zF3gm
2,MS,medium,3,17.957,0.6,y4Sh5zF3gm
2,MS,hard,5,21.895,0.7142857142857143,y4Sh5zF3gm
3,MS,easy,3,20.7704,1,y4Sh5zF3gm
3,MS,medium,4,18.9372,0.8,y4Sh5zF3gm
3,MS,hard,4,17.7907,0.5714285714285714,y4Sh5zF3gm
4,MS,easy,3,14.5829,1,y4Sh5zF3gm
4,MS,medium,5,20.6869,1,y4Sh5zF3gm
4,MS,hard,5,21.7073,0.7142857142857143,y4Sh5zF3gm
5,MS,easy,3,13.3539,1,y4Sh5zF3gm
5,MS,medium,4,24.7283,0.8,y4Sh5zF3gm
5,MS,hard,3,13.1451,0.42857142857142855,y4Sh5zF3gm
6,MS,easy,3,16.9161,1,y4Sh5zF3gm
6,MS,medium,5,19.0825,1,y4Sh5zF3gm
6,MS,hard,2,13.9362,0.2857142857142857,y4Sh5zF3gm
7,MS,easy,3,13.9573,1,y4Sh5zF3gm
7,MS,medium,4,23.4157,0.8,y4Sh5zF3gm
7,MS,hard,3,18.4159,0.42857142857142855,y4Sh5zF3gm
8,MS,easy,3,12.3738,1,y4Sh5zF3gm
8,MS,medium,5,23.9362,1,y4Sh5zF3gm
8,MS,hard,3,24.4158,0.42857142857142855,y4Sh5zF3gm
9,MS,easy,3,14.3953,1,y4Sh5zF3gm
9,MS,medium,3,20.8118,0.6,y4Sh5zF3gm
9,MS,hard,1,15.853,0.14285714285714285,y4Sh5zF3gm
10,MS,easy,3,12.9366,1,y4Sh5zF3gm
10,MS,medium,4,20.4574,0.8,y4Sh5zF3gm
10,MS,hard,3,14.541,0.42857142857142855,y4Sh5zF3gm
11,MS,easy,3,13.666,1,y4Sh5zF3gm
11,MS,medium,4,22.041,0.8,y4Sh5zF3gm
11,MS,hard,3,17.6243,0.42857142857142855,y4Sh5zF3gm
12,MS,easy,3,11.6453,1,y4Sh5zF3gm
12,MS,medium,5,17.7701,1,y4Sh5zF3gm
12,MS,hard,4,18.1027,0.5714285714285714,y4Sh5zF3gm
13,MS,easy,3,14.687,1,y4Sh5zF3gm
13,MS,medium,4,22.8329,0.8,y4Sh5zF3gm
13,MS,hard,4,16.6657,0.5714285714285714,y4Sh5zF3gm
14,MS,easy,3,12.1872,1,y4Sh5zF3gm
14,MS,medium,5,20.4986,1,y4Sh5zF3gm
14,MS,hard,5,30.8739,0.7142857142857143,y4Sh5zF3gm
15,MS,easy,3,11.5825,1,y4Sh5zF3gm
15,MS,medium,5,20.9363,1,y4Sh5zF3gm
15,MS,hard,5,20.9365,0.7142857142857143,y4Sh5zF3gm
16,MS,easy,3,13.978,1,y4Sh5zF3gm
16,MS,medium,3,18.4157,0.6,y4Sh5zF3gm
16,MS,hard,5,27.1451,0.7142857142857143,y4Sh5zF3gm
1,MS,easy,3,15.1901,1,DoJgv77gQp
1,MS,medium,4,18.9345,0.8,DoJgv77gQp
1,MS,hard,4,19.9507,0.5714285714285714,DoJgv77gQp
2,MS,easy,3,12.4644,1,DoJgv77gQp
2,MS,medium,4,25.8587,0.8,DoJgv77gQp
2,MS,hard,2,10.1111,0.2857142857142857,DoJgv77gQp
3,MS,easy,3,10.8526,1,DoJgv77gQp
3,MS,medium,3,15.8979,0.6,DoJgv77gQp
3,MS,hard,3,10.7146,0.42857142857142855,DoJgv77gQp
4,MS,easy,3,11.2477,1,DoJgv77gQp
4,MS,medium,3,14.3478,0.6,DoJgv77gQp
4,MS,hard,4,14.9842,0.5714285714285714,DoJgv77gQp
5,MS,easy,3,13.1315,1,DoJgv77gQp
5,MS,medium,5,18.4145,1,DoJgv77gQp
5,MS,hard,1,16.7474,0.14285714285714285,DoJgv77gQp
6,MS,easy,3,10.1025,1,DoJgv77gQp
6,MS,medium,5,15.7936,1,DoJgv77gQp
6,MS,hard,2,8.8316,0.2857142857142857,DoJgv77gQp
7,MS,easy,3,10.4317,1,DoJgv77gQp
7,MS,medium,4,19.114,0.8,DoJgv77gQp
7,MS,hard,2,13.4441,0.2857142857142857,DoJgv77gQp
8,MS,easy,3,11.4669,1,DoJgv77gQp
8,MS,medium,5,15.7437,1,DoJgv77gQp
8,MS,hard,3,13.131,0.42857142857142855,DoJgv77gQp
9,MS,easy,3,9.6499,1,DoJgv77gQp
9,MS,medium,4,20.5663,0.8,DoJgv77gQp
9,MS,hard,2,9.8153,0.2857142857142857,DoJgv77gQp
10,MS,easy,3,11.8148,1,DoJgv77gQp
10,MS,medium,4,16.2177,0.8,DoJgv77gQp
10,MS,hard,2,8.1822,0.2857142857142857,DoJgv77gQp
11,MS,easy,3,11.7147,1,DoJgv77gQp
11,MS,medium,5,15.5264,1,DoJgv77gQp
11,MS,hard,3,9.2189,0.42857142857142855,DoJgv77gQp
12,MS,easy,3,11.2985,1,DoJgv77gQp
12,MS,medium,3,14.6972,0.6,DoJgv77gQp
12,MS,hard,4,15.3851,0.5714285714285714,DoJgv77gQp
13,MS,easy,3,14.7481,1,DoJgv77gQp
13,MS,medium,4,19.0164,0.8,DoJgv77gQp
13,MS,hard,1,12.2345,0.14285714285714285,DoJgv77gQp
14,MS,easy,3,9.936,1,DoJgv77gQp
14,MS,medium,4,19.7348,0.8,DoJgv77gQp
14,MS,hard,4,14.4455,0.5714285714285714,DoJgv77gQp
15,MS,easy,3,8.4823,1,DoJgv77gQp
15,MS,medium,4,16.0189,0.8,DoJgv77gQp
15,MS,hard,4,18.478,0.5714285714285714,DoJgv77gQp
16,MS,easy,3,12.2812,1,DoJgv77gQp
16,MS,medium,4,12.1482,0.8,DoJgv77gQp
16,MS,hard,5,17.86,0.7142857142857143,DoJgv77gQp
1,MS,easy,3,12.7508,1,5oQkfRc0Dh
1,MS,medium,4,17.6817,0.8,5oQkfRc0Dh
1,MS,hard,5,25.2735,0.7142857142857143,5oQkfRc0Dh
2,MS,easy,3,14.0056,1,5oQkfRc0Dh
2,MS,medium,5,23.0732,1,5oQkfRc0Dh
2,MS,hard,3,23.0902,0.42857142857142855,5oQkfRc0Dh
3,MS,easy,3,18.0212,1,5oQkfRc0Dh
3,MS,medium,5,19.5613,1,5oQkfRc0Dh
3,MS,hard,6,24.4401,0.8571428571428571,5oQkfRc0Dh
4,MS,easy,3,16.148,1,5oQkfRc0Dh
4,MS,medium,3,20.1258,0.6,5oQkfRc0Dh
4,MS,hard,4,16.4478,0.5714285714285714,5oQkfRc0Dh
5,MS,easy,3,13.3135,1,5oQkfRc0Dh
5,MS,medium,2,20.9863,0.4,5oQkfRc0Dh
5,MS,hard,4,22.7387,0.5714285714285714,5oQkfRc0Dh
6,MS,easy,3,12.5282,1,5oQkfRc0Dh
6,MS,medium,4,15.2208,0.8,5oQkfRc0Dh
6,MS,hard,2,19.1018,0.2857142857142857,5oQkfRc0Dh
7,MS,easy,3,21.8209,1,5oQkfRc0Dh
7,MS,medium,5,19.4357,1,5oQkfRc0Dh
7,MS,hard,4,14.1137,0.5714285714285714,5oQkfRc0Dh
8,MS,easy,3,13.7458,1,5oQkfRc0Dh
8,MS,medium,5,14.6612,1,5oQkfRc0Dh
8,MS,hard,4,14.2127,0.5714285714285714,5oQkfRc0Dh
9,MS,easy,3,11.5106,1,5oQkfRc0Dh
9,MS,medium,4,23.1951,0.8,5oQkfRc0Dh
9,MS,hard,4,21.1606,0.5714285714285714,5oQkfRc0Dh
10,MS,easy,3,15.1812,1,5oQkfRc0Dh
10,MS,medium,3,16.3813,0.6,5oQkfRc0Dh
10,MS,hard,5,23.3388,0.7142857142857143,5oQkfRc0Dh
11,MS,easy,3,14.9467,1,5oQkfRc0Dh
11,MS,medium,5,18.6848,1,5oQkfRc0Dh
11,MS,hard,3,14.421,0.42857142857142855,5oQkfRc0Dh
12,MS,easy,3,12.6617,1,5oQkfRc0Dh
12,MS,medium,3,19.1007,0.6,5oQkfRc0Dh
12,MS,hard,3,14.2879,0.42857142857142855,5oQkfRc0Dh
13,MS,easy,2,10.7765,0.6666666666666666,5oQkfRc0Dh
13,MS,medium,3,11.461,0.6,5oQkfRc0Dh
13,MS,hard,3,18.8851,0.42857142857142855,5oQkfRc0Dh
14,MS,easy,3,13.4459,1,5oQkfRc0Dh
14,MS,medium,5,16.9159,1,5oQkfRc0Dh
14,MS,hard,7,28.6021,1,5oQkfRc0Dh
15,MS,easy,3,14.3298,1,5oQkfRc0Dh
15,MS,medium,4,14.4634,0.8,5oQkfRc0Dh
15,MS,hard,5,20.7273,0.7142857142857143,5oQkfRc0Dh
16,MS,easy,3,12.829,1,5oQkfRc0Dh
16,MS,medium,4,16.2155,0.8,5oQkfRc0Dh
16,MS,hard,5,20.7529,0.7142857142857143,5oQkfRc0Dh
1,MS,easy,3,12.8967,1,yRSAaGEgHo
1,MS,medium,4,17.5989,0.8,yRSAaGEgHo
1,MS,hard,6,22.1026,0.8571428571428571,yRSAaGEgHo
2,MS,easy,3,24.3964,1,yRSAaGEgHo
2,MS,medium,5,18.3807,1,yRSAaGEgHo
2,MS,hard,5,16.699,0.7142857142857143,yRSAaGEgHo
3,MS,easy,3,14.4312,1,yRSAaGEgHo
3,MS,medium,5,14.75,1,yRSAaGEgHo
3,MS,hard,5,17.4518,0.7142857142857143,yRSAaGEgHo
4,MS,easy,3,12.4646,1,yRSAaGEgHo
4,MS,medium,5,14.7487,1,yRSAaGEgHo
4,MS,hard,5,18.5818,0.7142857142857143,yRSAaGEgHo
5,MS,easy,3,12.8303,1,yRSAaGEgHo
5,MS,medium,4,20.9981,0.8,yRSAaGEgHo
5,MS,hard,4,15.9984,0.5714285714285714,yRSAaGEgHo
6,MS,easy,3,9.3487,1,yRSAaGEgHo
6,MS,medium,4,17.1147,0.8,yRSAaGEgHo
6,MS,hard,5,20.4986,0.7142857142857143,yRSAaGEgHo
7,MS,easy,3,9.8648,1,yRSAaGEgHo
7,MS,medium,5,14.8812,1,yRSAaGEgHo
7,MS,hard,7,25.7225,1,yRSAaGEgHo
8,MS,easy,3,10.7327,1,yRSAaGEgHo
8,MS,medium,5,20.3155,1,yRSAaGEgHo
8,MS,hard,4,15.2302,0.5714285714285714,yRSAaGEgHo
9,MS,easy,3,11.1647,1,yRSAaGEgHo
9,MS,medium,5,20.9974,1,yRSAaGEgHo
9,MS,hard,5,20.5,0.7142857142857143,yRSAaGEgHo
10,MS,easy,3,10.4633,1,yRSAaGEgHo
10,MS,medium,4,18.7596,0.8,yRSAaGEgHo
10,MS,hard,4,22.5151,0.5714285714285714,yRSAaGEgHo
11,MS,easy,3,9.9647,1,yRSAaGEgHo
11,MS,medium,5,19.2137,1,yRSAaGEgHo
11,MS,hard,3,17.6339,0.42857142857142855,yRSAaGEgHo
12,MS,easy,3,8.7982,1,yRSAaGEgHo
12,MS,medium,4,17.1476,0.8,yRSAaGEgHo
12,MS,hard,5,29.9965,0.7142857142857143,yRSAaGEgHo
13,MS,easy,3,11.1311,1,yRSAaGEgHo
13,MS,medium,4,16.2305,0.8,yRSAaGEgHo
13,MS,hard,5,22.0315,0.7142857142857143,yRSAaGEgHo
14,MS,easy,3,14.9977,1,yRSAaGEgHo
14,MS,medium,5,17.9521,1,yRSAaGEgHo
14,MS,hard,6,22.3851,0.8571428571428571,yRSAaGEgHo
15,MS,easy,3,11.6308,1,yRSAaGEgHo
15,MS,medium,3,14.898,0.6,yRSAaGEgHo
15,MS,hard,6,21.5975,0.8571428571428571,yRSAaGEgHo
16,MS,easy,3,9.9314,1,yRSAaGEgHo
16,MS,medium,3,14.7159,0.6,yRSAaGEgHo
16,MS,hard,5,18.7138,0.7142857142857143,yRSAaGEgHo
1,MS,easy,3,7.732,1,WLE3Etok97
1,MS,medium,5,12.016,1,WLE3Etok97
1,MS,hard,6,20.865,0.8571428571428571,WLE3Etok97
2,MS,easy,3,7.483,1,WLE3Etok97
2,MS,medium,4,11.766,0.8,WLE3Etok97
2,MS,hard,7,20.831,1,WLE3Etok97
3,MS,easy,3,9.231,1,WLE3Etok97
3,MS,medium,5,12.132,1,WLE3Etok97
3,MS,hard,5,18.549,0.7142857142857143,WLE3Etok97
4,MS,easy,3,9.482,1,WLE3Etok97
4,MS,medium,5,11.581,1,WLE3Etok97
4,MS,hard,4,12.766,0.5714285714285714,WLE3Etok97
5,MS,easy,3,7.749,1,WLE3Etok97
5,MS,medium,5,11.083,1,WLE3Etok97
5,MS,hard,7,18.083,1,WLE3Etok97
6,MS,easy,3,8.266,1,WLE3Etok97
6,MS,medium,5,10.884,1,WLE3Etok97
6,MS,hard,5,11.399,0.7142857142857143,WLE3Etok97
7,MS,easy,3,7.8,1,WLE3Etok97
7,MS,medium,5,14.198,1,WLE3Etok97
7,MS,hard,6,16.115,0.8571428571428571,WLE3Etok97
8,MS,easy,3,7.215,1,WLE3Etok97
8,MS,medium,5,12.35,1,WLE3Etok97
8,MS,hard,6,13.983,0.8571428571428571,WLE3Etok97
9,MS,easy,3,6.381,1,WLE3Etok97
9,MS,medium,5,10.415,1,WLE3Etok97
9,MS,hard,5,14.584,0.7142857142857143,WLE3Etok97
10,MS,easy,3,7.065,1,WLE3Etok97
10,MS,medium,5,9.899,1,WLE3Etok97
10,MS,hard,4,12.848,0.5714285714285714,WLE3Etok97
11,MS,easy,3,7.532,1,WLE3Etok97
11,MS,medium,5,10.682,1,WLE3Etok97
11,MS,hard,4,13.116,0.5714285714285714,WLE3Etok97
12,MS,easy,3,7.816,1,WLE3Etok97
12,MS,medium,5,9.601,1,WLE3Etok97
12,MS,hard,6,15.365,0.8571428571428571,WLE3Etok97
13,MS,easy,3,5.699,1,WLE3Etok97
13,MS,medium,5,9.531,1,WLE3Etok97
13,MS,hard,5,12.833,0.7142857142857143,WLE3Etok97
14,MS,easy,3,7.798,1,WLE3Etok97
14,MS,medium,5,12.331,1,WLE3Etok97
14,MS,hard,4,8.799,0.5714285714285714,WLE3Etok97
15,MS,easy,3,6.199,1,WLE3Etok97
15,MS,medium,5,8.432,1,WLE3Etok97
15,MS,hard,5,10.45,0.7142857142857143,WLE3Etok97
16,MS,easy,3,5.798,1,WLE3Etok97
16,MS,medium,5,9.715,1,WLE3Etok97
16,MS,hard,4,9.949,0.5714285714285714,WLE3Etok97
1,MS,easy,3,11.4324,1,HajArhl9Mf
1,MS,medium,5,15.6834,1,HajArhl9Mf
1,MS,hard,2,26.8666,0.2857142857142857,HajArhl9Mf
2,MS,easy,3,13.3824,1,HajArhl9Mf
2,MS,medium,5,14.8989,1,HajArhl9Mf
2,MS,hard,7,17.8837,1,HajArhl9Mf
3,MS,easy,3,13.0158,1,HajArhl9Mf
3,MS,medium,5,15.5481,1,HajArhl9Mf
3,MS,hard,7,17.5673,1,HajArhl9Mf
4,MS,easy,3,8.466,1,HajArhl9Mf
4,MS,medium,5,14.9324,1,HajArhl9Mf
4,MS,hard,7,18.4154,1,HajArhl9Mf
5,MS,easy,3,10.3146,1,HajArhl9Mf
5,MS,medium,5,16.8982,1,HajArhl9Mf
5,MS,hard,7,19.6159,1,HajArhl9Mf
6,MS,easy,3,11.4485,1,HajArhl9Mf
6,MS,medium,5,13.464,1,HajArhl9Mf
6,MS,hard,6,20.1167,0.8571428571428571,HajArhl9Mf
7,MS,easy,0,12.7167,0,HajArhl9Mf
7,MS,medium,4,15.9315,0.8,HajArhl9Mf
7,MS,hard,7,18.4823,1,HajArhl9Mf
8,MS,easy,3,7.2173,1,HajArhl9Mf
8,MS,medium,5,16.6645,1,HajArhl9Mf
8,MS,hard,7,17.7502,1,HajArhl9Mf
9,MS,easy,3,8.0981,1,HajArhl9Mf
9,MS,medium,5,13.1983,1,HajArhl9Mf
9,MS,hard,7,19.3327,1,HajArhl9Mf
10,MS,easy,3,7.6826,1,HajArhl9Mf
10,MS,medium,5,16.2805,1,HajArhl9Mf
10,MS,hard,7,16.3835,1,HajArhl9Mf
11,MS,easy,3,13.2337,1,HajArhl9Mf
11,MS,medium,5,15.3322,1,HajArhl9Mf
11,MS,hard,5,30.2839,0.7142857142857143,HajArhl9Mf
12,MS,easy,3,8.4834,1,HajArhl9Mf
12,MS,medium,5,15.999,1,HajArhl9Mf
12,MS,hard,7,21.1163,1,HajArhl9Mf
13,MS,easy,3,8.7989,1,HajArhl9Mf
13,MS,medium,5,19.2157,1,HajArhl9Mf
13,MS,hard,7,21.5501,1,HajArhl9Mf
14,MS,easy,3,8.7005,1,HajArhl9Mf
14,MS,medium,5,14.3998,1,HajArhl9Mf
14,MS,hard,7,18.7984,1,HajArhl9Mf
15,MS,easy,3,8.7333,1,HajArhl9Mf
15,MS,medium,5,18.9656,1,HajArhl9Mf
15,MS,hard,7,21.3651,1,HajArhl9Mf
16,MS,easy,3,7.2483,1,HajArhl9Mf
16,MS,medium,5,18.3161,1,HajArhl9Mf
16,MS,hard,4,36.8507,0.5714285714285714,HajArhl9Mf
1,MS,easy,3,11.932,1,xYKzEb6U69
1,MS,medium,5,15.933,1,xYKzEb6U69
1,MS,hard,3,20.134,0.42857142857142855,xYKzEb6U69
2,MS,easy,3,10.849,1,xYKzEb6U69
2,MS,medium,5,15.933,1,xYKzEb6U69
2,MS,hard,5,19.183,0.7142857142857143,xYKzEb6U69
3,MS,easy,3,12.117,1,xYKzEb6U69
3,MS,medium,5,14.783,1,xYKzEb6U69
3,MS,hard,6,27.335,0.8571428571428571,xYKzEb6U69
4,MS,easy,3,12.3,1,xYKzEb6U69
4,MS,medium,5,15.267,1,xYKzEb6U69
4,MS,hard,6,21.917,0.8571428571428571,xYKzEb6U69
5,MS,easy,3,10.1,1,xYKzEb6U69
5,MS,medium,5,19.867,1,xYKzEb6U69
5,MS,hard,6,32.168,0.8571428571428571,xYKzEb6U69
6,MS,easy,3,10.618,1,xYKzEb6U69
6,MS,medium,5,19.435,1,xYKzEb6U69
6,MS,hard,4,17.7,0.5714285714285714,xYKzEb6U69
7,MS,easy,3,15.266,1,xYKzEb6U69
7,MS,medium,5,15.134,1,xYKzEb6U69
7,MS,hard,5,29.118,0.7142857142857143,xYKzEb6U69
8,MS,easy,3,8.416,1,xYKzEb6U69
8,MS,medium,5,16.717,1,xYKzEb6U69
8,MS,hard,7,23.818,1,xYKzEb6U69
9,MS,easy,3,9.199,1,xYKzEb6U69
9,MS,medium,5,15.817,1,xYKzEb6U69
9,MS,hard,7,22.001,1,xYKzEb6U69
10,MS,easy,3,7.65,1,xYKzEb6U69
10,MS,medium,5,14.067,1,xYKzEb6U69
10,MS,hard,5,27.566,0.7142857142857143,xYKzEb6U69
11,MS,easy,3,7.933,1,xYKzEb6U69
11,MS,medium,5,15.651,1,xYKzEb6U69
11,MS,hard,5,23.234,0.7142857142857143,xYKzEb6U69
12,MS,easy,3,8.366,1,xYKzEb6U69
12,MS,medium,5,14.016,1,xYKzEb6U69
12,MS,hard,3,28.585,0.42857142857142855,xYKzEb6U69
13,MS,easy,3,8.315,1,xYKzEb6U69
13,MS,medium,5,18.032,1,xYKzEb6U69
13,MS,hard,4,16.885,0.5714285714285714,xYKzEb6U69
14,MS,easy,3,9.883,1,xYKzEb6U69
14,MS,medium,5,16.035,1,xYKzEb6U69
14,MS,hard,5,19.968,0.7142857142857143,xYKzEb6U69
15,MS,easy,3,8.466,1,xYKzEb6U69
15,MS,medium,4,16.067,0.8,xYKzEb6U69
15,MS,hard,4,27.318,0.5714285714285714,xYKzEb6U69
16,MS,easy,3,9.682,1,xYKzEb6U69
16,MS,medium,5,17.867,1,xYKzEb6U69
16,MS,hard,5,25.218,0.7142857142857143,xYKzEb6U69
1,MS,easy,3,8.967,1,XdaJtcIO9r
1,MS,medium,5,18.1188,1,XdaJtcIO9r
1,MS,hard,6,24.4913,0.8571428571428571,XdaJtcIO9r
2,MS,easy,3,8.3214,1,XdaJtcIO9r
2,MS,medium,4,24.8272,0.8,XdaJtcIO9r
2,MS,hard,5,80.6984,0.7142857142857143,XdaJtcIO9r
3,MS,easy,3,7.7164,1,XdaJtcIO9r
3,MS,medium,3,24.9716,0.6,XdaJtcIO9r
3,MS,hard,4,20.1413,0.5714285714285714,XdaJtcIO9r
4,MS,easy,2,7.6039,0.6666666666666666,XdaJtcIO9r
4,MS,medium,5,18.8231,1,XdaJtcIO9r
4,MS,hard,3,14.234,0.42857142857142855,XdaJtcIO9r
5,MS,easy,3,33.925,1,XdaJtcIO9r
5,MS,medium,2,13.066,0.4,XdaJtcIO9r
5,MS,hard,4,19.105,0.5714285714285714,XdaJtcIO9r
6,MS,easy,3,9.0412,1,XdaJtcIO9r
6,MS,medium,4,14.4952,0.8,XdaJtcIO9r
6,MS,hard,4,22.6049,0.5714285714285714,XdaJtcIO9r
7,MS,easy,3,8.5011,1,XdaJtcIO9r
7,MS,medium,4,14.6525,0.8,XdaJtcIO9r
7,MS,hard,5,20.0212,0.7142857142857143,XdaJtcIO9r
8,MS,easy,3,9.7004,1,XdaJtcIO9r
8,MS,medium,4,20.7946,0.8,XdaJtcIO9r
8,MS,hard,4,12.8296,0.5714285714285714,XdaJtcIO9r
9,MS,easy,3,7.7388,1,XdaJtcIO9r
9,MS,medium,4,13.9186,0.8,XdaJtcIO9r
9,MS,hard,5,18.7991,0.7142857142857143,XdaJtcIO9r
10,MS,easy,3,7.9817,1,XdaJtcIO9r
10,MS,medium,4,12.6088,0.8,XdaJtcIO9r
10,MS,hard,5,31.6559,0.7142857142857143,XdaJtcIO9r
11,MS,easy,3,8.2412,1,XdaJtcIO9r
11,MS,medium,5,17.4988,1,XdaJtcIO9r
11,MS,hard,4,15.9349,0.5714285714285714,XdaJtcIO9r
12,MS,easy,3,11.0678,1,XdaJtcIO9r
12,MS,medium,4,11.2754,0.8,XdaJtcIO9r
12,MS,hard,4,52.7991,0.5714285714285714,XdaJtcIO9r
13,MS,easy,2,8.1254,0.6666666666666666,XdaJtcIO9r
13,MS,medium,5,15.3739,1,XdaJtcIO9r
13,MS,hard,4,16.0162,0.5714285714285714,XdaJtcIO9r
14,MS,easy,3,9.0362,1,XdaJtcIO9r
14,MS,medium,3,14.1081,0.6,XdaJtcIO9r
14,MS,hard,5,24.6527,0.7142857142857143,XdaJtcIO9r
15,MS,easy,3,7.3249,1,XdaJtcIO9r
15,MS,medium,4,10.8847,0.8,XdaJtcIO9r
15,MS,hard,3,17.273,0.42857142857142855,XdaJtcIO9r
16,MS,easy,2,11.4447,0.6666666666666666,XdaJtcIO9r
16,MS,medium,5,18.4918,1,XdaJtcIO9r
16,MS,hard,4,197.0025,0.5714285714285714,XdaJtcIO9r
1,MS,easy,3,10.3821,1,JpDUHBwJT1
1,MS,medium,5,15.715,1,JpDUHBwJT1
1,MS,hard,6,20.7492,0.8571428571428571,JpDUHBwJT1
2,MS,easy,3,8.2504,1,JpDUHBwJT1
2,MS,medium,5,14.2165,1,JpDUHBwJT1
2,MS,hard,4,34.9975,0.5714285714285714,JpDUHBwJT1
3,MS,easy,3,9.5999,1,JpDUHBwJT1
3,MS,medium,5,19.0499,1,JpDUHBwJT1
3,MS,hard,6,30.2476,0.8571428571428571,JpDUHBwJT1
4,MS,easy,3,10.2319,1,JpDUHBwJT1
4,MS,medium,5,17.1136,1,JpDUHBwJT1
4,MS,hard,5,17.1978,0.7142857142857143,JpDUHBwJT1
5,MS,easy,3,8.4333,1,JpDUHBwJT1
5,MS,medium,5,18.6648,1,JpDUHBwJT1
5,MS,hard,4,12.9311,0.5714285714285714,JpDUHBwJT1
6,MS,easy,3,7.5823,1,JpDUHBwJT1
6,MS,medium,5,20.1657,1,JpDUHBwJT1
6,MS,hard,7,21.4502,1,JpDUHBwJT1
7,MS,easy,3,7.0993,1,JpDUHBwJT1
7,MS,medium,5,12.9493,1,JpDUHBwJT1
7,MS,hard,5,23.7659,0.7142857142857143,JpDUHBwJT1
8,MS,easy,3,7.3839,1,JpDUHBwJT1
8,MS,medium,5,19.1989,1,JpDUHBwJT1
8,MS,hard,4,21.7823,0.5714285714285714,JpDUHBwJT1
9,MS,easy,3,8.2161,1,JpDUHBwJT1
9,MS,medium,5,17.5491,1,JpDUHBwJT1
9,MS,hard,5,15.5314,0.7142857142857143,JpDUHBwJT1
