trials,task,level,n,rt,acc,id
3,MS,hard,4,NA,0.5714285714285714,dWejUN00z6
4,MS,easy,2,NA,0.6666666666666666,dWejUN00z6
4,MS,medium,4,NA,0.8,dWejUN00z6
4,MS,hard,2,NA,0.2857142857142857,dWejUN00z6
5,MS,easy,3,NA,1,dWejUN00z6
5,MS,medium,3,NA,0.6,dWejUN00z6
5,MS,hard,5,NA,0.7142857142857143,dWejUN00z6
6,MS,easy,3,NA,1,dWejUN00z6
6,MS,medium,4,NA,0.8,dWejUN00z6
6,MS,hard,2,NA,0.2857142857142857,dWejUN00z6
7,MS,easy,3,NA,1,dWejUN00z6
7,MS,medium,4,NA,0.8,dWejUN00z6
7,MS,hard,3,NA,0.42857142857142855,dWejUN00z6
8,MS,easy,3,NA,1,dWejUN00z6
8,MS,medium,5,NA,1,dWejUN00z6
8,MS,hard,5,NA,0.7142857142857143,dWejUN00z6
9,MS,easy,3,NA,1,dWejUN00z6
9,MS,medium,5,NA,1,dWejUN00z6
9,MS,hard,4,NA,0.5714285714285714,dWejUN00z6
10,MS,easy,3,NA,1,dWejUN00z6
10,MS,medium,5,NA,1,dWejUN00z6
10,MS,hard,5,NA,0.7142857142857143,dWejUN00z6
11,MS,easy,3,NA,1,dWejUN00z6
11,MS,medium,3,NA,0.6,dWejUN00z6
11,MS,hard,5,NA,0.7142857142857143,dWejUN00z6
12,MS,easy,3,NA,1,dWejUN00z6
12,MS,medium,5,NA,1,dWejUN00z6
12,MS,hard,5,NA,0.7142857142857143,dWejUN00z6
13,MS,easy,3,NA,1,dWejUN00z6
13,MS,medium,5,NA,1,dWejUN00z6
13,MS,hard,3,NA,0.42857142857142855,dWejUN00z6
14,MS,easy,3,NA,1,dWejUN00z6
14,MS,medium,4,NA,0.8,dWejUN00z6
14,MS,hard,4,NA,0.5714285714285714,dWejUN00z6
15,MS,easy,2,NA,0.6666666666666666,dWejUN00z6
15,MS,medium,3,NA,0.6,dWejUN00z6
15,MS,hard,2,NA,0.2857142857142857,dWejUN00z6
16,MS,easy,3,NA,1,dWejUN00z6
16,MS,medium,5,NA,1,dWejUN00z6
16,MS,hard,4,NA,0.5714285714285714,dWejUN00z6
1,MS,easy,3,NA,1,qG1rKdXNBQ
1,MS,medium,5,NA,1,qG1rKdXNBQ
1,MS,hard,6,NA,0.8571428571428571,qG1rKdXNBQ
2,MS,easy,3,NA,1,qG1rKdXNBQ
2,MS,medium,5,NA,1,qG1rKdXNBQ
2,MS,hard,7,NA,1,qG1rKdXNBQ
3,MS,easy,3,NA,1,qG1rKdXNBQ
3,MS,medium,5,NA,1,qG1rKdXNBQ
3,MS,hard,6,NA,0.8571428571428571,qG1rKdXNBQ
4,MS,easy,3,NA,1,qG1rKdXNBQ
4,MS,medium,5,NA,1,qG1rKdXNBQ
4,MS,hard,7,NA,1,qG1rKdXNBQ
5,MS,easy,3,NA,1,qG1rKdXNBQ
5,MS,medium,5,NA,1,qG1rKdXNBQ
5,MS,hard,7,NA,1,qG1rKdXNBQ
6,MS,easy,3,NA,1,qG1rKdXNBQ
6,MS,medium,5,NA,1,qG1rKdXNBQ
6,MS,hard,7,NA,1,qG1rKdXNBQ
7,MS,easy,3,NA,1,qG1rKdXNBQ
7,MS,medium,5,NA,1,qG1rKdXNBQ
7,MS,hard,7,NA,1,qG1rKdXNBQ
8,MS,easy,3,NA,1,qG1rKdXNBQ
8,MS,medium,5,NA,1,qG1rKdXNBQ
8,MS,hard,7,NA,1,qG1rKdXNBQ
9,MS,easy,3,NA,1,qG1rKdXNBQ
9,MS,medium,5,NA,1,qG1rKdXNBQ
9,MS,hard,7,NA,1,qG1rKdXNBQ
10,MS,easy,3,NA,1,qG1rKdXNBQ
10,MS,medium,5,NA,1,qG1rKdXNBQ
10,MS,hard,7,NA,1,qG1rKdXNBQ
11,MS,easy,3,NA,1,qG1rKdXNBQ
11,MS,medium,5,NA,1,qG1rKdXNBQ
11,MS,hard,7,NA,1,qG1rKdXNBQ
12,MS,easy,3,NA,1,qG1rKdXNBQ
12,MS,medium,5,NA,1,qG1rKdXNBQ
12,MS,hard,7,NA,1,qG1rKdXNBQ
13,MS,easy,3,NA,1,qG1rKdXNBQ
13,MS,medium,5,NA,1,qG1rKdXNBQ
13,MS,hard,7,NA,1,qG1rKdXNBQ
14,MS,easy,3,NA,1,qG1rKdXNBQ
14,MS,medium,5,NA,1,qG1rKdXNBQ
14,MS,hard,7,NA,1,qG1rKdXNBQ
15,MS,easy,3,NA,1,qG1rKdXNBQ
15,MS,medium,5,NA,1,qG1rKdXNBQ
15,MS,hard,6,NA,0.8571428571428571,qG1rKdXNBQ
16,MS,easy,3,NA,1,qG1rKdXNBQ
16,MS,medium,5,NA,1,qG1rKdXNBQ
16,MS,hard,7,NA,1,qG1rKdXNBQ
1,MS,easy,3,NA,1,2dX8HaA5QM
1,MS,medium,4,NA,0.8,2dX8HaA5QM
1,MS,hard,4,NA,0.5714285714285714,2dX8HaA5QM
2,MS,easy,3,NA,1,2dX8HaA5QM
2,MS,medium,3,NA,0.6,2dX8HaA5QM
2,MS,hard,3,NA,0.42857142857142855,2dX8HaA5QM
3,MS,easy,3,NA,1,2dX8HaA5QM
3,MS,medium,3,NA,0.6,2dX8HaA5QM
3,MS,hard,4,NA,0.5714285714285714,2dX8HaA5QM
4,MS,easy,3,NA,1,2dX8HaA5QM
4,MS,medium,3,NA,0.6,2dX8HaA5QM
4,MS,hard,4,NA,0.5714285714285714,2dX8HaA5QM
5,MS,easy,3,NA,1,2dX8HaA5QM
5,MS,medium,3,NA,0.6,2dX8HaA5QM
5,MS,hard,4,NA,0.5714285714285714,2dX8HaA5QM
6,MS,easy,3,NA,1,2dX8HaA5QM
6,MS,medium,4,NA,0.8,2dX8HaA5QM
6,MS,hard,4,NA,0.5714285714285714,2dX8HaA5QM
7,MS,easy,3,NA,1,2dX8HaA5QM
7,MS,medium,4,NA,0.8,2dX8HaA5QM
7,MS,hard,3,NA,0.42857142857142855,2dX8HaA5QM
8,MS,easy,3,NA,1,2dX8HaA5QM
8,MS,medium,3,NA,0.6,2dX8HaA5QM
8,MS,hard,3,NA,0.42857142857142855,2dX8HaA5QM
9,MS,easy,2,NA,0.6666666666666666,2dX8HaA5QM
9,MS,medium,2,NA,0.4,2dX8HaA5QM
9,MS,hard,4,NA,0.5714285714285714,2dX8HaA5QM
10,MS,easy,2,NA,0.6666666666666666,2dX8HaA5QM
10,MS,medium,3,NA,0.6,2dX8HaA5QM
10,MS,hard,3,NA,0.42857142857142855,2dX8HaA5QM
11,MS,easy,3,NA,1,2dX8HaA5QM
11,MS,medium,3,NA,0.6,2dX8HaA5QM
11,MS,hard,3,NA,0.42857142857142855,2dX8HaA5QM
12,MS,easy,3,NA,1,2dX8HaA5QM
12,MS,medium,3,NA,0.6,2dX8HaA5QM
12,MS,hard,3,NA,0.42857142857142855,2dX8HaA5QM
13,MS,easy,2,NA,0.6666666666666666,2dX8HaA5QM
13,MS,medium,3,NA,0.6,2dX8HaA5QM
13,MS,hard,3,NA,0.42857142857142855,2dX8HaA5QM
14,MS,easy,3,NA,1,2dX8HaA5QM
14,MS,medium,3,NA,0.6,2dX8HaA5QM
14,MS,hard,4,NA,0.5714285714285714,2dX8HaA5QM
15,MS,easy,2,NA,0.6666666666666666,2dX8HaA5QM
15,MS,medium,4,NA,0.8,2dX8HaA5QM
15,MS,hard,5,NA,0.7142857142857143,2dX8HaA5QM
16,MS,easy,3,NA,1,2dX8HaA5QM
16,MS,medium,4,NA,0.8,2dX8HaA5QM
16,MS,hard,5,NA,0.7142857142857143,2dX8HaA5QM
1,MS,easy,3,8.681,1,jipsxYWATF
1,MS,medium,5,11.632,1,jipsxYWATF
1,MS,hard,6,21.384,0.8571428571428571,jipsxYWATF
2,MS,easy,3,8.415,1,jipsxYWATF
2,MS,medium,5,11.664,1,jipsxYWATF
2,MS,hard,7,21.514,1,jipsxYWATF
3,MS,easy,3,7.25,1,jipsxYWATF
3,MS,medium,5,18.948,1,jipsxYWATF
3,MS,hard,5,28.267,0.7142857142857143,jipsxYWATF
4,MS,easy,3,8.467,1,jipsxYWATF
4,MS,medium,5,12.466,1,jipsxYWATF
4,MS,hard,7,20.166,1,jipsxYWATF
5,MS,easy,3,11.232,1,jipsxYWATF
5,MS,medium,5,23.082,1,jipsxYWATF
5,MS,hard,5,27.116,0.7142857142857143,jipsxYWATF
6,MS,easy,3,7.483,1,jipsxYWATF
6,MS,medium,5,18.634,1,jipsxYWATF
6,MS,hard,5,20.465,0.7142857142857143,jipsxYWATF
7,MS,easy,3,10.532,1,jipsxYWATF
7,MS,medium,4,19.432,0.8,jipsxYWATF
7,MS,hard,7,24.515,1,jipsxYWATF
8,MS,easy,3,8.599,1,jipsxYWATF
8,MS,medium,5,15.898,1,jipsxYWATF
8,MS,hard,7,34.049,1,jipsxYWATF
9,MS,easy,3,6.916,1,jipsxYWATF
9,MS,medium,5,14.765,1,jipsxYWATF
9,MS,hard,5,20.567,0.7142857142857143,jipsxYWATF
10,MS,easy,3,7.667,1,jipsxYWATF
10,MS,medium,5,13.568,1,jipsxYWATF
10,MS,hard,6,22.664,0.8571428571428571,jipsxYWATF
11,MS,easy,3,6.916,1,jipsxYWATF
11,MS,medium,5,15.798,1,jipsxYWATF
11,MS,hard,6,51.5,0.8571428571428571,jipsxYWATF
12,MS,easy,3,7.848,1,jipsxYWATF
12,MS,medium,5,14.683,1,jipsxYWATF
12,MS,hard,6,30.701,0.8571428571428571,jipsxYWATF
13,MS,easy,3,7.065,1,jipsxYWATF
13,MS,medium,5,13.23,1,jipsxYWATF
13,MS,hard,6,39.183,0.8571428571428571,jipsxYWATF
14,MS,easy,3,6.983,1,jipsxYWATF
14,MS,medium,5,13.531,1,jipsxYWATF
14,MS,hard,6,24.914,0.8571428571428571,jipsxYWATF
15,MS,easy,3,7.799,1,jipsxYWATF
15,MS,medium,5,12.698,1,jipsxYWATF
15,MS,hard,7,27.783,1,jipsxYWATF
16,MS,easy,3,9.066,1,jipsxYWATF
16,MS,medium,5,11.53,1,jipsxYWATF
16,MS,hard,5,26.165,0.7142857142857143,jipsxYWATF
1,MS,easy,3,NA,1,1W5HQaoCSR
1,MS,medium,5,NA,1,1W5HQaoCSR
1,MS,hard,3,NA,0.42857142857142855,1W5HQaoCSR
2,MS,easy,3,NA,1,1W5HQaoCSR
2,MS,medium,5,NA,1,1W5HQaoCSR
2,MS,hard,4,NA,0.5714285714285714,1W5HQaoCSR
3,MS,easy,3,NA,1,1W5HQaoCSR
3,MS,medium,4,NA,0.8,1W5HQaoCSR
3,MS,hard,4,NA,0.5714285714285714,1W5HQaoCSR
4,MS,easy,3,NA,1,1W5HQaoCSR
4,MS,medium,5,NA,1,1W5HQaoCSR
4,MS,hard,2,NA,0.2857142857142857,1W5HQaoCSR
5,MS,easy,3,NA,1,1W5HQaoCSR
5,MS,medium,4,NA,0.8,1W5HQaoCSR
5,MS,hard,4,NA,0.5714285714285714,1W5HQaoCSR
6,MS,easy,3,NA,1,1W5HQaoCSR
6,MS,medium,5,NA,1,1W5HQaoCSR
6,MS,hard,4,NA,0.5714285714285714,1W5HQaoCSR
7,MS,easy,3,NA,1,1W5HQaoCSR
7,MS,medium,5,NA,1,1W5HQaoCSR
7,MS,hard,4,NA,0.5714285714285714,1W5HQaoCSR
8,MS,easy,3,NA,1,1W5HQaoCSR
8,MS,medium,5,NA,1,1W5HQaoCSR
8,MS,hard,3,NA,0.42857142857142855,1W5HQaoCSR
9,MS,easy,3,NA,1,1W5HQaoCSR
9,MS,medium,5,NA,1,1W5HQaoCSR
9,MS,hard,4,NA,0.5714285714285714,1W5HQaoCSR
10,MS,easy,3,NA,1,1W5HQaoCSR
10,MS,medium,4,NA,0.8,1W5HQaoCSR
10,MS,hard,4,NA,0.5714285714285714,1W5HQaoCSR
11,MS,easy,3,NA,1,1W5HQaoCSR
11,MS,medium,4,NA,0.8,1W5HQaoCSR
11,MS,hard,5,NA,0.7142857142857143,1W5HQaoCSR
12,MS,easy,3,NA,1,1W5HQaoCSR
12,MS,medium,4,NA,0.8,1W5HQaoCSR
12,MS,hard,5,NA,0.7142857142857143,1W5HQaoCSR
13,MS,easy,3,NA,1,1W5HQaoCSR
13,MS,medium,5,NA,1,1W5HQaoCSR
13,MS,hard,3,NA,0.42857142857142855,1W5HQaoCSR
14,MS,easy,3,NA,1,1W5HQaoCSR
14,MS,medium,5,NA,1,1W5HQaoCSR
14,MS,hard,3,NA,0.42857142857142855,1W5HQaoCSR
15,MS,easy,3,NA,1,1W5HQaoCSR
15,MS,medium,5,NA,1,1W5HQaoCSR
15,MS,hard,4,NA,0.5714285714285714,1W5HQaoCSR
16,MS,easy,3,NA,1,1W5HQaoCSR
16,MS,medium,5,NA,1,1W5HQaoCSR
16,MS,hard,4,NA,0.5714285714285714,1W5HQaoCSR
1,MS,easy,3,16.947,1,qn7iE4w9eA
1,MS,medium,5,14.081,1,qn7iE4w9eA
1,MS,hard,5,15.937,0.7142857142857143,qn7iE4w9eA
2,MS,easy,3,9.329,1,qn7iE4w9eA
2,MS,medium,5,35.154,1,qn7iE4w9eA
2,MS,hard,3,21.852,0.42857142857142855,qn7iE4w9eA
3,MS,easy,3,10.156,1,qn7iE4w9eA
3,MS,medium,5,20.74,1,qn7iE4w9eA
3,MS,hard,3,19.979,0.42857142857142855,qn7iE4w9eA
4,MS,easy,3,24.049,1,qn7iE4w9eA
4,MS,medium,5,13.772,1,qn7iE4w9eA
4,MS,hard,1,30.13,0.14285714285714285,qn7iE4w9eA
5,MS,easy,3,8.627,1,qn7iE4w9eA
5,MS,medium,5,19.225,1,qn7iE4w9eA
5,MS,hard,2,15.686,0.2857142857142857,qn7iE4w9eA
6,MS,easy,3,8.955,1,qn7iE4w9eA
6,MS,medium,3,27.4,0.6,qn7iE4w9eA
6,MS,hard,4,17.412,0.5714285714285714,qn7iE4w9eA
7,MS,easy,3,8.096,1,qn7iE4w9eA
7,MS,medium,5,21.903,1,qn7iE4w9eA
7,MS,hard,4,14.764,0.5714285714285714,qn7iE4w9eA
8,MS,easy,3,9.674,1,qn7iE4w9eA
8,MS,medium,5,18.018,1,qn7iE4w9eA
8,MS,hard,6,24.839,0.8571428571428571,qn7iE4w9eA
9,MS,easy,3,9.889,1,qn7iE4w9eA
9,MS,medium,4,39.774,0.8,qn7iE4w9eA
9,MS,hard,4,19.454,0.5714285714285714,qn7iE4w9eA
10,MS,easy,3,15.925,1,qn7iE4w9eA
10,MS,medium,4,16.992,0.8,qn7iE4w9eA
10,MS,hard,4,23.862,0.5714285714285714,qn7iE4w9eA
11,MS,easy,3,10.236,1,qn7iE4w9eA
11,MS,medium,5,25.887,1,qn7iE4w9eA
11,MS,hard,4,17.58,0.5714285714285714,qn7iE4w9eA
12,MS,easy,3,10.476,1,qn7iE4w9eA
12,MS,medium,4,30.165,0.8,qn7iE4w9eA
12,MS,hard,4,21.203,0.5714285714285714,qn7iE4w9eA
13,MS,easy,3,9.513,1,qn7iE4w9eA
13,MS,medium,5,22.237,1,qn7iE4w9eA
13,MS,hard,4,20.702,0.5714285714285714,qn7iE4w9eA
14,MS,easy,3,10.144,1,qn7iE4w9eA
14,MS,medium,5,29.386,1,qn7iE4w9eA
14,MS,hard,2,32.292,0.2857142857142857,qn7iE4w9eA
15,MS,easy,3,24.449,1,qn7iE4w9eA
15,MS,medium,3,34.987,0.6,qn7iE4w9eA
15,MS,hard,6,32.158,0.8571428571428571,qn7iE4w9eA
16,MS,easy,3,8.905,1,qn7iE4w9eA
16,MS,medium,5,14.153,1,qn7iE4w9eA
16,MS,hard,4,15.085,0.5714285714285714,qn7iE4w9eA
1,MS,easy,3,NA,1,kuTZjru3VL
1,MS,medium,5,NA,1,kuTZjru3VL
1,MS,hard,5,NA,0.7142857142857143,kuTZjru3VL
2,MS,easy,3,NA,1,kuTZjru3VL
2,MS,medium,5,NA,1,kuTZjru3VL
2,MS,hard,7,NA,1,kuTZjru3VL
3,MS,easy,3,NA,1,kuTZjru3VL
3,MS,medium,5,NA,1,kuTZjru3VL
3,MS,hard,7,NA,1,kuTZjru3VL
4,MS,easy,3,NA,1,kuTZjru3VL
4,MS,medium,5,NA,1,kuTZjru3VL
4,MS,hard,6,NA,0.8571428571428571,kuTZjru3VL
5,MS,easy,3,NA,1,kuTZjru3VL
5,MS,medium,5,NA,1,kuTZjru3VL
5,MS,hard,6,NA,0.8571428571428571,kuTZjru3VL
6,MS,easy,3,NA,1,kuTZjru3VL
6,MS,medium,5,NA,1,kuTZjru3VL
6,MS,hard,5,NA,0.7142857142857143,kuTZjru3VL
7,MS,easy,3,NA,1,kuTZjru3VL
7,MS,medium,5,NA,1,kuTZjru3VL
7,MS,hard,7,NA,1,kuTZjru3VL
8,MS,easy,3,NA,1,kuTZjru3VL
8,MS,medium,5,NA,1,kuTZjru3VL
8,MS,hard,4,NA,0.5714285714285714,kuTZjru3VL
9,MS,easy,3,NA,1,kuTZjru3VL
9,MS,medium,5,NA,1,kuTZjru3VL
9,MS,hard,6,NA,0.8571428571428571,kuTZjru3VL
10,MS,easy,3,NA,1,kuTZjru3VL
10,MS,medium,5,NA,1,kuTZjru3VL
10,MS,hard,6,NA,0.8571428571428571,kuTZjru3VL
11,MS,easy,3,NA,1,kuTZjru3VL
11,MS,medium,5,NA,1,kuTZjru3VL
11,MS,hard,5,NA,0.7142857142857143,kuTZjru3VL
12,MS,easy,3,NA,1,kuTZjru3VL
12,MS,medium,5,NA,1,kuTZjru3VL
12,MS,hard,5,NA,0.7142857142857143,kuTZjru3VL
13,MS,easy,3,NA,1,kuTZjru3VL
13,MS,medium,5,NA,1,kuTZjru3VL
13,MS,hard,7,NA,1,kuTZjru3VL
14,MS,easy,3,NA,1,kuTZjru3VL
14,MS,medium,5,NA,1,kuTZjru3VL
14,MS,hard,5,NA,0.7142857142857143,kuTZjru3VL
15,MS,easy,3,NA,1,kuTZjru3VL
15,MS,medium,5,NA,1,kuTZjru3VL
15,MS,hard,7,NA,1,kuTZjru3VL
16,MS,easy,3,NA,1,kuTZjru3VL
16,MS,medium,5,NA,1,kuTZjru3VL
16,MS,hard,7,NA,1,kuTZjru3VL
1,MS,easy,3,NA,1,antN5ck5Ic
1,MS,medium,5,NA,1,antN5ck5Ic
1,MS,hard,5,NA,0.7142857142857143,antN5ck5Ic
2,MS,easy,3,NA,1,antN5ck5Ic
2,MS,medium,5,NA,1,antN5ck5Ic
2,MS,hard,5,NA,0.7142857142857143,antN5ck5Ic
3,MS,easy,3,NA,1,antN5ck5Ic
3,MS,medium,5,NA,1,antN5ck5Ic
3,MS,hard,5,NA,0.7142857142857143,antN5ck5Ic
4,MS,easy,3,NA,1,antN5ck5Ic
4,MS,medium,5,NA,1,antN5ck5Ic
4,MS,hard,6,NA,0.8571428571428571,antN5ck5Ic
5,MS,easy,3,NA,1,antN5ck5Ic
5,MS,medium,5,NA,1,antN5ck5Ic
5,MS,hard,2,NA,0.2857142857142857,antN5ck5Ic
6,MS,easy,3,NA,1,antN5ck5Ic
6,MS,medium,5,NA,1,antN5ck5Ic
6,MS,hard,5,NA,0.7142857142857143,antN5ck5Ic
7,MS,easy,3,NA,1,antN5ck5Ic
7,MS,medium,5,NA,1,antN5ck5Ic
7,MS,hard,5,NA,0.7142857142857143,antN5ck5Ic
8,MS,easy,3,NA,1,antN5ck5Ic
8,MS,medium,5,NA,1,antN5ck5Ic
8,MS,hard,6,NA,0.8571428571428571,antN5ck5Ic
9,MS,easy,3,NA,1,antN5ck5Ic
9,MS,medium,4,NA,0.8,antN5ck5Ic
9,MS,hard,4,NA,0.5714285714285714,antN5ck5Ic
10,MS,easy,3,NA,1,antN5ck5Ic
10,MS,medium,5,NA,1,antN5ck5Ic
10,MS,hard,5,NA,0.7142857142857143,antN5ck5Ic
11,MS,easy,3,NA,1,antN5ck5Ic
11,MS,medium,5,NA,1,antN5ck5Ic
11,MS,hard,4,NA,0.5714285714285714,antN5ck5Ic
12,MS,easy,3,NA,1,antN5ck5Ic
12,MS,medium,5,NA,1,antN5ck5Ic
12,MS,hard,4,NA,0.5714285714285714,antN5ck5Ic
13,MS,easy,3,NA,1,antN5ck5Ic
13,MS,medium,5,NA,1,antN5ck5Ic
13,MS,hard,5,NA,0.7142857142857143,antN5ck5Ic
14,MS,easy,3,NA,1,antN5ck5Ic
14,MS,medium,5,NA,1,antN5ck5Ic
14,MS,hard,6,NA,0.8571428571428571,antN5ck5Ic
15,MS,easy,3,NA,1,antN5ck5Ic
15,MS,medium,4,NA,0.8,antN5ck5Ic
15,MS,hard,6,NA,0.8571428571428571,antN5ck5Ic
16,MS,easy,3,NA,1,antN5ck5Ic
16,MS,medium,5,NA,1,antN5ck5Ic
16,MS,hard,5,NA,0.7142857142857143,antN5ck5Ic
1,MS,easy,3,NA,1,lqSj6DxkoP
1,MS,medium,4,NA,0.8,lqSj6DxkoP
1,MS,hard,5,NA,0.7142857142857143,lqSj6DxkoP
2,MS,easy,3,NA,1,lqSj6DxkoP
2,MS,medium,5,NA,1,lqSj6DxkoP
2,MS,hard,7,NA,1,lqSj6DxkoP
3,MS,easy,3,NA,1,lqSj6DxkoP
3,MS,medium,4,NA,0.8,lqSj6DxkoP
3,MS,hard,7,NA,1,lqSj6DxkoP
4,MS,easy,3,NA,1,lqSj6DxkoP
4,MS,medium,5,NA,1,lqSj6DxkoP
4,MS,hard,6,NA,0.8571428571428571,lqSj6DxkoP
5,MS,easy,3,NA,1,lqSj6DxkoP
5,MS,medium,5,NA,1,lqSj6DxkoP
5,MS,hard,6,NA,0.8571428571428571,lqSj6DxkoP
6,MS,easy,3,NA,1,lqSj6DxkoP
6,MS,medium,5,NA,1,lqSj6DxkoP
6,MS,hard,6,NA,0.8571428571428571,lqSj6DxkoP
7,MS,easy,3,NA,1,lqSj6DxkoP
7,MS,medium,5,NA,1,lqSj6DxkoP
7,MS,hard,6,NA,0.8571428571428571,lqSj6DxkoP
8,MS,easy,3,NA,1,lqSj6DxkoP
8,MS,medium,5,NA,1,lqSj6DxkoP
8,MS,hard,7,NA,1,lqSj6DxkoP
9,MS,easy,3,NA,1,lqSj6DxkoP
9,MS,medium,5,NA,1,lqSj6DxkoP
9,MS,hard,5,NA,0.7142857142857143,lqSj6DxkoP
10,MS,easy,3,NA,1,lqSj6DxkoP
10,MS,medium,4,NA,0.8,lqSj6DxkoP
10,MS,hard,6,NA,0.8571428571428571,lqSj6DxkoP
11,MS,easy,3,NA,1,lqSj6DxkoP
11,MS,medium,5,NA,1,lqSj6DxkoP
11,MS,hard,6,NA,0.8571428571428571,lqSj6DxkoP
12,MS,easy,3,NA,1,lqSj6DxkoP
12,MS,medium,5,NA,1,lqSj6DxkoP
12,MS,hard,5,NA,0.7142857142857143,lqSj6DxkoP
13,MS,easy,3,NA,1,lqSj6DxkoP
13,MS,medium,5,NA,1,lqSj6DxkoP
13,MS,hard,6,NA,0.8571428571428571,lqSj6DxkoP
14,MS,easy,3,NA,1,lqSj6DxkoP
14,MS,medium,5,NA,1,lqSj6DxkoP
14,MS,hard,4,NA,0.5714285714285714,lqSj6DxkoP
15,MS,easy,3,NA,1,lqSj6DxkoP
15,MS,medium,5,NA,1,lqSj6DxkoP
15,MS,hard,5,NA,0.7142857142857143,lqSj6DxkoP
16,MS,easy,3,NA,1,lqSj6DxkoP
16,MS,medium,5,NA,1,lqSj6DxkoP
16,MS,hard,6,NA,0.8571428571428571,lqSj6DxkoP
1,MS,easy,3,NA,1,urmN2MGqMI
1,MS,medium,4,NA,0.8,urmN2MGqMI
1,MS,hard,3,NA,0.42857142857142855,urmN2MGqMI
2,MS,easy,3,NA,1,urmN2MGqMI
2,MS,medium,5,NA,1,urmN2MGqMI
2,MS,hard,7,NA,1,urmN2MGqMI
3,MS,easy,3,NA,1,urmN2MGqMI
3,MS,medium,5,NA,1,urmN2MGqMI
3,MS,hard,7,NA,1,urmN2MGqMI
4,MS,easy,3,NA,1,urmN2MGqMI
4,MS,medium,4,NA,0.8,urmN2MGqMI
4,MS,hard,5,NA,0.7142857142857143,urmN2MGqMI
5,MS,easy,3,NA,1,urmN2MGqMI
5,MS,medium,4,NA,0.8,urmN2MGqMI
5,MS,hard,6,NA,0.8571428571428571,urmN2MGqMI
6,MS,easy,3,NA,1,urmN2MGqMI
6,MS,medium,4,NA,0.8,urmN2MGqMI
6,MS,hard,3,NA,0.42857142857142855,urmN2MGqMI
7,MS,easy,3,NA,1,urmN2MGqMI
7,MS,medium,4,NA,0.8,urmN2MGqMI
7,MS,hard,3,NA,0.42857142857142855,urmN2MGqMI
8,MS,easy,3,NA,1,urmN2MGqMI
8,MS,medium,4,NA,0.8,urmN2MGqMI
8,MS,hard,5,NA,0.7142857142857143,urmN2MGqMI
9,MS,easy,3,NA,1,urmN2MGqMI
9,MS,medium,5,NA,1,urmN2MGqMI
9,MS,hard,4,NA,0.5714285714285714,urmN2MGqMI
10,MS,easy,3,NA,1,urmN2MGqMI
10,MS,medium,4,NA,0.8,urmN2MGqMI
10,MS,hard,4,NA,0.5714285714285714,urmN2MGqMI
11,MS,easy,3,NA,1,urmN2MGqMI
11,MS,medium,5,NA,1,urmN2MGqMI
11,MS,hard,4,NA,0.5714285714285714,urmN2MGqMI
12,MS,easy,3,NA,1,urmN2MGqMI
12,MS,medium,5,NA,1,urmN2MGqMI
12,MS,hard,6,NA,0.8571428571428571,urmN2MGqMI
13,MS,easy,3,NA,1,urmN2MGqMI
13,MS,medium,4,NA,0.8,urmN2MGqMI
13,MS,hard,4,NA,0.5714285714285714,urmN2MGqMI
14,MS,easy,3,NA,1,urmN2MGqMI
14,MS,medium,4,NA,0.8,urmN2MGqMI
14,MS,hard,5,NA,0.7142857142857143,urmN2MGqMI
15,MS,easy,3,NA,1,urmN2MGqMI
15,MS,medium,4,NA,0.8,urmN2MGqMI
15,MS,hard,5,NA,0.7142857142857143,urmN2MGqMI
16,MS,easy,2,NA,0.6666666666666666,urmN2MGqMI
16,MS,medium,5,NA,1,urmN2MGqMI
16,MS,hard,2,NA,0.2857142857142857,urmN2MGqMI
1,MS,easy,3,11.8253,1,d51zamtky2
1,MS,medium,5,19.7908,1,d51zamtky2
1,MS,hard,4,12.6059,0.5714285714285714,d51zamtky2
2,MS,easy,3,12.6446,1,d51zamtky2
2,MS,medium,5,15.6936,1,d51zamtky2
2,MS,hard,4,13.7943,0.5714285714285714,d51zamtky2
3,MS,easy,3,10.4458,1,d51zamtky2
3,MS,medium,3,16.7931,0.6,d51zamtky2
3,MS,hard,3,16.7605,0.42857142857142855,d51zamtky2
4,MS,easy,3,10.4791,1,d51zamtky2
4,MS,medium,5,16.2605,1,d51zamtky2
4,MS,hard,2,7.9466,0.2857142857142857,d51zamtky2
5,MS,easy,3,13.1775,1,d51zamtky2
5,MS,medium,4,19.5325,0.8,d51zamtky2
5,MS,hard,2,10.779,0.2857142857142857,d51zamtky2
6,MS,easy,3,8.2468,1,d51zamtky2
6,MS,medium,4,16.1002,0.8,d51zamtky2
6,MS,hard,5,15.7434,0.7142857142857143,d51zamtky2
7,MS,easy,3,8.3964,1,d51zamtky2
7,MS,medium,4,15.1442,0.8,d51zamtky2
7,MS,hard,0,2.2138,0,d51zamtky2
8,MS,easy,3,9.2637,1,d51zamtky2
8,MS,medium,5,19.8414,1,d51zamtky2
8,MS,hard,5,16.485,0.7142857142857143,d51zamtky2
9,MS,easy,3,8.0133,1,d51zamtky2
9,MS,medium,3,16.2098,0.6,d51zamtky2
9,MS,hard,3,11.8607,0.42857142857142855,d51zamtky2
10,MS,easy,3,9.1961,1,d51zamtky2
10,MS,medium,3,15.0268,0.6,d51zamtky2
10,MS,hard,2,13.9769,0.2857142857142857,d51zamtky2
