correctAns,key,is_correct,rt,task,level,trial,id,pool
left,right,0,7.4962,MR,medium,3,ky7vtw0gdz,pool34
left,left,1,5.1487,MR,medium,4,ky7vtw0gdz,pool34
left,left,1,3.3138,MR,medium,5,ky7vtw0gdz,pool34
left,right,0,12.1463,MR,medium,6,ky7vtw0gdz,pool34
right,right,1,2.6012,MR,medium,7,ky7vtw0gdz,pool34
left,right,0,9.6499,MR,medium,8,ky7vtw0gdz,pool34
left,left,1,1.8126,MR,medium,9,ky7vtw0gdz,pool34
right,left,0,8.5839,MR,medium,10,ky7vtw0gdz,pool34
left,right,0,7.7962,MR,medium,11,ky7vtw0gdz,pool34
right,right,1,7.7823,MR,medium,12,ky7vtw0gdz,pool34
left,right,0,8.7269,MR,medium,13,ky7vtw0gdz,pool34
right,left,0,1.1735,MR,medium,14,ky7vtw0gdz,pool34
left,right,0,3.6683,MR,medium,15,ky7vtw0gdz,pool34
right,right,1,2.073,MR,medium,16,ky7vtw0gdz,pool34
left,right,0,4.568,MR,hard,1,ky7vtw0gdz,pool34
right,right,1,9.3662,MR,hard,2,ky7vtw0gdz,pool34
left,right,0,8.5311,MR,hard,3,ky7vtw0gdz,pool34
left,right,0,13.4322,MR,hard,4,ky7vtw0gdz,pool34
left,left,1,10.6456,MR,hard,5,ky7vtw0gdz,pool34
right,left,0,4.9621,MR,hard,6,ky7vtw0gdz,pool34
left,right,0,9.643,MR,hard,7,ky7vtw0gdz,pool34
right,left,0,11.1101,MR,hard,8,ky7vtw0gdz,pool34
right,right,1,12.7268,MR,hard,9,ky7vtw0gdz,pool34
right,right,1,11.461,MR,hard,10,ky7vtw0gdz,pool34
left,left,1,10.2305,MR,hard,11,ky7vtw0gdz,pool34
right,left,0,7.4964,MR,hard,12,ky7vtw0gdz,pool34
right,right,1,31.9844,MR,hard,13,ky7vtw0gdz,pool34
right,left,0,1.6759,MR,hard,14,ky7vtw0gdz,pool34
left,right,0,23.3808,MR,hard,15,ky7vtw0gdz,pool34
left,left,1,4.1752,MR,hard,16,ky7vtw0gdz,pool34
right,right,1,4.1922,MR,easy,1,zvDM8Go5Bd,pool34
left,right,0,4.7557,MR,easy,2,zvDM8Go5Bd,pool34
left,right,0,4.1225,MR,easy,3,zvDM8Go5Bd,pool34
right,right,1,4.8104,MR,easy,4,zvDM8Go5Bd,pool34
right,right,1,6.8985,MR,easy,5,zvDM8Go5Bd,pool34
left,right,0,8.9953,MR,easy,6,zvDM8Go5Bd,pool34
right,right,1,4.1815,MR,easy,7,zvDM8Go5Bd,pool34
left,right,0,3.7003,MR,easy,8,zvDM8Go5Bd,pool34
right,right,1,5.841,MR,easy,9,zvDM8Go5Bd,pool34
right,right,1,3.6135,MR,easy,10,zvDM8Go5Bd,pool34
right,right,1,4.7349,MR,easy,11,zvDM8Go5Bd,pool34
left,right,0,4.0159,MR,easy,12,zvDM8Go5Bd,pool34
left,right,0,7.8129,MR,easy,13,zvDM8Go5Bd,pool34
right,right,1,4.1546,MR,easy,14,zvDM8Go5Bd,pool34
right,right,1,4.6095,MR,easy,15,zvDM8Go5Bd,pool34
left,right,0,8.0763,MR,easy,16,zvDM8Go5Bd,pool34
left,right,0,3.9605,MR,medium,1,zvDM8Go5Bd,pool34
left,right,0,3.3298,MR,medium,2,zvDM8Go5Bd,pool34
right,left,0,10.048,MR,medium,3,zvDM8Go5Bd,pool34
right,right,1,8.7181,MR,medium,4,zvDM8Go5Bd,pool34
right,left,0,8.0339,MR,medium,5,zvDM8Go5Bd,pool34
right,right,1,8.472,MR,medium,6,zvDM8Go5Bd,pool34
left,left,1,12.9062,MR,medium,7,zvDM8Go5Bd,pool34
left,right,0,6.0774,MR,medium,8,zvDM8Go5Bd,pool34
left,left,1,9.7449,MR,medium,9,zvDM8Go5Bd,pool34
left,right,0,11.8164,MR,medium,10,zvDM8Go5Bd,pool34
right,right,1,5.8806,MR,medium,11,zvDM8Go5Bd,pool34
right,right,1,8.0378,MR,medium,12,zvDM8Go5Bd,pool34
right,right,1,9.705,MR,medium,13,zvDM8Go5Bd,pool34
right,right,1,10.5613,MR,medium,14,zvDM8Go5Bd,pool34
right,left,0,9.6719,MR,medium,15,zvDM8Go5Bd,pool34
right,right,1,10.5689,MR,medium,16,zvDM8Go5Bd,pool34
right,right,1,4.7021,MR,hard,1,zvDM8Go5Bd,pool34
right,left,0,2.8786,MR,hard,2,zvDM8Go5Bd,pool34
left,left,1,3.0581,MR,hard,3,zvDM8Go5Bd,pool34
left,right,0,10.1607,MR,hard,4,zvDM8Go5Bd,pool34
left,right,0,5.3917,MR,hard,5,zvDM8Go5Bd,pool34
left,left,1,7.2449,MR,hard,6,zvDM8Go5Bd,pool34
left,right,0,5.102,MR,hard,7,zvDM8Go5Bd,pool34
right,right,1,6.6711,MR,hard,8,zvDM8Go5Bd,pool34
left,right,0,4.5154,MR,hard,9,zvDM8Go5Bd,pool34
right,right,1,6.193,MR,hard,10,zvDM8Go5Bd,pool34
right,left,0,3.7727,MR,hard,11,zvDM8Go5Bd,pool34
left,right,0,7.3873,MR,hard,12,zvDM8Go5Bd,pool34
right,right,1,5.8691,MR,hard,13,zvDM8Go5Bd,pool34
left,left,1,4.7566,MR,hard,14,zvDM8Go5Bd,pool34
right,left,0,4.3233,MR,hard,15,zvDM8Go5Bd,pool34
left,right,0,5.6213,MR,hard,16,zvDM8Go5Bd,pool34
right,right,1,17.129,MR,easy,1,7SltMY2Jba,pool34
left,left,1,4.376,MR,easy,2,7SltMY2Jba,pool34
left,right,0,19.433,MR,easy,3,7SltMY2Jba,pool34
right,right,1,4.688,MR,easy,4,7SltMY2Jba,pool34
right,right,1,8.288,MR,easy,5,7SltMY2Jba,pool34
right,right,1,9.714,MR,easy,6,7SltMY2Jba,pool34
right,right,1,6.15,MR,easy,7,7SltMY2Jba,pool34
left,left,1,10.376,MR,easy,8,7SltMY2Jba,pool34
left,left,1,7.784,MR,easy,9,7SltMY2Jba,pool34
left,left,1,3.043,MR,easy,10,7SltMY2Jba,pool34
left,left,1,5.503,MR,easy,11,7SltMY2Jba,pool34
left,left,1,3.333,MR,easy,12,7SltMY2Jba,pool34
left,left,1,23.73,MR,easy,13,7SltMY2Jba,pool34
right,right,1,9.664,MR,easy,14,7SltMY2Jba,pool34
left,left,1,7.203,MR,easy,15,7SltMY2Jba,pool34
right,right,1,5.945,MR,easy,16,7SltMY2Jba,pool34
right,right,1,13.64,MR,medium,1,7SltMY2Jba,pool34
left,left,1,9.907,MR,medium,2,7SltMY2Jba,pool34
right,left,0,9.758,MR,medium,3,7SltMY2Jba,pool34
right,left,0,13.682,MR,medium,4,7SltMY2Jba,pool34
left,left,1,23.559,MR,medium,5,7SltMY2Jba,pool34
right,left,0,27.934,MR,medium,6,7SltMY2Jba,pool34
left,left,1,9.15,MR,medium,7,7SltMY2Jba,pool34
right,right,1,13.342,MR,medium,8,7SltMY2Jba,pool34
left,left,1,6.824,MR,medium,9,7SltMY2Jba,pool34
right,right,1,7.18,MR,medium,10,7SltMY2Jba,pool34
right,right,1,8.039,MR,medium,11,7SltMY2Jba,pool34
right,right,1,29.513,MR,medium,12,7SltMY2Jba,pool34
right,right,1,12.213,MR,medium,13,7SltMY2Jba,pool34
left,right,0,9.172,MR,medium,14,7SltMY2Jba,pool34
left,left,1,7.369,MR,medium,15,7SltMY2Jba,pool34
right,right,1,8.144,MR,medium,16,7SltMY2Jba,pool34
left,left,1,14.977,MR,hard,1,7SltMY2Jba,pool34
left,left,1,18.258,MR,hard,2,7SltMY2Jba,pool34
right,left,0,38.848,MR,hard,3,7SltMY2Jba,pool34
right,right,1,19.548,MR,hard,4,7SltMY2Jba,pool34
right,left,0,9.672,MR,hard,5,7SltMY2Jba,pool34
right,left,0,22.761,MR,hard,6,7SltMY2Jba,pool34
right,right,1,24.34,MR,hard,7,7SltMY2Jba,pool34
left,right,0,13.954,MR,hard,8,7SltMY2Jba,pool34
left,left,1,6.116,MR,hard,9,7SltMY2Jba,pool34
left,left,1,28.597,MR,hard,10,7SltMY2Jba,pool34
right,right,1,20.166,MR,hard,11,7SltMY2Jba,pool34
right,right,1,14.665,MR,hard,12,7SltMY2Jba,pool34
right,left,0,18.148,MR,hard,13,7SltMY2Jba,pool34
right,right,1,34.49,MR,hard,14,7SltMY2Jba,pool34
left,left,1,13.586,MR,hard,15,7SltMY2Jba,pool34
right,left,0,32.035,MR,hard,16,7SltMY2Jba,pool34
left,left,1,9.718,MR,easy,1,PbOEQpRS9f,pool34
right,right,1,1.738,MR,easy,2,PbOEQpRS9f,pool34
right,right,1,3.418,MR,easy,3,PbOEQpRS9f,pool34
right,right,1,2.335,MR,easy,4,PbOEQpRS9f,pool34
right,right,1,1.651,MR,easy,5,PbOEQpRS9f,pool34
right,right,1,1.585,MR,easy,6,PbOEQpRS9f,pool34
left,right,0,2.034,MR,easy,7,PbOEQpRS9f,pool34
left,right,0,7.808,MR,easy,8,PbOEQpRS9f,pool34
left,right,0,6.618,MR,easy,9,PbOEQpRS9f,pool34
left,left,1,4.256,MR,easy,10,PbOEQpRS9f,pool34
right,right,1,1.917,MR,easy,11,PbOEQpRS9f,pool34
right,right,1,1.587,MR,easy,12,PbOEQpRS9f,pool34
right,right,1,0.989,MR,easy,13,PbOEQpRS9f,pool34
left,right,0,1.807,MR,easy,14,PbOEQpRS9f,pool34
right,right,1,1.417,MR,easy,15,PbOEQpRS9f,pool34
right,right,1,0.918,MR,easy,16,PbOEQpRS9f,pool34
right,left,0,0.738,MR,medium,1,PbOEQpRS9f,pool34
left,right,0,0.404,MR,medium,2,PbOEQpRS9f,pool34
left,right,0,0.201,MR,medium,3,PbOEQpRS9f,pool34
left,left,1,0.42,MR,medium,4,PbOEQpRS9f,pool34
left,right,0,0.233,MR,medium,5,PbOEQpRS9f,pool34
right,left,0,0.385,MR,medium,6,PbOEQpRS9f,pool34
left,right,0,0.337,MR,medium,7,PbOEQpRS9f,pool34
left,left,1,0.307,MR,medium,8,PbOEQpRS9f,pool34
left,right,0,0.251,MR,medium,9,PbOEQpRS9f,pool34
right,left,0,0.284,MR,medium,10,PbOEQpRS9f,pool34
left,right,0,0.3,MR,medium,11,PbOEQpRS9f,pool34
left,right,0,0.302,MR,medium,12,PbOEQpRS9f,pool34
right,right,1,0.252,MR,medium,13,PbOEQpRS9f,pool34
left,right,0,0.235,MR,medium,14,PbOEQpRS9f,pool34
right,left,0,0.275,MR,medium,15,PbOEQpRS9f,pool34
left,left,1,0.235,MR,medium,16,PbOEQpRS9f,pool34
right,right,1,7.835,MR,hard,1,PbOEQpRS9f,pool34
right,left,0,3.489,MR,hard,2,PbOEQpRS9f,pool34
right,right,1,2.001,MR,hard,3,PbOEQpRS9f,pool34
left,right,0,892.007,MR,hard,4,PbOEQpRS9f,pool34
left,right,0,1.233,MR,hard,5,PbOEQpRS9f,pool34
left,right,0,1.051,MR,hard,6,PbOEQpRS9f,pool34
right,right,1,0.484,MR,hard,7,PbOEQpRS9f,pool34
left,right,0,0.45,MR,hard,8,PbOEQpRS9f,pool34
left,right,0,0.426,MR,hard,9,PbOEQpRS9f,pool34
right,right,1,0.605,MR,hard,10,PbOEQpRS9f,pool34
left,right,0,0.69,MR,hard,11,PbOEQpRS9f,pool34
left,right,0,0.692,MR,hard,12,PbOEQpRS9f,pool34
right,right,1,0.584,MR,hard,13,PbOEQpRS9f,pool34
right,right,1,0.451,MR,hard,14,PbOEQpRS9f,pool34
left,right,0,0.482,MR,hard,15,PbOEQpRS9f,pool34
left,left,1,0.535,MR,hard,16,PbOEQpRS9f,pool34
left,right,0,11.4725,MR,easy,1,yTPpr0532t,pool34
left,right,0,4.2051,MR,easy,2,yTPpr0532t,pool34
right,right,1,2.5298,MR,easy,3,yTPpr0532t,pool34
left,right,0,3.5247,MR,easy,4,yTPpr0532t,pool34
left,right,0,3.3638,MR,easy,5,yTPpr0532t,pool34
left,right,0,7.8588,MR,easy,6,yTPpr0532t,pool34
left,right,0,4.7976,MR,easy,7,yTPpr0532t,pool34
right,right,1,5.52,MR,easy,8,yTPpr0532t,pool34
left,right,0,3.3132,MR,easy,9,yTPpr0532t,pool34
left,right,0,11.1957,MR,easy,10,yTPpr0532t,pool34
right,right,1,4.5708,MR,easy,11,yTPpr0532t,pool34
left,right,0,7.3761,MR,easy,12,yTPpr0532t,pool34
right,right,1,4.5774,MR,easy,13,yTPpr0532t,pool34
right,right,1,6.9383,MR,easy,14,yTPpr0532t,pool34
left,right,0,2.5463,MR,easy,15,yTPpr0532t,pool34
right,right,1,3.4299,MR,easy,16,yTPpr0532t,pool34
left,right,0,6.0317,MR,medium,1,yTPpr0532t,pool34
right,left,0,13.9675,MR,medium,2,yTPpr0532t,pool34
right,right,1,21.181,MR,medium,3,yTPpr0532t,pool34
left,right,0,11.828,MR,medium,4,yTPpr0532t,pool34
right,right,1,15.098,MR,medium,5,yTPpr0532t,pool34
right,right,1,15.9703,MR,medium,6,yTPpr0532t,pool34
right,right,1,17.4829,MR,medium,7,yTPpr0532t,pool34
left,left,1,9.7532,MR,medium,8,yTPpr0532t,pool34
left,right,0,35.2723,MR,medium,9,yTPpr0532t,pool34
right,left,0,8.3688,MR,medium,10,yTPpr0532t,pool34
right,right,1,14.6161,MR,medium,11,yTPpr0532t,pool34
right,right,1,11.9974,MR,medium,12,yTPpr0532t,pool34
right,right,1,23.7614,MR,medium,13,yTPpr0532t,pool34
left,right,0,22.7847,MR,medium,14,yTPpr0532t,pool34
right,right,1,12.3792,MR,medium,15,yTPpr0532t,pool34
right,right,1,8.5849,MR,medium,16,yTPpr0532t,pool34
right,right,1,3.4681,MR,hard,1,yTPpr0532t,pool34
right,right,1,3.1373,MR,hard,2,yTPpr0532t,pool34
right,right,1,1.8196,MR,hard,3,yTPpr0532t,pool34
left,right,0,5.4898,MR,hard,4,yTPpr0532t,pool34
left,right,0,2.4387,MR,hard,5,yTPpr0532t,pool34
left,right,0,5.0329,MR,hard,6,yTPpr0532t,pool34
left,right,0,2.805,MR,hard,7,yTPpr0532t,pool34
left,right,0,2.5527,MR,hard,8,yTPpr0532t,pool34
left,right,0,3.7923,MR,hard,9,yTPpr0532t,pool34
left,right,0,4.1959,MR,hard,10,yTPpr0532t,pool34
left,right,0,3.5223,MR,hard,11,yTPpr0532t,pool34
right,right,1,4.6641,MR,hard,12,yTPpr0532t,pool34
right,right,1,3.7895,MR,hard,13,yTPpr0532t,pool34
right,right,1,3.1217,MR,hard,14,yTPpr0532t,pool34
left,right,0,3.1226,MR,hard,15,yTPpr0532t,pool34
right,right,1,5.0267,MR,hard,16,yTPpr0532t,pool34
left,left,1,6.0547,MR,easy,1,YlvUbMLU90,pool34
left,left,1,4.9168,MR,easy,2,YlvUbMLU90,pool34
right,left,0,5.7085,MR,easy,3,YlvUbMLU90,pool34
right,right,1,5.2349,MR,easy,4,YlvUbMLU90,pool34
left,left,1,5.4306,MR,easy,5,YlvUbMLU90,pool34
right,right,1,3.7362,MR,easy,6,YlvUbMLU90,pool34
right,right,1,2.1289,MR,easy,7,YlvUbMLU90,pool34
left,left,1,2.332,MR,easy,8,YlvUbMLU90,pool34
right,right,1,3.6506,MR,easy,9,YlvUbMLU90,pool34
right,right,1,3.5006,MR,easy,10,YlvUbMLU90,pool34
right,left,0,2.2764,MR,easy,11,YlvUbMLU90,pool34
left,left,1,2.6991,MR,easy,12,YlvUbMLU90,pool34
right,right,1,3.0345,MR,easy,13,YlvUbMLU90,pool34
right,right,1,2.9756,MR,easy,14,YlvUbMLU90,pool34
right,right,1,3.2956,MR,easy,15,YlvUbMLU90,pool34
right,right,1,2.4053,MR,easy,16,YlvUbMLU90,pool34
left,left,1,6.9846,MR,medium,1,YlvUbMLU90,pool34
left,left,1,4.1045,MR,medium,2,YlvUbMLU90,pool34
left,left,1,3.2135,MR,medium,3,YlvUbMLU90,pool34
right,left,0,3.784,MR,medium,4,YlvUbMLU90,pool34
left,left,1,2.4677,MR,medium,5,YlvUbMLU90,pool34
right,right,1,3.5489,MR,medium,6,YlvUbMLU90,pool34
right,left,0,6.4634,MR,medium,7,YlvUbMLU90,pool34
right,right,1,4.2803,MR,medium,8,YlvUbMLU90,pool34
right,left,0,5.2797,MR,medium,9,YlvUbMLU90,pool34
left,left,1,3.7583,MR,medium,10,YlvUbMLU90,pool34
left,left,1,4.0252,MR,medium,11,YlvUbMLU90,pool34
right,left,0,1.9471,MR,medium,12,YlvUbMLU90,pool34
left,left,1,1.5352,MR,medium,13,YlvUbMLU90,pool34
left,left,1,2.0856,MR,medium,14,YlvUbMLU90,pool34
left,left,1,1.6954,MR,medium,15,YlvUbMLU90,pool34
right,left,0,1.2641,MR,medium,16,YlvUbMLU90,pool34
right,left,0,4.2383,MR,hard,1,YlvUbMLU90,pool34
left,right,0,6.2057,MR,hard,2,YlvUbMLU90,pool34
right,right,1,2.7768,MR,hard,3,YlvUbMLU90,pool34
left,left,1,4.8171,MR,hard,4,YlvUbMLU90,pool34
left,left,1,3.0169,MR,hard,5,YlvUbMLU90,pool34
right,left,0,2.5159,MR,hard,6,YlvUbMLU90,pool34
right,right,1,5.2722,MR,hard,7,YlvUbMLU90,pool34
left,left,1,5.6987,MR,hard,8,YlvUbMLU90,pool34
right,left,0,4.3189,MR,hard,9,YlvUbMLU90,pool34
right,left,0,4.5019,MR,hard,10,YlvUbMLU90,pool34
left,left,1,5.0838,MR,hard,11,YlvUbMLU90,pool34
left,left,1,1.5259,MR,hard,12,YlvUbMLU90,pool34
right,left,0,2.5635,MR,hard,13,YlvUbMLU90,pool34
left,left,1,5.8035,MR,hard,14,YlvUbMLU90,pool34
left,left,1,3.0533,MR,hard,15,YlvUbMLU90,pool34
right,left,0,3.1425,MR,hard,16,YlvUbMLU90,pool34
right,right,1,10.413,MR,easy,1,WQyxRdU13t,pool34
right,right,1,6.438,MR,easy,2,WQyxRdU13t,pool34
left,left,1,29.02,MR,easy,3,WQyxRdU13t,pool34
right,right,1,8.139,MR,easy,4,WQyxRdU13t,pool34
right,right,1,8.825,MR,easy,5,WQyxRdU13t,pool34
left,left,1,11.929,MR,easy,6,WQyxRdU13t,pool34
left,left,1,12.777,MR,easy,7,WQyxRdU13t,pool34
right,right,1,12.492,MR,easy,8,WQyxRdU13t,pool34
left,left,1,14.571,MR,easy,9,WQyxRdU13t,pool34
right,right,1,15.252,MR,easy,10,WQyxRdU13t,pool34
left,left,1,4.079,MR,easy,11,WQyxRdU13t,pool34
right,right,1,10.359,MR,easy,12,WQyxRdU13t,pool34
right,right,1,9.467,MR,easy,13,WQyxRdU13t,pool34
left,left,1,8.842,MR,easy,14,WQyxRdU13t,pool34
right,right,1,6.408,MR,easy,15,WQyxRdU13t,pool34
left,left,1,3.885,MR,easy,16,WQyxRdU13t,pool34
right,right,1,6.314,MR,medium,1,WQyxRdU13t,pool34
left,left,1,11.174,MR,medium,2,WQyxRdU13t,pool34
right,right,1,7.367,MR,medium,3,WQyxRdU13t,pool34
right,right,1,8.373,MR,medium,4,WQyxRdU13t,pool34
left,left,1,4.907,MR,medium,5,WQyxRdU13t,pool34
left,left,1,11.384,MR,medium,6,WQyxRdU13t,pool34
left,left,1,20.177,MR,medium,7,WQyxRdU13t,pool34
right,right,1,39.256,MR,medium,8,WQyxRdU13t,pool34
left,left,1,22.106,MR,medium,9,WQyxRdU13t,pool34
left,left,1,6.046,MR,medium,10,WQyxRdU13t,pool34
right,right,1,6.869,MR,medium,11,WQyxRdU13t,pool34
left,left,1,8.798,MR,medium,12,WQyxRdU13t,pool34
left,left,1,15.534,MR,medium,13,WQyxRdU13t,pool34
right,right,1,6.644,MR,medium,14,WQyxRdU13t,pool34
left,left,1,21.793,MR,medium,15,WQyxRdU13t,pool34
left,left,1,15.944,MR,medium,16,WQyxRdU13t,pool34
right,right,1,27.691,MR,hard,1,WQyxRdU13t,pool34
right,right,1,28.775,MR,hard,2,WQyxRdU13t,pool34
left,left,1,19.33,MR,hard,3,WQyxRdU13t,pool34
right,right,1,33.252,MR,hard,4,WQyxRdU13t,pool34
right,right,1,35.881,MR,hard,5,WQyxRdU13t,pool34
left,left,1,49.848,MR,hard,6,WQyxRdU13t,pool34
right,right,1,21.608,MR,hard,7,WQyxRdU13t,pool34
right,right,1,21.287,MR,hard,8,WQyxRdU13t,pool34
left,left,1,40.711,MR,hard,9,WQyxRdU13t,pool34
left,left,1,17.473,MR,hard,10,WQyxRdU13t,pool34
left,left,1,42.846,MR,hard,11,WQyxRdU13t,pool34
right,right,1,14.685,MR,hard,12,WQyxRdU13t,pool34
left,right,0,97.348,MR,hard,13,WQyxRdU13t,pool34
right,right,1,17.369,MR,hard,14,WQyxRdU13t,pool34
left,left,1,30.414,MR,hard,15,WQyxRdU13t,pool34
right,right,1,36.025,MR,hard,16,WQyxRdU13t,pool34
right,right,1,2.3126,MR,easy,1,u8oFh0ZHHs,pool34
right,right,1,1.1195,MR,easy,2,u8oFh0ZHHs,pool34
right,right,1,0.8484,MR,easy,3,u8oFh0ZHHs,pool34
right,right,1,1.645,MR,easy,4,u8oFh0ZHHs,pool34
left,right,0,1.0348,MR,easy,5,u8oFh0ZHHs,pool34
left,right,0,1.1139,MR,easy,6,u8oFh0ZHHs,pool34
left,right,0,1.1004,MR,easy,7,u8oFh0ZHHs,pool34
left,right,0,1.316,MR,easy,8,u8oFh0ZHHs,pool34
right,right,1,3.7464,MR,easy,9,u8oFh0ZHHs,pool34
left,right,0,1.0798,MR,easy,10,u8oFh0ZHHs,pool34
right,right,1,0.9711,MR,easy,11,u8oFh0ZHHs,pool34
right,right,1,0.9182,MR,easy,12,u8oFh0ZHHs,pool34
left,right,0,0.9625,MR,easy,13,u8oFh0ZHHs,pool34
right,right,1,0.7949,MR,easy,14,u8oFh0ZHHs,pool34
right,right,1,0.8286,MR,easy,15,u8oFh0ZHHs,pool34
right,right,1,0.8966,MR,easy,16,u8oFh0ZHHs,pool34
right,right,1,1.4277,MR,medium,1,u8oFh0ZHHs,pool34
left,right,0,0.8831,MR,medium,2,u8oFh0ZHHs,pool34
right,right,1,0.8986,MR,medium,3,u8oFh0ZHHs,pool34
left,right,0,0.8465,MR,medium,4,u8oFh0ZHHs,pool34
right,right,1,1.3008,MR,medium,5,u8oFh0ZHHs,pool34
right,left,0,3.7913,MR,medium,6,u8oFh0ZHHs,pool34
right,right,1,1.9103,MR,medium,7,u8oFh0ZHHs,pool34
left,right,0,1.0604,MR,medium,8,u8oFh0ZHHs,pool34
right,right,1,0.9196,MR,medium,9,u8oFh0ZHHs,pool34
right,right,1,1.4529,MR,medium,10,u8oFh0ZHHs,pool34
left,right,0,1.0629,MR,medium,11,u8oFh0ZHHs,pool34
left,right,0,0.8566,MR,medium,12,u8oFh0ZHHs,pool34
left,right,0,1.28,MR,medium,13,u8oFh0ZHHs,pool34
left,right,0,1.1137,MR,medium,14,u8oFh0ZHHs,pool34
right,right,1,1.0443,MR,medium,15,u8oFh0ZHHs,pool34
left,right,0,0.8741,MR,medium,16,u8oFh0ZHHs,pool34
right,right,1,2.7009,MR,hard,1,u8oFh0ZHHs,pool34
right,right,1,2.9125,MR,hard,2,u8oFh0ZHHs,pool34
right,right,1,1.345,MR,hard,3,u8oFh0ZHHs,pool34
right,right,1,1.0073,MR,hard,4,u8oFh0ZHHs,pool34
left,right,0,0.9163,MR,hard,5,u8oFh0ZHHs,pool34
left,right,0,0.977,MR,hard,6,u8oFh0ZHHs,pool34
right,right,1,0.8015,MR,hard,7,u8oFh0ZHHs,pool34
left,right,0,0.745,MR,hard,8,u8oFh0ZHHs,pool34
left,right,0,0.6589,MR,hard,9,u8oFh0ZHHs,pool34
left,right,0,0.5631,MR,hard,10,u8oFh0ZHHs,pool34
right,right,1,0.6314,MR,hard,11,u8oFh0ZHHs,pool34
right,right,1,1.3078,MR,hard,12,u8oFh0ZHHs,pool34
left,right,0,1.9977,MR,hard,13,u8oFh0ZHHs,pool34
left,right,0,0.7005,MR,hard,14,u8oFh0ZHHs,pool34
right,right,1,0.6315,MR,hard,15,u8oFh0ZHHs,pool34
right,right,1,0.5189,MR,hard,16,u8oFh0ZHHs,pool34
left,right,0,10.9391,MR,easy,1,lO4tI9SjJX,pool34
left,left,1,23.7641,MR,easy,2,lO4tI9SjJX,pool34
left,left,1,16.4811,MR,easy,3,lO4tI9SjJX,pool34
right,right,1,9.6128,MR,easy,4,lO4tI9SjJX,pool34
right,right,1,8.9178,MR,easy,5,lO4tI9SjJX,pool34
right,right,1,6.272,MR,easy,6,lO4tI9SjJX,pool34
left,left,1,8.5807,MR,easy,7,lO4tI9SjJX,pool34
right,right,1,5.0149,MR,easy,8,lO4tI9SjJX,pool34
right,right,1,3.9284,MR,easy,9,lO4tI9SjJX,pool34
left,left,1,7.1281,MR,easy,10,lO4tI9SjJX,pool34
right,right,1,5.6097,MR,easy,11,lO4tI9SjJX,pool34
left,left,1,4.745,MR,easy,12,lO4tI9SjJX,pool34
left,left,1,7.8626,MR,easy,13,lO4tI9SjJX,pool34
left,left,1,8.0609,MR,easy,14,lO4tI9SjJX,pool34
left,left,1,7.4787,MR,easy,15,lO4tI9SjJX,pool34
right,right,1,6.9936,MR,easy,16,lO4tI9SjJX,pool34
right,right,1,6.7675,MR,medium,1,lO4tI9SjJX,pool34
left,right,0,10.9958,MR,medium,2,lO4tI9SjJX,pool34
left,left,1,16.7987,MR,medium,3,lO4tI9SjJX,pool34
right,right,1,11.0117,MR,medium,4,lO4tI9SjJX,pool34
left,right,0,15.6081,MR,medium,5,lO4tI9SjJX,pool34
left,right,0,16.3645,MR,medium,6,lO4tI9SjJX,pool34
right,left,0,20.2629,MR,medium,7,lO4tI9SjJX,pool34
left,right,0,22.2516,MR,medium,8,lO4tI9SjJX,pool34
right,right,1,8.7777,MR,medium,9,lO4tI9SjJX,pool34
right,right,1,14.0641,MR,medium,10,lO4tI9SjJX,pool34
right,right,1,11.5671,MR,medium,11,lO4tI9SjJX,pool34
right,right,1,13.9282,MR,medium,12,lO4tI9SjJX,pool34
left,right,0,20.9838,MR,medium,13,lO4tI9SjJX,pool34
left,left,1,16.3323,MR,medium,14,lO4tI9SjJX,pool34
right,right,1,9.6121,MR,medium,15,lO4tI9SjJX,pool34
right,right,1,9.7766,MR,medium,16,lO4tI9SjJX,pool34
right,right,1,10.2858,MR,hard,1,lO4tI9SjJX,pool34
left,right,0,7.0483,MR,hard,2,lO4tI9SjJX,pool34
right,right,1,13.9346,MR,hard,3,lO4tI9SjJX,pool34
left,right,0,11.0624,MR,hard,4,lO4tI9SjJX,pool34
right,right,1,9.079,MR,hard,5,lO4tI9SjJX,pool34
right,right,1,11.1605,MR,hard,6,lO4tI9SjJX,pool34
right,left,0,13.2694,MR,hard,7,lO4tI9SjJX,pool34
right,right,1,11.6107,MR,hard,8,lO4tI9SjJX,pool34
right,left,0,30.0047,MR,hard,9,lO4tI9SjJX,pool34
right,right,1,16.231,MR,hard,10,lO4tI9SjJX,pool34
right,right,1,11.9638,MR,hard,11,lO4tI9SjJX,pool34
left,right,0,30.9875,MR,hard,12,lO4tI9SjJX,pool34
left,left,1,24.167,MR,hard,13,lO4tI9SjJX,pool34
right,right,1,31.87,MR,hard,14,lO4tI9SjJX,pool34
right,left,0,14.4329,MR,hard,15,lO4tI9SjJX,pool34
right,right,1,10.6431,MR,hard,16,lO4tI9SjJX,pool34
right,right,1,3.703,MR,easy,1,5oMH7YJKDi,pool34
right,right,1,2.446,MR,easy,2,5oMH7YJKDi,pool34
right,right,1,2.017,MR,easy,3,5oMH7YJKDi,pool34
right,right,1,6.545,MR,easy,4,5oMH7YJKDi,pool34
right,right,1,2.52,MR,easy,5,5oMH7YJKDi,pool34
left,left,1,2.952,MR,easy,6,5oMH7YJKDi,pool34
