task,level,id,pool,scale,score
MR,hard,jDL2pqqoXv,pool34,PH,20
MR,hard,jDL2pqqoXv,pool34,TI,1
MR,hard,jDL2pqqoXv,pool34,PE,50
MR,hard,jDL2pqqoXv,pool34,EF,65
MR,hard,jDL2pqqoXv,pool34,FR,36
MR,medium,jDL2pqqoXv,pool34,ME,69
MR,medium,jDL2pqqoXv,pool34,PH,26
MR,medium,jDL2pqqoXv,pool34,TI,13
MR,medium,jDL2pqqoXv,pool34,PE,27
MR,medium,jDL2pqqoXv,pool34,EF,65
MR,medium,jDL2pqqoXv,pool34,FR,64
MR,easy,jDL2pqqoXv,pool34,ME,50
MR,easy,jDL2pqqoXv,pool34,PH,30
MR,easy,jDL2pqqoXv,pool34,TI,7
MR,easy,jDL2pqqoXv,pool34,PE,25
MR,easy,jDL2pqqoXv,pool34,EF,74
MR,easy,jDL2pqqoXv,pool34,FR,60
MS,medium,jDL2pqqoXv,pool34,ME,99
MS,medium,jDL2pqqoXv,pool34,PH,70
MS,medium,jDL2pqqoXv,pool34,TI,97
MS,medium,jDL2pqqoXv,pool34,PE,5
MS,medium,jDL2pqqoXv,pool34,EF,99
MS,medium,jDL2pqqoXv,pool34,FR,99
MS,hard,jDL2pqqoXv,pool34,ME,99
MS,hard,jDL2pqqoXv,pool34,PH,99
MS,hard,jDL2pqqoXv,pool34,TI,98
MS,hard,jDL2pqqoXv,pool34,PE,15
MS,hard,jDL2pqqoXv,pool34,EF,98
MS,hard,jDL2pqqoXv,pool34,FR,98
ST,hard,jDL2pqqoXv,pool34,ME,100
ST,hard,jDL2pqqoXv,pool34,PH,97
ST,hard,jDL2pqqoXv,pool34,TI,22
ST,hard,jDL2pqqoXv,pool34,PE,1
ST,hard,jDL2pqqoXv,pool34,EF,99
ST,hard,jDL2pqqoXv,pool34,FR,97
ST,easy,jDL2pqqoXv,pool34,ME,76
ST,easy,jDL2pqqoXv,pool34,PH,55
ST,easy,jDL2pqqoXv,pool34,TI,69
ST,easy,jDL2pqqoXv,pool34,PE,1
ST,easy,jDL2pqqoXv,pool34,EF,76
ST,easy,jDL2pqqoXv,pool34,FR,76
MS,hard,HV4ueBgaoL,pool34,ME,100
MS,hard,HV4ueBgaoL,pool34,PH,50
MS,hard,HV4ueBgaoL,pool34,TI,100
MS,hard,HV4ueBgaoL,pool34,PE,35
MS,hard,HV4ueBgaoL,pool34,EF,100
MS,hard,HV4ueBgaoL,pool34,FR,100
MR,easy,HV4ueBgaoL,pool34,ME,100
MR,easy,HV4ueBgaoL,pool34,PH,0
MR,easy,HV4ueBgaoL,pool34,TI,0
MR,easy,HV4ueBgaoL,pool34,PE,95
MR,easy,HV4ueBgaoL,pool34,EF,70
MR,easy,HV4ueBgaoL,pool34,FR,100
MR,hard,HV4ueBgaoL,pool34,ME,65
MR,hard,HV4ueBgaoL,pool34,PH,0
MR,hard,HV4ueBgaoL,pool34,TI,0
MR,hard,HV4ueBgaoL,pool34,PE,100
MR,hard,HV4ueBgaoL,pool34,EF,20
MR,hard,HV4ueBgaoL,pool34,FR,100
MS,easy,HV4ueBgaoL,pool34,ME,100
MS,easy,HV4ueBgaoL,pool34,PH,50
MS,easy,HV4ueBgaoL,pool34,TI,50
MS,easy,HV4ueBgaoL,pool34,PE,0
MS,easy,HV4ueBgaoL,pool34,EF,100
MS,easy,HV4ueBgaoL,pool34,FR,100
ST,medium,HV4ueBgaoL,pool34,ME,100
ST,medium,HV4ueBgaoL,pool34,PH,0
ST,medium,HV4ueBgaoL,pool34,TI,100
ST,medium,HV4ueBgaoL,pool34,PE,50
ST,medium,HV4ueBgaoL,pool34,EF,100
ST,medium,HV4ueBgaoL,pool34,FR,100
MR,medium,HV4ueBgaoL,pool34,ME,100
MR,medium,HV4ueBgaoL,pool34,PH,0
MR,medium,HV4ueBgaoL,pool34,TI,0
MR,medium,HV4ueBgaoL,pool34,PE,100
MR,medium,HV4ueBgaoL,pool34,EF,10
MR,medium,HV4ueBgaoL,pool34,FR,100
MS,medium,HV4ueBgaoL,pool34,ME,100
MS,medium,HV4ueBgaoL,pool34,PH,100
MS,medium,HV4ueBgaoL,pool34,TI,50
MS,medium,HV4ueBgaoL,pool34,PE,50
MS,medium,HV4ueBgaoL,pool34,EF,100
MS,medium,HV4ueBgaoL,pool34,FR,100
ST,hard,HV4ueBgaoL,pool34,ME,100
ST,hard,HV4ueBgaoL,pool34,PH,0
ST,hard,HV4ueBgaoL,pool34,TI,100
ST,hard,HV4ueBgaoL,pool34,PE,100
ST,hard,HV4ueBgaoL,pool34,EF,100
ST,hard,HV4ueBgaoL,pool34,FR,100
ST,easy,HV4ueBgaoL,pool34,ME,65
ST,easy,HV4ueBgaoL,pool34,PH,0
ST,easy,HV4ueBgaoL,pool34,TI,90
ST,easy,HV4ueBgaoL,pool34,PE,25
ST,easy,HV4ueBgaoL,pool34,EF,100
ST,easy,HV4ueBgaoL,pool34,FR,99
MS,medium,2HJHCZEQE1,pool34,ME,81
MS,medium,2HJHCZEQE1,pool34,PH,63
MS,medium,2HJHCZEQE1,pool34,TI,83
MS,medium,2HJHCZEQE1,pool34,PE,73
MS,medium,2HJHCZEQE1,pool34,EF,76
MS,medium,2HJHCZEQE1,pool34,FR,81
MR,medium,2HJHCZEQE1,pool34,ME,57
MR,medium,2HJHCZEQE1,pool34,PH,35
MR,medium,2HJHCZEQE1,pool34,TI,24
MR,medium,2HJHCZEQE1,pool34,PE,64
MR,medium,2HJHCZEQE1,pool34,EF,74
MR,medium,2HJHCZEQE1,pool34,FR,51
MS,easy,2HJHCZEQE1,pool34,ME,62
MS,easy,2HJHCZEQE1,pool34,PH,38
MS,easy,2HJHCZEQE1,pool34,TI,63
MS,easy,2HJHCZEQE1,pool34,PE,22
MS,easy,2HJHCZEQE1,pool34,EF,69
MS,easy,2HJHCZEQE1,pool34,FR,54
ST,easy,2HJHCZEQE1,pool34,ME,62
ST,easy,2HJHCZEQE1,pool34,PH,40
ST,easy,2HJHCZEQE1,pool34,TI,63
ST,easy,2HJHCZEQE1,pool34,PE,13
ST,easy,2HJHCZEQE1,pool34,EF,67
ST,easy,2HJHCZEQE1,pool34,FR,51
MR,easy,2HJHCZEQE1,pool34,ME,60
MR,easy,2HJHCZEQE1,pool34,PH,43
MR,easy,2HJHCZEQE1,pool34,TI,21
MR,easy,2HJHCZEQE1,pool34,PE,43
MR,easy,2HJHCZEQE1,pool34,EF,72
MR,easy,2HJHCZEQE1,pool34,FR,59
ST,hard,2HJHCZEQE1,pool34,ME,76
ST,hard,2HJHCZEQE1,pool34,PH,62
ST,hard,2HJHCZEQE1,pool34,TI,98
ST,hard,2HJHCZEQE1,pool34,PE,49
ST,hard,2HJHCZEQE1,pool34,EF,72
ST,hard,2HJHCZEQE1,pool34,FR,89
MS,hard,2HJHCZEQE1,pool34,ME,98
MS,hard,2HJHCZEQE1,pool34,PH,83
MS,hard,2HJHCZEQE1,pool34,TI,98
MS,hard,2HJHCZEQE1,pool34,PE,37
MS,hard,2HJHCZEQE1,pool34,EF,98
MS,hard,2HJHCZEQE1,pool34,FR,98
MR,hard,2HJHCZEQE1,pool34,ME,97
MR,hard,2HJHCZEQE1,pool34,PH,64
MR,hard,2HJHCZEQE1,pool34,TI,37
MR,hard,2HJHCZEQE1,pool34,PE,86
MR,hard,2HJHCZEQE1,pool34,EF,85
MR,hard,2HJHCZEQE1,pool34,FR,98
ST,medium,2HJHCZEQE1,pool34,ME,75
ST,medium,2HJHCZEQE1,pool34,PH,47
ST,medium,2HJHCZEQE1,pool34,TI,97
ST,medium,2HJHCZEQE1,pool34,PE,82
ST,medium,2HJHCZEQE1,pool34,EF,75
ST,medium,2HJHCZEQE1,pool34,FR,94
MS,medium,Fd15tXKjh3,pool34,ME,53
MS,medium,Fd15tXKjh3,pool34,PH,10
MS,medium,Fd15tXKjh3,pool34,TI,50
MS,medium,Fd15tXKjh3,pool34,PE,0
MS,medium,Fd15tXKjh3,pool34,EF,40
MS,medium,Fd15tXKjh3,pool34,FR,67
ST,easy,Fd15tXKjh3,pool34,ME,14
ST,easy,Fd15tXKjh3,pool34,PH,2
ST,easy,Fd15tXKjh3,pool34,TI,3
ST,easy,Fd15tXKjh3,pool34,PE,0
ST,easy,Fd15tXKjh3,pool34,EF,17
ST,easy,Fd15tXKjh3,pool34,FR,5
MR,hard,Fd15tXKjh3,pool34,ME,78
MR,hard,Fd15tXKjh3,pool34,PH,9
MR,hard,Fd15tXKjh3,pool34,TI,19
MR,hard,Fd15tXKjh3,pool34,PE,5
MR,hard,Fd15tXKjh3,pool34,EF,67
MR,hard,Fd15tXKjh3,pool34,FR,70
MS,hard,Fd15tXKjh3,pool34,ME,69
MS,hard,Fd15tXKjh3,pool34,PH,6
MS,hard,Fd15tXKjh3,pool34,TI,77
MS,hard,Fd15tXKjh3,pool34,PE,13
MS,hard,Fd15tXKjh3,pool34,EF,70
MS,hard,Fd15tXKjh3,pool34,FR,81
MR,medium,Fd15tXKjh3,pool34,ME,42
MR,medium,Fd15tXKjh3,pool34,PH,5
MR,medium,Fd15tXKjh3,pool34,TI,13
MR,medium,Fd15tXKjh3,pool34,PE,1
MR,medium,Fd15tXKjh3,pool34,EF,15
MR,medium,Fd15tXKjh3,pool34,FR,10
ST,medium,Fd15tXKjh3,pool34,ME,84
ST,medium,Fd15tXKjh3,pool34,PH,8
ST,medium,Fd15tXKjh3,pool34,TI,98
ST,medium,Fd15tXKjh3,pool34,PE,20
ST,medium,Fd15tXKjh3,pool34,EF,73
ST,medium,Fd15tXKjh3,pool34,FR,84
ST,hard,Fd15tXKjh3,pool34,ME,97
ST,hard,Fd15tXKjh3,pool34,PH,2
ST,hard,Fd15tXKjh3,pool34,TI,99
ST,hard,Fd15tXKjh3,pool34,PE,53
ST,hard,Fd15tXKjh3,pool34,EF,76
ST,hard,Fd15tXKjh3,pool34,FR,95
MR,easy,Fd15tXKjh3,pool34,ME,2
MR,easy,Fd15tXKjh3,pool34,PH,4
MR,easy,Fd15tXKjh3,pool34,TI,4
MR,easy,Fd15tXKjh3,pool34,PE,0
MR,easy,Fd15tXKjh3,pool34,EF,7
MR,easy,Fd15tXKjh3,pool34,FR,6
MS,easy,Fd15tXKjh3,pool34,ME,6
MS,easy,Fd15tXKjh3,pool34,PH,4
MS,easy,Fd15tXKjh3,pool34,TI,5
MS,easy,Fd15tXKjh3,pool34,PE,0
MS,easy,Fd15tXKjh3,pool34,EF,4
MS,easy,Fd15tXKjh3,pool34,FR,18
MS,medium,E1wQ16OGRS,pool34,ME,70
MS,medium,E1wQ16OGRS,pool34,PH,5
MS,medium,E1wQ16OGRS,pool34,TI,90
MS,medium,E1wQ16OGRS,pool34,PE,35
MS,medium,E1wQ16OGRS,pool34,EF,65
MS,medium,E1wQ16OGRS,pool34,FR,70
MS,easy,E1wQ16OGRS,pool34,ME,5
MS,easy,E1wQ16OGRS,pool34,PH,1
MS,easy,E1wQ16OGRS,pool34,TI,5
MS,easy,E1wQ16OGRS,pool34,PE,0
MS,easy,E1wQ16OGRS,pool34,EF,5
MS,easy,E1wQ16OGRS,pool34,FR,2
ST,easy,E1wQ16OGRS,pool34,ME,5
ST,easy,E1wQ16OGRS,pool34,PH,0
ST,easy,E1wQ16OGRS,pool34,TI,5
ST,easy,E1wQ16OGRS,pool34,PE,0
ST,easy,E1wQ16OGRS,pool34,EF,1
ST,easy,E1wQ16OGRS,pool34,FR,0
MS,hard,E1wQ16OGRS,pool34,ME,95
MS,hard,E1wQ16OGRS,pool34,PH,5
MS,hard,E1wQ16OGRS,pool34,TI,100
MS,hard,E1wQ16OGRS,pool34,PE,70
MS,hard,E1wQ16OGRS,pool34,EF,85
MS,hard,E1wQ16OGRS,pool34,FR,15
MR,easy,E1wQ16OGRS,pool34,ME,10
MR,easy,E1wQ16OGRS,pool34,PH,1
MR,easy,E1wQ16OGRS,pool34,TI,0
MR,easy,E1wQ16OGRS,pool34,PE,5
MR,easy,E1wQ16OGRS,pool34,EF,5
MR,easy,E1wQ16OGRS,pool34,FR,0
MR,medium,E1wQ16OGRS,pool34,ME,10
MR,medium,E1wQ16OGRS,pool34,PH,1
MR,medium,E1wQ16OGRS,pool34,TI,0
MR,medium,E1wQ16OGRS,pool34,PE,6
MR,medium,E1wQ16OGRS,pool34,EF,5
MR,medium,E1wQ16OGRS,pool34,FR,0
ST,medium,E1wQ16OGRS,pool34,ME,20
ST,medium,E1wQ16OGRS,pool34,PH,5
ST,medium,E1wQ16OGRS,pool34,TI,85
ST,medium,E1wQ16OGRS,pool34,PE,25
ST,medium,E1wQ16OGRS,pool34,EF,40
ST,medium,E1wQ16OGRS,pool34,FR,5
ST,hard,E1wQ16OGRS,pool34,ME,5
ST,hard,E1wQ16OGRS,pool34,PH,1
ST,hard,E1wQ16OGRS,pool34,TI,100
ST,hard,E1wQ16OGRS,pool34,PE,85
ST,hard,E1wQ16OGRS,pool34,EF,5
ST,hard,E1wQ16OGRS,pool34,FR,75
MR,hard,E1wQ16OGRS,pool34,ME,5
MR,hard,E1wQ16OGRS,pool34,PH,2
MR,hard,E1wQ16OGRS,pool34,TI,0
MR,hard,E1wQ16OGRS,pool34,PE,8
MR,hard,E1wQ16OGRS,pool34,EF,15
MR,hard,E1wQ16OGRS,pool34,FR,2
MS,medium,E6k5x9v8pf,pool34,ME,16
MS,medium,E6k5x9v8pf,pool34,PH,5
MS,medium,E6k5x9v8pf,pool34,TI,23
MS,medium,E6k5x9v8pf,pool34,PE,13
MS,medium,E6k5x9v8pf,pool34,EF,24
MS,medium,E6k5x9v8pf,pool34,FR,5
ST,easy,E6k5x9v8pf,pool34,ME,6
ST,easy,E6k5x9v8pf,pool34,PH,1
ST,easy,E6k5x9v8pf,pool34,TI,6
ST,easy,E6k5x9v8pf,pool34,PE,4
ST,easy,E6k5x9v8pf,pool34,EF,4
ST,easy,E6k5x9v8pf,pool34,FR,2
ST,medium,E6k5x9v8pf,pool34,ME,53
ST,medium,E6k5x9v8pf,pool34,PH,4
ST,medium,E6k5x9v8pf,pool34,TI,93
ST,medium,E6k5x9v8pf,pool34,PE,44
ST,medium,E6k5x9v8pf,pool34,EF,43
ST,medium,E6k5x9v8pf,pool34,FR,58
MS,easy,E6k5x9v8pf,pool34,ME,9
MS,easy,E6k5x9v8pf,pool34,PH,9
MS,easy,E6k5x9v8pf,pool34,TI,4
MS,easy,E6k5x9v8pf,pool34,PE,7
MS,easy,E6k5x9v8pf,pool34,EF,13
MS,easy,E6k5x9v8pf,pool34,FR,6
MR,hard,E6k5x9v8pf,pool34,ME,21
MR,hard,E6k5x9v8pf,pool34,PH,6
MR,hard,E6k5x9v8pf,pool34,TI,2
MR,hard,E6k5x9v8pf,pool34,PE,19
MR,hard,E6k5x9v8pf,pool34,EF,21
MR,hard,E6k5x9v8pf,pool34,FR,8
MR,medium,E6k5x9v8pf,pool34,ME,5
MR,medium,E6k5x9v8pf,pool34,PH,2
MR,medium,E6k5x9v8pf,pool34,TI,0
MR,medium,E6k5x9v8pf,pool34,PE,2
MR,medium,E6k5x9v8pf,pool34,EF,4
MR,medium,E6k5x9v8pf,pool34,FR,3
MS,hard,E6k5x9v8pf,pool34,ME,75
MS,hard,E6k5x9v8pf,pool34,PH,8
MS,hard,E6k5x9v8pf,pool34,TI,100
MS,hard,E6k5x9v8pf,pool34,PE,73
MS,hard,E6k5x9v8pf,pool34,EF,61
MS,hard,E6k5x9v8pf,pool34,FR,90
MR,easy,E6k5x9v8pf,pool34,ME,2
MR,easy,E6k5x9v8pf,pool34,PH,3
MR,easy,E6k5x9v8pf,pool34,TI,0
MR,easy,E6k5x9v8pf,pool34,PE,0
MR,easy,E6k5x9v8pf,pool34,EF,7
MR,easy,E6k5x9v8pf,pool34,FR,0
ST,hard,E6k5x9v8pf,pool34,ME,87
ST,hard,E6k5x9v8pf,pool34,PH,4
ST,hard,E6k5x9v8pf,pool34,TI,100
ST,hard,E6k5x9v8pf,pool34,PE,100
ST,hard,E6k5x9v8pf,pool34,EF,0
ST,hard,E6k5x9v8pf,pool34,FR,98
MS,hard,cSI9W49vxo,pool34,ME,73
MS,hard,cSI9W49vxo,pool34,PH,63
MS,hard,cSI9W49vxo,pool34,TI,85
MS,hard,cSI9W49vxo,pool34,PE,72
MS,hard,cSI9W49vxo,pool34,EF,74
MS,hard,cSI9W49vxo,pool34,FR,71
MR,hard,cSI9W49vxo,pool34,ME,24
MR,hard,cSI9W49vxo,pool34,PH,34
MR,hard,cSI9W49vxo,pool34,TI,34
MR,hard,cSI9W49vxo,pool34,PE,8
MR,hard,cSI9W49vxo,pool34,EF,54
MR,hard,cSI9W49vxo,pool34,FR,60
MS,medium,cSI9W49vxo,pool34,ME,66
MS,medium,cSI9W49vxo,pool34,PH,56
MS,medium,cSI9W49vxo,pool34,TI,63
MS,medium,cSI9W49vxo,pool34,PE,64
MS,medium,cSI9W49vxo,pool34,EF,58
MS,medium,cSI9W49vxo,pool34,FR,57
ST,easy,cSI9W49vxo,pool34,ME,43
ST,easy,cSI9W49vxo,pool34,PH,42
ST,easy,cSI9W49vxo,pool34,TI,42
ST,easy,cSI9W49vxo,pool34,PE,12
ST,easy,cSI9W49vxo,pool34,EF,55
ST,easy,cSI9W49vxo,pool34,FR,46
MR,medium,cSI9W49vxo,pool34,ME,67
MR,medium,cSI9W49vxo,pool34,PH,61
MR,medium,cSI9W49vxo,pool34,TI,60
MR,medium,cSI9W49vxo,pool34,PE,43
MR,medium,cSI9W49vxo,pool34,EF,61
MR,medium,cSI9W49vxo,pool34,FR,70
MS,easy,cSI9W49vxo,pool34,ME,45
MS,easy,cSI9W49vxo,pool34,PH,47
MS,easy,cSI9W49vxo,pool34,TI,52
MS,easy,cSI9W49vxo,pool34,PE,18
MS,easy,cSI9W49vxo,pool34,EF,59
MS,easy,cSI9W49vxo,pool34,FR,62
ST,hard,cSI9W49vxo,pool34,ME,72
ST,hard,cSI9W49vxo,pool34,PH,89
ST,hard,cSI9W49vxo,pool34,TI,98
ST,hard,cSI9W49vxo,pool34,PE,87
ST,hard,cSI9W49vxo,pool34,EF,59
ST,hard,cSI9W49vxo,pool34,FR,88
ST,medium,cSI9W49vxo,pool34,ME,63
ST,medium,cSI9W49vxo,pool34,PH,59
ST,medium,cSI9W49vxo,pool34,TI,76
ST,medium,cSI9W49vxo,pool34,PE,62
ST,medium,cSI9W49vxo,pool34,EF,56
ST,medium,cSI9W49vxo,pool34,FR,62
MR,easy,cSI9W49vxo,pool34,ME,55
MR,easy,cSI9W49vxo,pool34,PH,44
MR,easy,cSI9W49vxo,pool34,TI,52
MR,easy,cSI9W49vxo,pool34,PE,47
MR,easy,cSI9W49vxo,pool34,EF,57
MR,easy,cSI9W49vxo,pool34,FR,57
MS,medium,wT2BNjpDXV,pool5,ME,64
MS,medium,wT2BNjpDXV,pool5,PH,15
MS,medium,wT2BNjpDXV,pool5,TI,22
MS,medium,wT2BNjpDXV,pool5,PE,65
MS,medium,wT2BNjpDXV,pool5,EF,67
MS,medium,wT2BNjpDXV,pool5,FR,34
ST,medium,wT2BNjpDXV,pool5,ME,63
ST,medium,wT2BNjpDXV,pool5,PH,21
ST,medium,wT2BNjpDXV,pool5,TI,82
ST,medium,wT2BNjpDXV,pool5,PE,76
ST,medium,wT2BNjpDXV,pool5,EF,64
ST,medium,wT2BNjpDXV,pool5,FR,50
MS,hard,wT2BNjpDXV,pool5,ME,61
MS,hard,wT2BNjpDXV,pool5,PH,22
MS,hard,wT2BNjpDXV,pool5,TI,76
MS,hard,wT2BNjpDXV,pool5,PE,72
MS,hard,wT2BNjpDXV,pool5,EF,70
MS,hard,wT2BNjpDXV,pool5,FR,65
MR,hard,wT2BNjpDXV,pool5,ME,70
MR,hard,wT2BNjpDXV,pool5,PH,15
MR,hard,wT2BNjpDXV,pool5,TI,24
MR,hard,wT2BNjpDXV,pool5,PE,31
MR,hard,wT2BNjpDXV,pool5,EF,39
MR,hard,wT2BNjpDXV,pool5,FR,7
MR,medium,wT2BNjpDXV,pool5,ME,39
MR,medium,wT2BNjpDXV,pool5,PH,15
MR,medium,wT2BNjpDXV,pool5,TI,15
MR,medium,wT2BNjpDXV,pool5,PE,29
MR,medium,wT2BNjpDXV,pool5,EF,49
MR,medium,wT2BNjpDXV,pool5,FR,12
ST,hard,wT2BNjpDXV,pool5,ME,69
ST,hard,wT2BNjpDXV,pool5,PH,12
ST,hard,wT2BNjpDXV,pool5,TI,84
ST,hard,wT2BNjpDXV,pool5,PE,79
ST,hard,wT2BNjpDXV,pool5,EF,59
ST,hard,wT2BNjpDXV,pool5,FR,6
ST,easy,wT2BNjpDXV,pool5,ME,15
ST,easy,wT2BNjpDXV,pool5,PH,15
ST,easy,wT2BNjpDXV,pool5,TI,34
ST,easy,wT2BNjpDXV,pool5,PE,17
ST,easy,wT2BNjpDXV,pool5,EF,21
ST,easy,wT2BNjpDXV,pool5,FR,15
MS,easy,wT2BNjpDXV,pool5,ME,25
MS,easy,wT2BNjpDXV,pool5,PH,11
MS,easy,wT2BNjpDXV,pool5,TI,21
MS,easy,wT2BNjpDXV,pool5,PE,0
MS,easy,wT2BNjpDXV,pool5,EF,17
MS,easy,wT2BNjpDXV,pool5,FR,17
MR,easy,wT2BNjpDXV,pool5,ME,24
MR,easy,wT2BNjpDXV,pool5,PH,23
MR,easy,wT2BNjpDXV,pool5,TI,46
MR,easy,wT2BNjpDXV,pool5,PE,30
MR,easy,wT2BNjpDXV,pool5,EF,30
MR,easy,wT2BNjpDXV,pool5,FR,9
MR,hard,MArUzIGtu1,pool5,ME,70
MR,hard,MArUzIGtu1,pool5,PH,40
MR,hard,MArUzIGtu1,pool5,TI,20
MR,hard,MArUzIGtu1,pool5,PE,45
MR,hard,MArUzIGtu1,pool5,EF,55
MR,hard,MArUzIGtu1,pool5,FR,65
MS,medium,MArUzIGtu1,pool5,ME,40
MS,medium,MArUzIGtu1,pool5,PH,21
MS,medium,MArUzIGtu1,pool5,TI,19
MS,medium,MArUzIGtu1,pool5,PE,10
MS,medium,MArUzIGtu1,pool5,EF,55
MS,medium,MArUzIGtu1,pool5,FR,24
MR,medium,MArUzIGtu1,pool5,ME,70
MR,medium,MArUzIGtu1,pool5,PH,45
MR,medium,MArUzIGtu1,pool5,TI,19
MR,medium,MArUzIGtu1,pool5,PE,45
MR,medium,MArUzIGtu1,pool5,EF,65
MR,medium,MArUzIGtu1,pool5,FR,55
ST,hard,MArUzIGtu1,pool5,ME,31
ST,hard,MArUzIGtu1,pool5,PH,24
ST,hard,MArUzIGtu1,pool5,TI,70
ST,hard,MArUzIGtu1,pool5,PE,71
ST,hard,MArUzIGtu1,pool5,EF,24
ST,hard,MArUzIGtu1,pool5,FR,20
MR,easy,MArUzIGtu1,pool5,ME,19
MR,easy,MArUzIGtu1,pool5,PH,24
MR,easy,MArUzIGtu1,pool5,TI,14
MR,easy,MArUzIGtu1,pool5,PE,20
MR,easy,MArUzIGtu1,pool5,EF,17
MR,easy,MArUzIGtu1,pool5,FR,22
MS,hard,MArUzIGtu1,pool5,ME,60
MS,hard,MArUzIGtu1,pool5,PH,49
MS,hard,MArUzIGtu1,pool5,TI,18
MS,hard,MArUzIGtu1,pool5,PE,17
MS,hard,MArUzIGtu1,pool5,EF,55
MS,hard,MArUzIGtu1,pool5,FR,40
ST,easy,MArUzIGtu1,pool5,ME,23
ST,easy,MArUzIGtu1,pool5,PH,17
ST,easy,MArUzIGtu1,pool5,TI,22
ST,easy,MArUzIGtu1,pool5,PE,18
ST,easy,MArUzIGtu1,pool5,EF,17
ST,easy,MArUzIGtu1,pool5,FR,18
MS,easy,MArUzIGtu1,pool5,ME,17
MS,easy,MArUzIGtu1,pool5,PH,12
MS,easy,MArUzIGtu1,pool5,TI,13
MS,easy,MArUzIGtu1,pool5,PE,3
MS,easy,MArUzIGtu1,pool5,EF,17
MS,easy,MArUzIGtu1,pool5,FR,12
ST,medium,MArUzIGtu1,pool5,ME,23
ST,medium,MArUzIGtu1,pool5,PH,22
ST,medium,MArUzIGtu1,pool5,TI,57
ST,medium,MArUzIGtu1,pool5,PE,48
ST,medium,MArUzIGtu1,pool5,EF,63
ST,medium,MArUzIGtu1,pool5,FR,53
MR,easy,YQfNrv0e5B,pool5,ME,84
MR,easy,YQfNrv0e5B,pool5,PH,5
MR,easy,YQfNrv0e5B,pool5,TI,65
MR,easy,YQfNrv0e5B,pool5,PE,35
MR,easy,YQfNrv0e5B,pool5,EF,80
MR,easy,YQfNrv0e5B,pool5,FR,85
MS,easy,YQfNrv0e5B,pool5,ME,60
MS,easy,YQfNrv0e5B,pool5,PH,15
MS,easy,YQfNrv0e5B,pool5,TI,55
MS,easy,YQfNrv0e5B,pool5,PE,0
MS,easy,YQfNrv0e5B,pool5,EF,55
MS,easy,YQfNrv0e5B,pool5,FR,5
ST,medium,YQfNrv0e5B,pool5,ME,85
ST,medium,YQfNrv0e5B,pool5,PH,5
ST,medium,YQfNrv0e5B,pool5,TI,95
ST,medium,YQfNrv0e5B,pool5,PE,55
ST,medium,YQfNrv0e5B,pool5,EF,70
ST,medium,YQfNrv0e5B,pool5,FR,90
MR,hard,YQfNrv0e5B,pool5,ME,90
MR,hard,YQfNrv0e5B,pool5,PH,5
MR,hard,YQfNrv0e5B,pool5,TI,15
MR,hard,YQfNrv0e5B,pool5,PE,40
MR,hard,YQfNrv0e5B,pool5,EF,85
MR,hard,YQfNrv0e5B,pool5,FR,55
MS,medium,YQfNrv0e5B,pool5,ME,100
MS,medium,YQfNrv0e5B,pool5,PH,5
MS,medium,YQfNrv0e5B,pool5,TI,50
MS,medium,YQfNrv0e5B,pool5,PE,40
MS,medium,YQfNrv0e5B,pool5,EF,100
MS,medium,YQfNrv0e5B,pool5,FR,80
ST,hard,YQfNrv0e5B,pool5,ME,50
ST,hard,YQfNrv0e5B,pool5,PH,0
ST,hard,YQfNrv0e5B,pool5,TI,100
ST,hard,YQfNrv0e5B,pool5,PE,55
ST,hard,YQfNrv0e5B,pool5,EF,90
ST,hard,YQfNrv0e5B,pool5,FR,95
ST,easy,YQfNrv0e5B,pool5,ME,60
ST,easy,YQfNrv0e5B,pool5,PH,0
ST,easy,YQfNrv0e5B,pool5,TI,85
ST,easy,YQfNrv0e5B,pool5,PE,20
ST,easy,YQfNrv0e5B,pool5,EF,60
ST,easy,YQfNrv0e5B,pool5,FR,60
MS,hard,YQfNrv0e5B,pool5,ME,100
MS,hard,YQfNrv0e5B,pool5,PH,15
MS,hard,YQfNrv0e5B,pool5,TI,75
MS,hard,YQfNrv0e5B,pool5,PE,85
MS,hard,YQfNrv0e5B,pool5,EF,100
MS,hard,YQfNrv0e5B,pool5,FR,95
MR,medium,YQfNrv0e5B,pool5,ME,90
MR,medium,YQfNrv0e5B,pool5,PH,5
MR,medium,YQfNrv0e5B,pool5,TI,5
MR,medium,YQfNrv0e5B,pool5,PE,45
MR,medium,YQfNrv0e5B,pool5,EF,75
MR,medium,YQfNrv0e5B,pool5,FR,20
MR,hard,yVjHadDLmM,pool5,ME,50
MR,hard,yVjHadDLmM,pool5,PH,57
MR,hard,yVjHadDLmM,pool5,TI,20
MR,hard,yVjHadDLmM,pool5,PE,66
MR,hard,yVjHadDLmM,pool5,EF,76
MR,hard,yVjHadDLmM,pool5,FR,50
MR,medium,yVjHadDLmM,pool5,ME,14
MR,medium,yVjHadDLmM,pool5,PH,14
MR,medium,yVjHadDLmM,pool5,TI,22
MR,medium,yVjHadDLmM,pool5,PE,15
MR,medium,yVjHadDLmM,pool5,EF,14
MR,medium,yVjHadDLmM,pool5,FR,13
ST,medium,yVjHadDLmM,pool5,ME,21
ST,medium,yVjHadDLmM,pool5,PH,55
ST,medium,yVjHadDLmM,pool5,TI,71
