task,level,id,scale,score
MR,hard,wgRo2jLpXH,PE,25
MR,hard,wgRo2jLpXH,EF,34
MR,hard,wgRo2jLpXH,FR,10
MS,hard,wgRo2jLpXH,ME,74
MS,hard,wgRo2jLpXH,PH,15
MS,hard,wgRo2jLpXH,TI,11
MS,hard,wgRo2jLpXH,PE,59
MS,hard,wgRo2jLpXH,EF,75
MS,hard,wgRo2jLpXH,FR,61
ST,medium,wgRo2jLpXH,ME,45
ST,medium,wgRo2jLpXH,PH,5
ST,medium,wgRo2jLpXH,TI,5
ST,medium,wgRo2jLpXH,PE,50
ST,medium,wgRo2jLpXH,EF,26
ST,medium,wgRo2jLpXH,FR,70
MR,medium,wgRo2jLpXH,ME,45
MR,medium,wgRo2jLpXH,PH,10
MR,medium,wgRo2jLpXH,TI,30
MR,medium,wgRo2jLpXH,PE,50
MR,medium,wgRo2jLpXH,EF,40
MR,medium,wgRo2jLpXH,FR,80
ST,easy,wgRo2jLpXH,ME,21
ST,easy,wgRo2jLpXH,PH,21
ST,easy,wgRo2jLpXH,TI,35
ST,easy,wgRo2jLpXH,PE,10
ST,easy,wgRo2jLpXH,EF,16
ST,easy,wgRo2jLpXH,FR,75
MS,medium,wgRo2jLpXH,ME,36
MS,medium,wgRo2jLpXH,PH,36
MS,medium,wgRo2jLpXH,TI,69
MS,medium,wgRo2jLpXH,PE,6
MS,medium,wgRo2jLpXH,EF,72
MS,medium,wgRo2jLpXH,FR,93
ST,hard,wgRo2jLpXH,ME,60
ST,hard,wgRo2jLpXH,PH,21
ST,hard,wgRo2jLpXH,TI,69
ST,hard,wgRo2jLpXH,PE,30
ST,hard,wgRo2jLpXH,EF,10
ST,hard,wgRo2jLpXH,FR,NA
MR,easy,wgRo2jLpXH,ME,22
MR,easy,wgRo2jLpXH,PH,16
MR,easy,wgRo2jLpXH,TI,51
MR,easy,wgRo2jLpXH,PE,7
MR,easy,wgRo2jLpXH,EF,35
MR,easy,wgRo2jLpXH,FR,78
MR,hard,IMJ2Wgu1zI,ME,75
MR,hard,IMJ2Wgu1zI,PH,0
MR,hard,IMJ2Wgu1zI,TI,5
MR,hard,IMJ2Wgu1zI,PE,34
MR,hard,IMJ2Wgu1zI,EF,75
MR,hard,IMJ2Wgu1zI,FR,85
MR,easy,IMJ2Wgu1zI,ME,35
MR,easy,IMJ2Wgu1zI,PH,0
MR,easy,IMJ2Wgu1zI,TI,11
MR,easy,IMJ2Wgu1zI,PE,15
MR,easy,IMJ2Wgu1zI,EF,45
MR,easy,IMJ2Wgu1zI,FR,30
ST,hard,IMJ2Wgu1zI,ME,40
ST,hard,IMJ2Wgu1zI,PH,1
ST,hard,IMJ2Wgu1zI,TI,85
ST,hard,IMJ2Wgu1zI,PE,75
ST,hard,IMJ2Wgu1zI,EF,40
ST,hard,IMJ2Wgu1zI,FR,50
ST,medium,IMJ2Wgu1zI,ME,35
ST,medium,IMJ2Wgu1zI,PH,0
ST,medium,IMJ2Wgu1zI,TI,50
ST,medium,IMJ2Wgu1zI,PE,30
ST,medium,IMJ2Wgu1zI,EF,25
ST,medium,IMJ2Wgu1zI,FR,25
MS,easy,IMJ2Wgu1zI,ME,0
MS,easy,IMJ2Wgu1zI,PH,0
MS,easy,IMJ2Wgu1zI,TI,0
MS,easy,IMJ2Wgu1zI,PE,0
MS,easy,IMJ2Wgu1zI,EF,10
MS,easy,IMJ2Wgu1zI,FR,85
ST,easy,IMJ2Wgu1zI,ME,0
ST,easy,IMJ2Wgu1zI,PH,0
ST,easy,IMJ2Wgu1zI,TI,5
ST,easy,IMJ2Wgu1zI,PE,0
ST,easy,IMJ2Wgu1zI,EF,9
ST,easy,IMJ2Wgu1zI,FR,10
MS,medium,IMJ2Wgu1zI,ME,5
MS,medium,IMJ2Wgu1zI,PH,0
MS,medium,IMJ2Wgu1zI,TI,0
MS,medium,IMJ2Wgu1zI,PE,0
MS,medium,IMJ2Wgu1zI,EF,15
MS,medium,IMJ2Wgu1zI,FR,5
MS,hard,IMJ2Wgu1zI,ME,79
MS,hard,IMJ2Wgu1zI,PH,0
MS,hard,IMJ2Wgu1zI,TI,90
MS,hard,IMJ2Wgu1zI,PE,60
MS,hard,IMJ2Wgu1zI,EF,75
MS,hard,IMJ2Wgu1zI,FR,75
MR,medium,IMJ2Wgu1zI,ME,60
MR,medium,IMJ2Wgu1zI,PH,1
MR,medium,IMJ2Wgu1zI,TI,0
MR,medium,IMJ2Wgu1zI,PE,50
MR,medium,IMJ2Wgu1zI,EF,35
MR,medium,IMJ2Wgu1zI,FR,69
ST,hard,S5rOjASl3o,ME,45
ST,hard,S5rOjASl3o,PH,2
ST,hard,S5rOjASl3o,TI,55
ST,hard,S5rOjASl3o,PE,50
ST,hard,S5rOjASl3o,EF,30
ST,hard,S5rOjASl3o,FR,10
MR,medium,S5rOjASl3o,ME,20
MR,medium,S5rOjASl3o,PH,3
MR,medium,S5rOjASl3o,TI,27
MR,medium,S5rOjASl3o,PE,25
MR,medium,S5rOjASl3o,EF,8
MR,medium,S5rOjASl3o,FR,8
MR,hard,S5rOjASl3o,ME,30
MR,hard,S5rOjASl3o,PH,3
MR,hard,S5rOjASl3o,TI,26
MR,hard,S5rOjASl3o,PE,46
MR,hard,S5rOjASl3o,EF,10
MR,hard,S5rOjASl3o,FR,NA
ST,medium,S5rOjASl3o,ME,16
ST,medium,S5rOjASl3o,PH,1
ST,medium,S5rOjASl3o,TI,25
ST,medium,S5rOjASl3o,PE,40
ST,medium,S5rOjASl3o,EF,13
ST,medium,S5rOjASl3o,FR,3
ST,easy,S5rOjASl3o,ME,11
ST,easy,S5rOjASl3o,PH,2
ST,easy,S5rOjASl3o,TI,10
ST,easy,S5rOjASl3o,PE,1
ST,easy,S5rOjASl3o,EF,3
ST,easy,S5rOjASl3o,FR,1
MR,easy,S5rOjASl3o,ME,19
MR,easy,S5rOjASl3o,PH,1
MR,easy,S5rOjASl3o,TI,1
MR,easy,S5rOjASl3o,PE,10
MR,easy,S5rOjASl3o,EF,2
MR,easy,S5rOjASl3o,FR,1
MS,hard,S5rOjASl3o,ME,58
MS,hard,S5rOjASl3o,PH,2
MS,hard,S5rOjASl3o,TI,53
MS,hard,S5rOjASl3o,PE,77
MS,hard,S5rOjASl3o,EF,50
MS,hard,S5rOjASl3o,FR,27
MS,easy,S5rOjASl3o,ME,20
MS,easy,S5rOjASl3o,PH,2
MS,easy,S5rOjASl3o,TI,25
MS,easy,S5rOjASl3o,PE,3
MS,easy,S5rOjASl3o,EF,7
MS,easy,S5rOjASl3o,FR,1
MS,medium,S5rOjASl3o,ME,13
MS,medium,S5rOjASl3o,PH,1
MS,medium,S5rOjASl3o,TI,14
MS,medium,S5rOjASl3o,PE,21
MS,medium,S5rOjASl3o,EF,9
MS,medium,S5rOjASl3o,FR,1
MS,easy,LMH4MBXVwL,ME,25
MS,easy,LMH4MBXVwL,PH,23
MS,easy,LMH4MBXVwL,TI,3
MS,easy,LMH4MBXVwL,PE,1
MS,easy,LMH4MBXVwL,EF,24
MS,easy,LMH4MBXVwL,FR,10
ST,easy,LMH4MBXVwL,ME,35
ST,easy,LMH4MBXVwL,PH,36
ST,easy,LMH4MBXVwL,TI,50
ST,easy,LMH4MBXVwL,PE,4
ST,easy,LMH4MBXVwL,EF,21
ST,easy,LMH4MBXVwL,FR,2
MS,medium,LMH4MBXVwL,ME,80
MS,medium,LMH4MBXVwL,PH,28
MS,medium,LMH4MBXVwL,TI,31
MS,medium,LMH4MBXVwL,PE,55
MS,medium,LMH4MBXVwL,EF,19
MS,medium,LMH4MBXVwL,FR,4
ST,hard,LMH4MBXVwL,ME,87
ST,hard,LMH4MBXVwL,PH,21
ST,hard,LMH4MBXVwL,TI,70
ST,hard,LMH4MBXVwL,PE,68
ST,hard,LMH4MBXVwL,EF,23
ST,hard,LMH4MBXVwL,FR,70
MR,easy,LMH4MBXVwL,ME,49
MR,easy,LMH4MBXVwL,PH,25
MR,easy,LMH4MBXVwL,TI,15
MR,easy,LMH4MBXVwL,PE,29
MR,easy,LMH4MBXVwL,EF,17
MR,easy,LMH4MBXVwL,FR,5
MS,hard,LMH4MBXVwL,ME,82
MS,hard,LMH4MBXVwL,PH,34
MS,hard,LMH4MBXVwL,TI,39
MS,hard,LMH4MBXVwL,PE,85
MS,hard,LMH4MBXVwL,EF,49
MS,hard,LMH4MBXVwL,FR,20
MR,hard,LMH4MBXVwL,ME,54
MR,hard,LMH4MBXVwL,PH,13
MR,hard,LMH4MBXVwL,TI,5
MR,hard,LMH4MBXVwL,PE,39
MR,hard,LMH4MBXVwL,EF,49
MR,hard,LMH4MBXVwL,FR,3
ST,medium,LMH4MBXVwL,ME,36
ST,medium,LMH4MBXVwL,PH,9
ST,medium,LMH4MBXVwL,TI,13
ST,medium,LMH4MBXVwL,PE,30
ST,medium,LMH4MBXVwL,EF,14
ST,medium,LMH4MBXVwL,FR,2
MR,medium,LMH4MBXVwL,ME,53
MR,medium,LMH4MBXVwL,PH,11
MR,medium,LMH4MBXVwL,TI,1
MR,medium,LMH4MBXVwL,PE,29
MR,medium,LMH4MBXVwL,EF,45
MR,medium,LMH4MBXVwL,FR,1
ST,easy,y4Sh5zF3gm,ME,60
ST,easy,y4Sh5zF3gm,PH,65
ST,easy,y4Sh5zF3gm,TI,40
ST,easy,y4Sh5zF3gm,PE,0
ST,easy,y4Sh5zF3gm,EF,60
ST,easy,y4Sh5zF3gm,FR,44
MS,easy,y4Sh5zF3gm,ME,70
MS,easy,y4Sh5zF3gm,PH,65
MS,easy,y4Sh5zF3gm,TI,40
MS,easy,y4Sh5zF3gm,PE,5
MS,easy,y4Sh5zF3gm,EF,65
MS,easy,y4Sh5zF3gm,FR,80
MR,medium,y4Sh5zF3gm,ME,95
MR,medium,y4Sh5zF3gm,PH,90
MR,medium,y4Sh5zF3gm,TI,35
MR,medium,y4Sh5zF3gm,PE,35
MR,medium,y4Sh5zF3gm,EF,95
MR,medium,y4Sh5zF3gm,FR,99
MS,hard,y4Sh5zF3gm,ME,100
MS,hard,y4Sh5zF3gm,PH,100
MS,hard,y4Sh5zF3gm,TI,95
MS,hard,y4Sh5zF3gm,PE,60
MS,hard,y4Sh5zF3gm,EF,100
MS,hard,y4Sh5zF3gm,FR,100
MR,easy,y4Sh5zF3gm,ME,96
MR,easy,y4Sh5zF3gm,PH,90
MR,easy,y4Sh5zF3gm,TI,90
MR,easy,y4Sh5zF3gm,PE,30
MR,easy,y4Sh5zF3gm,EF,79
MR,easy,y4Sh5zF3gm,FR,95
ST,hard,y4Sh5zF3gm,ME,100
ST,hard,y4Sh5zF3gm,PH,100
ST,hard,y4Sh5zF3gm,TI,100
ST,hard,y4Sh5zF3gm,PE,65
ST,hard,y4Sh5zF3gm,EF,95
ST,hard,y4Sh5zF3gm,FR,100
MS,medium,y4Sh5zF3gm,ME,95
MS,medium,y4Sh5zF3gm,PH,95
MS,medium,y4Sh5zF3gm,TI,95
MS,medium,y4Sh5zF3gm,PE,35
MS,medium,y4Sh5zF3gm,EF,95
MS,medium,y4Sh5zF3gm,FR,99
MR,hard,y4Sh5zF3gm,ME,75
MR,hard,y4Sh5zF3gm,PH,75
MR,hard,y4Sh5zF3gm,TI,35
MR,hard,y4Sh5zF3gm,PE,45
MR,hard,y4Sh5zF3gm,EF,70
MR,hard,y4Sh5zF3gm,FR,60
ST,medium,y4Sh5zF3gm,ME,80
ST,medium,y4Sh5zF3gm,PH,80
ST,medium,y4Sh5zF3gm,TI,99
ST,medium,y4Sh5zF3gm,PE,44
ST,medium,y4Sh5zF3gm,EF,70
ST,medium,y4Sh5zF3gm,FR,100
ST,hard,DoJgv77gQp,ME,75
ST,hard,DoJgv77gQp,PH,22
ST,hard,DoJgv77gQp,TI,85
ST,hard,DoJgv77gQp,PE,35
ST,hard,DoJgv77gQp,EF,70
ST,hard,DoJgv77gQp,FR,50
MS,hard,DoJgv77gQp,ME,88
MS,hard,DoJgv77gQp,PH,38
MS,hard,DoJgv77gQp,TI,85
MS,hard,DoJgv77gQp,PE,26
MS,hard,DoJgv77gQp,EF,85
MS,hard,DoJgv77gQp,FR,71
MR,easy,DoJgv77gQp,ME,41
MR,easy,DoJgv77gQp,PH,25
MR,easy,DoJgv77gQp,TI,10
MR,easy,DoJgv77gQp,PE,8
MR,easy,DoJgv77gQp,EF,23
MR,easy,DoJgv77gQp,FR,16
ST,medium,DoJgv77gQp,ME,85
ST,medium,DoJgv77gQp,PH,22
ST,medium,DoJgv77gQp,TI,85
ST,medium,DoJgv77gQp,PE,66
ST,medium,DoJgv77gQp,EF,74
ST,medium,DoJgv77gQp,FR,73
MR,medium,DoJgv77gQp,ME,65
MR,medium,DoJgv77gQp,PH,25
MR,medium,DoJgv77gQp,TI,5
MR,medium,DoJgv77gQp,PE,14
MR,medium,DoJgv77gQp,EF,39
MR,medium,DoJgv77gQp,FR,9
ST,easy,DoJgv77gQp,ME,64
ST,easy,DoJgv77gQp,PH,15
ST,easy,DoJgv77gQp,TI,37
ST,easy,DoJgv77gQp,PE,9
ST,easy,DoJgv77gQp,EF,65
ST,easy,DoJgv77gQp,FR,15
MS,medium,DoJgv77gQp,ME,80
MS,medium,DoJgv77gQp,PH,16
MS,medium,DoJgv77gQp,TI,73
MS,medium,DoJgv77gQp,PE,19
MS,medium,DoJgv77gQp,EF,73
MS,medium,DoJgv77gQp,FR,40
MS,easy,DoJgv77gQp,ME,40
MS,easy,DoJgv77gQp,PH,10
MS,easy,DoJgv77gQp,TI,14
MS,easy,DoJgv77gQp,PE,7
MS,easy,DoJgv77gQp,EF,39
MS,easy,DoJgv77gQp,FR,15
MR,hard,DoJgv77gQp,ME,64
MR,hard,DoJgv77gQp,PH,18
MR,hard,DoJgv77gQp,TI,5
MR,hard,DoJgv77gQp,PE,11
MR,hard,DoJgv77gQp,EF,47
MR,hard,DoJgv77gQp,FR,11
MR,easy,5oQkfRc0Dh,ME,55
MR,easy,5oQkfRc0Dh,PH,65
MR,easy,5oQkfRc0Dh,TI,0
MR,easy,5oQkfRc0Dh,PE,13
MR,easy,5oQkfRc0Dh,EF,70
MR,easy,5oQkfRc0Dh,FR,10
ST,hard,5oQkfRc0Dh,ME,70
ST,hard,5oQkfRc0Dh,PH,95
ST,hard,5oQkfRc0Dh,TI,100
ST,hard,5oQkfRc0Dh,PE,90
ST,hard,5oQkfRc0Dh,EF,77
ST,hard,5oQkfRc0Dh,FR,80
MS,easy,5oQkfRc0Dh,ME,54
MS,easy,5oQkfRc0Dh,PH,25
MS,easy,5oQkfRc0Dh,TI,1
MS,easy,5oQkfRc0Dh,PE,3
MS,easy,5oQkfRc0Dh,EF,58
MS,easy,5oQkfRc0Dh,FR,35
ST,medium,5oQkfRc0Dh,ME,65
ST,medium,5oQkfRc0Dh,PH,80
ST,medium,5oQkfRc0Dh,TI,87
ST,medium,5oQkfRc0Dh,PE,53
ST,medium,5oQkfRc0Dh,EF,73
ST,medium,5oQkfRc0Dh,FR,75
MS,medium,5oQkfRc0Dh,ME,85
MS,medium,5oQkfRc0Dh,PH,69
MS,medium,5oQkfRc0Dh,TI,75
MS,medium,5oQkfRc0Dh,PE,30
MS,medium,5oQkfRc0Dh,EF,77
MS,medium,5oQkfRc0Dh,FR,65
ST,easy,5oQkfRc0Dh,ME,44
ST,easy,5oQkfRc0Dh,PH,49
ST,easy,5oQkfRc0Dh,TI,36
ST,easy,5oQkfRc0Dh,PE,2
ST,easy,5oQkfRc0Dh,EF,55
ST,easy,5oQkfRc0Dh,FR,49
MR,medium,5oQkfRc0Dh,ME,67
MR,medium,5oQkfRc0Dh,PH,56
MR,medium,5oQkfRc0Dh,TI,1
MR,medium,5oQkfRc0Dh,PE,10
MR,medium,5oQkfRc0Dh,EF,66
MR,medium,5oQkfRc0Dh,FR,57
MR,hard,5oQkfRc0Dh,ME,76
MR,hard,5oQkfRc0Dh,PH,69
MR,hard,5oQkfRc0Dh,TI,0
MR,hard,5oQkfRc0Dh,PE,20
MR,hard,5oQkfRc0Dh,EF,70
MR,hard,5oQkfRc0Dh,FR,59
MS,hard,5oQkfRc0Dh,ME,81
MS,hard,5oQkfRc0Dh,PH,83
MS,hard,5oQkfRc0Dh,TI,88
MS,hard,5oQkfRc0Dh,PE,70
MS,hard,5oQkfRc0Dh,EF,74
MS,hard,5oQkfRc0Dh,FR,78
ST,easy,yRSAaGEgHo,ME,59
ST,easy,yRSAaGEgHo,PH,14
ST,easy,yRSAaGEgHo,TI,75
ST,easy,yRSAaGEgHo,PE,7
ST,easy,yRSAaGEgHo,EF,50
ST,easy,yRSAaGEgHo,FR,30
ST,hard,yRSAaGEgHo,ME,79
ST,hard,yRSAaGEgHo,PH,12
ST,hard,yRSAaGEgHo,TI,95
ST,hard,yRSAaGEgHo,PE,46
ST,hard,yRSAaGEgHo,EF,75
ST,hard,yRSAaGEgHo,FR,50
MS,easy,yRSAaGEgHo,ME,74
MS,easy,yRSAaGEgHo,PH,13
MS,easy,yRSAaGEgHo,TI,50
MS,easy,yRSAaGEgHo,PE,11
MS,easy,yRSAaGEgHo,EF,60
MS,easy,yRSAaGEgHo,FR,13
MS,hard,yRSAaGEgHo,ME,88
MS,hard,yRSAaGEgHo,PH,19
MS,hard,yRSAaGEgHo,TI,65
MS,hard,yRSAaGEgHo,PE,29
MS,hard,yRSAaGEgHo,EF,66
MS,hard,yRSAaGEgHo,FR,22
MR,easy,yRSAaGEgHo,ME,56
MR,easy,yRSAaGEgHo,PH,16
MR,easy,yRSAaGEgHo,TI,48
MR,easy,yRSAaGEgHo,PE,36
MR,easy,yRSAaGEgHo,EF,58
MR,easy,yRSAaGEgHo,FR,13
ST,medium,yRSAaGEgHo,ME,68
ST,medium,yRSAaGEgHo,PH,9
ST,medium,yRSAaGEgHo,TI,55
ST,medium,yRSAaGEgHo,PE,33
ST,medium,yRSAaGEgHo,EF,49
ST,medium,yRSAaGEgHo,FR,19
MR,medium,yRSAaGEgHo,ME,61
MR,medium,yRSAaGEgHo,PH,15
MR,medium,yRSAaGEgHo,TI,57
MR,medium,yRSAaGEgHo,PE,24
MR,medium,yRSAaGEgHo,EF,38
MR,medium,yRSAaGEgHo,FR,18
MS,medium,yRSAaGEgHo,ME,54
MS,medium,yRSAaGEgHo,PH,6
MS,medium,yRSAaGEgHo,TI,43
MS,medium,yRSAaGEgHo,PE,4
MS,medium,yRSAaGEgHo,EF,41
MS,medium,yRSAaGEgHo,FR,9
MR,hard,yRSAaGEgHo,ME,70
MR,hard,yRSAaGEgHo,PH,13
MR,hard,yRSAaGEgHo,TI,50
MR,hard,yRSAaGEgHo,PE,40
MR,hard,yRSAaGEgHo,EF,51
MR,hard,yRSAaGEgHo,FR,10
MS,easy,WLE3Etok97,ME,30
MS,easy,WLE3Etok97,PH,15
MS,easy,WLE3Etok97,TI,22
MS,easy,WLE3Etok97,PE,1
MS,easy,WLE3Etok97,EF,15
MS,easy,WLE3Etok97,FR,15
MR,hard,WLE3Etok97,ME,15
MR,hard,WLE3Etok97,PH,15
MR,hard,WLE3Etok97,TI,15
MR,hard,WLE3Etok97,PE,51
MR,hard,WLE3Etok97,EF,21
MR,hard,WLE3Etok97,FR,29
MS,medium,WLE3Etok97,ME,49
MS,medium,WLE3Etok97,PH,49
MS,medium,WLE3Etok97,TI,49
MS,medium,WLE3Etok97,PE,51
MS,medium,WLE3Etok97,EF,54
MS,medium,WLE3Etok97,FR,54
MS,hard,WLE3Etok97,ME,60
MS,hard,WLE3Etok97,PH,60
MS,hard,WLE3Etok97,TI,67
MS,hard,WLE3Etok97,PE,87
MS,hard,WLE3Etok97,EF,45
MS,hard,WLE3Etok97,FR,66
MR,easy,WLE3Etok97,ME,23
MR,easy,WLE3Etok97,PH,9
MR,easy,WLE3Etok97,TI,9
MR,easy,WLE3Etok97,PE,66
MR,easy,WLE3Etok97,EF,34
MR,easy,WLE3Etok97,FR,21
ST,easy,WLE3Etok97,ME,15
ST,easy,WLE3Etok97,PH,15
ST,easy,WLE3Etok97,TI,15
ST,easy,WLE3Etok97,PE,47
ST,easy,WLE3Etok97,EF,27
ST,easy,WLE3Etok97,FR,19
ST,medium,WLE3Etok97,ME,19
ST,medium,WLE3Etok97,PH,19
ST,medium,WLE3Etok97,TI,53
ST,medium,WLE3Etok97,PE,63
ST,medium,WLE3Etok97,EF,44
ST,medium,WLE3Etok97,FR,44
ST,hard,WLE3Etok97,ME,52
ST,hard,WLE3Etok97,PH,35
ST,hard,WLE3Etok97,TI,64
ST,hard,WLE3Etok97,PE,84
ST,hard,WLE3Etok97,EF,52
ST,hard,WLE3Etok97,FR,52
MR,medium,WLE3Etok97,ME,19
MR,medium,WLE3Etok97,PH,19
MR,medium,WLE3Etok97,TI,19
MR,medium,WLE3Etok97,PE,67
MR,medium,WLE3Etok97,EF,31
MR,medium,WLE3Etok97,FR,12
MR,hard,HajArhl9Mf,ME,66
MR,hard,HajArhl9Mf,PH,0
MR,hard,HajArhl9Mf,TI,50
MR,hard,HajArhl9Mf,PE,86
MR,hard,HajArhl9Mf,EF,55
MR,hard,HajArhl9Mf,FR,100
MS,easy,HajArhl9Mf,ME,20
MS,easy,HajArhl9Mf,PH,0
MS,easy,HajArhl9Mf,TI,85
MS,easy,HajArhl9Mf,PE,0
MS,easy,HajArhl9Mf,EF,15
MS,easy,HajArhl9Mf,FR,24
MR,medium,HajArhl9Mf,ME,85
MR,medium,HajArhl9Mf,PH,0
MR,medium,HajArhl9Mf,TI,9
MR,medium,HajArhl9Mf,PE,95
MR,medium,HajArhl9Mf,EF,99
MR,medium,HajArhl9Mf,FR,99
ST,easy,HajArhl9Mf,ME,5
ST,easy,HajArhl9Mf,PH,0
ST,easy,HajArhl9Mf,TI,54
ST,easy,HajArhl9Mf,PE,0
ST,easy,HajArhl9Mf,EF,20
ST,easy,HajArhl9Mf,FR,23
MS,medium,HajArhl9Mf,ME,93
MS,medium,HajArhl9Mf,PH,10
MS,medium,HajArhl9Mf,TI,92
MS,medium,HajArhl9Mf,PE,90
MS,medium,HajArhl9Mf,EF,78
MS,medium,HajArhl9Mf,FR,100
ST,hard,HajArhl9Mf,ME,90
ST,hard,HajArhl9Mf,PH,11
ST,hard,HajArhl9Mf,TI,99
ST,hard,HajArhl9Mf,PE,100
ST,hard,HajArhl9Mf,EF,81
ST,hard,HajArhl9Mf,FR,99
MR,easy,HajArhl9Mf,ME,59
MR,easy,HajArhl9Mf,PH,21
MR,easy,HajArhl9Mf,TI,6
MR,easy,HajArhl9Mf,PE,90
MR,easy,HajArhl9Mf,EF,35
MR,easy,HajArhl9Mf,FR,97
MS,hard,HajArhl9Mf,ME,91
MS,hard,HajArhl9Mf,PH,18
MS,hard,HajArhl9Mf,TI,95
MS,hard,HajArhl9Mf,PE,97
MS,hard,HajArhl9Mf,EF,74
MS,hard,HajArhl9Mf,FR,99
ST,medium,HajArhl9Mf,ME,70
ST,medium,HajArhl9Mf,PH,16
ST,medium,HajArhl9Mf,TI,98
ST,medium,HajArhl9Mf,PE,97
ST,medium,HajArhl9Mf,EF,71
ST,medium,HajArhl9Mf,FR,99
MR,medium,xYKzEb6U69,ME,60
MR,medium,xYKzEb6U69,PH,10
MR,medium,xYKzEb6U69,TI,5
MR,medium,xYKzEb6U69,PE,50
MR,medium,xYKzEb6U69,EF,55
MR,medium,xYKzEb6U69,FR,40
ST,medium,xYKzEb6U69,ME,60
ST,medium,xYKzEb6U69,PH,50
ST,medium,xYKzEb6U69,TI,5
ST,medium,xYKzEb6U69,PE,60
ST,medium,xYKzEb6U69,EF,60
ST,medium,xYKzEb6U69,FR,30
MS,easy,xYKzEb6U69,ME,40
MS,easy,xYKzEb6U69,PH,5
MS,easy,xYKzEb6U69,TI,5
MS,easy,xYKzEb6U69,PE,5
MS,easy,xYKzEb6U69,EF,50
MS,easy,xYKzEb6U69,FR,15
MR,easy,xYKzEb6U69,ME,45
MR,easy,xYKzEb6U69,PH,5
MR,easy,xYKzEb6U69,TI,5
MR,easy,xYKzEb6U69,PE,10
MR,easy,xYKzEb6U69,EF,45
MR,easy,xYKzEb6U69,FR,10
ST,easy,xYKzEb6U69,ME,55
ST,easy,xYKzEb6U69,PH,5
ST,easy,xYKzEb6U69,TI,5
ST,easy,xYKzEb6U69,PE,15
ST,easy,xYKzEb6U69,EF,60
ST,easy,xYKzEb6U69,FR,20
MS,hard,xYKzEb6U69,ME,65
MS,hard,xYKzEb6U69,PH,10
MS,hard,xYKzEb6U69,TI,5
MS,hard,xYKzEb6U69,PE,50
MS,hard,xYKzEb6U69,EF,65
MS,hard,xYKzEb6U69,FR,25
ST,hard,xYKzEb6U69,ME,55
ST,hard,xYKzEb6U69,PH,10
ST,hard,xYKzEb6U69,TI,75
ST,hard,xYKzEb6U69,PE,51
ST,hard,xYKzEb6U69,EF,65
ST,hard,xYKzEb6U69,FR,35
MR,hard,xYKzEb6U69,ME,55
MR,hard,xYKzEb6U69,PH,10
MR,hard,xYKzEb6U69,TI,5
MR,hard,xYKzEb6U69,PE,40
MR,hard,xYKzEb6U69,EF,65
MR,hard,xYKzEb6U69,FR,30
MS,medium,xYKzEb6U69,ME,15
MS,medium,xYKzEb6U69,PH,8
MS,medium,xYKzEb6U69,TI,9
MS,medium,xYKzEb6U69,PE,55
MS,medium,xYKzEb6U69,EF,50
MS,medium,xYKzEb6U69,FR,20
MS,hard,XdaJtcIO9r,ME,65
MS,hard,XdaJtcIO9r,PH,48
MS,hard,XdaJtcIO9r,TI,85
MS,hard,XdaJtcIO9r,PE,68
MS,hard,XdaJtcIO9r,EF,79
MS,hard,XdaJtcIO9r,FR,74
MR,easy,XdaJtcIO9r,ME,73
MR,easy,XdaJtcIO9r,PH,45
MR,easy,XdaJtcIO9r,TI,25
MR,easy,XdaJtcIO9r,PE,44
MR,easy,XdaJtcIO9r,EF,73
MR,easy,XdaJtcIO9r,FR,68
ST,hard,XdaJtcIO9r,ME,78
ST,hard,XdaJtcIO9r,PH,34
ST,hard,XdaJtcIO9r,TI,91
ST,hard,XdaJtcIO9r,PE,75
ST,hard,XdaJtcIO9r,EF,77
ST,hard,XdaJtcIO9r,FR,77
MR,hard,XdaJtcIO9r,ME,77
MR,hard,XdaJtcIO9r,PH,25
MR,hard,XdaJtcIO9r,TI,63
MR,hard,XdaJtcIO9r,PE,67
MR,hard,XdaJtcIO9r,EF,86
MR,hard,XdaJtcIO9r,FR,77
MS,medium,XdaJtcIO9r,ME,67
MS,medium,XdaJtcIO9r,PH,41
MS,medium,XdaJtcIO9r,TI,35
MS,medium,XdaJtcIO9r,PE,53
MS,medium,XdaJtcIO9r,EF,65
MS,medium,XdaJtcIO9r,FR,51
ST,medium,XdaJtcIO9r,ME,43
ST,medium,XdaJtcIO9r,PH,40
ST,medium,XdaJtcIO9r,TI,71
ST,medium,XdaJtcIO9r,PE,37
ST,medium,XdaJtcIO9r,EF,62
ST,medium,XdaJtcIO9r,FR,38
MR,medium,XdaJtcIO9r,ME,77
MR,medium,XdaJtcIO9r,PH,35
MR,medium,XdaJtcIO9r,TI,26
MR,medium,XdaJtcIO9r,PE,39
MR,medium,XdaJtcIO9r,EF,37
MR,medium,XdaJtcIO9r,FR,66
MS,easy,XdaJtcIO9r,ME,25
MS,easy,XdaJtcIO9r,PH,18
MS,easy,XdaJtcIO9r,TI,24
MS,easy,XdaJtcIO9r,PE,10
MS,easy,XdaJtcIO9r,EF,23
MS,easy,XdaJtcIO9r,FR,21
ST,easy,XdaJtcIO9r,ME,11
ST,easy,XdaJtcIO9r,PH,14
ST,easy,XdaJtcIO9r,TI,16
ST,easy,XdaJtcIO9r,PE,5
ST,easy,XdaJtcIO9r,EF,26
ST,easy,XdaJtcIO9r,FR,11
ST,easy,JpDUHBwJT1,ME,60
