task,level,id,scale,score
ST,medium,kuTZjru3VL,TI,80
ST,medium,kuTZjru3VL,PE,45
ST,medium,kuTZjru3VL,EF,75
ST,medium,kuTZjru3VL,FR,65
MS,medium,kuTZjru3VL,ME,94
MS,medium,kuTZjru3VL,PH,85
MS,medium,kuTZjru3VL,TI,90
MS,medium,kuTZjru3VL,PE,89
MS,medium,kuTZjru3VL,EF,85
MS,medium,kuTZjru3VL,FR,75
MR,hard,kuTZjru3VL,ME,80
MR,hard,kuTZjru3VL,PH,70
MR,hard,kuTZjru3VL,TI,29
MR,hard,kuTZjru3VL,PE,45
MR,hard,kuTZjru3VL,EF,70
MR,hard,kuTZjru3VL,FR,35
ST,easy,kuTZjru3VL,ME,60
ST,easy,kuTZjru3VL,PH,55
ST,easy,kuTZjru3VL,TI,65
ST,easy,kuTZjru3VL,PE,40
ST,easy,kuTZjru3VL,EF,60
ST,easy,kuTZjru3VL,FR,45
MS,hard,kuTZjru3VL,ME,85
MS,hard,kuTZjru3VL,PH,75
MS,hard,kuTZjru3VL,TI,85
MS,hard,kuTZjru3VL,PE,88
MS,hard,kuTZjru3VL,EF,95
MS,hard,kuTZjru3VL,FR,90
MS,easy,kuTZjru3VL,ME,60
MS,easy,kuTZjru3VL,PH,54
MS,easy,kuTZjru3VL,TI,50
MS,easy,kuTZjru3VL,PE,7
MS,easy,kuTZjru3VL,EF,65
MS,easy,kuTZjru3VL,FR,30
MR,easy,kuTZjru3VL,ME,57
MR,easy,kuTZjru3VL,PH,57
MR,easy,kuTZjru3VL,TI,35
MR,easy,kuTZjru3VL,PE,16
MR,easy,kuTZjru3VL,EF,60
MR,easy,kuTZjru3VL,FR,30
MR,medium,kuTZjru3VL,ME,60
MR,medium,kuTZjru3VL,PH,55
MR,medium,kuTZjru3VL,TI,34
MR,medium,kuTZjru3VL,PE,25
MR,medium,kuTZjru3VL,EF,55
MR,medium,kuTZjru3VL,FR,35
ST,hard,kuTZjru3VL,ME,80
ST,hard,kuTZjru3VL,PH,70
ST,hard,kuTZjru3VL,TI,85
ST,hard,kuTZjru3VL,PE,77
ST,hard,kuTZjru3VL,EF,84
ST,hard,kuTZjru3VL,FR,84
ST,easy,antN5ck5Ic,ME,10
ST,easy,antN5ck5Ic,PH,0
ST,easy,antN5ck5Ic,TI,5
ST,easy,antN5ck5Ic,PE,0
ST,easy,antN5ck5Ic,EF,10
ST,easy,antN5ck5Ic,FR,0
MR,medium,antN5ck5Ic,ME,55
MR,medium,antN5ck5Ic,PH,0
MR,medium,antN5ck5Ic,TI,0
MR,medium,antN5ck5Ic,PE,45
MR,medium,antN5ck5Ic,EF,45
MR,medium,antN5ck5Ic,FR,10
ST,hard,antN5ck5Ic,ME,50
ST,hard,antN5ck5Ic,PH,0
ST,hard,antN5ck5Ic,TI,35
ST,hard,antN5ck5Ic,PE,45
ST,hard,antN5ck5Ic,EF,0
ST,hard,antN5ck5Ic,FR,5
MS,easy,antN5ck5Ic,ME,5
MS,easy,antN5ck5Ic,PH,0
MS,easy,antN5ck5Ic,TI,0
MS,easy,antN5ck5Ic,PE,0
MS,easy,antN5ck5Ic,EF,5
MS,easy,antN5ck5Ic,FR,0
MS,hard,antN5ck5Ic,ME,60
MS,hard,antN5ck5Ic,PH,0
MS,hard,antN5ck5Ic,TI,66
MS,hard,antN5ck5Ic,PE,69
MS,hard,antN5ck5Ic,EF,60
MS,hard,antN5ck5Ic,FR,5
MS,medium,antN5ck5Ic,ME,25
MS,medium,antN5ck5Ic,PH,0
MS,medium,antN5ck5Ic,TI,15
MS,medium,antN5ck5Ic,PE,20
MS,medium,antN5ck5Ic,EF,10
MS,medium,antN5ck5Ic,FR,0
MR,hard,antN5ck5Ic,ME,44
MR,hard,antN5ck5Ic,PH,0
MR,hard,antN5ck5Ic,TI,0
MR,hard,antN5ck5Ic,PE,40
MR,hard,antN5ck5Ic,EF,35
MR,hard,antN5ck5Ic,FR,0
ST,medium,antN5ck5Ic,ME,15
ST,medium,antN5ck5Ic,PH,0
ST,medium,antN5ck5Ic,TI,5
ST,medium,antN5ck5Ic,PE,20
ST,medium,antN5ck5Ic,EF,15
ST,medium,antN5ck5Ic,FR,1
MR,easy,antN5ck5Ic,ME,20
MR,easy,antN5ck5Ic,PH,1
MR,easy,antN5ck5Ic,TI,0
MR,easy,antN5ck5Ic,PE,35
MR,easy,antN5ck5Ic,EF,20
MR,easy,antN5ck5Ic,FR,1
MR,easy,lqSj6DxkoP,ME,5
MR,easy,lqSj6DxkoP,PH,0
MR,easy,lqSj6DxkoP,TI,0
MR,easy,lqSj6DxkoP,PE,50
MR,easy,lqSj6DxkoP,EF,15
MR,easy,lqSj6DxkoP,FR,5
ST,medium,lqSj6DxkoP,ME,35
ST,medium,lqSj6DxkoP,PH,0
ST,medium,lqSj6DxkoP,TI,50
ST,medium,lqSj6DxkoP,PE,15
ST,medium,lqSj6DxkoP,EF,10
ST,medium,lqSj6DxkoP,FR,15
MR,medium,lqSj6DxkoP,ME,70
MR,medium,lqSj6DxkoP,PH,0
MR,medium,lqSj6DxkoP,TI,0
MR,medium,lqSj6DxkoP,PE,60
MR,medium,lqSj6DxkoP,EF,20
MR,medium,lqSj6DxkoP,FR,5
ST,easy,lqSj6DxkoP,ME,40
ST,easy,lqSj6DxkoP,PH,20
ST,easy,lqSj6DxkoP,TI,5
ST,easy,lqSj6DxkoP,PE,15
ST,easy,lqSj6DxkoP,EF,25
ST,easy,lqSj6DxkoP,FR,5
MS,hard,lqSj6DxkoP,ME,80
MS,hard,lqSj6DxkoP,PH,NA
MS,hard,lqSj6DxkoP,TI,76
MS,hard,lqSj6DxkoP,PE,78
MS,hard,lqSj6DxkoP,EF,61
MS,hard,lqSj6DxkoP,FR,61
MS,medium,lqSj6DxkoP,ME,49
MS,medium,lqSj6DxkoP,PH,33
MS,medium,lqSj6DxkoP,TI,50
MS,medium,lqSj6DxkoP,PE,41
MS,medium,lqSj6DxkoP,EF,47
MS,medium,lqSj6DxkoP,FR,6
MR,hard,lqSj6DxkoP,ME,70
MR,hard,lqSj6DxkoP,PH,39
MR,hard,lqSj6DxkoP,TI,7
MR,hard,lqSj6DxkoP,PE,75
MR,hard,lqSj6DxkoP,EF,76
MR,hard,lqSj6DxkoP,FR,54
ST,hard,lqSj6DxkoP,ME,68
ST,hard,lqSj6DxkoP,PH,35
ST,hard,lqSj6DxkoP,TI,99
ST,hard,lqSj6DxkoP,PE,84
ST,hard,lqSj6DxkoP,EF,51
ST,hard,lqSj6DxkoP,FR,52
MS,easy,lqSj6DxkoP,ME,0
MS,easy,lqSj6DxkoP,PH,NA
MS,easy,lqSj6DxkoP,TI,0
MS,easy,lqSj6DxkoP,PE,1
MS,easy,lqSj6DxkoP,EF,0
MS,easy,lqSj6DxkoP,FR,0
MR,hard,urmN2MGqMI,ME,50
MR,hard,urmN2MGqMI,PH,1
MR,hard,urmN2MGqMI,TI,55
MR,hard,urmN2MGqMI,PE,50
MR,hard,urmN2MGqMI,EF,60
MR,hard,urmN2MGqMI,FR,70
MS,easy,urmN2MGqMI,ME,10
MS,easy,urmN2MGqMI,PH,6
MS,easy,urmN2MGqMI,TI,5
MS,easy,urmN2MGqMI,PE,0
MS,easy,urmN2MGqMI,EF,24
MS,easy,urmN2MGqMI,FR,26
ST,medium,urmN2MGqMI,ME,29
ST,medium,urmN2MGqMI,PH,7
ST,medium,urmN2MGqMI,TI,82
ST,medium,urmN2MGqMI,PE,16
ST,medium,urmN2MGqMI,EF,63
ST,medium,urmN2MGqMI,FR,65
MS,hard,urmN2MGqMI,ME,35
MS,hard,urmN2MGqMI,PH,12
MS,hard,urmN2MGqMI,TI,83
MS,hard,urmN2MGqMI,PE,50
MS,hard,urmN2MGqMI,EF,60
MS,hard,urmN2MGqMI,FR,61
MR,medium,urmN2MGqMI,ME,23
MR,medium,urmN2MGqMI,PH,5
MR,medium,urmN2MGqMI,TI,16
MR,medium,urmN2MGqMI,PE,30
MR,medium,urmN2MGqMI,EF,28
MR,medium,urmN2MGqMI,FR,28
ST,easy,urmN2MGqMI,ME,15
ST,easy,urmN2MGqMI,PH,5
ST,easy,urmN2MGqMI,TI,25
ST,easy,urmN2MGqMI,PE,10
ST,easy,urmN2MGqMI,EF,20
ST,easy,urmN2MGqMI,FR,35
ST,hard,urmN2MGqMI,ME,70
ST,hard,urmN2MGqMI,PH,5
ST,hard,urmN2MGqMI,TI,99
ST,hard,urmN2MGqMI,PE,70
ST,hard,urmN2MGqMI,EF,75
ST,hard,urmN2MGqMI,FR,85
MR,easy,urmN2MGqMI,ME,28
MR,easy,urmN2MGqMI,PH,2
MR,easy,urmN2MGqMI,TI,25
MR,easy,urmN2MGqMI,PE,23
MR,easy,urmN2MGqMI,EF,35
MR,easy,urmN2MGqMI,FR,45
MS,medium,urmN2MGqMI,ME,36
MS,medium,urmN2MGqMI,PH,5
MS,medium,urmN2MGqMI,TI,65
MS,medium,urmN2MGqMI,PE,18
MS,medium,urmN2MGqMI,EF,62
MS,medium,urmN2MGqMI,FR,64
ST,easy,d51zamtky2,ME,21
ST,easy,d51zamtky2,PH,4
ST,easy,d51zamtky2,TI,50
ST,easy,d51zamtky2,PE,6
ST,easy,d51zamtky2,EF,25
ST,easy,d51zamtky2,FR,36
MR,hard,d51zamtky2,ME,46
MR,hard,d51zamtky2,PH,3
MR,hard,d51zamtky2,TI,35
MR,hard,d51zamtky2,PE,18
MR,hard,d51zamtky2,EF,35
MR,hard,d51zamtky2,FR,2
ST,medium,d51zamtky2,ME,44
ST,medium,d51zamtky2,PH,4
ST,medium,d51zamtky2,TI,27
ST,medium,d51zamtky2,PE,44
ST,medium,d51zamtky2,EF,21
ST,medium,d51zamtky2,FR,13
MS,easy,d51zamtky2,ME,16
MS,easy,d51zamtky2,PH,2
MS,easy,d51zamtky2,TI,4
MS,easy,d51zamtky2,PE,1
MS,easy,d51zamtky2,EF,6
MS,easy,d51zamtky2,FR,NA
MS,hard,d51zamtky2,ME,72
MS,hard,d51zamtky2,PH,1
MS,hard,d51zamtky2,TI,58
MS,hard,d51zamtky2,PE,34
MS,hard,d51zamtky2,EF,83
MS,hard,d51zamtky2,FR,3
ST,hard,d51zamtky2,ME,28
ST,hard,d51zamtky2,PH,2
ST,hard,d51zamtky2,TI,90
ST,hard,d51zamtky2,PE,91
ST,hard,d51zamtky2,EF,9
ST,hard,d51zamtky2,FR,17
MR,medium,d51zamtky2,ME,49
MR,medium,d51zamtky2,PH,1
MR,medium,d51zamtky2,TI,9
MR,medium,d51zamtky2,PE,10
MR,medium,d51zamtky2,EF,39
MR,medium,d51zamtky2,FR,4
MR,easy,d51zamtky2,ME,26
MR,easy,d51zamtky2,PH,NA
MR,easy,d51zamtky2,TI,8
MR,easy,d51zamtky2,PE,5
MR,easy,d51zamtky2,EF,13
MR,easy,d51zamtky2,FR,3
MS,medium,d51zamtky2,ME,42
MS,medium,d51zamtky2,PH,1
MS,medium,d51zamtky2,TI,33
MS,medium,d51zamtky2,PE,20
MS,medium,d51zamtky2,EF,9
MS,medium,d51zamtky2,FR,15
MR,medium,EgEJAn9pKN,ME,91
MR,medium,EgEJAn9pKN,PH,16
MR,medium,EgEJAn9pKN,TI,16
MR,medium,EgEJAn9pKN,PE,70
MR,medium,EgEJAn9pKN,EF,82
MR,medium,EgEJAn9pKN,FR,75
MR,hard,EgEJAn9pKN,ME,86
MR,hard,EgEJAn9pKN,PH,26
MR,hard,EgEJAn9pKN,TI,20
MR,hard,EgEJAn9pKN,PE,69
MR,hard,EgEJAn9pKN,EF,90
MR,hard,EgEJAn9pKN,FR,75
MS,hard,EgEJAn9pKN,ME,100
MS,hard,EgEJAn9pKN,PH,62
MS,hard,EgEJAn9pKN,TI,89
MS,hard,EgEJAn9pKN,PE,57
MS,hard,EgEJAn9pKN,EF,91
MS,hard,EgEJAn9pKN,FR,95
ST,hard,EgEJAn9pKN,ME,78
ST,hard,EgEJAn9pKN,PH,22
ST,hard,EgEJAn9pKN,TI,74
ST,hard,EgEJAn9pKN,PE,43
ST,hard,EgEJAn9pKN,EF,49
ST,hard,EgEJAn9pKN,FR,64
ST,medium,EgEJAn9pKN,ME,73
ST,medium,EgEJAn9pKN,PH,17
ST,medium,EgEJAn9pKN,TI,83
ST,medium,EgEJAn9pKN,PE,45
ST,medium,EgEJAn9pKN,EF,47
ST,medium,EgEJAn9pKN,FR,56
MS,medium,EgEJAn9pKN,ME,67
MS,medium,EgEJAn9pKN,PH,69
MS,medium,EgEJAn9pKN,TI,23
MS,medium,EgEJAn9pKN,PE,0
MS,medium,EgEJAn9pKN,EF,28
MS,medium,EgEJAn9pKN,FR,10
ST,easy,EgEJAn9pKN,ME,8
ST,easy,EgEJAn9pKN,PH,8
ST,easy,EgEJAn9pKN,TI,8
ST,easy,EgEJAn9pKN,PE,0
ST,easy,EgEJAn9pKN,EF,3
ST,easy,EgEJAn9pKN,FR,1
MS,easy,EgEJAn9pKN,ME,2
MS,easy,EgEJAn9pKN,PH,21
MS,easy,EgEJAn9pKN,TI,3
MS,easy,EgEJAn9pKN,PE,0
MS,easy,EgEJAn9pKN,EF,19
MS,easy,EgEJAn9pKN,FR,7
MR,easy,EgEJAn9pKN,ME,32
MR,easy,EgEJAn9pKN,PH,29
MR,easy,EgEJAn9pKN,TI,0
MR,easy,EgEJAn9pKN,PE,8
MR,easy,EgEJAn9pKN,EF,16
MR,easy,EgEJAn9pKN,FR,8
MS,medium,W3y75sVKt1,ME,30
MS,medium,W3y75sVKt1,PH,4
MS,medium,W3y75sVKt1,TI,17
MS,medium,W3y75sVKt1,PE,1
MS,medium,W3y75sVKt1,EF,32
MS,medium,W3y75sVKt1,FR,0
MR,medium,W3y75sVKt1,ME,47
MR,medium,W3y75sVKt1,PH,1
MR,medium,W3y75sVKt1,TI,0
MR,medium,W3y75sVKt1,PE,15
MR,medium,W3y75sVKt1,EF,56
MR,medium,W3y75sVKt1,FR,3
MS,hard,W3y75sVKt1,ME,84
MS,hard,W3y75sVKt1,PH,0
MS,hard,W3y75sVKt1,TI,100
MS,hard,W3y75sVKt1,PE,29
MS,hard,W3y75sVKt1,EF,98
MS,hard,W3y75sVKt1,FR,79
MR,easy,W3y75sVKt1,ME,15
MR,easy,W3y75sVKt1,PH,1
MR,easy,W3y75sVKt1,TI,1
MR,easy,W3y75sVKt1,PE,5
MR,easy,W3y75sVKt1,EF,5
MR,easy,W3y75sVKt1,FR,1
ST,easy,W3y75sVKt1,ME,11
ST,easy,W3y75sVKt1,PH,1
ST,easy,W3y75sVKt1,TI,44
ST,easy,W3y75sVKt1,PE,1
ST,easy,W3y75sVKt1,EF,27
ST,easy,W3y75sVKt1,FR,1
ST,medium,W3y75sVKt1,ME,54
ST,medium,W3y75sVKt1,PH,0
ST,medium,W3y75sVKt1,TI,86
ST,medium,W3y75sVKt1,PE,23
ST,medium,W3y75sVKt1,EF,75
ST,medium,W3y75sVKt1,FR,54
ST,hard,W3y75sVKt1,ME,100
ST,hard,W3y75sVKt1,PH,5
ST,hard,W3y75sVKt1,TI,100
ST,hard,W3y75sVKt1,PE,40
ST,hard,W3y75sVKt1,EF,99
ST,hard,W3y75sVKt1,FR,100
MR,hard,W3y75sVKt1,ME,62
MR,hard,W3y75sVKt1,PH,0
MR,hard,W3y75sVKt1,TI,0
MR,hard,W3y75sVKt1,PE,14
MR,hard,W3y75sVKt1,EF,73
MR,hard,W3y75sVKt1,FR,28
MS,easy,W3y75sVKt1,ME,7
MS,easy,W3y75sVKt1,PH,7
MS,easy,W3y75sVKt1,TI,3
MS,easy,W3y75sVKt1,PE,1
MS,easy,W3y75sVKt1,EF,19
MS,easy,W3y75sVKt1,FR,0
ST,easy,soqMs9Hfya,ME,5
ST,easy,soqMs9Hfya,PH,5
ST,easy,soqMs9Hfya,TI,5
ST,easy,soqMs9Hfya,PE,0
ST,easy,soqMs9Hfya,EF,45
ST,easy,soqMs9Hfya,FR,10
MR,hard,soqMs9Hfya,ME,90
MR,hard,soqMs9Hfya,PH,15
MR,hard,soqMs9Hfya,TI,65
MR,hard,soqMs9Hfya,PE,70
MR,hard,soqMs9Hfya,EF,75
MR,hard,soqMs9Hfya,FR,55
MS,hard,soqMs9Hfya,ME,90
MS,hard,soqMs9Hfya,PH,20
MS,hard,soqMs9Hfya,TI,80
MS,hard,soqMs9Hfya,PE,40
MS,hard,soqMs9Hfya,EF,75
MS,hard,soqMs9Hfya,FR,60
ST,hard,soqMs9Hfya,ME,75
ST,hard,soqMs9Hfya,PH,10
ST,hard,soqMs9Hfya,TI,85
ST,hard,soqMs9Hfya,PE,25
ST,hard,soqMs9Hfya,EF,70
ST,hard,soqMs9Hfya,FR,60
MR,easy,soqMs9Hfya,ME,65
MR,easy,soqMs9Hfya,PH,5
MR,easy,soqMs9Hfya,TI,50
MR,easy,soqMs9Hfya,PE,40
MR,easy,soqMs9Hfya,EF,70
MR,easy,soqMs9Hfya,FR,40
MR,medium,soqMs9Hfya,ME,80
MR,medium,soqMs9Hfya,PH,10
MR,medium,soqMs9Hfya,TI,70
MR,medium,soqMs9Hfya,PE,45
MR,medium,soqMs9Hfya,EF,69
MR,medium,soqMs9Hfya,FR,60
ST,medium,soqMs9Hfya,ME,45
ST,medium,soqMs9Hfya,PH,5
ST,medium,soqMs9Hfya,TI,45
ST,medium,soqMs9Hfya,PE,15
ST,medium,soqMs9Hfya,EF,80
ST,medium,soqMs9Hfya,FR,40
MS,medium,soqMs9Hfya,ME,70
MS,medium,soqMs9Hfya,PH,6
MS,medium,soqMs9Hfya,TI,61
MS,medium,soqMs9Hfya,PE,20
MS,medium,soqMs9Hfya,EF,NA
MS,medium,soqMs9Hfya,FR,40
MS,easy,soqMs9Hfya,ME,55
MS,easy,soqMs9Hfya,PH,4
MS,easy,soqMs9Hfya,TI,55
MS,easy,soqMs9Hfya,PE,15
MS,easy,soqMs9Hfya,EF,60
MS,easy,soqMs9Hfya,FR,40
MR,easy,YuaQwhP1ZU,ME,25
MR,easy,YuaQwhP1ZU,PH,0
MR,easy,YuaQwhP1ZU,TI,0
MR,easy,YuaQwhP1ZU,PE,11
MR,easy,YuaQwhP1ZU,EF,21
MR,easy,YuaQwhP1ZU,FR,1
MS,medium,YuaQwhP1ZU,ME,49
MS,medium,YuaQwhP1ZU,PH,0
MS,medium,YuaQwhP1ZU,TI,50
MS,medium,YuaQwhP1ZU,PE,35
MS,medium,YuaQwhP1ZU,EF,59
MS,medium,YuaQwhP1ZU,FR,1
ST,hard,YuaQwhP1ZU,ME,0
ST,hard,YuaQwhP1ZU,PH,0
ST,hard,YuaQwhP1ZU,TI,0
ST,hard,YuaQwhP1ZU,PE,49
ST,hard,YuaQwhP1ZU,EF,1
ST,hard,YuaQwhP1ZU,FR,1
ST,medium,YuaQwhP1ZU,ME,0
ST,medium,YuaQwhP1ZU,PH,0
ST,medium,YuaQwhP1ZU,TI,0
ST,medium,YuaQwhP1ZU,PE,12
ST,medium,YuaQwhP1ZU,EF,5
ST,medium,YuaQwhP1ZU,FR,0
MS,hard,YuaQwhP1ZU,ME,79
MS,hard,YuaQwhP1ZU,PH,0
MS,hard,YuaQwhP1ZU,TI,0
MS,hard,YuaQwhP1ZU,PE,50
MS,hard,YuaQwhP1ZU,EF,83
MS,hard,YuaQwhP1ZU,FR,0
MR,hard,YuaQwhP1ZU,ME,68
MR,hard,YuaQwhP1ZU,PH,0
MR,hard,YuaQwhP1ZU,TI,0
MR,hard,YuaQwhP1ZU,PE,38
MR,hard,YuaQwhP1ZU,EF,50
MR,hard,YuaQwhP1ZU,FR,0
MR,medium,YuaQwhP1ZU,ME,63
MR,medium,YuaQwhP1ZU,PH,0
MR,medium,YuaQwhP1ZU,TI,1
MR,medium,YuaQwhP1ZU,PE,39
MR,medium,YuaQwhP1ZU,EF,49
MR,medium,YuaQwhP1ZU,FR,1
MS,easy,YuaQwhP1ZU,ME,50
MS,easy,YuaQwhP1ZU,PH,0
MS,easy,YuaQwhP1ZU,TI,1
MS,easy,YuaQwhP1ZU,PE,1
MS,easy,YuaQwhP1ZU,EF,33
MS,easy,YuaQwhP1ZU,FR,0
ST,easy,YuaQwhP1ZU,ME,15
ST,easy,YuaQwhP1ZU,PH,0
ST,easy,YuaQwhP1ZU,TI,0
ST,easy,YuaQwhP1ZU,PE,5
ST,easy,YuaQwhP1ZU,EF,43
ST,easy,YuaQwhP1ZU,FR,0
MR,easy,2vlCeeOoXs,ME,25
MR,easy,2vlCeeOoXs,PH,5
MR,easy,2vlCeeOoXs,TI,2
MR,easy,2vlCeeOoXs,PE,8
MR,easy,2vlCeeOoXs,EF,8
MR,easy,2vlCeeOoXs,FR,5
ST,hard,2vlCeeOoXs,ME,73
ST,hard,2vlCeeOoXs,PH,8
ST,hard,2vlCeeOoXs,TI,94
ST,hard,2vlCeeOoXs,PE,75
ST,hard,2vlCeeOoXs,EF,74
ST,hard,2vlCeeOoXs,FR,66
MS,easy,2vlCeeOoXs,ME,23
MS,easy,2vlCeeOoXs,PH,10
MS,easy,2vlCeeOoXs,TI,12
MS,easy,2vlCeeOoXs,PE,9
MS,easy,2vlCeeOoXs,EF,13
MS,easy,2vlCeeOoXs,FR,10
MS,hard,2vlCeeOoXs,ME,85
MS,hard,2vlCeeOoXs,PH,6
MS,hard,2vlCeeOoXs,TI,4
MS,hard,2vlCeeOoXs,PE,65
MS,hard,2vlCeeOoXs,EF,85
MS,hard,2vlCeeOoXs,FR,18
ST,medium,2vlCeeOoXs,ME,83
ST,medium,2vlCeeOoXs,PH,11
ST,medium,2vlCeeOoXs,TI,83
ST,medium,2vlCeeOoXs,PE,71
ST,medium,2vlCeeOoXs,EF,70
ST,medium,2vlCeeOoXs,FR,58
MR,hard,2vlCeeOoXs,ME,59
MR,hard,2vlCeeOoXs,PH,8
MR,hard,2vlCeeOoXs,TI,7
MR,hard,2vlCeeOoXs,PE,34
MR,hard,2vlCeeOoXs,EF,65
MR,hard,2vlCeeOoXs,FR,22
MS,medium,2vlCeeOoXs,ME,70
MS,medium,2vlCeeOoXs,PH,9
MS,medium,2vlCeeOoXs,TI,11
MS,medium,2vlCeeOoXs,PE,34
MS,medium,2vlCeeOoXs,EF,68
MS,medium,2vlCeeOoXs,FR,8
ST,easy,2vlCeeOoXs,ME,20
ST,easy,2vlCeeOoXs,PH,13
ST,easy,2vlCeeOoXs,TI,7
ST,easy,2vlCeeOoXs,PE,13
ST,easy,2vlCeeOoXs,EF,20
ST,easy,2vlCeeOoXs,FR,20
MR,medium,2vlCeeOoXs,ME,53
MR,medium,2vlCeeOoXs,PH,30
MR,medium,2vlCeeOoXs,TI,21
MR,medium,2vlCeeOoXs,PE,76
MR,medium,2vlCeeOoXs,EF,35
MR,medium,2vlCeeOoXs,FR,57
MR,easy,KCZtWafWV1,ME,70
MR,easy,KCZtWafWV1,PH,3
MR,easy,KCZtWafWV1,TI,10
MR,easy,KCZtWafWV1,PE,50
MR,easy,KCZtWafWV1,EF,40
MR,easy,KCZtWafWV1,FR,65
ST,easy,KCZtWafWV1,ME,30
ST,easy,KCZtWafWV1,PH,1
ST,easy,KCZtWafWV1,TI,15
ST,easy,KCZtWafWV1,PE,15
ST,easy,KCZtWafWV1,EF,14
ST,easy,KCZtWafWV1,FR,19
ST,medium,KCZtWafWV1,ME,65
ST,medium,KCZtWafWV1,PH,4
ST,medium,KCZtWafWV1,TI,16
ST,medium,KCZtWafWV1,PE,85
ST,medium,KCZtWafWV1,EF,58
ST,medium,KCZtWafWV1,FR,69
ST,hard,KCZtWafWV1,ME,76
ST,hard,KCZtWafWV1,PH,4
ST,hard,KCZtWafWV1,TI,26
ST,hard,KCZtWafWV1,PE,94
ST,hard,KCZtWafWV1,EF,68
ST,hard,KCZtWafWV1,FR,78
MS,easy,KCZtWafWV1,ME,22
MS,easy,KCZtWafWV1,PH,3
MS,easy,KCZtWafWV1,TI,12
MS,easy,KCZtWafWV1,PE,5
MS,easy,KCZtWafWV1,EF,12
MS,easy,KCZtWafWV1,FR,8
MS,medium,KCZtWafWV1,ME,29
MS,medium,KCZtWafWV1,PH,1
MS,medium,KCZtWafWV1,TI,14
MS,medium,KCZtWafWV1,PE,21
MS,medium,KCZtWafWV1,EF,37
MS,medium,KCZtWafWV1,FR,37
MR,medium,KCZtWafWV1,ME,77
MR,medium,KCZtWafWV1,PH,5
MR,medium,KCZtWafWV1,TI,14
MR,medium,KCZtWafWV1,PE,64
MR,medium,KCZtWafWV1,EF,72
MR,medium,KCZtWafWV1,FR,72
MS,hard,KCZtWafWV1,ME,73
MS,hard,KCZtWafWV1,PH,5
MS,hard,KCZtWafWV1,TI,26
MS,hard,KCZtWafWV1,PE,67
MS,hard,KCZtWafWV1,EF,69
MS,hard,KCZtWafWV1,FR,59
MR,hard,KCZtWafWV1,ME,43
MR,hard,KCZtWafWV1,PH,3
MR,hard,KCZtWafWV1,TI,18
MR,hard,KCZtWafWV1,PE,36
MR,hard,KCZtWafWV1,EF,34
MR,hard,KCZtWafWV1,FR,43
MS,medium,n5pHkx5qnN,ME,80
MS,medium,n5pHkx5qnN,PH,35
MS,medium,n5pHkx5qnN,TI,60
MS,medium,n5pHkx5qnN,PE,25
MS,medium,n5pHkx5qnN,EF,75
MS,medium,n5pHkx5qnN,FR,55
ST,medium,n5pHkx5qnN,ME,30
ST,medium,n5pHkx5qnN,PH,5
ST,medium,n5pHkx5qnN,TI,70
ST,medium,n5pHkx5qnN,PE,15
ST,medium,n5pHkx5qnN,EF,40
ST,medium,n5pHkx5qnN,FR,75
ST,hard,n5pHkx5qnN,ME,80
ST,hard,n5pHkx5qnN,PH,65
ST,hard,n5pHkx5qnN,TI,80
ST,hard,n5pHkx5qnN,PE,80
ST,hard,n5pHkx5qnN,EF,75
ST,hard,n5pHkx5qnN,FR,90
MR,hard,n5pHkx5qnN,ME,75
MR,hard,n5pHkx5qnN,PH,75
MR,hard,n5pHkx5qnN,TI,5
MR,hard,n5pHkx5qnN,PE,15
MR,hard,n5pHkx5qnN,EF,65
MR,hard,n5pHkx5qnN,FR,25
ST,easy,n5pHkx5qnN,ME,10
ST,easy,n5pHkx5qnN,PH,5
ST,easy,n5pHkx5qnN,TI,5
ST,easy,n5pHkx5qnN,PE,5
ST,easy,n5pHkx5qnN,EF,10
ST,easy,n5pHkx5qnN,FR,10
MS,easy,n5pHkx5qnN,ME,10
MS,easy,n5pHkx5qnN,PH,10
MS,easy,n5pHkx5qnN,TI,10
MS,easy,n5pHkx5qnN,PE,0
MS,easy,n5pHkx5qnN,EF,10
MS,easy,n5pHkx5qnN,FR,40
MR,easy,n5pHkx5qnN,ME,25
MR,easy,n5pHkx5qnN,PH,20
MR,easy,n5pHkx5qnN,TI,5
MR,easy,n5pHkx5qnN,PE,5
MR,easy,n5pHkx5qnN,EF,25
MR,easy,n5pHkx5qnN,FR,15
MR,medium,n5pHkx5qnN,ME,20
MR,medium,n5pHkx5qnN,PH,15
MR,medium,n5pHkx5qnN,TI,5
MR,medium,n5pHkx5qnN,PE,5
MR,medium,n5pHkx5qnN,EF,19
MR,medium,n5pHkx5qnN,FR,15
MS,hard,n5pHkx5qnN,ME,95
MS,hard,n5pHkx5qnN,PH,85
MS,hard,n5pHkx5qnN,TI,95
MS,hard,n5pHkx5qnN,PE,90
MS,hard,n5pHkx5qnN,EF,95
MS,hard,n5pHkx5qnN,FR,90
MS,easy,wgRo2jLpXH,ME,6
MS,easy,wgRo2jLpXH,PH,15
MS,easy,wgRo2jLpXH,TI,0
MS,easy,wgRo2jLpXH,PE,0
MS,easy,wgRo2jLpXH,EF,15
MS,easy,wgRo2jLpXH,FR,NA
MR,hard,wgRo2jLpXH,ME,66
MR,hard,wgRo2jLpXH,PH,6
MR,hard,wgRo2jLpXH,TI,5
