task,level,id,scale,score
ST,hard,DVCsNitb7p,PE,100
ST,hard,DVCsNitb7p,EF,0
ST,hard,DVCsNitb7p,FR,95
ST,medium,DVCsNitb7p,ME,70
ST,medium,DVCsNitb7p,PH,0
ST,medium,DVCsNitb7p,TI,69
ST,medium,DVCsNitb7p,PE,25
ST,medium,DVCsNitb7p,EF,71
ST,medium,DVCsNitb7p,FR,45
MR,hard,sPXXgeOo7t,ME,35
MR,hard,sPXXgeOo7t,PH,45
MR,hard,sPXXgeOo7t,TI,40
MR,hard,sPXXgeOo7t,PE,65
MR,hard,sPXXgeOo7t,EF,50
MR,hard,sPXXgeOo7t,FR,40
ST,hard,sPXXgeOo7t,ME,65
ST,hard,sPXXgeOo7t,PH,70
ST,hard,sPXXgeOo7t,TI,75
ST,hard,sPXXgeOo7t,PE,70
ST,hard,sPXXgeOo7t,EF,80
ST,hard,sPXXgeOo7t,FR,35
ST,medium,sPXXgeOo7t,ME,70
ST,medium,sPXXgeOo7t,PH,60
ST,medium,sPXXgeOo7t,TI,60
ST,medium,sPXXgeOo7t,PE,60
ST,medium,sPXXgeOo7t,EF,80
ST,medium,sPXXgeOo7t,FR,45
MR,medium,sPXXgeOo7t,ME,55
MR,medium,sPXXgeOo7t,PH,45
MR,medium,sPXXgeOo7t,TI,25
MR,medium,sPXXgeOo7t,PE,50
MR,medium,sPXXgeOo7t,EF,49
MR,medium,sPXXgeOo7t,FR,25
MS,medium,sPXXgeOo7t,ME,65
MS,medium,sPXXgeOo7t,PH,55
MS,medium,sPXXgeOo7t,TI,80
MS,medium,sPXXgeOo7t,PE,75
MS,medium,sPXXgeOo7t,EF,80
MS,medium,sPXXgeOo7t,FR,55
MS,hard,sPXXgeOo7t,ME,80
MS,hard,sPXXgeOo7t,PH,80
MS,hard,sPXXgeOo7t,TI,75
MS,hard,sPXXgeOo7t,PE,25
MS,hard,sPXXgeOo7t,EF,75
MS,hard,sPXXgeOo7t,FR,75
ST,easy,sPXXgeOo7t,ME,40
ST,easy,sPXXgeOo7t,PH,35
ST,easy,sPXXgeOo7t,TI,31
ST,easy,sPXXgeOo7t,PE,25
ST,easy,sPXXgeOo7t,EF,54
ST,easy,sPXXgeOo7t,FR,20
MR,easy,sPXXgeOo7t,ME,34
MR,easy,sPXXgeOo7t,PH,44
MR,easy,sPXXgeOo7t,TI,44
MR,easy,sPXXgeOo7t,PE,65
MR,easy,sPXXgeOo7t,EF,35
MR,easy,sPXXgeOo7t,FR,15
MS,easy,sPXXgeOo7t,ME,26
MS,easy,sPXXgeOo7t,PH,25
MS,easy,sPXXgeOo7t,TI,25
MS,easy,sPXXgeOo7t,PE,25
MS,easy,sPXXgeOo7t,EF,30
MS,easy,sPXXgeOo7t,FR,25
MR,medium,ujNKR4re1M,ME,65
MR,medium,ujNKR4re1M,PH,30
MR,medium,ujNKR4re1M,TI,30
MR,medium,ujNKR4re1M,PE,25
MR,medium,ujNKR4re1M,EF,75
MR,medium,ujNKR4re1M,FR,30
MR,easy,ujNKR4re1M,ME,60
MR,easy,ujNKR4re1M,PH,30
MR,easy,ujNKR4re1M,TI,30
MR,easy,ujNKR4re1M,PE,35
MR,easy,ujNKR4re1M,EF,70
MR,easy,ujNKR4re1M,FR,20
ST,hard,ujNKR4re1M,ME,100
ST,hard,ujNKR4re1M,PH,24
ST,hard,ujNKR4re1M,TI,40
ST,hard,ujNKR4re1M,PE,45
ST,hard,ujNKR4re1M,EF,99
ST,hard,ujNKR4re1M,FR,100
MS,medium,ujNKR4re1M,ME,100
MS,medium,ujNKR4re1M,PH,70
MS,medium,ujNKR4re1M,TI,70
MS,medium,ujNKR4re1M,PE,25
MS,medium,ujNKR4re1M,EF,100
MS,medium,ujNKR4re1M,FR,100
MS,easy,ujNKR4re1M,ME,70
MS,easy,ujNKR4re1M,PH,55
MS,easy,ujNKR4re1M,TI,50
MS,easy,ujNKR4re1M,PE,0
MS,easy,ujNKR4re1M,EF,60
MS,easy,ujNKR4re1M,FR,10
ST,easy,ujNKR4re1M,ME,65
ST,easy,ujNKR4re1M,PH,35
ST,easy,ujNKR4re1M,TI,35
ST,easy,ujNKR4re1M,PE,0
ST,easy,ujNKR4re1M,EF,60
ST,easy,ujNKR4re1M,FR,20
ST,medium,ujNKR4re1M,ME,80
ST,medium,ujNKR4re1M,PH,39
ST,medium,ujNKR4re1M,TI,80
ST,medium,ujNKR4re1M,PE,25
ST,medium,ujNKR4re1M,EF,75
ST,medium,ujNKR4re1M,FR,70
MS,hard,ujNKR4re1M,ME,100
MS,hard,ujNKR4re1M,PH,85
MS,hard,ujNKR4re1M,TI,100
MS,hard,ujNKR4re1M,PE,20
MS,hard,ujNKR4re1M,EF,100
MS,hard,ujNKR4re1M,FR,100
MR,hard,ujNKR4re1M,ME,75
MR,hard,ujNKR4re1M,PH,40
MR,hard,ujNKR4re1M,TI,35
MR,hard,ujNKR4re1M,PE,30
MR,hard,ujNKR4re1M,EF,70
MR,hard,ujNKR4re1M,FR,50
MR,medium,8EBFmIUfAy,ME,25
MR,medium,8EBFmIUfAy,PH,10
MR,medium,8EBFmIUfAy,TI,9
MR,medium,8EBFmIUfAy,PE,15
MR,medium,8EBFmIUfAy,EF,5
MR,medium,8EBFmIUfAy,FR,10
MS,medium,8EBFmIUfAy,ME,50
MS,medium,8EBFmIUfAy,PH,15
MS,medium,8EBFmIUfAy,TI,50
MS,medium,8EBFmIUfAy,PE,50
MS,medium,8EBFmIUfAy,EF,59
MS,medium,8EBFmIUfAy,FR,50
ST,hard,8EBFmIUfAy,ME,45
ST,hard,8EBFmIUfAy,PH,9
ST,hard,8EBFmIUfAy,TI,30
ST,hard,8EBFmIUfAy,PE,31
ST,hard,8EBFmIUfAy,EF,50
ST,hard,8EBFmIUfAy,FR,45
ST,medium,8EBFmIUfAy,ME,45
ST,medium,8EBFmIUfAy,PH,10
ST,medium,8EBFmIUfAy,TI,50
ST,medium,8EBFmIUfAy,PE,20
ST,medium,8EBFmIUfAy,EF,60
ST,medium,8EBFmIUfAy,FR,60
MS,hard,8EBFmIUfAy,ME,70
MS,hard,8EBFmIUfAy,PH,14
MS,hard,8EBFmIUfAy,TI,75
MS,hard,8EBFmIUfAy,PE,40
MS,hard,8EBFmIUfAy,EF,65
MS,hard,8EBFmIUfAy,FR,70
MR,hard,8EBFmIUfAy,ME,35
MR,hard,8EBFmIUfAy,PH,10
MR,hard,8EBFmIUfAy,TI,60
MR,hard,8EBFmIUfAy,PE,36
MR,hard,8EBFmIUfAy,EF,51
MR,hard,8EBFmIUfAy,FR,65
MS,easy,8EBFmIUfAy,ME,15
MS,easy,8EBFmIUfAy,PH,10
MS,easy,8EBFmIUfAy,TI,60
MS,easy,8EBFmIUfAy,PE,15
MS,easy,8EBFmIUfAy,EF,36
MS,easy,8EBFmIUfAy,FR,65
MR,easy,8EBFmIUfAy,ME,35
MR,easy,8EBFmIUfAy,PH,10
MR,easy,8EBFmIUfAy,TI,74
MR,easy,8EBFmIUfAy,PE,39
MR,easy,8EBFmIUfAy,EF,35
MR,easy,8EBFmIUfAy,FR,80
ST,easy,8EBFmIUfAy,ME,45
ST,easy,8EBFmIUfAy,PH,9
ST,easy,8EBFmIUfAy,TI,70
ST,easy,8EBFmIUfAy,PE,20
ST,easy,8EBFmIUfAy,EF,49
ST,easy,8EBFmIUfAy,FR,70
MS,easy,aqEAPJJI8e,ME,59
MS,easy,aqEAPJJI8e,PH,57
MS,easy,aqEAPJJI8e,TI,48
MS,easy,aqEAPJJI8e,PE,48
MS,easy,aqEAPJJI8e,EF,56
MS,easy,aqEAPJJI8e,FR,49
ST,hard,aqEAPJJI8e,ME,60
ST,hard,aqEAPJJI8e,PH,54
ST,hard,aqEAPJJI8e,TI,46
ST,hard,aqEAPJJI8e,PE,46
ST,hard,aqEAPJJI8e,EF,50
ST,hard,aqEAPJJI8e,FR,62
ST,easy,aqEAPJJI8e,ME,62
ST,easy,aqEAPJJI8e,PH,38
ST,easy,aqEAPJJI8e,TI,49
ST,easy,aqEAPJJI8e,PE,34
ST,easy,aqEAPJJI8e,EF,53
ST,easy,aqEAPJJI8e,FR,66
ST,medium,aqEAPJJI8e,ME,60
ST,medium,aqEAPJJI8e,PH,47
ST,medium,aqEAPJJI8e,TI,56
ST,medium,aqEAPJJI8e,PE,50
ST,medium,aqEAPJJI8e,EF,64
ST,medium,aqEAPJJI8e,FR,44
MS,medium,aqEAPJJI8e,ME,54
MS,medium,aqEAPJJI8e,PH,46
MS,medium,aqEAPJJI8e,TI,65
MS,medium,aqEAPJJI8e,PE,49
MS,medium,aqEAPJJI8e,EF,66
MS,medium,aqEAPJJI8e,FR,64
MR,easy,aqEAPJJI8e,ME,54
MR,easy,aqEAPJJI8e,PH,69
MR,easy,aqEAPJJI8e,TI,47
MR,easy,aqEAPJJI8e,PE,45
MR,easy,aqEAPJJI8e,EF,68
MR,easy,aqEAPJJI8e,FR,55
MR,hard,aqEAPJJI8e,ME,55
MR,hard,aqEAPJJI8e,PH,49
MR,hard,aqEAPJJI8e,TI,68
MR,hard,aqEAPJJI8e,PE,41
MR,hard,aqEAPJJI8e,EF,67
MR,hard,aqEAPJJI8e,FR,58
MR,medium,aqEAPJJI8e,ME,64
MR,medium,aqEAPJJI8e,PH,53
MR,medium,aqEAPJJI8e,TI,65
MR,medium,aqEAPJJI8e,PE,42
MR,medium,aqEAPJJI8e,EF,49
MR,medium,aqEAPJJI8e,FR,61
MS,hard,aqEAPJJI8e,ME,51
MS,hard,aqEAPJJI8e,PH,64
MS,hard,aqEAPJJI8e,TI,62
MS,hard,aqEAPJJI8e,PE,41
MS,hard,aqEAPJJI8e,EF,65
MS,hard,aqEAPJJI8e,FR,73
ST,hard,rh40WUcVcA,ME,97
ST,hard,rh40WUcVcA,PH,55
ST,hard,rh40WUcVcA,TI,99
ST,hard,rh40WUcVcA,PE,70
ST,hard,rh40WUcVcA,EF,91
ST,hard,rh40WUcVcA,FR,80
MS,easy,rh40WUcVcA,ME,70
MS,easy,rh40WUcVcA,PH,65
MS,easy,rh40WUcVcA,TI,5
MS,easy,rh40WUcVcA,PE,10
MS,easy,rh40WUcVcA,EF,55
MS,easy,rh40WUcVcA,FR,40
MR,hard,rh40WUcVcA,ME,55
MR,hard,rh40WUcVcA,PH,40
MR,hard,rh40WUcVcA,TI,39
MR,hard,rh40WUcVcA,PE,70
MR,hard,rh40WUcVcA,EF,30
MR,hard,rh40WUcVcA,FR,4
ST,easy,rh40WUcVcA,ME,60
ST,easy,rh40WUcVcA,PH,50
ST,easy,rh40WUcVcA,TI,66
ST,easy,rh40WUcVcA,PE,13
ST,easy,rh40WUcVcA,EF,65
ST,easy,rh40WUcVcA,FR,37
MR,easy,rh40WUcVcA,ME,50
MR,easy,rh40WUcVcA,PH,50
MR,easy,rh40WUcVcA,TI,50
MR,easy,rh40WUcVcA,PE,69
MR,easy,rh40WUcVcA,EF,37
MR,easy,rh40WUcVcA,FR,32
ST,medium,rh40WUcVcA,ME,82
ST,medium,rh40WUcVcA,PH,76
ST,medium,rh40WUcVcA,TI,89
ST,medium,rh40WUcVcA,PE,90
ST,medium,rh40WUcVcA,EF,90
ST,medium,rh40WUcVcA,FR,50
MS,medium,rh40WUcVcA,ME,99
MS,medium,rh40WUcVcA,PH,100
MS,medium,rh40WUcVcA,TI,100
MS,medium,rh40WUcVcA,PE,40
MS,medium,rh40WUcVcA,EF,94
MS,medium,rh40WUcVcA,FR,81
MS,hard,rh40WUcVcA,ME,100
MS,hard,rh40WUcVcA,PH,100
MS,hard,rh40WUcVcA,TI,100
MS,hard,rh40WUcVcA,PE,30
MS,hard,rh40WUcVcA,EF,100
MS,hard,rh40WUcVcA,FR,100
MR,medium,rh40WUcVcA,ME,48
MR,medium,rh40WUcVcA,PH,43
MR,medium,rh40WUcVcA,TI,0
MR,medium,rh40WUcVcA,PE,50
MR,medium,rh40WUcVcA,EF,36
MR,medium,rh40WUcVcA,FR,25
MS,easy,ky7vtw0gdz,ME,50
MS,easy,ky7vtw0gdz,PH,32
MS,easy,ky7vtw0gdz,TI,65
MS,easy,ky7vtw0gdz,PE,7
MS,easy,ky7vtw0gdz,EF,65
MS,easy,ky7vtw0gdz,FR,46
MR,hard,ky7vtw0gdz,ME,73
MR,hard,ky7vtw0gdz,PH,8
MR,hard,ky7vtw0gdz,TI,28
MR,hard,ky7vtw0gdz,PE,25
MR,hard,ky7vtw0gdz,EF,71
MR,hard,ky7vtw0gdz,FR,50
ST,medium,ky7vtw0gdz,ME,98
ST,medium,ky7vtw0gdz,PH,13
ST,medium,ky7vtw0gdz,TI,100
ST,medium,ky7vtw0gdz,PE,50
ST,medium,ky7vtw0gdz,EF,83
ST,medium,ky7vtw0gdz,FR,64
ST,easy,ky7vtw0gdz,ME,77
ST,easy,ky7vtw0gdz,PH,17
ST,easy,ky7vtw0gdz,TI,66
ST,easy,ky7vtw0gdz,PE,21
ST,easy,ky7vtw0gdz,EF,64
ST,easy,ky7vtw0gdz,FR,19
ST,hard,ky7vtw0gdz,ME,100
ST,hard,ky7vtw0gdz,PH,75
ST,hard,ky7vtw0gdz,TI,100
ST,hard,ky7vtw0gdz,PE,68
ST,hard,ky7vtw0gdz,EF,100
ST,hard,ky7vtw0gdz,FR,100
MR,medium,ky7vtw0gdz,ME,79
MR,medium,ky7vtw0gdz,PH,13
MR,medium,ky7vtw0gdz,TI,7
MR,medium,ky7vtw0gdz,PE,66
MR,medium,ky7vtw0gdz,EF,88
MR,medium,ky7vtw0gdz,FR,68
MS,hard,ky7vtw0gdz,ME,99
MS,hard,ky7vtw0gdz,PH,98
MS,hard,ky7vtw0gdz,TI,99
MS,hard,ky7vtw0gdz,PE,83
MS,hard,ky7vtw0gdz,EF,100
MS,hard,ky7vtw0gdz,FR,100
MR,easy,ky7vtw0gdz,ME,99
MR,easy,ky7vtw0gdz,PH,99
MR,easy,ky7vtw0gdz,TI,100
MR,easy,ky7vtw0gdz,PE,0
MR,easy,ky7vtw0gdz,EF,96
MR,easy,ky7vtw0gdz,FR,58
MS,medium,ky7vtw0gdz,ME,81
MS,medium,ky7vtw0gdz,PH,30
MS,medium,ky7vtw0gdz,TI,79
MS,medium,ky7vtw0gdz,PE,46
MS,medium,ky7vtw0gdz,EF,76
MS,medium,ky7vtw0gdz,FR,63
MR,medium,zvDM8Go5Bd,ME,80
MR,medium,zvDM8Go5Bd,PH,1
MR,medium,zvDM8Go5Bd,TI,0
MR,medium,zvDM8Go5Bd,PE,50
MR,medium,zvDM8Go5Bd,EF,65
MR,medium,zvDM8Go5Bd,FR,70
MS,medium,zvDM8Go5Bd,ME,80
MS,medium,zvDM8Go5Bd,PH,10
MS,medium,zvDM8Go5Bd,TI,50
MS,medium,zvDM8Go5Bd,PE,30
MS,medium,zvDM8Go5Bd,EF,70
MS,medium,zvDM8Go5Bd,FR,60
ST,easy,zvDM8Go5Bd,ME,0
ST,easy,zvDM8Go5Bd,PH,0
ST,easy,zvDM8Go5Bd,TI,71
ST,easy,zvDM8Go5Bd,PE,1
ST,easy,zvDM8Go5Bd,EF,60
ST,easy,zvDM8Go5Bd,FR,0
MS,easy,zvDM8Go5Bd,ME,30
MS,easy,zvDM8Go5Bd,PH,25
MS,easy,zvDM8Go5Bd,TI,65
MS,easy,zvDM8Go5Bd,PE,0
MS,easy,zvDM8Go5Bd,EF,60
MS,easy,zvDM8Go5Bd,FR,1
ST,hard,zvDM8Go5Bd,ME,80
ST,hard,zvDM8Go5Bd,PH,0
ST,hard,zvDM8Go5Bd,TI,100
ST,hard,zvDM8Go5Bd,PE,80
ST,hard,zvDM8Go5Bd,EF,81
ST,hard,zvDM8Go5Bd,FR,99
MS,hard,zvDM8Go5Bd,ME,100
MS,hard,zvDM8Go5Bd,PH,65
MS,hard,zvDM8Go5Bd,TI,99
MS,hard,zvDM8Go5Bd,PE,95
MS,hard,zvDM8Go5Bd,EF,99
MS,hard,zvDM8Go5Bd,FR,100
ST,medium,zvDM8Go5Bd,ME,80
ST,medium,zvDM8Go5Bd,PH,19
ST,medium,zvDM8Go5Bd,TI,100
ST,medium,zvDM8Go5Bd,PE,50
ST,medium,zvDM8Go5Bd,EF,85
ST,medium,zvDM8Go5Bd,FR,85
MR,easy,zvDM8Go5Bd,ME,75
MR,easy,zvDM8Go5Bd,PH,2
MR,easy,zvDM8Go5Bd,TI,2
MR,easy,zvDM8Go5Bd,PE,51
MR,easy,zvDM8Go5Bd,EF,64
MR,easy,zvDM8Go5Bd,FR,21
MR,hard,zvDM8Go5Bd,ME,60
MR,hard,zvDM8Go5Bd,PH,3
MR,hard,zvDM8Go5Bd,TI,2
MR,hard,zvDM8Go5Bd,PE,50
MR,hard,zvDM8Go5Bd,EF,45
MR,hard,zvDM8Go5Bd,FR,24
ST,hard,7SltMY2Jba,ME,80
ST,hard,7SltMY2Jba,PH,19
ST,hard,7SltMY2Jba,TI,42
ST,hard,7SltMY2Jba,PE,79
ST,hard,7SltMY2Jba,EF,50
ST,hard,7SltMY2Jba,FR,85
MS,medium,7SltMY2Jba,ME,87
MS,medium,7SltMY2Jba,PH,42
MS,medium,7SltMY2Jba,TI,45
MS,medium,7SltMY2Jba,PE,21
MS,medium,7SltMY2Jba,EF,69
MS,medium,7SltMY2Jba,FR,73
MS,easy,7SltMY2Jba,ME,19
MS,easy,7SltMY2Jba,PH,22
MS,easy,7SltMY2Jba,TI,23
MS,easy,7SltMY2Jba,PE,5
MS,easy,7SltMY2Jba,EF,20
MS,easy,7SltMY2Jba,FR,27
ST,medium,7SltMY2Jba,ME,75
ST,medium,7SltMY2Jba,PH,46
ST,medium,7SltMY2Jba,TI,54
ST,medium,7SltMY2Jba,PE,33
ST,medium,7SltMY2Jba,EF,62
ST,medium,7SltMY2Jba,FR,62
MR,medium,7SltMY2Jba,ME,57
MR,medium,7SltMY2Jba,PH,35
MR,medium,7SltMY2Jba,TI,39
MR,medium,7SltMY2Jba,PE,21
MR,medium,7SltMY2Jba,EF,66
MR,medium,7SltMY2Jba,FR,24
MR,easy,7SltMY2Jba,ME,31
MR,easy,7SltMY2Jba,PH,33
MR,easy,7SltMY2Jba,TI,33
MR,easy,7SltMY2Jba,PE,31
MR,easy,7SltMY2Jba,EF,60
MR,easy,7SltMY2Jba,FR,46
ST,easy,7SltMY2Jba,ME,56
ST,easy,7SltMY2Jba,PH,32
ST,easy,7SltMY2Jba,TI,34
ST,easy,7SltMY2Jba,PE,9
ST,easy,7SltMY2Jba,EF,48
ST,easy,7SltMY2Jba,FR,32
MR,hard,7SltMY2Jba,ME,82
MR,hard,7SltMY2Jba,PH,39
MR,hard,7SltMY2Jba,TI,39
MR,hard,7SltMY2Jba,PE,37
MR,hard,7SltMY2Jba,EF,66
MR,hard,7SltMY2Jba,FR,51
MS,hard,7SltMY2Jba,ME,83
MS,hard,7SltMY2Jba,PH,44
MS,hard,7SltMY2Jba,TI,41
MS,hard,7SltMY2Jba,PE,55
MS,hard,7SltMY2Jba,EF,74
MS,hard,7SltMY2Jba,FR,66
ST,hard,PbOEQpRS9f,ME,56
ST,hard,PbOEQpRS9f,PH,0
ST,hard,PbOEQpRS9f,TI,100
ST,hard,PbOEQpRS9f,PE,61
ST,hard,PbOEQpRS9f,EF,31
ST,hard,PbOEQpRS9f,FR,63
MS,medium,PbOEQpRS9f,ME,25
MS,medium,PbOEQpRS9f,PH,0
MS,medium,PbOEQpRS9f,TI,0
MS,medium,PbOEQpRS9f,PE,0
MS,medium,PbOEQpRS9f,EF,15
MS,medium,PbOEQpRS9f,FR,10
MS,hard,PbOEQpRS9f,ME,60
MS,hard,PbOEQpRS9f,PH,5
MS,hard,PbOEQpRS9f,TI,100
MS,hard,PbOEQpRS9f,PE,66
MS,hard,PbOEQpRS9f,EF,71
MS,hard,PbOEQpRS9f,FR,100
MR,easy,PbOEQpRS9f,ME,33
MR,easy,PbOEQpRS9f,PH,0
MR,easy,PbOEQpRS9f,TI,0
MR,easy,PbOEQpRS9f,PE,1
MR,easy,PbOEQpRS9f,EF,10
MR,easy,PbOEQpRS9f,FR,18
MR,hard,PbOEQpRS9f,ME,5
MR,hard,PbOEQpRS9f,PH,3
MR,hard,PbOEQpRS9f,TI,3
MR,hard,PbOEQpRS9f,PE,29
MR,hard,PbOEQpRS9f,EF,3
MR,hard,PbOEQpRS9f,FR,8
MR,medium,PbOEQpRS9f,ME,2
MR,medium,PbOEQpRS9f,PH,0
MR,medium,PbOEQpRS9f,TI,0
MR,medium,PbOEQpRS9f,PE,30
MR,medium,PbOEQpRS9f,EF,0
MR,medium,PbOEQpRS9f,FR,0
MS,easy,PbOEQpRS9f,ME,0
MS,easy,PbOEQpRS9f,PH,0
MS,easy,PbOEQpRS9f,TI,0
MS,easy,PbOEQpRS9f,PE,4
MS,easy,PbOEQpRS9f,EF,5
MS,easy,PbOEQpRS9f,FR,8
ST,easy,PbOEQpRS9f,ME,0
ST,easy,PbOEQpRS9f,PH,0
ST,easy,PbOEQpRS9f,TI,0
ST,easy,PbOEQpRS9f,PE,0
ST,easy,PbOEQpRS9f,EF,0
ST,easy,PbOEQpRS9f,FR,0
ST,medium,PbOEQpRS9f,ME,14
ST,medium,PbOEQpRS9f,PH,9
ST,medium,PbOEQpRS9f,TI,80
ST,medium,PbOEQpRS9f,PE,49
ST,medium,PbOEQpRS9f,EF,65
ST,medium,PbOEQpRS9f,FR,100
ST,medium,yTPpr0532t,ME,70
ST,medium,yTPpr0532t,PH,50
ST,medium,yTPpr0532t,TI,66
ST,medium,yTPpr0532t,PE,41
ST,medium,yTPpr0532t,EF,55
ST,medium,yTPpr0532t,FR,50
MR,medium,yTPpr0532t,ME,65
MR,medium,yTPpr0532t,PH,50
MR,medium,yTPpr0532t,TI,30
MR,medium,yTPpr0532t,PE,51
MR,medium,yTPpr0532t,EF,55
MR,medium,yTPpr0532t,FR,50
ST,hard,yTPpr0532t,ME,79
ST,hard,yTPpr0532t,PH,55
ST,hard,yTPpr0532t,TI,80
ST,hard,yTPpr0532t,PE,50
ST,hard,yTPpr0532t,EF,75
ST,hard,yTPpr0532t,FR,55
MS,medium,yTPpr0532t,ME,87
MS,medium,yTPpr0532t,PH,60
MS,medium,yTPpr0532t,TI,75
MS,medium,yTPpr0532t,PE,40
MS,medium,yTPpr0532t,EF,70
MS,medium,yTPpr0532t,FR,51
MR,easy,yTPpr0532t,ME,61
MR,easy,yTPpr0532t,PH,52
MR,easy,yTPpr0532t,TI,26
MR,easy,yTPpr0532t,PE,30
MR,easy,yTPpr0532t,EF,60
MR,easy,yTPpr0532t,FR,50
MS,hard,yTPpr0532t,ME,95
MS,hard,yTPpr0532t,PH,76
MS,hard,yTPpr0532t,TI,93
MS,hard,yTPpr0532t,PE,50
MS,hard,yTPpr0532t,EF,90
MS,hard,yTPpr0532t,FR,56
MR,hard,yTPpr0532t,ME,71
MR,hard,yTPpr0532t,PH,70
MR,hard,yTPpr0532t,TI,31
MR,hard,yTPpr0532t,PE,37
MR,hard,yTPpr0532t,EF,67
MR,hard,yTPpr0532t,FR,51
MS,easy,yTPpr0532t,ME,76
MS,easy,yTPpr0532t,PH,70
MS,easy,yTPpr0532t,TI,71
MS,easy,yTPpr0532t,PE,30
MS,easy,yTPpr0532t,EF,65
MS,easy,yTPpr0532t,FR,59
ST,easy,yTPpr0532t,ME,70
ST,easy,yTPpr0532t,PH,66
ST,easy,yTPpr0532t,TI,64
ST,easy,yTPpr0532t,PE,37
ST,easy,yTPpr0532t,EF,68
ST,easy,yTPpr0532t,FR,55
MS,easy,YlvUbMLU90,ME,35
MS,easy,YlvUbMLU90,PH,15
MS,easy,YlvUbMLU90,TI,84
MS,easy,YlvUbMLU90,PE,10
MS,easy,YlvUbMLU90,EF,75
MS,easy,YlvUbMLU90,FR,60
ST,hard,YlvUbMLU90,ME,95
ST,hard,YlvUbMLU90,PH,50
ST,hard,YlvUbMLU90,TI,99
ST,hard,YlvUbMLU90,PE,85
ST,hard,YlvUbMLU90,EF,95
ST,hard,YlvUbMLU90,FR,95
MS,hard,YlvUbMLU90,ME,100
MS,hard,YlvUbMLU90,PH,65
MS,hard,YlvUbMLU90,TI,99
MS,hard,YlvUbMLU90,PE,70
MS,hard,YlvUbMLU90,EF,100
MS,hard,YlvUbMLU90,FR,100
MR,easy,YlvUbMLU90,ME,55
MR,easy,YlvUbMLU90,PH,30
MR,easy,YlvUbMLU90,TI,4
MR,easy,YlvUbMLU90,PE,30
MR,easy,YlvUbMLU90,EF,20
MR,easy,YlvUbMLU90,FR,15
MS,medium,YlvUbMLU90,ME,90
MS,medium,YlvUbMLU90,PH,60
MS,medium,YlvUbMLU90,TI,100
MS,medium,YlvUbMLU90,PE,30
MS,medium,YlvUbMLU90,EF,95
MS,medium,YlvUbMLU90,FR,95
MR,hard,YlvUbMLU90,ME,20
MR,hard,YlvUbMLU90,PH,10
MR,hard,YlvUbMLU90,TI,5
MR,hard,YlvUbMLU90,PE,60
MR,hard,YlvUbMLU90,EF,70
MR,hard,YlvUbMLU90,FR,10
MR,medium,YlvUbMLU90,ME,20
MR,medium,YlvUbMLU90,PH,20
MR,medium,YlvUbMLU90,TI,15
MR,medium,YlvUbMLU90,PE,60
MR,medium,YlvUbMLU90,EF,55
MR,medium,YlvUbMLU90,FR,10
ST,easy,YlvUbMLU90,ME,35
ST,easy,YlvUbMLU90,PH,15
ST,easy,YlvUbMLU90,TI,60
ST,easy,YlvUbMLU90,PE,30
ST,easy,YlvUbMLU90,EF,70
ST,easy,YlvUbMLU90,FR,64
ST,medium,YlvUbMLU90,ME,90
ST,medium,YlvUbMLU90,PH,60
ST,medium,YlvUbMLU90,TI,99
ST,medium,YlvUbMLU90,PE,75
ST,medium,YlvUbMLU90,EF,99
ST,medium,YlvUbMLU90,FR,100
MR,hard,WQyxRdU13t,ME,65
MR,hard,WQyxRdU13t,PH,0
MR,hard,WQyxRdU13t,TI,10
MR,hard,WQyxRdU13t,PE,30
MR,hard,WQyxRdU13t,EF,60
MR,hard,WQyxRdU13t,FR,57
ST,easy,WQyxRdU13t,ME,35
ST,easy,WQyxRdU13t,PH,0
ST,easy,WQyxRdU13t,TI,30
ST,easy,WQyxRdU13t,PE,8
ST,easy,WQyxRdU13t,EF,25
ST,easy,WQyxRdU13t,FR,50
MS,hard,WQyxRdU13t,ME,70
MS,hard,WQyxRdU13t,PH,0
MS,hard,WQyxRdU13t,TI,90
MS,hard,WQyxRdU13t,PE,85
MS,hard,WQyxRdU13t,EF,75
MS,hard,WQyxRdU13t,FR,55
MS,medium,WQyxRdU13t,ME,67
MS,medium,WQyxRdU13t,PH,0
MS,medium,WQyxRdU13t,TI,87
MS,medium,WQyxRdU13t,PE,82
MS,medium,WQyxRdU13t,EF,67
MS,medium,WQyxRdU13t,FR,62
MR,easy,WQyxRdU13t,ME,18
MR,easy,WQyxRdU13t,PH,0
MR,easy,WQyxRdU13t,TI,3
MR,easy,WQyxRdU13t,PE,20
MR,easy,WQyxRdU13t,EF,10
MR,easy,WQyxRdU13t,FR,25
ST,hard,WQyxRdU13t,ME,30
ST,hard,WQyxRdU13t,PH,0
ST,hard,WQyxRdU13t,TI,100
ST,hard,WQyxRdU13t,PE,92
ST,hard,WQyxRdU13t,EF,35
ST,hard,WQyxRdU13t,FR,70
MS,easy,WQyxRdU13t,ME,55
MS,easy,WQyxRdU13t,PH,0
MS,easy,WQyxRdU13t,TI,40
MS,easy,WQyxRdU13t,PE,10
MS,easy,WQyxRdU13t,EF,60
MS,easy,WQyxRdU13t,FR,45
ST,medium,WQyxRdU13t,ME,57
ST,medium,WQyxRdU13t,PH,0
ST,medium,WQyxRdU13t,TI,95
ST,medium,WQyxRdU13t,PE,78
ST,medium,WQyxRdU13t,EF,68
