correctAns,base_pic,rotated_pic,key,is_correct,rt,task,level,trial,id
right,images/base/10_b.png,images/combined/10_b_x_90_y_0_z_90.png,right,1,12.1778,MR,hard,1,PsevAJnzJ0
left,images/base/9_a.png,images/combined/9_b_x_90_y_0_z_270.png,left,1,20.5067,MR,hard,2,PsevAJnzJ0
right,images/base/6_b.png,images/combined/6_b_x_270_y_0_z_270.png,right,1,1.3351,MR,hard,3,PsevAJnzJ0
right,images/base/1_b.png,images/combined/1_b_x_90_y_0_z_270.png,right,1,1.7031,MR,hard,4,PsevAJnzJ0
left,images/base/13_a.png,images/combined/13_b_x_90_y_0_z_270.png,right,0,1.7545,MR,hard,5,PsevAJnzJ0
right,images/base/12_a.png,images/combined/12_a_x_90_y_0_z_270.png,right,1,3.4102,MR,hard,6,PsevAJnzJ0
right,images/base/14_b.png,images/combined/14_b_x_90_y_0_z_270.png,right,1,4.4527,MR,hard,7,PsevAJnzJ0
left,images/base/16_b.png,images/combined/16_a_x_270_y_0_z_270.png,left,1,7.8819,MR,hard,8,PsevAJnzJ0
left,images/base/2_a.png,images/combined/2_b_x_90_y_0_z_270.png,left,1,12.163,MR,hard,9,PsevAJnzJ0
left,images/base/7_a.png,images/combined/7_b_x_270_y_0_z_270.png,left,1,10.2956,MR,hard,10,PsevAJnzJ0
right,images/base/11_b.png,images/combined/11_b_x_270_y_0_z_90.png,right,1,2.2534,MR,hard,11,PsevAJnzJ0
left,images/base/5_b.png,images/combined/5_a_x_90_y_0_z_270.png,right,0,10.7231,MR,hard,12,PsevAJnzJ0
left,images/base/8_a.png,images/combined/8_b_x_270_y_0_z_270.png,right,0,4.5045,MR,hard,13,PsevAJnzJ0
left,images/base/3_b.png,images/combined/3_a_x_90_y_0_z_270.png,left,1,3.4932,MR,hard,14,PsevAJnzJ0
right,images/base/15_a.png,images/combined/15_a_x_270_y_0_z_90.png,right,1,2.9052,MR,hard,15,PsevAJnzJ0
left,images/base/4_a.png,images/combined/4_b_x_90_y_0_z_90.png,right,0,0.8923,MR,hard,16,PsevAJnzJ0
right,images/base/7_a.png,images/combined/7_a_x_0_y_0_z_315.png,right,1,4.698,MR,easy,1,Piksbkqbn1
left,images/base/3_b.png,images/combined/3_a_x_0_y_0_z_315.png,left,1,7.157,MR,easy,2,Piksbkqbn1
right,images/base/15_b.png,images/combined/15_b_x_0_y_0_z_45.png,right,1,2.5,MR,easy,3,Piksbkqbn1
right,images/base/14_a.png,images/combined/14_a_x_0_y_0_z_315.png,right,1,4.672,MR,easy,4,Piksbkqbn1
right,images/base/4_a.png,images/combined/4_a_x_0_y_0_z_45.png,right,1,2.937,MR,easy,5,Piksbkqbn1
left,images/base/1_a.png,images/combined/1_b_x_0_y_0_z_315.png,left,1,2.104,MR,easy,6,Piksbkqbn1
left,images/base/6_b.png,images/combined/6_a_x_0_y_0_z_45.png,left,1,10.765,MR,easy,7,Piksbkqbn1
left,images/base/2_b.png,images/combined/2_a_x_0_y_0_z_315.png,left,1,2.003,MR,easy,8,Piksbkqbn1
left,images/base/11_b.png,images/combined/11_a_x_0_y_0_z_315.png,left,1,3.719,MR,easy,9,Piksbkqbn1
left,images/base/10_b.png,images/combined/10_a_x_0_y_0_z_315.png,left,1,5.254,MR,easy,10,Piksbkqbn1
left,images/base/5_a.png,images/combined/5_b_x_0_y_0_z_315.png,left,1,1.854,MR,easy,11,Piksbkqbn1
left,images/base/16_b.png,images/combined/16_a_x_0_y_0_z_45.png,left,1,8.319,MR,easy,12,Piksbkqbn1
left,images/base/8_a.png,images/combined/8_b_x_0_y_0_z_45.png,left,1,9.791,MR,easy,13,Piksbkqbn1
left,images/base/12_a.png,images/combined/12_b_x_0_y_0_z_315.png,left,1,1.918,MR,easy,14,Piksbkqbn1
right,images/base/13_a.png,images/combined/13_a_x_0_y_0_z_45.png,right,1,5.068,MR,easy,15,Piksbkqbn1
left,images/base/9_a.png,images/combined/9_b_x_0_y_0_z_315.png,left,1,1.72,MR,easy,16,Piksbkqbn1
right,images/base/1_b.png,images/combined/1_b_x_45_y_0_z_270.png,right,1,9.546,MR,medium,1,Piksbkqbn1
left,images/base/8_a.png,images/combined/8_b_x_315_y_0_z_90.png,left,1,10.189,MR,medium,2,Piksbkqbn1
right,images/base/2_b.png,images/combined/2_b_x_45_y_0_z_90.png,right,1,5.418,MR,medium,3,Piksbkqbn1
left,images/base/5_a.png,images/combined/5_b_x_45_y_0_z_90.png,left,1,5.199,MR,medium,4,Piksbkqbn1
left,images/base/3_a.png,images/combined/3_b_x_45_y_0_z_270.png,left,1,4.387,MR,medium,5,Piksbkqbn1
right,images/base/11_a.png,images/combined/11_a_x_315_y_0_z_270.png,left,0,4.783,MR,medium,6,Piksbkqbn1
right,images/base/12_a.png,images/combined/12_a_x_45_y_0_z_270.png,left,0,3.4,MR,medium,7,Piksbkqbn1
right,images/base/7_a.png,images/combined/7_a_x_45_y_0_z_90.png,right,1,7.536,MR,medium,8,Piksbkqbn1
left,images/base/15_b.png,images/combined/15_a_x_315_y_0_z_270.png,left,1,7.7,MR,medium,9,Piksbkqbn1
right,images/base/14_a.png,images/combined/14_a_x_315_y_0_z_270.png,right,1,11.184,MR,medium,10,Piksbkqbn1
left,images/base/6_b.png,images/combined/6_a_x_45_y_0_z_90.png,left,1,6.192,MR,medium,11,Piksbkqbn1
left,images/base/9_b.png,images/combined/9_a_x_45_y_0_z_270.png,left,1,6.585,MR,medium,12,Piksbkqbn1
left,images/base/4_a.png,images/combined/4_b_x_45_y_0_z_90.png,left,1,8.258,MR,medium,13,Piksbkqbn1
left,images/base/16_b.png,images/combined/16_a_x_315_y_0_z_90.png,left,1,12.519,MR,medium,14,Piksbkqbn1
left,images/base/10_b.png,images/combined/10_a_x_315_y_0_z_90.png,left,1,9.552,MR,medium,15,Piksbkqbn1
left,images/base/13_a.png,images/combined/13_b_x_45_y_0_z_270.png,left,1,7.523,MR,medium,16,Piksbkqbn1
right,images/base/16_a.png,images/combined/16_a_x_90_y_0_z_90.png,right,1,9.347,MR,hard,1,Piksbkqbn1
left,images/base/8_a.png,images/combined/8_b_x_270_y_0_z_270.png,right,0,11.611,MR,hard,2,Piksbkqbn1
right,images/base/3_b.png,images/combined/3_b_x_90_y_0_z_90.png,right,1,10.318,MR,hard,3,Piksbkqbn1
left,images/base/5_b.png,images/combined/5_a_x_270_y_0_z_270.png,left,1,4.968,MR,hard,4,Piksbkqbn1
right,images/base/12_b.png,images/combined/12_b_x_270_y_0_z_90.png,right,1,11.975,MR,hard,5,Piksbkqbn1
left,images/base/4_b.png,images/combined/4_a_x_90_y_0_z_90.png,left,1,6.259,MR,hard,6,Piksbkqbn1
right,images/base/14_b.png,images/combined/14_b_x_270_y_0_z_270.png,left,0,12.904,MR,hard,7,Piksbkqbn1
left,images/base/9_b.png,images/combined/9_a_x_270_y_0_z_270.png,left,1,18.803,MR,hard,8,Piksbkqbn1
right,images/base/2_a.png,images/combined/2_a_x_270_y_0_z_270.png,right,1,9.238,MR,hard,9,Piksbkqbn1
left,images/base/1_b.png,images/combined/1_a_x_270_y_0_z_90.png,right,0,18.603,MR,hard,10,Piksbkqbn1
left,images/base/13_b.png,images/combined/13_a_x_270_y_0_z_90.png,left,1,23.24,MR,hard,11,Piksbkqbn1
right,images/base/11_a.png,images/combined/11_a_x_90_y_0_z_90.png,right,1,13.721,MR,hard,12,Piksbkqbn1
right,images/base/7_a.png,images/combined/7_a_x_270_y_0_z_270.png,right,1,4.752,MR,hard,13,Piksbkqbn1
left,images/base/6_a.png,images/combined/6_b_x_90_y_0_z_270.png,right,0,7.669,MR,hard,14,Piksbkqbn1
left,images/base/10_a.png,images/combined/10_b_x_270_y_0_z_90.png,left,1,13.608,MR,hard,15,Piksbkqbn1
right,images/base/15_b.png,images/combined/15_b_x_90_y_0_z_270.png,right,1,11.185,MR,hard,16,Piksbkqbn1
right,images/base/12_a.png,images/combined/12_a_x_0_y_0_z_45.png,left,0,4.71,MR,easy,1,dWejUN00z6
left,images/base/13_a.png,images/combined/13_b_x_0_y_0_z_45.png,left,1,2.6983,MR,easy,2,dWejUN00z6
left,images/base/7_b.png,images/combined/7_a_x_0_y_0_z_45.png,left,1,2.8181,MR,easy,3,dWejUN00z6
left,images/base/15_b.png,images/combined/15_a_x_0_y_0_z_315.png,left,1,2.2149,MR,easy,4,dWejUN00z6
right,images/base/1_b.png,images/combined/1_b_x_0_y_0_z_45.png,right,1,2.1657,MR,easy,5,dWejUN00z6
left,images/base/10_a.png,images/combined/10_b_x_0_y_0_z_45.png,right,0,5.2347,MR,easy,6,dWejUN00z6
left,images/base/9_b.png,images/combined/9_a_x_0_y_0_z_45.png,right,0,2.6645,MR,easy,7,dWejUN00z6
left,images/base/4_b.png,images/combined/4_a_x_0_y_0_z_315.png,left,1,2.2957,MR,easy,8,dWejUN00z6
left,images/base/6_a.png,images/combined/6_b_x_0_y_0_z_45.png,left,1,10.075,MR,easy,9,dWejUN00z6
left,images/base/14_b.png,images/combined/14_a_x_0_y_0_z_315.png,left,1,1.3648,MR,easy,10,dWejUN00z6
left,images/base/11_b.png,images/combined/11_a_x_0_y_0_z_45.png,left,1,4.8961,MR,easy,11,dWejUN00z6
right,images/base/2_a.png,images/combined/2_a_x_0_y_0_z_45.png,right,1,2.1614,MR,easy,12,dWejUN00z6
left,images/base/3_a.png,images/combined/3_b_x_0_y_0_z_45.png,left,1,2.2402,MR,easy,13,dWejUN00z6
right,images/base/16_b.png,images/combined/16_b_x_0_y_0_z_45.png,right,1,3.1389,MR,easy,14,dWejUN00z6
right,images/base/8_b.png,images/combined/8_b_x_0_y_0_z_45.png,right,1,2.3385,MR,easy,15,dWejUN00z6
right,images/base/5_b.png,images/combined/5_b_x_0_y_0_z_45.png,right,1,1.4654,MR,easy,16,dWejUN00z6
left,images/base/6_b.png,images/combined/6_a_x_315_y_0_z_270.png,left,1,4.0585,MR,medium,1,dWejUN00z6
left,images/base/10_b.png,images/combined/10_a_x_45_y_0_z_270.png,left,1,5.4562,MR,medium,2,dWejUN00z6
left,images/base/2_a.png,images/combined/2_b_x_315_y_0_z_90.png,left,1,7.4109,MR,medium,3,dWejUN00z6
right,images/base/9_a.png,images/combined/9_a_x_45_y_0_z_270.png,right,1,2.8392,MR,medium,4,dWejUN00z6
right,images/base/5_a.png,images/combined/5_a_x_45_y_0_z_90.png,left,0,3.1644,MR,medium,5,dWejUN00z6
right,images/base/4_a.png,images/combined/4_a_x_315_y_0_z_270.png,right,1,4.4424,MR,medium,6,dWejUN00z6
right,images/base/11_b.png,images/combined/11_b_x_45_y_0_z_270.png,right,1,3.8166,MR,medium,7,dWejUN00z6
left,images/base/14_b.png,images/combined/14_a_x_45_y_0_z_270.png,left,1,6.3488,MR,medium,8,dWejUN00z6
right,images/base/8_b.png,images/combined/8_b_x_45_y_0_z_90.png,right,1,7.0871,MR,medium,9,dWejUN00z6
left,images/base/16_b.png,images/combined/16_a_x_45_y_0_z_90.png,right,0,3.5308,MR,medium,10,dWejUN00z6
left,images/base/7_b.png,images/combined/7_a_x_45_y_0_z_270.png,left,1,2.7231,MR,medium,11,dWejUN00z6
right,images/base/3_a.png,images/combined/3_a_x_45_y_0_z_270.png,right,1,5.771,MR,medium,12,dWejUN00z6
left,images/base/12_a.png,images/combined/12_b_x_45_y_0_z_90.png,left,1,5.252,MR,medium,13,dWejUN00z6
left,images/base/15_a.png,images/combined/15_b_x_315_y_0_z_270.png,left,1,5.7297,MR,medium,14,dWejUN00z6
left,images/base/1_b.png,images/combined/1_a_x_45_y_0_z_90.png,right,0,6.8539,MR,medium,15,dWejUN00z6
right,images/base/13_b.png,images/combined/13_b_x_45_y_0_z_90.png,right,1,4.0198,MR,medium,16,dWejUN00z6
right,images/base/3_a.png,images/combined/3_a_x_270_y_0_z_90.png,left,0,3.561,MR,hard,1,dWejUN00z6
right,images/base/15_b.png,images/combined/15_b_x_90_y_0_z_90.png,left,0,4.8022,MR,hard,2,dWejUN00z6
right,images/base/14_b.png,images/combined/14_b_x_270_y_0_z_270.png,right,1,5.4394,MR,hard,3,dWejUN00z6
right,images/base/7_b.png,images/combined/7_b_x_270_y_0_z_270.png,right,1,6.0461,MR,hard,4,dWejUN00z6
right,images/base/9_a.png,images/combined/9_a_x_90_y_0_z_270.png,right,1,8.4448,MR,hard,5,dWejUN00z6
right,images/base/11_a.png,images/combined/11_a_x_270_y_0_z_270.png,right,1,5.0005,MR,hard,6,dWejUN00z6
left,images/base/12_a.png,images/combined/12_b_x_90_y_0_z_90.png,left,1,8.5039,MR,hard,7,dWejUN00z6
left,images/base/10_b.png,images/combined/10_a_x_270_y_0_z_90.png,left,1,7.2613,MR,hard,8,dWejUN00z6
left,images/base/8_b.png,images/combined/8_a_x_90_y_0_z_270.png,left,1,5.6374,MR,hard,9,dWejUN00z6
right,images/base/6_b.png,images/combined/6_b_x_90_y_0_z_270.png,right,1,7.3071,MR,hard,10,dWejUN00z6
left,images/base/4_a.png,images/combined/4_b_x_270_y_0_z_90.png,left,1,3.5593,MR,hard,11,dWejUN00z6
right,images/base/1_b.png,images/combined/1_b_x_90_y_0_z_90.png,left,0,7.5612,MR,hard,12,dWejUN00z6
right,images/base/16_a.png,images/combined/16_a_x_270_y_0_z_90.png,right,1,3.9665,MR,hard,13,dWejUN00z6
right,images/base/2_a.png,images/combined/2_a_x_270_y_0_z_90.png,right,1,6.2933,MR,hard,14,dWejUN00z6
right,images/base/13_a.png,images/combined/13_a_x_270_y_0_z_270.png,right,1,5.5556,MR,hard,15,dWejUN00z6
left,images/base/5_a.png,images/combined/5_b_x_90_y_0_z_90.png,left,1,2.7818,MR,hard,16,dWejUN00z6
left,images/base/3_b.png,images/combined/3_a_x_0_y_0_z_315.png,left,1,2.6291,MR,easy,1,qG1rKdXNBQ
right,images/base/10_b.png,images/combined/10_b_x_0_y_0_z_45.png,right,1,2.2923,MR,easy,2,qG1rKdXNBQ
left,images/base/4_a.png,images/combined/4_b_x_0_y_0_z_45.png,left,1,3.9182,MR,easy,3,qG1rKdXNBQ
left,images/base/14_a.png,images/combined/14_b_x_0_y_0_z_315.png,left,1,3.4046,MR,easy,4,qG1rKdXNBQ
left,images/base/5_b.png,images/combined/5_a_x_0_y_0_z_45.png,left,1,4.8892,MR,easy,5,qG1rKdXNBQ
right,images/base/1_b.png,images/combined/1_b_x_0_y_0_z_45.png,right,1,3.4486,MR,easy,6,qG1rKdXNBQ
right,images/base/9_a.png,images/combined/9_a_x_0_y_0_z_315.png,right,1,2.8477,MR,easy,7,qG1rKdXNBQ
left,images/base/8_a.png,images/combined/8_b_x_0_y_0_z_315.png,left,1,3.0212,MR,easy,8,qG1rKdXNBQ
right,images/base/6_b.png,images/combined/6_b_x_0_y_0_z_45.png,right,1,2.8231,MR,easy,9,qG1rKdXNBQ
right,images/base/12_b.png,images/combined/12_b_x_0_y_0_z_45.png,right,1,2.666,MR,easy,10,qG1rKdXNBQ
left,images/base/16_b.png,images/combined/16_a_x_0_y_0_z_45.png,left,1,3.9934,MR,easy,11,qG1rKdXNBQ
left,images/base/11_a.png,images/combined/11_b_x_0_y_0_z_315.png,left,1,2.674,MR,easy,12,qG1rKdXNBQ
left,images/base/2_b.png,images/combined/2_a_x_0_y_0_z_45.png,left,1,3.6055,MR,easy,13,qG1rKdXNBQ
left,images/base/15_a.png,images/combined/15_b_x_0_y_0_z_45.png,left,1,2.5943,MR,easy,14,qG1rKdXNBQ
right,images/base/7_a.png,images/combined/7_a_x_0_y_0_z_315.png,right,1,2.4598,MR,easy,15,qG1rKdXNBQ
right,images/base/13_b.png,images/combined/13_b_x_0_y_0_z_315.png,right,1,1.9675,MR,easy,16,qG1rKdXNBQ
left,images/base/15_a.png,images/combined/15_b_x_45_y_0_z_270.png,left,1,6.3003,MR,medium,1,qG1rKdXNBQ
left,images/base/10_b.png,images/combined/10_a_x_315_y_0_z_270.png,right,0,5.5675,MR,medium,2,qG1rKdXNBQ
left,images/base/8_a.png,images/combined/8_b_x_315_y_0_z_270.png,right,0,5.6345,MR,medium,3,qG1rKdXNBQ
left,images/base/4_a.png,images/combined/4_b_x_45_y_0_z_90.png,left,1,3.0853,MR,medium,4,qG1rKdXNBQ
left,images/base/2_b.png,images/combined/2_a_x_315_y_0_z_270.png,left,1,5.1173,MR,medium,5,qG1rKdXNBQ
right,images/base/11_b.png,images/combined/11_b_x_315_y_0_z_90.png,right,1,3.3338,MR,medium,6,qG1rKdXNBQ
left,images/base/3_b.png,images/combined/3_a_x_45_y_0_z_90.png,left,1,5.9738,MR,medium,7,qG1rKdXNBQ
left,images/base/9_b.png,images/combined/9_a_x_315_y_0_z_90.png,left,1,5.4093,MR,medium,8,qG1rKdXNBQ
right,images/base/14_a.png,images/combined/14_a_x_45_y_0_z_270.png,right,1,10.8507,MR,medium,9,qG1rKdXNBQ
left,images/base/6_a.png,images/combined/6_b_x_315_y_0_z_90.png,left,1,2.8287,MR,medium,10,qG1rKdXNBQ
left,images/base/1_a.png,images/combined/1_b_x_315_y_0_z_90.png,right,0,8.546,MR,medium,11,qG1rKdXNBQ
right,images/base/13_a.png,images/combined/13_a_x_45_y_0_z_90.png,right,1,2.5534,MR,medium,12,qG1rKdXNBQ
right,images/base/7_a.png,images/combined/7_a_x_45_y_0_z_270.png,right,1,3.2676,MR,medium,13,qG1rKdXNBQ
left,images/base/16_b.png,images/combined/16_a_x_315_y_0_z_270.png,right,0,12.8025,MR,medium,14,qG1rKdXNBQ
right,images/base/12_b.png,images/combined/12_b_x_315_y_0_z_90.png,right,1,3.1729,MR,medium,15,qG1rKdXNBQ
left,images/base/5_b.png,images/combined/5_a_x_45_y_0_z_90.png,left,1,5.7545,MR,medium,16,qG1rKdXNBQ
right,images/base/12_b.png,images/combined/12_b_x_90_y_0_z_90.png,right,1,7.1426,MR,hard,1,qG1rKdXNBQ
right,images/base/6_a.png,images/combined/6_a_x_270_y_0_z_90.png,right,1,5.0974,MR,hard,2,qG1rKdXNBQ
left,images/base/3_b.png,images/combined/3_a_x_90_y_0_z_270.png,left,1,4.7977,MR,hard,3,qG1rKdXNBQ
right,images/base/9_a.png,images/combined/9_a_x_270_y_0_z_90.png,right,1,2.8394,MR,hard,4,qG1rKdXNBQ
left,images/base/1_a.png,images/combined/1_b_x_90_y_0_z_90.png,left,1,5.2145,MR,hard,5,qG1rKdXNBQ
left,images/base/16_a.png,images/combined/16_b_x_90_y_0_z_90.png,right,0,10.4792,MR,hard,6,qG1rKdXNBQ
right,images/base/14_a.png,images/combined/14_a_x_90_y_0_z_270.png,right,1,19.2603,MR,hard,7,qG1rKdXNBQ
left,images/base/13_b.png,images/combined/13_a_x_270_y_0_z_270.png,left,1,3.8335,MR,hard,8,qG1rKdXNBQ
right,images/base/11_b.png,images/combined/11_b_x_90_y_0_z_90.png,right,1,4.755,MR,hard,9,qG1rKdXNBQ
left,images/base/8_a.png,images/combined/8_b_x_270_y_0_z_90.png,right,0,5.4713,MR,hard,10,qG1rKdXNBQ
right,images/base/15_a.png,images/combined/15_a_x_90_y_0_z_270.png,right,1,9.4267,MR,hard,11,qG1rKdXNBQ
right,images/base/5_b.png,images/combined/5_b_x_270_y_0_z_270.png,right,1,6.588,MR,hard,12,qG1rKdXNBQ
left,images/base/7_a.png,images/combined/7_b_x_90_y_0_z_270.png,left,1,5.9582,MR,hard,13,qG1rKdXNBQ
right,images/base/4_a.png,images/combined/4_a_x_90_y_0_z_270.png,right,1,2.9055,MR,hard,14,qG1rKdXNBQ
right,images/base/10_a.png,images/combined/10_a_x_270_y_0_z_270.png,right,1,3.0861,MR,hard,15,qG1rKdXNBQ
left,images/base/2_a.png,images/combined/2_b_x_270_y_0_z_90.png,left,1,5.6189,MR,hard,16,qG1rKdXNBQ
right,images/base/1_b.png,images/combined/1_b_x_0_y_0_z_45.png,right,1,5.4988,MR,easy,1,2dX8HaA5QM
left,images/base/13_b.png,images/combined/13_a_x_0_y_0_z_45.png,right,0,16.1871,MR,easy,2,2dX8HaA5QM
left,images/base/14_b.png,images/combined/14_a_x_0_y_0_z_45.png,right,0,7.0685,MR,easy,3,2dX8HaA5QM
left,images/base/5_a.png,images/combined/5_b_x_0_y_0_z_315.png,right,0,1.7238,MR,easy,4,2dX8HaA5QM
right,images/base/2_a.png,images/combined/2_a_x_0_y_0_z_315.png,right,1,16.0169,MR,easy,5,2dX8HaA5QM
right,images/base/10_a.png,images/combined/10_a_x_0_y_0_z_315.png,right,1,5.1899,MR,easy,6,2dX8HaA5QM
left,images/base/15_a.png,images/combined/15_b_x_0_y_0_z_315.png,left,1,4.6169,MR,easy,7,2dX8HaA5QM
left,images/base/7_a.png,images/combined/7_b_x_0_y_0_z_45.png,left,1,8.536,MR,easy,8,2dX8HaA5QM
left,images/base/4_b.png,images/combined/4_a_x_0_y_0_z_315.png,left,1,2.0275,MR,easy,9,2dX8HaA5QM
right,images/base/9_b.png,images/combined/9_b_x_0_y_0_z_315.png,right,1,2.1686,MR,easy,10,2dX8HaA5QM
right,images/base/6_a.png,images/combined/6_a_x_0_y_0_z_315.png,right,1,1.9174,MR,easy,11,2dX8HaA5QM
right,images/base/3_a.png,images/combined/3_a_x_0_y_0_z_45.png,right,1,2.4518,MR,easy,12,2dX8HaA5QM
right,images/base/8_b.png,images/combined/8_b_x_0_y_0_z_45.png,right,1,1.962,MR,easy,13,2dX8HaA5QM
left,images/base/16_b.png,images/combined/16_a_x_0_y_0_z_45.png,right,0,1.5984,MR,easy,14,2dX8HaA5QM
right,images/base/11_b.png,images/combined/11_b_x_0_y_0_z_315.png,right,1,5.9179,MR,easy,15,2dX8HaA5QM
left,images/base/12_b.png,images/combined/12_a_x_0_y_0_z_315.png,left,1,2.2362,MR,easy,16,2dX8HaA5QM
right,images/base/16_b.png,images/combined/16_b_x_45_y_0_z_90.png,right,1,8.9663,MR,medium,1,2dX8HaA5QM
right,images/base/15_b.png,images/combined/15_b_x_45_y_0_z_90.png,right,1,1.7657,MR,medium,2,2dX8HaA5QM
left,images/base/2_a.png,images/combined/2_b_x_45_y_0_z_90.png,right,0,20.8177,MR,medium,3,2dX8HaA5QM
left,images/base/1_b.png,images/combined/1_a_x_315_y_0_z_90.png,left,1,12.0777,MR,medium,4,2dX8HaA5QM
left,images/base/13_a.png,images/combined/13_b_x_45_y_0_z_90.png,left,1,9.2803,MR,medium,5,2dX8HaA5QM
right,images/base/6_a.png,images/combined/6_a_x_45_y_0_z_270.png,right,1,4.6492000000000004,MR,medium,6,2dX8HaA5QM
left,images/base/5_b.png,images/combined/5_a_x_315_y_0_z_270.png,left,1,5.1069,MR,medium,7,2dX8HaA5QM
left,images/base/14_a.png,images/combined/14_b_x_315_y_0_z_270.png,left,1,3.7154,MR,medium,8,2dX8HaA5QM
left,images/base/10_a.png,images/combined/10_b_x_315_y_0_z_270.png,left,1,7.8525,MR,medium,9,2dX8HaA5QM
left,images/base/3_a.png,images/combined/3_b_x_45_y_0_z_90.png,right,0,17.2993,MR,medium,10,2dX8HaA5QM
right,images/base/11_b.png,images/combined/11_b_x_45_y_0_z_90.png,left,0,19.1813,MR,medium,11,2dX8HaA5QM
left,images/base/12_b.png,images/combined/12_a_x_45_y_0_z_270.png,left,1,8.2811,MR,medium,12,2dX8HaA5QM
left,images/base/7_b.png,images/combined/7_a_x_45_y_0_z_90.png,left,1,7.3152,MR,medium,13,2dX8HaA5QM
left,images/base/4_b.png,images/combined/4_a_x_45_y_0_z_270.png,left,1,4.7529,MR,medium,14,2dX8HaA5QM
left,images/base/8_a.png,images/combined/8_b_x_45_y_0_z_270.png,left,1,10.9584,MR,medium,15,2dX8HaA5QM
left,images/base/9_b.png,images/combined/9_a_x_45_y_0_z_90.png,left,1,3.1495,MR,medium,16,2dX8HaA5QM
left,images/base/9_b.png,images/combined/9_a_x_270_y_0_z_90.png,right,0,21.9615,MR,hard,1,2dX8HaA5QM
left,images/base/8_b.png,images/combined/8_a_x_270_y_0_z_90.png,left,1,20.8221,MR,hard,2,2dX8HaA5QM
left,images/base/3_b.png,images/combined/3_a_x_270_y_0_z_90.png,left,1,15.6372,MR,hard,3,2dX8HaA5QM
left,images/base/4_a.png,images/combined/4_b_x_90_y_0_z_270.png,left,1,6.1867,MR,hard,4,2dX8HaA5QM
right,images/base/10_b.png,images/combined/10_b_x_270_y_0_z_90.png,right,1,9.6308,MR,hard,5,2dX8HaA5QM
right,images/base/13_b.png,images/combined/13_b_x_90_y_0_z_270.png,right,1,10.8666,MR,hard,6,2dX8HaA5QM
right,images/base/6_b.png,images/combined/6_b_x_270_y_0_z_270.png,right,1,10.4336,MR,hard,7,2dX8HaA5QM
right,images/base/5_b.png,images/combined/5_b_x_90_y_0_z_270.png,right,1,15.0853,MR,hard,8,2dX8HaA5QM
right,images/base/1_a.png,images/combined/1_a_x_90_y_0_z_270.png,right,1,8.2325,MR,hard,9,2dX8HaA5QM
left,images/base/7_a.png,images/combined/7_b_x_270_y_0_z_90.png,left,1,7.691,MR,hard,10,2dX8HaA5QM
left,images/base/12_b.png,images/combined/12_a_x_270_y_0_z_90.png,left,1,10.9942,MR,hard,11,2dX8HaA5QM
left,images/base/15_a.png,images/combined/15_b_x_270_y_0_z_270.png,left,1,13.4048,MR,hard,12,2dX8HaA5QM
left,images/base/11_a.png,images/combined/11_b_x_270_y_0_z_90.png,left,1,7.8003,MR,hard,13,2dX8HaA5QM
right,images/base/16_a.png,images/combined/16_a_x_90_y_0_z_270.png,right,1,14.6408,MR,hard,14,2dX8HaA5QM
left,images/base/14_a.png,images/combined/14_b_x_90_y_0_z_270.png,left,1,8.9373,MR,hard,15,2dX8HaA5QM
right,images/base/2_a.png,images/combined/2_a_x_90_y_0_z_90.png,right,1,7.4364,MR,hard,16,2dX8HaA5QM
left,images/base/13_a.png,images/combined/13_b_x_0_y_0_z_45.png,right,0,11.4,MR,easy,1,jipsxYWATF
right,images/base/2_b.png,images/combined/2_b_x_0_y_0_z_45.png,right,1,11.952,MR,easy,2,jipsxYWATF
right,images/base/7_b.png,images/combined/7_b_x_0_y_0_z_45.png,left,0,9.911,MR,easy,3,jipsxYWATF
left,images/base/6_b.png,images/combined/6_a_x_0_y_0_z_315.png,right,0,11.951,MR,easy,4,jipsxYWATF
right,images/base/1_a.png,images/combined/1_a_x_0_y_0_z_45.png,right,1,7.791,MR,easy,5,jipsxYWATF
right,images/base/14_b.png,images/combined/14_b_x_0_y_0_z_45.png,right,1,11.331,MR,easy,6,jipsxYWATF
left,images/base/5_a.png,images/combined/5_b_x_0_y_0_z_45.png,left,1,9.453,MR,easy,7,jipsxYWATF
left,images/base/12_a.png,images/combined/12_b_x_0_y_0_z_315.png,right,0,11.849,MR,easy,8,jipsxYWATF
left,images/base/9_a.png,images/combined/9_b_x_0_y_0_z_45.png,left,1,12.756,MR,easy,9,jipsxYWATF
right,images/base/11_a.png,images/combined/11_a_x_0_y_0_z_45.png,right,1,11.165,MR,easy,10,jipsxYWATF
left,images/base/15_a.png,images/combined/15_b_x_0_y_0_z_45.png,right,0,18.05,MR,easy,11,jipsxYWATF
left,images/base/8_b.png,images/combined/8_a_x_0_y_0_z_45.png,right,0,9.418,MR,easy,12,jipsxYWATF
right,images/base/3_a.png,images/combined/3_a_x_0_y_0_z_315.png,right,1,6.821,MR,easy,13,jipsxYWATF
