task,level,id,rt,acc
MS,hard,u8oFh0ZHHs,19.292386666666665,0.9619047619047619
MS,hard,ujNKR4re1M,21.56552307692308,0.967032967032967
MS,hard,vBoSbHJ7AD,13.1844,0.6285714285714286
MS,hard,wBsXFrRWgF,12.360075,0.4464285714285714
MS,hard,wiRZfBYOru,51.217614285714284,0.9897959183673469
MS,hard,woSzLv5BIV,14.30905625,0.6517857142857143
MS,hard,yTPpr0532t,30.742206666666668,0.9904761904761905
MS,hard,yWB1eDgHxE,32.581873333333334,1
MS,hard,zMSGYZOzxF,20.600253333333335,0.6
MS,hard,zvDM8Go5Bd,28.32688,0.5904761904761905
MS,medium,0dkwUmCwzJ,13.46877142857143,0.9857142857142858
MS,medium,0wY7q7AFDw,14.044126666666667,0.9733333333333334
MS,medium,12zOSfawTO,27.479275,0.675
MS,medium,2HJHCZEQE1,38.10508,0.9733333333333334
MS,medium,5oMH7YJKDi,8.700714285714286,1
MS,medium,6xDo1DDaCf,20.010733333333334,1
MS,medium,7SltMY2Jba,17.314214285714286,0.9571428571428572
MS,medium,7s1EYKyluI,17.870035714285713,0.6571428571428571
MS,medium,8EBFmIUfAy,39.1411375,0.7000000000000001
MS,medium,9ZffIZqFHz,17.891425,0.9875
MS,medium,DVCsNitb7p,13.48159375,0.9
MS,medium,E1wQ16OGRS,22.813266666666667,0.8666666666666667
MS,medium,E6k5x9v8pf,13.85894,0.96
MS,medium,Fd15tXKjh3,22.26825625,0.9875
MS,medium,FgaXoRhEpQ,16.6783375,0.7875
MS,medium,GxpGXkXK8v,19.83426875,0.7375
MS,medium,HV4ueBgaoL,12.50042,0.6666666666666666
MS,medium,JIY5GSm8aI,35.627853333333334,1
MS,medium,KMzkcoEoDX,14.87133846153846,0.9076923076923077
MS,medium,O0ngZJhb9l,29.320857142857143,0.7
MS,medium,PbOEQpRS9f,13.4236,0.92
MS,medium,PkgTbVVI07,14.456037499999999,0.9375
MS,medium,Q479YcpCNr,14.61421875,1
MS,medium,TqUBvW8Aaz,42.321333333333335,0.9733333333333334
MS,medium,V4epNAqh9h,10.917725,0.8
MS,medium,W98TU3XJxb,15.113835714285715,0.9571428571428572
MS,medium,WAh9qhgg6o,33.4158,0.8
MS,medium,WQyxRdU13t,18.993933333333334,0.7066666666666667
MS,medium,YlvUbMLU90,18.040435714285714,0.9428571428571428
MS,medium,aqEAPJJI8e,17.345135714285714,0.9285714285714286
MS,medium,bKUxjX0i0W,15.668425000000001,0.85
MS,medium,cCWrG11sgp,26.79512857142857,0.9857142857142858
MS,medium,cGANl4iQl1,17.79976875,0.8250000000000001
MS,medium,cSI9W49vxo,18.260176923076923,0.8615384615384616
MS,medium,cdCa7qlKqK,18.7621375,0.975
MS,medium,gI6hCgCchT,54.3783375,0.7375
MS,medium,h3qLkF1oCE,21.5241,1
MS,medium,jDL2pqqoXv,26.134533333333334,0.9866666666666667
MS,medium,jKBHzXx0Pg,33.0490625,0.9875
MS,medium,kGWL9y5AS9,22.66398,0.9866666666666667
MS,medium,ky7vtw0gdz,17.88826,0.7733333333333333
MS,medium,lO4tI9SjJX,17.4193875,0.975
MS,medium,ntoLpzjCrW,23.387978571428572,0.8857142857142857
MS,medium,pevbr5tS1I,14.692966666666667,0.9866666666666667
MS,medium,rh40WUcVcA,42.9927,0.88
MS,medium,sPXXgeOo7t,32.14386666666667,0.8133333333333334
MS,medium,ttxEdLIMGM,28.93025,1
MS,medium,u8oFh0ZHHs,15.21729375,0.975
MS,medium,ujNKR4re1M,18.499646666666667,0.9733333333333334
MS,medium,vBoSbHJ7AD,12.709,0.9285714285714286
MS,medium,wBsXFrRWgF,13.786725,0.5375
MS,medium,wiRZfBYOru,38.162933333333335,0.9866666666666667
MS,medium,woSzLv5BIV,14.96944,0.9333333333333333
MS,medium,yTPpr0532t,26.87006,0.9733333333333334
MS,medium,yWB1eDgHxE,19.750875,0.975
MS,medium,zMSGYZOzxF,17.63604,0.8933333333333333
MS,medium,zvDM8Go5Bd,27.066178571428573,0.9714285714285714
