id,level,task,rt,acc
soqMs9Hfya,easy,MS,NA,0.9791666666666666
soqMs9Hfya,hard,MS,NA,0.6517857142857143
soqMs9Hfya,medium,MS,NA,0.875
tgdzehXaH9,easy,MS,10.808925,0.9791666666666666
tgdzehXaH9,hard,MS,30.3962125,0.6428571428571428
tgdzehXaH9,medium,MS,22.50795625,0.9625
uofo7FKPdo,easy,MS,NA,0.875
uofo7FKPdo,hard,MS,NA,0.8392857142857143
uofo7FKPdo,medium,MS,NA,0.9875
urmN2MGqMI,easy,MS,9.286325,1
urmN2MGqMI,hard,MS,19.6793,0.7053571428571428
urmN2MGqMI,medium,MS,15.59751875,0.9375
vI3wi8YxaP,easy,MS,14.76108125,0.9583333333333334
vI3wi8YxaP,hard,MS,32.54084375,0.8482142857142857
vI3wi8YxaP,medium,MS,19.92011875,0.9625
vsfwWZKL1V,easy,MS,11.30241875,1
vsfwWZKL1V,hard,MS,22.69321875,0.6071428571428571
vsfwWZKL1V,medium,MS,20.848412500000002,0.9625
wgRo2jLpXH,easy,MS,NA,0.9791666666666666
wgRo2jLpXH,hard,MS,NA,0.875
wgRo2jLpXH,medium,MS,NA,0.95
xSgZ6tF2Kx,easy,MS,14.7553875,0.6041666666666666
xSgZ6tF2Kx,hard,MS,20.73506875,0.27678571428571425
xSgZ6tF2Kx,medium,MS,16.87324375,0.4625
xYKzEb6U69,easy,MS,14.2509625,0.9791666666666666
xYKzEb6U69,hard,MS,20.0996375,0.5982142857142857
xYKzEb6U69,medium,MS,17.94773125,0.8
xtgn1TlDJE,easy,MS,5.46881875,1
xtgn1TlDJE,hard,MS,11.56968125,0.6696428571428571
xtgn1TlDJE,medium,MS,12.06109375,0.925
y4Sh5zF3gm,easy,MS,11.71710625,0.9166666666666666
y4Sh5zF3gm,hard,MS,17.75326875,0.5625
y4Sh5zF3gm,medium,MS,20.1591375,0.7625
yIjm6EG67z,easy,MS,10.06825,1
yIjm6EG67z,hard,MS,23.88425,0.7142857142857143
yIjm6EG67z,medium,MS,16.2888125,0.9875
yRSAaGEgHo,easy,MS,NA,1
yRSAaGEgHo,hard,MS,NA,0.875
yRSAaGEgHo,medium,MS,NA,0.925
z8uZORh5Lg,easy,MS,9.93578125,0.9375
z8uZORh5Lg,hard,MS,21.398675,0.9017857142857143
z8uZORh5Lg,medium,MS,15.9830125,0.9875
z93bJWn4hw,easy,MS,NA,1
z93bJWn4hw,hard,MS,NA,0.7589285714285714
z93bJWn4hw,medium,MS,NA,0.9875
