id,level,task,rt,acc
TM72GyUTkf,hard,MS,NA,0.5178571428571428
TM72GyUTkf,medium,MS,NA,0.7875
VEZTZ89Pge,easy,MS,NA,0.9166666666666666
VEZTZ89Pge,hard,MS,NA,0.45535714285714285
VEZTZ89Pge,medium,MS,NA,0.8625
VLeNMXjDPG,easy,MS,11.09116875,0.9583333333333334
VLeNMXjDPG,hard,MS,18.826075,0.5446428571428571
VLeNMXjDPG,medium,MS,16.75434375,0.8875000000000001
W3y75sVKt1,easy,MS,NA,1
W3y75sVKt1,hard,MS,NA,0.7589285714285714
W3y75sVKt1,medium,MS,NA,1
WLE3Etok97,easy,MS,7.180928571428572,1
WLE3Etok97,hard,MS,14.4084375,0.7410714285714286
WLE3Etok97,medium,MS,11.038499999999999,0.9875
XdaJtcIO9r,easy,MS,8.526242857142858,0.9523809523809523
XdaJtcIO9r,hard,MS,19.82762307692308,0.6153846153846154
XdaJtcIO9r,medium,MS,16.49431875,0.8125
XfAdJiOyxj,easy,MS,7.8892125,0.9791666666666666
XfAdJiOyxj,hard,MS,11.834446153846153,0.5384615384615384
XfAdJiOyxj,medium,MS,12.037092857142857,0.8714285714285714
YuaQwhP1ZU,easy,MS,NA,0.9791666666666666
YuaQwhP1ZU,hard,MS,NA,0.875
YuaQwhP1ZU,medium,MS,NA,0.95
alNlXuBH5D,easy,MS,10.97110625,1
alNlXuBH5D,hard,MS,23.00912142857143,0.6020408163265306
alNlXuBH5D,medium,MS,19.571192857142858,0.9428571428571428
antN5ck5Ic,easy,MS,NA,1
antN5ck5Ic,hard,MS,NA,0.6964285714285714
antN5ck5Ic,medium,MS,NA,0.975
bKUxTtubP9,easy,MS,9.4501875,1
bKUxTtubP9,hard,MS,22.4192,0.5523809523809524
bKUxTtubP9,medium,MS,15.191214285714285,0.9571428571428572
cHjpJUhddy,easy,MS,7.9838125,1
cHjpJUhddy,hard,MS,16.9925,0.5816326530612245
cHjpJUhddy,medium,MS,14.696307692307693,0.9076923076923077
cQX3GOCp9n,easy,MS,8.80223076923077,1
cQX3GOCp9n,hard,MS,19.58725,0.7767857142857143
cQX3GOCp9n,medium,MS,14.951812499999999,0.9625
ctfjWeomyR,easy,MS,8.216738461538462,0.9230769230769231
ctfjWeomyR,hard,MS,11.24011875,0.4732142857142857
ctfjWeomyR,medium,MS,17.333046666666668,0.7866666666666667
d51zamtky2,easy,MS,9.667075,1
d51zamtky2,hard,MS,13.637885714285714,0.5306122448979592
d51zamtky2,medium,MS,15.477466666666666,0.8
dBrkfcNWsa,easy,MS,11.900486666666668,1
dBrkfcNWsa,hard,MS,17.002114285714285,0.5
