trials,task,level,n,rt,acc,id,pool
13,MS,medium,5,19.9993,1,zMSGYZOzxF,pool34
13,MS,hard,4,30.7646,0.5714285714285714,zMSGYZOzxF,pool34
14,MS,easy,3,11.1666,1,zMSGYZOzxF,pool34
14,MS,medium,3,17.8328,0.6,zMSGYZOzxF,pool34
14,MS,hard,4,38.7972,0.5714285714285714,zMSGYZOzxF,pool34
15,MS,easy,3,9.5996,1,zMSGYZOzxF,pool34
15,MS,medium,5,15.1992,1,zMSGYZOzxF,pool34
15,MS,hard,4,13.0312,0.5714285714285714,zMSGYZOzxF,pool34
16,MS,easy,3,10.2658,1,zMSGYZOzxF,pool34
16,MS,medium,5,20.7635,1,zMSGYZOzxF,pool34
16,MS,hard,5,14.9319,0.7142857142857143,zMSGYZOzxF,pool34
1,MS,easy,3,10.9497,1,FgaXoRhEpQ,pool34
1,MS,medium,5,20.7808,1,FgaXoRhEpQ,pool34
1,MS,hard,4,37.2464,0.5714285714285714,FgaXoRhEpQ,pool34
2,MS,easy,3,14.3224,1,FgaXoRhEpQ,pool34
2,MS,medium,3,21.8337,0.6,FgaXoRhEpQ,pool34
2,MS,hard,5,21.7662,0.7142857142857143,FgaXoRhEpQ,pool34
3,MS,easy,3,10.4825,1,FgaXoRhEpQ,pool34
3,MS,medium,5,15.3327,1,FgaXoRhEpQ,pool34
3,MS,hard,4,17.8223,0.5714285714285714,FgaXoRhEpQ,pool34
4,MS,easy,3,12.8894,1,FgaXoRhEpQ,pool34
4,MS,medium,2,17.667,0.4,FgaXoRhEpQ,pool34
4,MS,hard,3,21.3661,0.42857142857142855,FgaXoRhEpQ,pool34
5,MS,easy,3,10.4496,1,FgaXoRhEpQ,pool34
5,MS,medium,4,13.3495,0.8,FgaXoRhEpQ,pool34
5,MS,hard,4,32.3487,0.5714285714285714,FgaXoRhEpQ,pool34
6,MS,easy,3,14.0559,1,FgaXoRhEpQ,pool34
6,MS,medium,4,12.3998,0.8,FgaXoRhEpQ,pool34
6,MS,hard,4,25.2822,0.5714285714285714,FgaXoRhEpQ,pool34
7,MS,easy,3,10.1723,1,FgaXoRhEpQ,pool34
7,MS,medium,4,12.5989,0.8,FgaXoRhEpQ,pool34
7,MS,hard,4,22.8491,0.5714285714285714,FgaXoRhEpQ,pool34
8,MS,easy,3,12.0717,1,FgaXoRhEpQ,pool34
8,MS,medium,4,13.1997,0.8,FgaXoRhEpQ,pool34
8,MS,hard,3,17.4315,0.42857142857142855,FgaXoRhEpQ,pool34
9,MS,easy,3,9.15,1,FgaXoRhEpQ,pool34
9,MS,medium,5,16.9496,1,FgaXoRhEpQ,pool34
9,MS,hard,5,23.3489,0.7142857142857143,FgaXoRhEpQ,pool34
10,MS,easy,3,10.872,1,FgaXoRhEpQ,pool34
10,MS,medium,4,18.915,0.8,FgaXoRhEpQ,pool34
10,MS,hard,4,24.5048,0.5714285714285714,FgaXoRhEpQ,pool34
11,MS,easy,3,10.9043,1,FgaXoRhEpQ,pool34
11,MS,medium,5,16.0156,1,FgaXoRhEpQ,pool34
11,MS,hard,4,27.6162,0.5714285714285714,FgaXoRhEpQ,pool34
12,MS,easy,3,11.3002,1,FgaXoRhEpQ,pool34
12,MS,medium,4,19.082,0.8,FgaXoRhEpQ,pool34
12,MS,hard,4,17.8819,0.5714285714285714,FgaXoRhEpQ,pool34
13,MS,easy,3,10.2552,1,FgaXoRhEpQ,pool34
13,MS,medium,4,17.4487,0.8,FgaXoRhEpQ,pool34
13,MS,hard,3,21.5823,0.42857142857142855,FgaXoRhEpQ,pool34
14,MS,easy,3,9.7391,1,FgaXoRhEpQ,pool34
14,MS,medium,3,15.7489,0.6,FgaXoRhEpQ,pool34
14,MS,hard,4,16.9826,0.5714285714285714,FgaXoRhEpQ,pool34
15,MS,easy,3,11.8384,1,FgaXoRhEpQ,pool34
15,MS,medium,3,19.7154,0.6,FgaXoRhEpQ,pool34
15,MS,hard,4,25.8161,0.5714285714285714,FgaXoRhEpQ,pool34
16,MS,easy,3,10.1553,1,FgaXoRhEpQ,pool34
16,MS,medium,4,15.8161,0.8,FgaXoRhEpQ,pool34
16,MS,hard,5,22.0315,0.7142857142857143,FgaXoRhEpQ,pool34
1,MS,easy,3,9.7793,1,V4epNAqh9h,pool34
1,MS,medium,5,14.4333,1,V4epNAqh9h,pool34
1,MS,hard,4,11.5145,0.5714285714285714,V4epNAqh9h,pool34
2,MS,easy,3,7.7824,1,V4epNAqh9h,pool34
2,MS,medium,5,12.3695,1,V4epNAqh9h,pool34
2,MS,hard,3,11.1701,0.42857142857142855,V4epNAqh9h,pool34
3,MS,easy,3,8.7173,1,V4epNAqh9h,pool34
3,MS,medium,2,7.4666,0.4,V4epNAqh9h,pool34
3,MS,hard,4,12.5829,0.5714285714285714,V4epNAqh9h,pool34
4,MS,easy,3,8.3327,1,V4epNAqh9h,pool34
4,MS,medium,3,7.9987,0.6,V4epNAqh9h,pool34
4,MS,hard,2,6.5636,0.2857142857142857,V4epNAqh9h,pool34
5,MS,easy,3,11.7987,1,V4epNAqh9h,pool34
5,MS,medium,3,9.6644,0.6,V4epNAqh9h,pool34
5,MS,hard,2,10.3808,0.2857142857142857,V4epNAqh9h,pool34
6,MS,easy,3,6.8701,1,V4epNAqh9h,pool34
6,MS,medium,4,9.4523,0.8,V4epNAqh9h,pool34
6,MS,hard,4,9.7686,0.5714285714285714,V4epNAqh9h,pool34
7,MS,easy,3,8.1985,1,V4epNAqh9h,pool34
7,MS,medium,5,11.0462,1,V4epNAqh9h,pool34
7,MS,hard,6,22.014,0.8571428571428571,V4epNAqh9h,pool34
8,MS,easy,3,7.3323,1,V4epNAqh9h,pool34
8,MS,medium,2,7.7826,0.4,V4epNAqh9h,pool34
8,MS,hard,4,9.3026,0.5714285714285714,V4epNAqh9h,pool34
9,MS,easy,3,8.653,1,V4epNAqh9h,pool34
9,MS,medium,3,9.4344,0.6,V4epNAqh9h,pool34
9,MS,hard,3,8.8329,0.42857142857142855,V4epNAqh9h,pool34
10,MS,easy,3,9.4159,1,V4epNAqh9h,pool34
10,MS,medium,5,11.6657,1,V4epNAqh9h,pool34
10,MS,hard,3,10.5967,0.42857142857142855,V4epNAqh9h,pool34
11,MS,easy,3,8.032,1,V4epNAqh9h,pool34
11,MS,medium,5,14.1,1,V4epNAqh9h,pool34
11,MS,hard,2,6.9496,0.2857142857142857,V4epNAqh9h,pool34
12,MS,easy,3,10.7358,1,V4epNAqh9h,pool34
12,MS,medium,5,12.4983,1,V4epNAqh9h,pool34
12,MS,hard,3,8.2637,0.42857142857142855,V4epNAqh9h,pool34
13,MS,easy,3,12.7176,1,V4epNAqh9h,pool34
13,MS,medium,5,13.4483,1,V4epNAqh9h,pool34
13,MS,hard,4,11.9491,0.5714285714285714,V4epNAqh9h,pool34
14,MS,easy,3,8.4483,1,V4epNAqh9h,pool34
14,MS,medium,5,11.3293,1,V4epNAqh9h,pool34
14,MS,hard,4,13.4643,0.5714285714285714,V4epNAqh9h,pool34
15,MS,easy,3,10.6974,1,V4epNAqh9h,pool34
15,MS,medium,4,11.6968,0.8,V4epNAqh9h,pool34
15,MS,hard,5,13.7638,0.7142857142857143,V4epNAqh9h,pool34
16,MS,easy,3,8.0859,1,V4epNAqh9h,pool34
16,MS,medium,3,10.2972,0.6,V4epNAqh9h,pool34
16,MS,hard,4,10.2325,0.5714285714285714,V4epNAqh9h,pool34
1,MS,easy,3,13.8171,1,7s1EYKyluI,pool34
1,MS,medium,4,20.8608,0.8,7s1EYKyluI,pool34
1,MS,hard,1,25.1518,0.14285714285714285,7s1EYKyluI,pool34
2,MS,easy,3,16.9685,1,7s1EYKyluI,pool34
2,MS,medium,2,13.9623,0.4,7s1EYKyluI,pool34
2,MS,hard,1,9.2344,0.14285714285714285,7s1EYKyluI,pool34
3,MS,easy,3,10.9346,1,7s1EYKyluI,pool34
3,MS,medium,2,74.4269,0.4,7s1EYKyluI,pool34
3,MS,hard,1,18.5523,0.14285714285714285,7s1EYKyluI,pool34
4,MS,easy,3,10.351,1,7s1EYKyluI,pool34
4,MS,medium,3,20.8859,0.6,7s1EYKyluI,pool34
4,MS,hard,4,23.2864,0.5714285714285714,7s1EYKyluI,pool34
5,MS,easy,3,12.0516,1,7s1EYKyluI,pool34
5,MS,medium,3,82.8276,0.6,7s1EYKyluI,pool34
5,MS,hard,3,13.3681,0.42857142857142855,7s1EYKyluI,pool34
6,MS,easy,3,14.335,1,7s1EYKyluI,pool34
6,MS,medium,3,16.6181,0.6,7s1EYKyluI,pool34
6,MS,hard,3,13.5014,0.42857142857142855,7s1EYKyluI,pool34
7,MS,easy,3,11.3346,1,7s1EYKyluI,pool34
7,MS,medium,5,17.802,1,7s1EYKyluI,pool34
7,MS,hard,3,15.9446,0.42857142857142855,7s1EYKyluI,pool34
8,MS,easy,2,11.1845,0.6666666666666666,7s1EYKyluI,pool34
8,MS,medium,4,22.1027,0.8,7s1EYKyluI,pool34
8,MS,hard,3,13.7282,0.42857142857142855,7s1EYKyluI,pool34
9,MS,easy,3,12.9348,1,7s1EYKyluI,pool34
9,MS,medium,4,23.1695,0.8,7s1EYKyluI,pool34
9,MS,hard,5,21.3787,0.7142857142857143,7s1EYKyluI,pool34
10,MS,easy,3,12.0518,1,7s1EYKyluI,pool34
10,MS,medium,3,23.8693,0.6,7s1EYKyluI,pool34
10,MS,hard,4,16.2848,0.5714285714285714,7s1EYKyluI,pool34
11,MS,easy,3,11.2846,1,7s1EYKyluI,pool34
11,MS,medium,4,20.0689,0.8,7s1EYKyluI,pool34
11,MS,hard,4,19.0954,0.5714285714285714,7s1EYKyluI,pool34
12,MS,easy,3,13.6013,1,7s1EYKyluI,pool34
12,MS,medium,2,13.2182,0.4,7s1EYKyluI,pool34
12,MS,hard,4,17.945,0.5714285714285714,7s1EYKyluI,pool34
13,MS,easy,2,12.2846,0.6666666666666666,7s1EYKyluI,pool34
13,MS,medium,3,15.2684,0.6,7s1EYKyluI,pool34
13,MS,hard,4,27.2626,0.5714285714285714,7s1EYKyluI,pool34
14,MS,easy,3,10.048,1,7s1EYKyluI,pool34
14,MS,medium,5,20.9524,1,7s1EYKyluI,pool34
14,MS,hard,0,160.524,0,7s1EYKyluI,pool34
15,MS,easy,3,11.8895,1,7s1EYKyluI,pool34
15,MS,medium,2,10.5843,0.4,7s1EYKyluI,pool34
15,MS,hard,5,19.319,0.7142857142857143,7s1EYKyluI,pool34
16,MS,easy,3,11.701,1,7s1EYKyluI,pool34
16,MS,medium,2,10.8177,0.4,7s1EYKyluI,pool34
16,MS,hard,4,16.6517,0.5714285714285714,7s1EYKyluI,pool34
1,MS,easy,3,10.1341,1,GxpGXkXK8v,pool34
1,MS,medium,3,16.5232,0.6,GxpGXkXK8v,pool34
1,MS,hard,3,10.7575,0.42857142857142855,GxpGXkXK8v,pool34
2,MS,easy,3,11.8214,1,GxpGXkXK8v,pool34
2,MS,medium,3,32.7606,0.6,GxpGXkXK8v,pool34
2,MS,hard,2,15.1835,0.2857142857142857,GxpGXkXK8v,pool34
3,MS,easy,3,9.5636,1,GxpGXkXK8v,pool34
3,MS,medium,5,16.5576,1,GxpGXkXK8v,pool34
3,MS,hard,4,17.2055,0.5714285714285714,GxpGXkXK8v,pool34
4,MS,easy,3,9.0237,1,GxpGXkXK8v,pool34
4,MS,medium,3,17.1577,0.6,GxpGXkXK8v,pool34
4,MS,hard,4,13.2159,0.5714285714285714,GxpGXkXK8v,pool34
5,MS,easy,2,14.2187,0.6666666666666666,GxpGXkXK8v,pool34
5,MS,medium,5,19.896,1,GxpGXkXK8v,pool34
5,MS,hard,3,17.4409,0.42857142857142855,GxpGXkXK8v,pool34
6,MS,easy,3,9.8575,1,GxpGXkXK8v,pool34
6,MS,medium,4,22.5743,0.8,GxpGXkXK8v,pool34
6,MS,hard,3,14.6659,0.42857142857142855,GxpGXkXK8v,pool34
7,MS,easy,3,9.9253,1,GxpGXkXK8v,pool34
7,MS,medium,4,32.0165,0.8,GxpGXkXK8v,pool34
7,MS,hard,3,9.2652,0.42857142857142855,GxpGXkXK8v,pool34
8,MS,easy,3,9.6862,1,GxpGXkXK8v,pool34
8,MS,medium,4,16.1741,0.8,GxpGXkXK8v,pool34
8,MS,hard,2,13.4799,0.2857142857142857,GxpGXkXK8v,pool34
9,MS,easy,0,0.0016,0,GxpGXkXK8v,pool34
9,MS,medium,3,22.4188,0.6,GxpGXkXK8v,pool34
9,MS,hard,3,10.9151,0.42857142857142855,GxpGXkXK8v,pool34
10,MS,easy,0,0.0016,0,GxpGXkXK8v,pool34
10,MS,medium,5,23.7598,1,GxpGXkXK8v,pool34
10,MS,hard,1,10.2024,0.14285714285714285,GxpGXkXK8v,pool34
11,MS,easy,2,8.6411,0.6666666666666666,GxpGXkXK8v,pool34
11,MS,medium,3,11.5113,0.6,GxpGXkXK8v,pool34
11,MS,hard,4,18.2577,0.5714285714285714,GxpGXkXK8v,pool34
12,MS,easy,2,11.2609,0.6666666666666666,GxpGXkXK8v,pool34
12,MS,medium,2,26.3486,0.4,GxpGXkXK8v,pool34
12,MS,hard,2,8.6913,0.2857142857142857,GxpGXkXK8v,pool34
13,MS,easy,3,10.6591,1,GxpGXkXK8v,pool34
13,MS,medium,5,16.5613,1,GxpGXkXK8v,pool34
13,MS,hard,3,16.3839,0.42857142857142855,GxpGXkXK8v,pool34
14,MS,easy,3,9.852,1,GxpGXkXK8v,pool34
14,MS,medium,4,14.8351,0.8,GxpGXkXK8v,pool34
14,MS,hard,1,9.7941,0.14285714285714285,GxpGXkXK8v,pool34
15,MS,easy,3,10.9378,1,GxpGXkXK8v,pool34
15,MS,medium,4,16.0296,0.8,GxpGXkXK8v,pool34
15,MS,hard,3,10.9904,0.42857142857142855,GxpGXkXK8v,pool34
16,MS,easy,3,9.2885,1,GxpGXkXK8v,pool34
16,MS,medium,2,12.2238,0.4,GxpGXkXK8v,pool34
16,MS,hard,3,10.6104,0.42857142857142855,GxpGXkXK8v,pool34
1,MS,easy,3,17.8832,1,W98TU3XJxb,pool34
1,MS,medium,5,13.033,1,W98TU3XJxb,pool34
1,MS,hard,5,13.6368,0.7142857142857143,W98TU3XJxb,pool34
2,MS,easy,3,9.1993,1,W98TU3XJxb,pool34
2,MS,medium,5,13.5672,1,W98TU3XJxb,pool34
2,MS,hard,3,13.3006,0.42857142857142855,W98TU3XJxb,pool34
3,MS,easy,3,9.2657,1,W98TU3XJxb,pool34
3,MS,medium,5,13.7339,1,W98TU3XJxb,pool34
3,MS,hard,4,14.7326,0.5714285714285714,W98TU3XJxb,pool34
4,MS,easy,3,8.3994,1,W98TU3XJxb,pool34
4,MS,medium,4,20.8314,0.8,W98TU3XJxb,pool34
4,MS,hard,4,11.6303,0.5714285714285714,W98TU3XJxb,pool34
5,MS,easy,3,15.4316,1,W98TU3XJxb,pool34
5,MS,medium,4,34.9705,0.8,W98TU3XJxb,pool34
5,MS,hard,5,19.0993,0.7142857142857143,W98TU3XJxb,pool34
6,MS,easy,3,7.1301,1,W98TU3XJxb,pool34
6,MS,medium,5,12.3641,1,W98TU3XJxb,pool34
6,MS,hard,3,21.0331,0.42857142857142855,W98TU3XJxb,pool34
7,MS,easy,3,9.3219,1,W98TU3XJxb,pool34
7,MS,medium,5,17.2345,1,W98TU3XJxb,pool34
7,MS,hard,4,12.7976,0.5714285714285714,W98TU3XJxb,pool34
8,MS,easy,3,7.7404,1,W98TU3XJxb,pool34
8,MS,medium,4,16.2656,0.8,W98TU3XJxb,pool34
8,MS,hard,5,14.2328,0.7142857142857143,W98TU3XJxb,pool34
9,MS,easy,3,9.1997,1,W98TU3XJxb,pool34
9,MS,medium,5,16.6319,1,W98TU3XJxb,pool34
9,MS,hard,3,17.7972,0.42857142857142855,W98TU3XJxb,pool34
10,MS,easy,3,7.2743,1,W98TU3XJxb,pool34
10,MS,medium,5,25.8298,1,W98TU3XJxb,pool34
10,MS,hard,5,15.6321,0.7142857142857143,W98TU3XJxb,pool34
11,MS,easy,3,8.7345,1,W98TU3XJxb,pool34
11,MS,medium,5,12.6369,1,W98TU3XJxb,pool34
11,MS,hard,5,21.2648,0.7142857142857143,W98TU3XJxb,pool34
12,MS,easy,3,7.6291,1,W98TU3XJxb,pool34
12,MS,medium,4,11.6659,0.8,W98TU3XJxb,pool34
12,MS,hard,5,13.3639,0.7142857142857143,W98TU3XJxb,pool34
13,MS,easy,2,15.7028,0.6666666666666666,W98TU3XJxb,pool34
13,MS,medium,3,28.7316,0.6,W98TU3XJxb,pool34
13,MS,hard,5,25.233,0.7142857142857143,W98TU3XJxb,pool34
14,MS,easy,3,8.0946,1,W98TU3XJxb,pool34
14,MS,medium,5,13.6997,1,W98TU3XJxb,pool34
14,MS,hard,6,17.9322,0.8571428571428571,W98TU3XJxb,pool34
15,MS,easy,3,13.0346,1,W98TU3XJxb,pool34
15,MS,medium,5,10.8676,1,W98TU3XJxb,pool34
15,MS,hard,5,23.6886,0.7142857142857143,W98TU3XJxb,pool34
16,MS,easy,3,7.9337,1,W98TU3XJxb,pool34
16,MS,medium,5,13.2322,1,W98TU3XJxb,pool34
16,MS,hard,6,13.1641,0.8571428571428571,W98TU3XJxb,pool34
1,MS,easy,3,8.4711,1,yWB1eDgHxE,pool34
1,MS,medium,5,16.3272,1,yWB1eDgHxE,pool34
1,MS,hard,7,39.0945,1,yWB1eDgHxE,pool34
2,MS,easy,3,13.6763,1,yWB1eDgHxE,pool34
2,MS,medium,5,23.8889,1,yWB1eDgHxE,pool34
2,MS,hard,6,55.6119,0.8571428571428571,yWB1eDgHxE,pool34
3,MS,easy,2,11.1579,0.6666666666666666,yWB1eDgHxE,pool34
3,MS,medium,5,17.0674,1,yWB1eDgHxE,pool34
3,MS,hard,7,26.8076,1,yWB1eDgHxE,pool34
4,MS,easy,3,9.2397,1,yWB1eDgHxE,pool34
4,MS,medium,5,12.2586,1,yWB1eDgHxE,pool34
4,MS,hard,7,30.1425,1,yWB1eDgHxE,pool34
5,MS,easy,3,9.1567,1,yWB1eDgHxE,pool34
5,MS,medium,5,11.7358,1,yWB1eDgHxE,pool34
5,MS,hard,7,32.8571,1,yWB1eDgHxE,pool34
6,MS,easy,3,17.9128,1,yWB1eDgHxE,pool34
6,MS,medium,5,12.1252,1,yWB1eDgHxE,pool34
6,MS,hard,7,29.5891,1,yWB1eDgHxE,pool34
7,MS,easy,2,10.0903,0.6666666666666666,yWB1eDgHxE,pool34
7,MS,medium,5,13.5093,1,yWB1eDgHxE,pool34
7,MS,hard,7,42.4522,1,yWB1eDgHxE,pool34
8,MS,easy,3,10.5741,1,yWB1eDgHxE,pool34
8,MS,medium,5,32.5897,1,yWB1eDgHxE,pool34
8,MS,hard,7,30.4888,1,yWB1eDgHxE,pool34
9,MS,easy,3,9.5402,1,yWB1eDgHxE,pool34
9,MS,medium,5,19.0848,1,yWB1eDgHxE,pool34
9,MS,hard,7,30.7885,1,yWB1eDgHxE,pool34
10,MS,easy,3,65.5132,1,yWB1eDgHxE,pool34
10,MS,medium,5,12.1588,1,yWB1eDgHxE,pool34
10,MS,hard,7,36.3643,1,yWB1eDgHxE,pool34
11,MS,easy,3,9.6234,1,yWB1eDgHxE,pool34
11,MS,medium,4,26.1023,0.8,yWB1eDgHxE,pool34
11,MS,hard,7,25.7359,1,yWB1eDgHxE,pool34
12,MS,easy,3,9.9403,1,yWB1eDgHxE,pool34
12,MS,medium,5,18.3955,1,yWB1eDgHxE,pool34
12,MS,hard,7,34.7413,1,yWB1eDgHxE,pool34
13,MS,easy,3,9.2565,1,yWB1eDgHxE,pool34
13,MS,medium,4,32.1063,0.8,yWB1eDgHxE,pool34
13,MS,hard,7,36.3143,1,yWB1eDgHxE,pool34
14,MS,easy,3,12.692,1,yWB1eDgHxE,pool34
14,MS,medium,5,25.7516,1,yWB1eDgHxE,pool34
14,MS,hard,7,28.4541,1,yWB1eDgHxE,pool34
15,MS,easy,3,8.5729,1,yWB1eDgHxE,pool34
15,MS,medium,5,22.0155,1,yWB1eDgHxE,pool34
15,MS,hard,7,32.2075,1,yWB1eDgHxE,pool34
16,MS,easy,3,7.655,1,yWB1eDgHxE,pool34
16,MS,medium,5,20.8971,1,yWB1eDgHxE,pool34
16,MS,hard,7,32.6904,1,yWB1eDgHxE,pool34
1,MS,easy,3,9.4165,1,cdCa7qlKqK,pool34
1,MS,medium,5,14.4116,1,cdCa7qlKqK,pool34
1,MS,hard,6,19.0974,0.8571428571428571,cdCa7qlKqK,pool34
2,MS,easy,3,10.6583,1,cdCa7qlKqK,pool34
2,MS,medium,5,17.4631,1,cdCa7qlKqK,pool34
2,MS,hard,4,24.2857,0.5714285714285714,cdCa7qlKqK,pool34
3,MS,easy,3,9.1607,1,cdCa7qlKqK,pool34
3,MS,medium,5,16.9493,1,cdCa7qlKqK,pool34
3,MS,hard,4,27.5184,0.5714285714285714,cdCa7qlKqK,pool34
4,MS,easy,3,11.1356,1,cdCa7qlKqK,pool34
4,MS,medium,4,23.456,0.8,cdCa7qlKqK,pool34
4,MS,hard,5,25.5006,0.7142857142857143,cdCa7qlKqK,pool34
5,MS,easy,3,9.1468,1,cdCa7qlKqK,pool34
5,MS,medium,5,17.4174,1,cdCa7qlKqK,pool34
5,MS,hard,5,23.7537,0.7142857142857143,cdCa7qlKqK,pool34
6,MS,easy,3,9.6867,1,cdCa7qlKqK,pool34
6,MS,medium,4,19.9241,0.8,cdCa7qlKqK,pool34
6,MS,hard,5,25.729,0.7142857142857143,cdCa7qlKqK,pool34
7,MS,easy,3,10.202,1,cdCa7qlKqK,pool34
7,MS,medium,5,21.918,1,cdCa7qlKqK,pool34
7,MS,hard,7,22.3094,1,cdCa7qlKqK,pool34
8,MS,easy,3,10.1019,1,cdCa7qlKqK,pool34
8,MS,medium,5,15.9001,1,cdCa7qlKqK,pool34
8,MS,hard,6,25.6544,0.8571428571428571,cdCa7qlKqK,pool34
9,MS,easy,3,10.9797,1,cdCa7qlKqK,pool34
9,MS,medium,5,20.9058,1,cdCa7qlKqK,pool34
9,MS,hard,6,24.197,0.8571428571428571,cdCa7qlKqK,pool34
10,MS,easy,3,9.7221,1,cdCa7qlKqK,pool34
10,MS,medium,5,18.0467,1,cdCa7qlKqK,pool34
10,MS,hard,5,22.904,0.7142857142857143,cdCa7qlKqK,pool34
11,MS,easy,3,8.8867,1,cdCa7qlKqK,pool34
11,MS,medium,5,16.2256,1,cdCa7qlKqK,pool34
11,MS,hard,5,18.4687,0.7142857142857143,cdCa7qlKqK,pool34
12,MS,easy,3,11.164,1,cdCa7qlKqK,pool34
12,MS,medium,5,22.0969,1,cdCa7qlKqK,pool34
12,MS,hard,5,21.0582,0.7142857142857143,cdCa7qlKqK,pool34
13,MS,easy,3,10.8394,1,cdCa7qlKqK,pool34
13,MS,medium,5,22.8876,1,cdCa7qlKqK,pool34
13,MS,hard,6,26.9324,0.8571428571428571,cdCa7qlKqK,pool34
14,MS,easy,3,8.1297,1,cdCa7qlKqK,pool34
14,MS,medium,5,19.0902,1,cdCa7qlKqK,pool34
14,MS,hard,4,17.3946,0.5714285714285714,cdCa7qlKqK,pool34
15,MS,easy,3,7.9851,1,cdCa7qlKqK,pool34
15,MS,medium,5,16.4691,1,cdCa7qlKqK,pool34
15,MS,hard,5,29.451,0.7142857142857143,cdCa7qlKqK,pool34
16,MS,easy,3,9.3679,1,cdCa7qlKqK,pool34
16,MS,medium,5,17.0327,1,cdCa7qlKqK,pool34
16,MS,hard,5,23.9501,0.7142857142857143,cdCa7qlKqK,pool34
1,MS,easy,3,9.4994,1,0dkwUmCwzJ,pool34
1,MS,medium,5,58.5723,1,0dkwUmCwzJ,pool34
1,MS,hard,5,19.7162,0.7142857142857143,0dkwUmCwzJ,pool34
2,MS,easy,3,10.1551,1,0dkwUmCwzJ,pool34
2,MS,medium,5,15.7671,1,0dkwUmCwzJ,pool34
2,MS,hard,5,24.6338,0.7142857142857143,0dkwUmCwzJ,pool34
3,MS,easy,3,7.6886,1,0dkwUmCwzJ,pool34
3,MS,medium,5,11.8384,1,0dkwUmCwzJ,pool34
3,MS,hard,6,32.4839,0.8571428571428571,0dkwUmCwzJ,pool34
4,MS,easy,3,7.3884,1,0dkwUmCwzJ,pool34
4,MS,medium,5,12.7171,1,0dkwUmCwzJ,pool34
4,MS,hard,5,28.4504,0.7142857142857143,0dkwUmCwzJ,pool34
5,MS,easy,3,7.9967,1,0dkwUmCwzJ,pool34
5,MS,medium,5,11.2004,1,0dkwUmCwzJ,pool34
5,MS,hard,5,21.9502,0.7142857142857143,0dkwUmCwzJ,pool34
6,MS,easy,2,8.7219,0.6666666666666666,0dkwUmCwzJ,pool34
6,MS,medium,5,11.1218,1,0dkwUmCwzJ,pool34
6,MS,hard,4,14.9,0.5714285714285714,0dkwUmCwzJ,pool34
7,MS,easy,3,8.4669,1,0dkwUmCwzJ,pool34
7,MS,medium,5,12.4668,1,0dkwUmCwzJ,pool34
7,MS,hard,5,16.6168,0.7142857142857143,0dkwUmCwzJ,pool34
8,MS,easy,3,7.417,1,0dkwUmCwzJ,pool34
8,MS,medium,5,12.0834,1,0dkwUmCwzJ,pool34
8,MS,hard,4,13.2668,0.5714285714285714,0dkwUmCwzJ,pool34
9,MS,easy,3,5.9166,1,0dkwUmCwzJ,pool34
9,MS,medium,5,10.7334,1,0dkwUmCwzJ,pool34
9,MS,hard,4,14.8668,0.5714285714285714,0dkwUmCwzJ,pool34
10,MS,easy,3,7.2499,1,0dkwUmCwzJ,pool34
10,MS,medium,5,16.1002,1,0dkwUmCwzJ,pool34
10,MS,hard,4,12.9334,0.5714285714285714,0dkwUmCwzJ,pool34
11,MS,easy,3,7.5674,1,0dkwUmCwzJ,pool34
11,MS,medium,5,17.4502,1,0dkwUmCwzJ,pool34
11,MS,hard,6,15.1551,0.8571428571428571,0dkwUmCwzJ,pool34
12,MS,easy,3,6.9501,1,0dkwUmCwzJ,pool34
12,MS,medium,5,31.0673,1,0dkwUmCwzJ,pool34
12,MS,hard,5,15.6336,0.7142857142857143,0dkwUmCwzJ,pool34
13,MS,easy,3,7.4002,1,0dkwUmCwzJ,pool34
13,MS,medium,4,12.2001,0.8,0dkwUmCwzJ,pool34
13,MS,hard,4,13.2,0.5714285714285714,0dkwUmCwzJ,pool34
14,MS,easy,3,8.2501,1,0dkwUmCwzJ,pool34
14,MS,medium,5,14.5335,1,0dkwUmCwzJ,pool34
14,MS,hard,4,15.0502,0.5714285714285714,0dkwUmCwzJ,pool34
15,MS,easy,2,12.4668,0.6666666666666666,0dkwUmCwzJ,pool34
15,MS,medium,5,18.8169,1,0dkwUmCwzJ,pool34
15,MS,hard,5,12.4501,0.7142857142857143,0dkwUmCwzJ,pool34
16,MS,easy,3,8.1834,1,0dkwUmCwzJ,pool34
16,MS,medium,5,11.5335,1,0dkwUmCwzJ,pool34
16,MS,hard,6,20.7336,0.8571428571428571,0dkwUmCwzJ,pool34
1,MS,easy,3,32.9612,1,h3qLkF1oCE,pool34
1,MS,medium,5,22.9802,1,h3qLkF1oCE,pool34
1,MS,hard,7,25.5381,1,h3qLkF1oCE,pool34
2,MS,easy,2,21.8153,0.6666666666666666,h3qLkF1oCE,pool34
2,MS,medium,5,23.9479,1,h3qLkF1oCE,pool34
2,MS,hard,7,27.6811,1,h3qLkF1oCE,pool34
3,MS,easy,3,9.599,1,h3qLkF1oCE,pool34
3,MS,medium,5,16.3325,1,h3qLkF1oCE,pool34
3,MS,hard,7,25.1971,1,h3qLkF1oCE,pool34
4,MS,easy,2,14.6987,0.6666666666666666,h3qLkF1oCE,pool34
4,MS,medium,5,26.2309,1,h3qLkF1oCE,pool34
4,MS,hard,7,28.6301,1,h3qLkF1oCE,pool34
5,MS,easy,3,7.899,1,h3qLkF1oCE,pool34
